"Step","downstream_eval - chemistry","downstream_eval - chemistry__MIN","downstream_eval - chemistry__MAX"
"172","19.85960591133005","19.85960591133005","19.85960591133005"
"174","19.120689655172413","19.120689655172413","19.120689655172413"
"176","20.852216748768473","20.852216748768473","20.852216748768473"
"178","19.10591133004926","19.10591133004926","19.10591133004926"
"180","17.874384236453203","17.874384236453203","17.874384236453203"
"182","20.85960591133005","20.85960591133005","20.85960591133005"
"184","17.62807881773399","17.62807881773399","17.62807881773399"
"186","19.10591133004926","19.10591133004926","19.10591133004926"
"188","15.374384236453203","15.374384236453203","15.374384236453203"
"190","17.635467980295566","17.635467980295566","17.635467980295566"
"192","18.874384236453203","18.874384236453203","18.874384236453203"
"194","18.620689655172413","18.620689655172413","18.620689655172413"
"196","21.33743842364532","21.33743842364532","21.33743842364532"
"198","18.12807881773399","18.12807881773399","18.12807881773399"
"200","19.120689655172413","19.120689655172413","19.120689655172413"
"202","24.56896551724138","24.56896551724138","24.56896551724138"
"204","19.352216748768473","19.352216748768473","19.352216748768473"
"206","21.620689655172413","21.620689655172413","21.620689655172413"
"208","20.60591133004926","20.60591133004926","20.60591133004926"
"210","21.374384236453203","21.374384236453203","21.374384236453203"
"212","20.635467980295566","20.635467980295566","20.635467980295566"
"214","18.61330049261084","18.61330049261084","18.61330049261084"
"216","22.098522167487687","22.098522167487687","22.098522167487687"
"218","17.620689655172413","17.620689655172413","17.620689655172413"
"220","22.844827586206897","22.844827586206897","22.844827586206897"
"222","19.11330049261084","19.11330049261084","19.11330049261084"
"224","19.61330049261084","19.61330049261084","19.61330049261084"
"226","18.61330049261084","18.61330049261084","18.61330049261084"
"228","24.091133004926107","24.091133004926107","24.091133004926107"
"230","18.866995073891626","18.866995073891626","18.866995073891626"
"232","17.874384236453203","17.874384236453203","17.874384236453203"
"234","18.635467980295566","18.635467980295566","18.635467980295566"
"236","20.62807881773399","20.62807881773399","20.62807881773399"
"238","21.844827586206897","21.844827586206897","21.844827586206897"
"240","19.61330049261084","19.61330049261084","19.61330049261084"
"242","17.635467980295566","17.635467980295566","17.635467980295566"
"244","22.83743842364532","22.83743842364532","22.83743842364532"
"246","17.352216748768473","17.352216748768473","17.352216748768473"
"248","18.88177339901478","18.88177339901478","18.88177339901478"
"250","18.15024630541872","18.15024630541872","18.15024630541872"
"252","19.830049261083744","19.830049261083744","19.830049261083744"
"254","17.35960591133005","17.35960591133005","17.35960591133005"
"256","20.098522167487687","20.098522167487687","20.098522167487687"
"258","22.591133004926107","22.591133004926107","22.591133004926107"
"260","25.330049261083744","25.330049261083744","25.330049261083744"
"262","22.06896551724138","22.06896551724138","22.06896551724138"
"264","22.322660098522167","22.322660098522167","22.322660098522167"
"266","27.091133004926107","27.091133004926107","27.091133004926107"
"268","23.300492610837438","23.300492610837438","23.300492610837438"
"270","20.12807881773399","20.12807881773399","20.12807881773399"
"272","24.322660098522167","24.322660098522167","24.322660098522167"
"274","18.635467980295566","18.635467980295566","18.635467980295566"
"276","23.576354679802954","23.576354679802954","23.576354679802954"
"278","28.120689655172413","28.120689655172413","28.120689655172413"
"280","21.33743842364532","21.33743842364532","21.33743842364532"
"282","29.083743842364534","29.083743842364534","29.083743842364534"
"284","22.307881773399018","22.307881773399018","22.307881773399018"
"286","18.620689655172413","18.620689655172413","18.620689655172413"
"288","30.81527093596059","30.81527093596059","30.81527093596059"
"290","25.352216748768473","25.352216748768473","25.352216748768473"
"292","30.81527093596059","30.81527093596059","30.81527093596059"
"294","25.561576354679804","25.561576354679804","25.561576354679804"
"296","22.583743842364534","22.583743842364534","22.583743842364534"
"298","21.576354679802954","21.576354679802954","21.576354679802954"
"300","21.098522167487687","21.098522167487687","21.098522167487687"
"302","22.307881773399018","22.307881773399018","22.307881773399018"
"304","25.800492610837438","25.800492610837438","25.800492610837438"
"306","23.300492610837438","23.300492610837438","23.300492610837438"
"308","24.576354679802954","24.576354679802954","24.576354679802954"
"310","24.04679802955665","24.04679802955665","24.04679802955665"
"312","22.807881773399018","22.807881773399018","22.807881773399018"
"314","24.04679802955665","24.04679802955665","24.04679802955665"
"316","25.539408866995075","25.539408866995075","25.539408866995075"
"318","23.79310344827586","23.79310344827586","23.79310344827586"
"320","23.554187192118228","23.554187192118228","23.554187192118228"
"322","27.039408866995075","27.039408866995075","27.039408866995075"
"324","27.29310344827586","27.29310344827586","27.29310344827586"
"326","23.79310344827586","23.79310344827586","23.79310344827586"
"328","24.27832512315271","24.27832512315271","24.27832512315271"
"330","25.039408866995075","25.039408866995075","25.039408866995075"
"332","25.04679802955665","25.04679802955665","25.04679802955665"
"334","23.785714285714285","23.785714285714285","23.785714285714285"
"336","19.591133004926107","19.591133004926107","19.591133004926107"
"338","25.29310344827586","25.29310344827586","25.29310344827586"
"340","25.830049261083744","25.830049261083744","25.830049261083744"
"342","24.539408866995075","24.539408866995075","24.539408866995075"
"344","26.039408866995075","26.039408866995075","26.039408866995075"
"346","23.06896551724138","23.06896551724138","23.06896551724138"
"348","23.307881773399018","23.307881773399018","23.307881773399018"
"350","21.874384236453203","21.874384236453203","21.874384236453203"
"352","27.546798029556655","27.546798029556655","27.546798029556655"
"354","23.561576354679804","23.561576354679804","23.561576354679804"
