"Step","perplexity_eval - PhilPapers","perplexity_eval - PhilPapers__MIN","perplexity_eval - PhilPapers__MAX"
"122","21.47041990607977","21.47041990607977","21.47041990607977"
"124","23.508340887725357","23.508340887725357","23.508340887725357"
"126","22.53859633207321","22.53859633207321","22.53859633207321"
"128","22.38645906001329","22.38645906001329","22.38645906001329"
"130","21.417127825319767","21.417127825319767","21.417127825319767"
"132","21.575943779200315","21.575943779200315","21.575943779200315"
"134","21.702159591019157","21.702159591019157","21.702159591019157"
"136","21.870449651032686","21.870449651032686","21.870449651032686"
"138","20.714990761131048","20.714990761131048","20.714990761131048"
"140","21.977319583296776","21.977319583296776","21.977319583296776"
"142","21.53400631248951","21.53400631248951","21.53400631248951"
"144","20.81512687727809","20.81512687727809","20.81512687727809"
"146","21.727538723498583","21.727538723498583","21.727538723498583"
"148","21.24341256916523","21.24341256916523","21.24341256916523"
"150","22.4958173558116","22.4958173558116","22.4958173558116"
"152","21.756847839802504","21.756847839802504","21.756847839802504"
"154","22.16072817146778","22.16072817146778","22.16072817146778"
"156","22.637423746287823","22.637423746287823","22.637423746287823"
"158","20.715805053710938","20.715805053710938","20.715805053710938"
"160","22.356187216937546","22.356187216937546","22.356187216937546"
"162","22.26552476733923","22.26552476733923","22.26552476733923"
"164","21.170764464885","21.170764464885","21.170764464885"
"166","21.21929713338613","21.21929713338613","21.21929713338613"
"168","20.93499580025673","20.93499580025673","20.93499580025673"
"170","21.228817611932755","21.228817611932755","21.228817611932755"
"172","22.2658464461565","22.2658464461565","22.2658464461565"
"174","20.93777521327138","20.93777521327138","20.93777521327138"
"176","20.278514996171","20.278514996171","20.278514996171"
"178","20.7682096734643","20.7682096734643","20.7682096734643"
"180","20.86646743863821","20.86646743863821","20.86646743863821"
"182","21.914956517517567","21.914956517517567","21.914956517517567"
"184","22.185054160654545","22.185054160654545","22.185054160654545"
"186","21.432522997260094","21.432522997260094","21.432522997260094"
"188","20.981249283999205","20.981249283999205","20.981249283999205"
"190","20.73162399604917","20.73162399604917","20.73162399604917"
"192","20.737733505666256","20.737733505666256","20.737733505666256"
"194","21.234590716660023","21.234590716660023","21.234590716660023"
"196","20.93595014512539","20.93595014512539","20.93595014512539"
"198","20.513643082231283","20.513643082231283","20.513643082231283"
"200","20.951422695070505","20.951422695070505","20.951422695070505"
"202","20.798765990883112","20.798765990883112","20.798765990883112"
"204","20.094632282853127","20.094632282853127","20.094632282853127"
"206","19.457602694630623","19.457602694630623","19.457602694630623"
"208","20.172121591866016","20.172121591866016","20.172121591866016"
"210","19.611298613250256","19.611298613250256","19.611298613250256"
"212","19.87035105377436","19.87035105377436","19.87035105377436"
"214","20.30503663420677","20.30503663420677","20.30503663420677"
"216","20.013382595032454","20.013382595032454","20.013382595032454"
"218","20.34387269616127","20.34387269616127","20.34387269616127"
"220","20.19178833439946","20.19178833439946","20.19178833439946"
"222","19.79297342896461","19.79297342896461","19.79297342896461"
"224","20.54946193099022","20.54946193099022","20.54946193099022"
"226","19.797483313828707","19.797483313828707","19.797483313828707"
"228","20.273968055844307","20.273968055844307","20.273968055844307"
"230","20.04499277472496","20.04499277472496","20.04499277472496"
"232","19.344257086515427","19.344257086515427","19.344257086515427"
"234","19.479112558066845","19.479112558066845","19.479112558066845"
"236","19.454140596091747","19.454140596091747","19.454140596091747"
"238","19.79312812536955","19.79312812536955","19.79312812536955"
"240","19.764573141932487","19.764573141932487","19.764573141932487"
"242","19.519137650728226","19.519137650728226","19.519137650728226"
"244","19.444476161152124","19.444476161152124","19.444476161152124"
"246","19.414010886102915","19.414010886102915","19.414010886102915"
"248","19.489583119750023","19.489583119750023","19.489583119750023"
"250","19.620580278337","19.620580278337","19.620580278337"
"252","19.55578084290028","19.55578084290028","19.55578084290028"
"254","19.673128832131624","19.673128832131624","19.673128832131624"
"256","19.74061569198966","19.74061569198966","19.74061569198966"
"258","19.915801882743835","19.915801882743835","19.915801882743835"
"260","20.19830325245857","20.19830325245857","20.19830325245857"
"262","20.532227899879217","20.532227899879217","20.532227899879217"
"264","20.12042125314474","20.12042125314474","20.12042125314474"
"266","19.942827813327312","19.942827813327312","19.942827813327312"
"268","19.95624826475978","19.95624826475978","19.95624826475978"
"270","20.568923085927963","20.568923085927963","20.568923085927963"
"272","18.98637729883194","18.98637729883194","18.98637729883194"
"274","19.40291591361165","19.40291591361165","19.40291591361165"
"276","20.327546041458845","20.327546041458845","20.327546041458845"
"278","20.30347926914692","20.30347926914692","20.30347926914692"
"280","20.288553450256583","20.288553450256583","20.288553450256583"
"282","19.73305695131421","19.73305695131421","19.73305695131421"
"284","19.574795603752136","19.574795603752136","19.574795603752136"
"286","20.19934932142496","20.19934932142496","20.19934932142496"
"288","20.144582271575928","20.144582271575928","20.144582271575928"
"290","19.293456614017487","19.293456614017487","19.293456614017487"
"292","19.883912038058043","19.883912038058043","19.883912038058043"
"294","19.33495128527284","19.33495128527284","19.33495128527284"
"296","18.908384818583727","18.908384818583727","18.908384818583727"
"298","19.269767254590988","19.269767254590988","19.269767254590988"
"300","19.141097981482744","19.141097981482744","19.141097981482744"
"302","18.94349382445216","18.94349382445216","18.94349382445216"
"304","18.465106930583715","18.465106930583715","18.465106930583715"
"306","18.87928633764386","18.87928633764386","18.87928633764386"
"308","19.068513821810484","19.068513821810484","19.068513821810484"
"310","19.126095697283745","19.126095697283745","19.126095697283745"
"312","18.955033876001835","18.955033876001835","18.955033876001835"
"314","18.739777371287342","18.739777371287342","18.739777371287342"
"316","18.833820562809706","18.833820562809706","18.833820562809706"
"318","19.327564787119627","19.327564787119627","19.327564787119627"
"320","18.848189011216164","18.848189011216164","18.848189011216164"
"322","18.778744395822287","18.778744395822287","18.778744395822287"
"324","18.87658438831568","18.87658438831568","18.87658438831568"
"326","19.191293701529503","19.191293701529503","19.191293701529503"
"328","18.52061005681753","18.52061005681753","18.52061005681753"
"330","19.255961060523987","19.255961060523987","19.255961060523987"
"332","19.23368878290057","19.23368878290057","19.23368878290057"
"334","19.297151129692796","19.297151129692796","19.297151129692796"
"336","19.07952094450593","19.07952094450593","19.07952094450593"
"338","19.469162058085203","19.469162058085203","19.469162058085203"
"340","18.990876156836748","18.990876156836748","18.990876156836748"
"342","19.169701106846333","19.169701106846333","19.169701106846333"
"344","18.9131221473217","18.9131221473217","18.9131221473217"
"346","19.486944742500786","19.486944742500786","19.486944742500786"
"348","18.79848326742649","18.79848326742649","18.79848326742649"
"350","18.749438144266605","18.749438144266605","18.749438144266605"
"352","18.31712517887354","18.31712517887354","18.31712517887354"
"354","18.37772135436535","18.37772135436535","18.37772135436535"
