"Step","perplexity_eval - ArXiv","perplexity_eval - ArXiv__MIN","perplexity_eval - ArXiv__MAX"
"80","18.609419977080297","18.609419977080297","18.609419977080297"
"82","16.909346231498624","16.909346231498624","16.909346231498624"
"84","18.836321639598456","18.836321639598456","18.836321639598456"
"86","19.114864290999257","19.114864290999257","19.114864290999257"
"88","17.127797297408755","17.127797297408755","17.127797297408755"
"90","17.5685363692833","17.5685363692833","17.5685363692833"
"92","16.264387045120657","16.264387045120657","16.264387045120657"
"94","17.292567954099088","17.292567954099088","17.292567954099088"
"96","18.803008367989523","18.803008367989523","18.803008367989523"
"98","17.875077044676466","17.875077044676466","17.875077044676466"
"100","17.05463545637535","17.05463545637535","17.05463545637535"
"102","19.21521345932882","19.21521345932882","19.21521345932882"
"104","19.63966476183976","19.63966476183976","19.63966476183976"
"106","22.66321927789639","22.66321927789639","22.66321927789639"
"108","17.736116702320768","17.736116702320768","17.736116702320768"
"110","17.051520636254118","17.051520636254118","17.051520636254118"
"112","17.40073173926061","17.40073173926061","17.40073173926061"
"114","17.390590187518278","17.390590187518278","17.390590187518278"
"116","19.5731073947916","19.5731073947916","19.5731073947916"
"118","18.010172959872314","18.010172959872314","18.010172959872314"
"120","17.690645520031104","17.690645520031104","17.690645520031104"
"122","17.877589117360927","17.877589117360927","17.877589117360927"
"124","18.521901575109904","18.521901575109904","18.521901575109904"
"126","17.582518649616542","17.582518649616542","17.582518649616542"
"128","15.950458254005548","15.950458254005548","15.950458254005548"
"130","16.61367315257081","16.61367315257081","16.61367315257081"
"132","16.998051323795558","16.998051323795558","16.998051323795558"
"134","18.44832998836229","18.44832998836229","18.44832998836229"
"136","17.66115924257689","17.66115924257689","17.66115924257689"
"138","17.066096720156427","17.066096720156427","17.066096720156427"
"140","16.531697568057083","16.531697568057083","16.531697568057083"
"142","16.689736685649812","16.689736685649812","16.689736685649812"
"144","16.53562821731504","16.53562821731504","16.53562821731504"
"146","16.65038868990523","16.65038868990523","16.65038868990523"
"148","16.315940628721627","16.315940628721627","16.315940628721627"
"150","16.746008960584355","16.746008960584355","16.746008960584355"
"152","16.66635951407235","16.66635951407235","16.66635951407235"
"154","16.11004458411178","16.11004458411178","16.11004458411178"
"156","17.71171255519959","17.71171255519959","17.71171255519959"
"158","16.79515846134322","16.79515846134322","16.79515846134322"
"160","17.10106291388435","17.10106291388435","17.10106291388435"
"162","17.458174254432482","17.458174254432482","17.458174254432482"
"164","17.432866262378834","17.432866262378834","17.432866262378834"
"166","17.338445809614825","17.338445809614825","17.338445809614825"
"168","16.892857027470026","16.892857027470026","16.892857027470026"
"170","18.13832587286124","18.13832587286124","18.13832587286124"
"172","18.017957348875075","18.017957348875075","18.017957348875075"
"174","16.695942957700538","16.695942957700538","16.695942957700538"
"176","16.15337175284439","16.15337175284439","16.15337175284439"
"178","16.152680466498122","16.152680466498122","16.152680466498122"
"180","16.790569899187222","16.790569899187222","16.790569899187222"
"182","16.75645778383301","16.75645778383301","16.75645778383301"
"184","16.905462214477044","16.905462214477044","16.905462214477044"
"186","16.953152158412948","16.953152158412948","16.953152158412948"
"188","16.603365393350845","16.603365393350845","16.603365393350845"
"190","16.55196751521611","16.55196751521611","16.55196751521611"
"192","16.22319310413037","16.22319310413037","16.22319310413037"
"194","16.126480100755384","16.126480100755384","16.126480100755384"
"196","15.893961518879047","15.893961518879047","15.893961518879047"
"198","16.75471307125472","16.75471307125472","16.75471307125472"
"200","16.41872800793731","16.41872800793731","16.41872800793731"
"202","15.959679615963328","15.959679615963328","15.959679615963328"
"204","16.60221942731567","16.60221942731567","16.60221942731567"
"206","16.53267528945371","16.53267528945371","16.53267528945371"
"208","16.44704127499984","16.44704127499984","16.44704127499984"
"210","16.018904135609702","16.018904135609702","16.018904135609702"
"212","16.418231559810497","16.418231559810497","16.418231559810497"
"214","15.898228310389214","15.898228310389214","15.898228310389214"
"216","16.327718787359775","16.327718787359775","16.327718787359775"
"218","15.945023259518054","15.945023259518054","15.945023259518054"
"220","16.713853216528","16.713853216528","16.713853216528"
"222","15.53540933885281","15.53540933885281","15.53540933885281"
"224","16.022964555921895","16.022964555921895","16.022964555921895"
"226","15.755098100513194","15.755098100513194","15.755098100513194"
"228","15.909902711362514","15.909902711362514","15.909902711362514"
"230","15.64681813395826","15.64681813395826","15.64681813395826"
"232","15.696218719605298","15.696218719605298","15.696218719605298"
"234","16.609988175425446","16.609988175425446","16.609988175425446"
"236","15.938937985490782","15.938937985490782","15.938937985490782"
"238","16.776449322502312","16.776449322502312","16.776449322502312"
"240","16.585659550807918","16.585659550807918","16.585659550807918"
"242","15.810776690691586","15.810776690691586","15.810776690691586"
"244","15.832091484085678","15.832091484085678","15.832091484085678"
"246","15.884650336933056","15.884650336933056","15.884650336933056"
"248","15.677067092727446","15.677067092727446","15.677067092727446"
"250","15.569584421485242","15.569584421485242","15.569584421485242"
"252","15.492381223518452","15.492381223518452","15.492381223518452"
"254","16.048804720341913","16.048804720341913","16.048804720341913"
"256","15.62619827027531","15.62619827027531","15.62619827027531"
"258","15.923227447821317","15.923227447821317","15.923227447821317"
"260","15.25717689013937","15.25717689013937","15.25717689013937"
"262","17.658588232938587","17.658588232938587","17.658588232938587"
"264","16.917205130865646","16.917205130865646","16.917205130865646"
"266","16.282021462669594","16.282021462669594","16.282021462669594"
"268","17.123119217796518","17.123119217796518","17.123119217796518"
"270","18.474440283410665","18.474440283410665","18.474440283410665"
"272","16.84983675894099","16.84983675894099","16.84983675894099"
"274","16.328358693907685","16.328358693907685","16.328358693907685"
"276","16.956461830725793","16.956461830725793","16.956461830725793"
"278","17.850585971191737","17.850585971191737","17.850585971191737"
"280","16.66763416390962","16.66763416390962","16.66763416390962"
"282","16.475916883991047","16.475916883991047","16.475916883991047"
"284","14.775774827126355","14.775774827126355","14.775774827126355"
"286","15.767660974465304","15.767660974465304","15.767660974465304"
"288","16.67897825060739","16.67897825060739","16.67897825060739"
"290","16.042593400575473","16.042593400575473","16.042593400575473"
"292","15.562279068720112","15.562279068720112","15.562279068720112"
"294","15.184641175535653","15.184641175535653","15.184641175535653"
"296","15.83734672493669","15.83734672493669","15.83734672493669"
"298","14.913573944261444","14.913573944261444","14.913573944261444"
"300","15.2595294654518","15.2595294654518","15.2595294654518"
"302","15.486088885036192","15.486088885036192","15.486088885036192"
"304","15.254466195257129","15.254466195257129","15.254466195257129"
"306","15.394597798115198","15.394597798115198","15.394597798115198"
"308","14.981881178426228","14.981881178426228","14.981881178426228"
"310","15.238919912530102","15.238919912530102","15.238919912530102"
"312","15.316412603865045","15.316412603865045","15.316412603865045"
"314","15.679694838060108","15.679694838060108","15.679694838060108"
"316","15.059913545078963","15.059913545078963","15.059913545078963"
"318","15.378716000594997","15.378716000594997","15.378716000594997"
"320","15.857932124847387","15.857932124847387","15.857932124847387"
"322","14.935215465643957","14.935215465643957","14.935215465643957"
"324","15.63902021712892","15.63902021712892","15.63902021712892"
"326","15.645025116943462","15.645025116943462","15.645025116943462"
"328","14.58746521262853","14.58746521262853","14.58746521262853"
"330","15.053091075057695","15.053091075057695","15.053091075057695"
"332","15.982633945749685","15.982633945749685","15.982633945749685"
"334","15.473986927212424","15.473986927212424","15.473986927212424"
"336","15.529819983595724","15.529819983595724","15.529819983595724"
"338","15.462506701623214","15.462506701623214","15.462506701623214"
"340","15.118284674158517","15.118284674158517","15.118284674158517"
"342","15.111101729415996","15.111101729415996","15.111101729415996"
"344","14.73447319317736","14.73447319317736","14.73447319317736"
"346","15.94874456695785","15.94874456695785","15.94874456695785"
"348","15.227679730254415","15.227679730254415","15.227679730254415"
"350","15.847671511365489","15.847671511365489","15.847671511365489"
"352","15.314199922982594","15.314199922982594","15.314199922982594"
"354","15.14923958498938","15.14923958498938","15.14923958498938"
