"Step","downstream_eval - mmlu","downstream_eval - mmlu__MIN","downstream_eval - mmlu__MAX"
"172","25.182121459768215","25.182121459768215","25.182121459768215"
"173","24.64546231507144","24.64546231507144","24.64546231507144"
"174","25.17985718737882","25.17985718737882","25.17985718737882"
"175","23.55724301534163","23.55724301534163","23.55724301534163"
"176","25.40728939771675","25.40728939771675","25.40728939771675"
"177","25.381907550017875","25.381907550017875","25.381907550017875"
"178","24.56071095460167","24.56071095460167","24.56071095460167"
"179","24.283317554433108","24.283317554433108","24.283317554433108"
"180","24.317897899209655","24.317897899209655","24.317897899209655"
"181","23.769206815025253","23.769206815025253","23.769206815025253"
"182","25.71521532548784","25.71521532548784","25.71521532548784"
"183","24.392365152684352","24.392365152684352","24.392365152684352"
"184","25.42395204751353","25.42395204751353","25.42395204751353"
"185","24.1561831930135","24.1561831930135","24.1561831930135"
"186","24.78575122542247","24.78575122542247","24.78575122542247"
"187","24.74338016517702","24.74338016517702","24.74338016517702"
"188","25.13933681722198","25.13933681722198","25.13933681722198"
"189","24.573298260441387","24.573298260441387","24.573298260441387"
"190","24.303135018010984","24.303135018010984","24.303135018010984"
"191","23.9664431129447","23.9664431129447","23.9664431129447"
"192","25.155301926903718","25.155301926903718","25.155301926903718"
"193","24.68689138574973","24.68689138574973","24.68689138574973"
"194","25.009231503688355","25.009231503688355","25.009231503688355"
"195","24.324044138576074","24.324044138576074","24.324044138576074"
"196","24.927795912258492","24.927795912258492","24.927795912258492"
"197","26.095914643728218","26.095914643728218","26.095914643728218"
"198","25.560763760987232","25.560763760987232","25.560763760987232"
"199","23.823862976952373","23.823862976952373","23.823862976952373"
"200","24.878480428791423","24.878480428791423","24.878480428791423"
"201","23.892610499950028","23.892610499950028","23.892610499950028"
"202","25.203749004313003","25.203749004313003","25.203749004313003"
"203","24.977669978197888","24.977669978197888","24.977669978197888"
"204","24.652319379487718","24.652319379487718","24.652319379487718"
"205","25.45404601817972","25.45404601817972","25.45404601817972"
"206","25.93023417229296","25.93023417229296","25.93023417229296"
"207","25.46253678369739","25.46253678369739","25.46253678369739"
"208","24.943672774465696","24.943672774465696","24.943672774465696"
"209","25.4818993585869","25.4818993585869","25.4818993585869"
"210","25.031712771558677","25.031712771558677","25.031712771558677"
"211","24.615123386758363","24.615123386758363","24.615123386758363"
"212","24.679484156368556","24.679484156368556","24.679484156368556"
"213","24.784925828948527","24.784925828948527","24.784925828948527"
"214","25.773031030912698","25.773031030912698","25.773031030912698"
"215","24.902259798842024","24.902259798842024","24.902259798842024"
"216","25.478970358256735","25.478970358256735","25.478970358256735"
"217","25.62369896489826","25.62369896489826","25.62369896489826"
"218","25.243588512323996","25.243588512323996","25.243588512323996"
"219","25.772143577024604","25.772143577024604","25.772143577024604"
"220","25.08581004617183","25.08581004617183","25.08581004617183"
"221","26.27871591394965","26.27871591394965","26.27871591394965"
"222","25.3398791258516","25.3398791258516","25.3398791258516"
"223","25.46049204828695","25.46049204828695","25.46049204828695"
"224","24.63978055455136","24.63978055455136","24.63978055455136"
"225","25.39427137196072","25.39427137196072","25.39427137196072"
"226","24.870260419903143","24.870260419903143","24.870260419903143"
"227","25.82709278863208","25.82709278863208","25.82709278863208"
"228","25.139760830121755","25.139760830121755","25.139760830121755"
"229","26.39940334622905","26.39940334622905","26.39940334622905"
"230","26.053981003094336","26.053981003094336","26.053981003094336"
"231","25.24486578985419","25.24486578985419","25.24486578985419"
"232","25.105976523352208","25.105976523352208","25.105976523352208"
"233","24.61231184406752","24.61231184406752","24.61231184406752"
"234","25.073717196655508","25.073717196655508","25.073717196655508"
"235","25.24261372012137","25.24261372012137","25.24261372012137"
"236","24.89117698310941","24.89117698310941","24.89117698310941"
"237","24.37569074934325","24.37569074934325","24.37569074934325"
"238","24.744591736450015","24.744591736450015","24.744591736450015"
"239","25.83491545018845","25.83491545018845","25.83491545018845"
"240","25.06706589840471","25.06706589840471","25.06706589840471"
"241","25.416550790623727","25.416550790623727","25.416550790623727"
"242","24.75642263189495","24.75642263189495","24.75642263189495"
"243","24.99376728771061","24.99376728771061","24.99376728771061"
"244","25.41432142577405","25.41432142577405","25.41432142577405"
"245","26.497396517467635","26.497396517467635","26.497396517467635"
"246","24.912339250289893","24.912339250289893","24.912339250289893"
"247","25.400961404983008","25.400961404983008","25.400961404983008"
"248","25.723950978561973","25.723950978561973","25.723950978561973"
"249","24.53062426629514","24.53062426629514","24.53062426629514"
"250","25.412106770172045","25.412106770172045","25.412106770172045"
"251","25.228465972889698","25.228465972889698","25.228465972889698"
"252","25.790386482445992","25.790386482445992","25.790386482445992"
"253","26.21038948720409","26.21038948720409","26.21038948720409"
"254","25.706541225238833","25.706541225238833","25.706541225238833"
"255","25.203745871425003","25.203745871425003","25.203745871425003"
"256","25.089545958200173","25.089545958200173","25.089545958200173"
"257","25.658938799515248","25.658938799515248","25.658938799515248"
"258","24.98140039197036","24.98140039197036","24.98140039197036"
"259","26.350980258981373","26.350980258981373","26.350980258981373"
"260","25.055741106619532","25.055741106619532","25.055741106619532"
"261","26.352269089810964","26.352269089810964","26.352269089810964"
"262","26.178197344164015","26.178197344164015","26.178197344164015"
"263","26.861979340417385","26.861979340417385","26.861979340417385"
"264","27.32093319090854","27.32093319090854","27.32093319090854"
"265","25.664757454812197","25.664757454812197","25.664757454812197"
"266","26.986962204918168","26.986962204918168","26.986962204918168"
"267","27.18779117161782","27.18779117161782","27.18779117161782"
"268","26.171044503634235","26.171044503634235","26.171044503634235"
"269","27.866964543785233","27.866964543785233","27.866964543785233"
"270","29.290094254677246","29.290094254677246","29.290094254677246"
"271","25.369142330746264","25.369142330746264","25.369142330746264"
"272","26.62232690727886","26.62232690727886","26.62232690727886"
"273","27.543701576714668","27.543701576714668","27.543701576714668"
"274","27.83921562132824","27.83921562132824","27.83921562132824"
"275","24.632793868884995","24.632793868884995","24.632793868884995"
"276","26.80029105803518","26.80029105803518","26.80029105803518"
"277","27.12274484955561","27.12274484955561","27.12274484955561"
"278","25.999620332038138","25.999620332038138","25.999620332038138"
"279","27.153180798525344","27.153180798525344","27.153180798525344"
"280","26.100168708279682","26.100168708279682","26.100168708279682"
"281","27.31662256587884","27.31662256587884","27.31662256587884"
"282","26.535483632835373","26.535483632835373","26.535483632835373"
"283","26.953966363603836","26.953966363603836","26.953966363603836"
"284","28.11530382071646","28.11530382071646","28.11530382071646"
"285","26.691756753862716","26.691756753862716","26.691756753862716"
"286","27.71550287732319","27.71550287732319","27.71550287732319"
"287","26.337671807069306","26.337671807069306","26.337671807069306"
"288","27.7058476386144","27.7058476386144","27.7058476386144"
"289","28.92823049160987","28.92823049160987","28.92823049160987"
"290","26.456012053106964","26.456012053106964","26.456012053106964"
"291","26.764716987815294","26.764716987815294","26.764716987815294"
"292","26.00917102209872","26.00917102209872","26.00917102209872"
"293","28.297679419033493","28.297679419033493","28.297679419033493"
"294","28.881795088577533","28.881795088577533","28.881795088577533"
"295","27.816771874667328","27.816771874667328","27.816771874667328"
"296","26.954283854506954","26.954283854506954","26.954283854506954"
"297","27.064215955738767","27.064215955738767","27.064215955738767"
"298","26.74413452082956","26.74413452082956","26.74413452082956"
"299","27.45453021940064","27.45453021940064","27.45453021940064"
"300","27.29128062573959","27.29128062573959","27.29128062573959"
"301","27.096327567698374","27.096327567698374","27.096327567698374"
"302","27.930827112320795","27.930827112320795","27.930827112320795"
"303","27.21230282301852","27.21230282301852","27.21230282301852"
"304","28.213068753193415","28.213068753193415","28.213068753193415"
"305","28.11503230449458","28.11503230449458","28.11503230449458"
"306","28.027683232303747","28.027683232303747","28.027683232303747"
"307","27.664835071557636","27.664835071557636","27.664835071557636"
"308","28.299413593834082","28.299413593834082","28.299413593834082"
"309","27.282514920272234","27.282514920272234","27.282514920272234"
"310","29.218745420746306","29.218745420746306","29.218745420746306"
"311","27.169062745180344","27.169062745180344","27.169062745180344"
"312","27.222201114073012","27.222201114073012","27.222201114073012"
"313","26.992259339925024","26.992259339925024","26.992259339925024"
"314","28.4820450198316","28.4820450198316","28.4820450198316"
"315","27.559903235149292","27.559903235149292","27.559903235149292"
"316","29.084188728811544","29.084188728811544","29.084188728811544"
"317","28.39359032901127","28.39359032901127","28.39359032901127"
"318","27.70961787804922","27.70961787804922","27.70961787804922"
"319","27.834836366092663","27.834836366092663","27.834836366092663"
"320","28.37951709110188","28.37951709110188","28.37951709110188"
"321","27.8228452770459","27.8228452770459","27.8228452770459"
"322","28.02250006989231","28.02250006989231","28.02250006989231"
"323","27.708560429808273","27.708560429808273","27.708560429808273"
"324","28.368710253301536","28.368710253301536","28.368710253301536"
"325","28.68812016968483","28.68812016968483","28.68812016968483"
"326","28.46222922296282","28.46222922296282","28.46222922296282"
"327","28.265183850935887","28.265183850935887","28.265183850935887"
"328","28.678486952975852","28.678486952975852","28.678486952975852"
"329","28.882587193753377","28.882587193753377","28.882587193753377"
"330","28.952858924800832","28.952858924800832","28.952858924800832"
"331","29.516599051238114","29.516599051238114","29.516599051238114"
"332","28.876320718205843","28.876320718205843","28.876320718205843"
"333","28.60081449494115","28.60081449494115","28.60081449494115"
"334","28.75397422706393","28.75397422706393","28.75397422706393"
"335","28.92080680507687","28.92080680507687","28.92080680507687"
"336","28.77212075248508","28.77212075248508","28.77212075248508"
"337","27.85514489027107","27.85514489027107","27.85514489027107"
"338","29.737838285557377","29.737838285557377","29.737838285557377"
"339","28.672952860605484","28.672952860605484","28.672952860605484"
"340","28.84487003139006","28.84487003139006","28.84487003139006"
"341","29.13196023189465","29.13196023189465","29.13196023189465"
"342","28.655869740040842","28.655869740040842","28.655869740040842"
"343","29.38465693839072","29.38465693839072","29.38465693839072"
"344","29.10090937437271","29.10090937437271","29.10090937437271"
"345","29.26298405253574","29.26298405253574","29.26298405253574"
"346","29.977919643990745","29.977919643990745","29.977919643990745"
"347","28.930000660382067","28.930000660382067","28.930000660382067"
"348","28.301011254039143","28.301011254039143","28.301011254039143"
"349","28.627109242587657","28.627109242587657","28.627109242587657"
"350","27.182596768287993","27.182596768287993","27.182596768287993"
"351","27.264815866463728","27.264815866463728","27.264815866463728"
"352","29.687284577635765","29.687284577635765","29.687284577635765"
"353","30.05547614727385","30.05547614727385","30.05547614727385"
"354","30.76325215137519","30.76325215137519","30.76325215137519"
"355","29.349770103290084","29.349770103290084","29.349770103290084"
"356","28.528137906554957","28.528137906554957","28.528137906554957"
