"Step","perplexity_eval - EuroParl","perplexity_eval - EuroParl__MIN","perplexity_eval - EuroParl__MAX"
"224","18.72415070928586","18.72415070928586","18.72415070928586"
"226","18.140502471073415","18.140502471073415","18.140502471073415"
"228","18.37921719642202","18.37921719642202","18.37921719642202"
"230","18.544627499428525","18.544627499428525","18.544627499428525"
"232","17.883055775028886","17.883055775028886","17.883055775028886"
"234","17.640222318612846","17.640222318612846","17.640222318612846"
"236","17.913790748377515","17.913790748377515","17.913790748377515"
"238","17.949389826719926","17.949389826719926","17.949389826719926"
"240","18.01702183522996","18.01702183522996","18.01702183522996"
"242","17.90335545114651","17.90335545114651","17.90335545114651"
"244","17.97766863768268","17.97766863768268","17.97766863768268"
"246","18.016934630217825","18.016934630217825","18.016934630217825"
"248","17.96328002328326","17.96328002328326","17.96328002328326"
"250","18.02935341209363","18.02935341209363","18.02935341209363"
"252","17.50688217703704","17.50688217703704","17.50688217703704"
"254","17.932849783806283","17.932849783806283","17.932849783806283"
"256","18.049116265242265","18.049116265242265","18.049116265242265"
"258","17.941813379336313","17.941813379336313","17.941813379336313"
"260","18.4965660572052","18.4965660572052","18.4965660572052"
"262","18.59396371719944","18.59396371719944","18.59396371719944"
"264","18.30719105756966","18.30719105756966","18.30719105756966"
"266","18.80461818245566","18.80461818245566","18.80461818245566"
"268","18.451831820664133","18.451831820664133","18.451831820664133"
"270","18.716508355110317","18.716508355110317","18.716508355110317"
"272","17.616544647581257","17.616544647581257","17.616544647581257"
"274","18.15448641017744","18.15448641017744","18.15448641017744"
"276","18.482567387781327","18.482567387781327","18.482567387781327"
"278","18.71103769350963","18.71103769350963","18.71103769350963"
"280","18.9571940200344","18.9571940200344","18.9571940200344"
"282","18.42922567561933","18.42922567561933","18.42922567561933"
"284","19.19195549503253","19.19195549503253","19.19195549503253"
"286","19.02872617685112","19.02872617685112","19.02872617685112"
"288","19.25295365084508","19.25295365084508","19.25295365084508"
"290","18.26316281336888","18.26316281336888","18.26316281336888"
"292","18.26214983812563","18.26214983812563","18.26214983812563"
"294","17.9023804786099","17.9023804786099","17.9023804786099"
"296","17.642656151656134","17.642656151656134","17.642656151656134"
"298","17.94851238256807","17.94851238256807","17.94851238256807"
"300","17.562902010170518","17.562902010170518","17.562902010170518"
"302","18.688570786433612","18.688570786433612","18.688570786433612"
"304","18.014050942317695","18.014050942317695","18.014050942317695"
"306","18.59791580127303","18.59791580127303","18.59791580127303"
"308","18.148933395458634","18.148933395458634","18.148933395458634"
"310","18.51766878632224","18.51766878632224","18.51766878632224"
"312","17.8622823444901","17.8622823444901","17.8622823444901"
"314","17.730109551909624","17.730109551909624","17.730109551909624"
"316","18.162233815830984","18.162233815830984","18.162233815830984"
"318","18.52130862102387","18.52130862102387","18.52130862102387"
"320","17.75987097715876","17.75987097715876","17.75987097715876"
"322","17.66698277224401","17.66698277224401","17.66698277224401"
"324","18.22358615990657","18.22358615990657","18.22358615990657"
"326","18.252234729232303","18.252234729232303","18.252234729232303"
"328","17.9583845700428","17.9583845700428","17.9583845700428"
"330","17.92388490658657","17.92388490658657","17.92388490658657"
"332","18.26058221926355","18.26058221926355","18.26058221926355"
"334","17.761496697261833","17.761496697261833","17.761496697261833"
"336","17.336411419947435","17.336411419947435","17.336411419947435"
"338","18.304297063001403","18.304297063001403","18.304297063001403"
"340","17.561955010055737","17.561955010055737","17.561955010055737"
"342","17.689415555091422","17.689415555091422","17.689415555091422"
"344","17.18020191162255","17.18020191162255","17.18020191162255"
"346","16.836796596551398","16.836796596551398","16.836796596551398"
"348","17.206428459495495","17.206428459495495","17.206428459495495"
"350","17.279106635196953","17.279106635196953","17.279106635196953"
"352","16.9254118181338","16.9254118181338","16.9254118181338"
"354","16.739244081412153","16.739244081412153","16.739244081412153"
