"Step","downstream_eval - winogrande","downstream_eval - winogrande__MIN","downstream_eval - winogrande__MAX"
"0","47.750591949486974","47.750591949486974","47.750591949486974"
"2","49.644830307813734","49.644830307813734","49.644830307813734"
"4","51.065509076558804","51.065509076558804","51.065509076558804"
"6","50.118389897395424","50.118389897395424","50.118389897395424"
"8","50.98658247829518","50.98658247829518","50.98658247829518"
"10","53.67008681925809","53.67008681925809","53.67008681925809"
"12","54.85398579321231","54.85398579321231","54.85398579321231"
"14","53.27545382794001","53.27545382794001","53.27545382794001"
"16","54.064719810576165","54.064719810576165","54.064719810576165"
"18","55.24861878453039","55.24861878453039","55.24861878453039"
"20","55.56432517758485","55.56432517758485","55.56432517758485"
"22","55.643251775848455","55.643251775848455","55.643251775848455"
"24","56.11681136543015","56.11681136543015","56.11681136543015"
"26","57.69534333070244","57.69534333070244","57.69534333070244"
"28","57.537490134175215","57.537490134175215","57.537490134175215"
"30","57.9321231254933","57.9321231254933","57.9321231254933"
"32","57.69534333070244","57.69534333070244","57.69534333070244"
"34","57.537490134175215","57.537490134175215","57.537490134175215"
"36","58.08997632202052","58.08997632202052","58.08997632202052"
"38","58.72138910812944","58.72138910812944","58.72138910812944"
"40","60.852407261247045","60.852407261247045","60.852407261247045"
"42","57.9321231254933","57.9321231254933","57.9321231254933"
"44","58.5635359116022","58.5635359116022","58.5635359116022"
"46","58.80031570639306","58.80031570639306","58.80031570639306"
"48","57.69534333070244","57.69534333070244","57.69534333070244"
"50","59.11602209944752","59.11602209944752","59.11602209944752"
"52","59.11602209944752","59.11602209944752","59.11602209944752"
"54","59.905288082083665","59.905288082083665","59.905288082083665"
"56","61.247040252565114","61.247040252565114","61.247040252565114"
"58","59.431728492501975","59.431728492501975","59.431728492501975"
"60","60.22099447513812","60.22099447513812","60.22099447513812"
"62","59.27387529597474","59.27387529597474","59.27387529597474"
"64","61.40489344909235","61.40489344909235","61.40489344909235"
"66","59.27387529597474","59.27387529597474","59.27387529597474"
"68","60.53670086819258","60.53670086819258","60.53670086819258"
"70","60.6156274664562","60.6156274664562","60.6156274664562"
"72","61.32596685082873","61.32596685082873","61.32596685082873"
"74","59.11602209944752","59.11602209944752","59.11602209944752"
"76","62.036306235201266","62.036306235201266","62.036306235201266"
"78","60.29992107340174","60.29992107340174","60.29992107340174"
"80","59.66850828729282","59.66850828729282","59.66850828729282"
"82","59.66850828729282","59.66850828729282","59.66850828729282"
"84","60.53670086819258","60.53670086819258","60.53670086819258"
"86","60.6156274664562","60.6156274664562","60.6156274664562"
"88","60.37884767166535","60.37884767166535","60.37884767166535"
"90","61.87845303867403","61.87845303867403","61.87845303867403"
"92","59.5895816890292","59.5895816890292","59.5895816890292"
"94","61.16811365430151","61.16811365430151","61.16811365430151"
"96","61.010260457774265","61.010260457774265","61.010260457774265"
"98","60.063141278610885","60.063141278610885","60.063141278610885"
"100","61.720599842146804","61.720599842146804","61.720599842146804"
"102","60.852407261247045","60.852407261247045","60.852407261247045"
"104","61.16811365430151","61.16811365430151","61.16811365430151"
"106","60.93133385951065","60.93133385951065","60.93133385951065"
"108","60.53670086819258","60.53670086819258","60.53670086819258"
"110","61.48382004735596","61.48382004735596","61.48382004735596"
"112","61.48382004735596","61.48382004735596","61.48382004735596"
"114","62.74664561957379","62.74664561957379","62.74664561957379"
"116","61.48382004735596","61.48382004735596","61.48382004735596"
"118","62.74664561957379","62.74664561957379","62.74664561957379"
"120","59.905288082083665","59.905288082083665","59.905288082083665"
"122","60.53670086819258","60.53670086819258","60.53670086819258"
"124","60.69455406471981","60.69455406471981","60.69455406471981"
"126","61.010260457774265","61.010260457774265","61.010260457774265"
"128","62.35201262825573","62.35201262825573","62.35201262825573"
"130","62.50986582478295","62.50986582478295","62.50986582478295"
"132","59.35280189423836","59.35280189423836","59.35280189423836"
"134","61.16811365430151","61.16811365430151","61.16811365430151"
"136","62.904498816101025","62.904498816101025","62.904498816101025"
"138","63.299131807419094","63.299131807419094","63.299131807419094"
"140","62.667719021310184","62.667719021310184","62.667719021310184"
"142","61.957379636937645","61.957379636937645","61.957379636937645"
"144","61.089187056037886","61.089187056037886","61.089187056037886"
"146","62.430939226519335","62.430939226519335","62.430939226519335"
"148","62.82557221783741","62.82557221783741","62.82557221783741"
"150","61.720599842146804","61.720599842146804","61.720599842146804"
"152","62.74664561957379","62.74664561957379","62.74664561957379"
"154","64.87766377269139","64.87766377269139","64.87766377269139"
"156","61.79952644041041","61.79952644041041","61.79952644041041"
"158","64.40410418310971","64.40410418310971","64.40410418310971"
"160","62.430939226519335","62.430939226519335","62.430939226519335"
"162","63.85161799526441","63.85161799526441","63.85161799526441"
"164","62.430939226519335","62.430939226519335","62.430939226519335"
"166","64.40410418310971","64.40410418310971","64.40410418310971"
"168","62.50986582478295","62.50986582478295","62.50986582478295"
"170","61.87845303867403","61.87845303867403","61.87845303867403"
"172","63.45698500394633","63.45698500394633","63.45698500394633"
"174","61.16811365430151","61.16811365430151","61.16811365430151"
"176","62.50986582478295","62.50986582478295","62.50986582478295"
"178","61.87845303867403","61.87845303867403","61.87845303867403"
"180","64.24625098658248","64.24625098658248","64.24625098658248"
"182","61.48382004735596","61.48382004735596","61.48382004735596"
"184","62.904498816101025","62.904498816101025","62.904498816101025"
"186","62.11523283346487","62.11523283346487","62.11523283346487"
"188","62.667719021310184","62.667719021310184","62.667719021310184"
"190","64.08839779005525","64.08839779005525","64.08839779005525"
"192","62.667719021310184","62.667719021310184","62.667719021310184"
"194","63.22020520915549","63.22020520915549","63.22020520915549"
"196","61.87845303867403","61.87845303867403","61.87845303867403"
"198","62.58879242304657","62.58879242304657","62.58879242304657"
"200","63.61483820047356","63.61483820047356","63.61483820047356"
"202","61.40489344909235","61.40489344909235","61.40489344909235"
"204","61.720599842146804","61.720599842146804","61.720599842146804"
"206","61.40489344909235","61.40489344909235","61.40489344909235"
"208","63.06235201262825","63.06235201262825","63.06235201262825"
"210","63.45698500394633","63.45698500394633","63.45698500394633"
"212","61.957379636937645","61.957379636937645","61.957379636937645"
"214","63.378058405682715","63.378058405682715","63.378058405682715"
"216","62.50986582478295","62.50986582478295","62.50986582478295"
"218","62.904498816101025","62.904498816101025","62.904498816101025"
"220","62.35201262825573","62.35201262825573","62.35201262825573"
"222","62.194159431728494","62.194159431728494","62.194159431728494"
"224","63.22020520915549","63.22020520915549","63.22020520915549"
"226","62.430939226519335","62.430939226519335","62.430939226519335"
"228","62.98342541436463","62.98342541436463","62.98342541436463"
"230","63.93054459352802","63.93054459352802","63.93054459352802"
"232","63.299131807419094","63.299131807419094","63.299131807419094"
"234","61.16811365430151","61.16811365430151","61.16811365430151"
"236","63.61483820047356","63.61483820047356","63.61483820047356"
"238","62.11523283346487","62.11523283346487","62.11523283346487"
"240","61.720599842146804","61.720599842146804","61.720599842146804"
"242","61.957379636937645","61.957379636937645","61.957379636937645"
"244","62.667719021310184","62.667719021310184","62.667719021310184"
"246","62.58879242304657","62.58879242304657","62.58879242304657"
"248","61.32596685082873","61.32596685082873","61.32596685082873"
"250","63.61483820047356","63.61483820047356","63.61483820047356"
"252","62.904498816101025","62.904498816101025","62.904498816101025"
"254","62.27308602999211","62.27308602999211","62.27308602999211"
"256","62.667719021310184","62.667719021310184","62.667719021310184"
"258","62.74664561957379","62.74664561957379","62.74664561957379"
"260","63.45698500394633","63.45698500394633","63.45698500394633"
"262","64.00947119179163","64.00947119179163","64.00947119179163"
"264","63.77269139700079","63.77269139700079","63.77269139700079"
"266","64.08839779005525","64.08839779005525","64.08839779005525"
"268","64.48303078137332","64.48303078137332","64.48303078137332"
"270","63.299131807419094","63.299131807419094","63.299131807419094"
"272","63.22020520915549","63.22020520915549","63.22020520915549"
"274","63.22020520915549","63.22020520915549","63.22020520915549"
"276","63.141278610891874","63.141278610891874","63.141278610891874"
"278","63.69376479873717","63.69376479873717","63.69376479873717"
"280","63.61483820047356","63.61483820047356","63.61483820047356"
"282","63.69376479873717","63.69376479873717","63.69376479873717"
"284","63.06235201262825","63.06235201262825","63.06235201262825"
"286","64.24625098658248","64.24625098658248","64.24625098658248"
"288","63.69376479873717","63.69376479873717","63.69376479873717"
"290","64.16732438831886","64.16732438831886","64.16732438831886"
"292","63.45698500394633","63.45698500394633","63.45698500394633"
"294","63.93054459352802","63.93054459352802","63.93054459352802"
"296","62.74664561957379","62.74664561957379","62.74664561957379"
"298","63.45698500394633","63.45698500394633","63.45698500394633"
"300","62.667719021310184","62.667719021310184","62.667719021310184"
"302","64.40410418310971","64.40410418310971","64.40410418310971"
"304","64.79873717442779","64.79873717442779","64.79873717442779"
"306","63.141278610891874","63.141278610891874","63.141278610891874"
"308","63.45698500394633","63.45698500394633","63.45698500394633"
"310","64.16732438831886","64.16732438831886","64.16732438831886"
"312","64.24625098658248","64.24625098658248","64.24625098658248"
"314","65.03551696921863","65.03551696921863","65.03551696921863"
"316","63.93054459352802","63.93054459352802","63.93054459352802"
"318","63.93054459352802","63.93054459352802","63.93054459352802"
"320","63.77269139700079","63.77269139700079","63.77269139700079"
"322","64.48303078137332","64.48303078137332","64.48303078137332"
"324","64.71981057616418","64.71981057616418","64.71981057616418"
"326","64.32517758484609","64.32517758484609","64.32517758484609"
"328","64.00947119179163","64.00947119179163","64.00947119179163"
"330","65.35122336227307","65.35122336227307","65.35122336227307"
"332","64.79873717442779","64.79873717442779","64.79873717442779"
"334","64.64088397790056","64.64088397790056","64.64088397790056"
"336","65.11444356748224","65.11444356748224","65.11444356748224"
"338","64.24625098658248","64.24625098658248","64.24625098658248"
"340","64.95659037095501","64.95659037095501","64.95659037095501"
"342","64.48303078137332","64.48303078137332","64.48303078137332"
"344","64.79873717442779","64.79873717442779","64.79873717442779"
"346","64.87766377269139","64.87766377269139","64.87766377269139"
"348","63.45698500394633","63.45698500394633","63.45698500394633"
"350","64.40410418310971","64.40410418310971","64.40410418310971"
"352","64.08839779005525","64.08839779005525","64.08839779005525"
"354","64.24625098658248","64.24625098658248","64.24625098658248"
