"Step","perplexity_eval - Pile-CC","perplexity_eval - Pile-CC__MIN","perplexity_eval - Pile-CC__MAX"
"160","16.626095690061522","16.626095690061522","16.626095690061522"
"162","17.263583013374124","17.263583013374124","17.263583013374124"
"164","16.51660579793673","16.51660579793673","16.51660579793673"
"166","16.459896092596413","16.459896092596413","16.459896092596413"
"168","16.470439678036506","16.470439678036506","16.470439678036506"
"170","16.58193740710139","16.58193740710139","16.58193740710139"
"172","16.7630993987444","16.7630993987444","16.7630993987444"
"174","15.85272343400573","15.85272343400573","15.85272343400573"
"176","15.358508125605242","15.358508125605242","15.358508125605242"
"178","16.20791641662554","16.20791641662554","16.20791641662554"
"180","16.25615457428475","16.25615457428475","16.25615457428475"
"182","16.399643852189538","16.399643852189538","16.399643852189538"
"184","17.142296441368227","17.142296441368227","17.142296441368227"
"186","16.34797880232255","16.34797880232255","16.34797880232255"
"188","16.0592352477997","16.0592352477997","16.0592352477997"
"190","15.641186590627369","15.641186590627369","15.641186590627369"
"192","15.80098238182375","15.80098238182375","15.80098238182375"
"194","16.16862416654447","16.16862416654447","16.16862416654447"
"196","15.718252034039631","15.718252034039631","15.718252034039631"
"198","15.662482007799964","15.662482007799964","15.662482007799964"
"200","15.882024571728042","15.882024571728042","15.882024571728042"
"202","15.904175787934934","15.904175787934934","15.904175787934934"
"204","15.55054330682863","15.55054330682863","15.55054330682863"
"206","14.944410651291063","14.944410651291063","14.944410651291063"
"208","15.502875369587366","15.502875369587366","15.502875369587366"
"210","15.547775534222716","15.547775534222716","15.547775534222716"
"212","15.073099410771016","15.073099410771016","15.073099410771016"
"214","15.625132783528732","15.625132783528732","15.625132783528732"
"216","15.56520931590211","15.56520931590211","15.56520931590211"
"218","15.656169160346368","15.656169160346368","15.656169160346368"
"220","16.050766200790306","16.050766200790306","16.050766200790306"
"222","15.349247825613164","15.349247825613164","15.349247825613164"
"224","15.83395404313229","15.83395404313229","15.83395404313229"
"226","15.39563321750664","15.39563321750664","15.39563321750664"
"228","15.657321244678077","15.657321244678077","15.657321244678077"
"230","15.433937324739627","15.433937324739627","15.433937324739627"
"232","15.245779904142251","15.245779904142251","15.245779904142251"
"234","15.21602147363266","15.21602147363266","15.21602147363266"
"236","15.32866704828203","15.32866704828203","15.32866704828203"
"238","15.436556674251278","15.436556674251278","15.436556674251278"
"240","15.399708551503782","15.399708551503782","15.399708551503782"
"242","15.168922472433692","15.168922472433692","15.168922472433692"
"244","15.178381418088865","15.178381418088865","15.178381418088865"
"246","15.22711242240901","15.22711242240901","15.22711242240901"
"248","15.097546569089316","15.097546569089316","15.097546569089316"
"250","15.148617639408846","15.148617639408846","15.148617639408846"
"252","15.204878151306128","15.204878151306128","15.204878151306128"
"254","15.2550554014422","15.2550554014422","15.2550554014422"
"256","15.259066956466429","15.259066956466429","15.259066956466429"
"258","15.345408370307863","15.345408370307863","15.345408370307863"
"260","15.674429059277026","15.674429059277026","15.674429059277026"
"262","15.521223671354113","15.521223671354113","15.521223671354113"
"264","15.28805004948354","15.28805004948354","15.28805004948354"
"266","15.37487186237049","15.37487186237049","15.37487186237049"
"268","15.309745170655043","15.309745170655043","15.309745170655043"
"270","15.431786100305285","15.431786100305285","15.431786100305285"
"272","15.206061757868676","15.206061757868676","15.206061757868676"
"274","15.01061926661488","15.01061926661488","15.01061926661488"
"276","15.508019687502102","15.508019687502102","15.508019687502102"
"278","15.467061974327544","15.467061974327544","15.467061974327544"
"280","15.176653907565056","15.176653907565056","15.176653907565056"
"282","15.174656051953963","15.174656051953963","15.174656051953963"
"284","15.263984081771794","15.263984081771794","15.263984081771794"
"286","15.481392601939127","15.481392601939127","15.481392601939127"
"288","15.529454334458746","15.529454334458746","15.529454334458746"
"290","14.870868878069643","14.870868878069643","14.870868878069643"
"292","15.11091273203337","15.11091273203337","15.11091273203337"
"294","14.768853820108694","14.768853820108694","14.768853820108694"
"296","14.74645810363238","14.74645810363238","14.74645810363238"
"298","14.94861697663094","14.94861697663094","14.94861697663094"
"300","14.899258231543122","14.899258231543122","14.899258231543122"
"302","14.923865387339916","14.923865387339916","14.923865387339916"
"304","14.567958358158824","14.567958358158824","14.567958358158824"
"306","14.807340426742185","14.807340426742185","14.807340426742185"
"308","15.109956861838493","15.109956861838493","15.109956861838493"
"310","14.796722496872396","14.796722496872396","14.796722496872396"
"312","14.61759781816914","14.61759781816914","14.61759781816914"
"314","14.332265474794488","14.332265474794488","14.332265474794488"
"316","14.673011958059384","14.673011958059384","14.673011958059384"
"318","14.990874034065849","14.990874034065849","14.990874034065849"
"320","14.628328552266868","14.628328552266868","14.628328552266868"
"322","14.753510418771953","14.753510418771953","14.753510418771953"
"324","14.996120614814902","14.996120614814902","14.996120614814902"
"326","14.579449483169077","14.579449483169077","14.579449483169077"
"328","14.523328803691658","14.523328803691658","14.523328803691658"
"330","14.6776475980892","14.6776475980892","14.6776475980892"
"332","14.895978557081198","14.895978557081198","14.895978557081198"
"334","14.79124325862051","14.79124325862051","14.79124325862051"
"336","14.715957957254393","14.715957957254393","14.715957957254393"
"338","14.734784047672257","14.734784047672257","14.734784047672257"
"340","14.716392070112592","14.716392070112592","14.716392070112592"
"342","14.817234662308977","14.817234662308977","14.817234662308977"
"344","14.489051654506394","14.489051654506394","14.489051654506394"
"346","14.717646046487824","14.717646046487824","14.717646046487824"
"348","14.486830859340984","14.486830859340984","14.486830859340984"
"350","14.45474881690929","14.45474881690929","14.45474881690929"
"352","14.510756723601656","14.510756723601656","14.510756723601656"
"354","14.304319445694864","14.304319445694864","14.304319445694864"
