"Step","perplexity_eval - Github","perplexity_eval - Github__MIN","perplexity_eval - Github__MAX"
"0","90.08670887703356","90.08670887703356","90.08670887703356"
"2","15.516282278530282","15.516282278530282","15.516282278530282"
"4","12.39835281568623","12.39835281568623","12.39835281568623"
"6","10.67556777375843","10.67556777375843","10.67556777375843"
"8","10.910818850093245","10.910818850093245","10.910818850093245"
"10","10.712148558480886","10.712148558480886","10.712148558480886"
"12","10.398308215504263","10.398308215504263","10.398308215504263"
"14","9.992957647654602","9.992957647654602","9.992957647654602"
"16","11.347316715664247","11.347316715664247","11.347316715664247"
"18","10.822633895385264","10.822633895385264","10.822633895385264"
"20","10.825438798663052","10.825438798663052","10.825438798663052"
"22","10.620138538620832","10.620138538620832","10.620138538620832"
"24","9.816256772584069","9.816256772584069","9.816256772584069"
"26","10.816203255973107","10.816203255973107","10.816203255973107"
"28","10.379057711348096","10.379057711348096","10.379057711348096"
"30","10.597346060503378","10.597346060503378","10.597346060503378"
"32","10.8113708353855","10.8113708353855","10.8113708353855"
"34","10.431752167255151","10.431752167255151","10.431752167255151"
"36","10.853526391626616","10.853526391626616","10.853526391626616"
"38","10.346421224267052","10.346421224267052","10.346421224267052"
"40","10.696017052944494","10.696017052944494","10.696017052944494"
"42","12.045260687626532","12.045260687626532","12.045260687626532"
"44","11.10404949956754","11.10404949956754","11.10404949956754"
"46","11.32949662457524","11.32949662457524","11.32949662457524"
"48","10.064418780269712","10.064418780269712","10.064418780269712"
"50","11.21410340766194","11.21410340766194","11.21410340766194"
"52","11.213099590943848","11.213099590943848","11.213099590943848"
"54","11.148815535535917","11.148815535535917","11.148815535535917"
"56","10.682915465213926","10.682915465213926","10.682915465213926"
"58","9.941188018267612","9.941188018267612","9.941188018267612"
"60","9.400548776908051","9.400548776908051","9.400548776908051"
"62","10.112060805217483","10.112060805217483","10.112060805217483"
"64","10.004912596071248","10.004912596071248","10.004912596071248"
"66","10.470500489989949","10.470500489989949","10.470500489989949"
"68","9.76274028751476","9.76274028751476","9.76274028751476"
"70","10.23803916274928","10.23803916274928","10.23803916274928"
"72","10.278187095309784","10.278187095309784","10.278187095309784"
"74","9.592959513766454","9.592959513766454","9.592959513766454"
"76","9.43183657049838","9.43183657049838","9.43183657049838"
"78","9.751861617223808","9.751861617223808","9.751861617223808"
"80","9.842171758804785","9.842171758804785","9.842171758804785"
"82","9.455598736392432","9.455598736392432","9.455598736392432"
"84","10.078608281247464","10.078608281247464","10.078608281247464"
"86","9.833747379496124","9.833747379496124","9.833747379496124"
"88","10.04765712015902","10.04765712015902","10.04765712015902"
"90","10.090265397856475","10.090265397856475","10.090265397856475"
"92","10.167112458712062","10.167112458712062","10.167112458712062"
"94","9.724200601484725","9.724200601484725","9.724200601484725"
"96","10.468989780847435","10.468989780847435","10.468989780847435"
"98","10.250009513445102","10.250009513445102","10.250009513445102"
"100","9.278384775137894","9.278384775137894","9.278384775137894"
"102","10.115706355737506","10.115706355737506","10.115706355737506"
"104","9.54880340438716","9.54880340438716","9.54880340438716"
"106","9.853385456298268","9.853385456298268","9.853385456298268"
"108","10.282359062724469","10.282359062724469","10.282359062724469"
"110","10.31283889268905","10.31283889268905","10.31283889268905"
"112","9.799344192471075","9.799344192471075","9.799344192471075"
"114","9.461316154356282","9.461316154356282","9.461316154356282"
"116","10.096175141601844","10.096175141601844","10.096175141601844"
"118","10.132784959673062","10.132784959673062","10.132784959673062"
"120","9.96504145590412","9.96504145590412","9.96504145590412"
"122","9.857620624429284","9.857620624429284","9.857620624429284"
"124","10.784590528312048","10.784590528312048","10.784590528312048"
"126","9.76971381488296","9.76971381488296","9.76971381488296"
"128","9.577134255486287","9.577134255486287","9.577134255486287"
"130","9.264412051801273","9.264412051801273","9.264412051801273"
"132","9.538560095721794","9.538560095721794","9.538560095721794"
"134","10.075031492879804","10.075031492879804","10.075031492879804"
"136","10.006501019010834","10.006501019010834","10.006501019010834"
"138","9.468080769695073","9.468080769695073","9.468080769695073"
"140","10.341123723787211","10.341123723787211","10.341123723787211"
"142","9.408552402583869","9.408552402583869","9.408552402583869"
"144","9.872888117715794","9.872888117715794","9.872888117715794"
"146","9.898630956831656","9.898630956831656","9.898630956831656"
"148","9.369981372969004","9.369981372969004","9.369981372969004"
"150","10.074364232669724","10.074364232669724","10.074364232669724"
"152","9.70186421846944","9.70186421846944","9.70186421846944"
"154","9.409041570156084","9.409041570156084","9.409041570156084"
"156","9.54681612001274","9.54681612001274","9.54681612001274"
"158","9.295448503844126","9.295448503844126","9.295448503844126"
"160","9.38172471590768","9.38172471590768","9.38172471590768"
"162","9.7491088364864","9.7491088364864","9.7491088364864"
"164","9.449408765938555","9.449408765938555","9.449408765938555"
"166","9.646136473875575","9.646136473875575","9.646136473875575"
"168","9.15510287972786","9.15510287972786","9.15510287972786"
"170","9.895069672151331","9.895069672151331","9.895069672151331"
"172","9.832312397872986","9.832312397872986","9.832312397872986"
"174","9.307095347626191","9.307095347626191","9.307095347626191"
"176","8.976911324234774","8.976911324234774","8.976911324234774"
"178","9.397180414822246","9.397180414822246","9.397180414822246"
"180","9.283790862609411","9.283790862609411","9.283790862609411"
"182","9.805961384043387","9.805961384043387","9.805961384043387"
"184","9.952191608474294","9.952191608474294","9.952191608474294"
"186","9.64376619791847","9.64376619791847","9.64376619791847"
"188","9.518133711284188","9.518133711284188","9.518133711284188"
"190","9.417971514417236","9.417971514417236","9.417971514417236"
"192","9.117419483360926","9.117419483360926","9.117419483360926"
"194","9.515578464532693","9.515578464532693","9.515578464532693"
"196","9.410163686084823","9.410163686084823","9.410163686084823"
"198","9.766995983675438","9.766995983675438","9.766995983675438"
"200","9.614293208617566","9.614293208617566","9.614293208617566"
"202","9.497904423168317","9.497904423168317","9.497904423168317"
"204","9.513970746172427","9.513970746172427","9.513970746172427"
"206","9.05390152777247","9.05390152777247","9.05390152777247"
"208","9.585779544749604","9.585779544749604","9.585779544749604"
"210","9.407901490701034","9.407901490701034","9.407901490701034"
"212","9.205579071793132","9.205579071793132","9.205579071793132"
"214","9.24766745311148","9.24766745311148","9.24766745311148"
"216","9.485726775216284","9.485726775216284","9.485726775216284"
"218","9.405746375908397","9.405746375908397","9.405746375908397"
"220","9.428295722352374","9.428295722352374","9.428295722352374"
"222","9.06931653495148","9.06931653495148","9.06931653495148"
"224","9.56378122382388","9.56378122382388","9.56378122382388"
"226","9.338005599349238","9.338005599349238","9.338005599349238"
"228","9.547279651324216","9.547279651324216","9.547279651324216"
"230","9.184153353024657","9.184153353024657","9.184153353024657"
