"Step","downstream_eval - boolq","downstream_eval - boolq__MIN","downstream_eval - boolq__MAX"
"0","37.88990825688073","37.88990825688073","37.88990825688073"
"2","62.23241590214067","62.23241590214067","62.23241590214067"
"4","61.8348623853211","61.8348623853211","61.8348623853211"
"6","59.235474006116206","59.235474006116206","59.235474006116206"
"8","56.574923547400616","56.574923547400616","56.574923547400616"
"10","58.31804281345566","58.31804281345566","58.31804281345566"
"12","58.07339449541284","58.07339449541284","58.07339449541284"
"14","55.74923547400612","55.74923547400612","55.74923547400612"
"16","59.44954128440367","59.44954128440367","59.44954128440367"
"18","52.44648318042814","52.44648318042814","52.44648318042814"
"20","60.33639143730887","60.33639143730887","60.33639143730887"
"22","54.92354740061162","54.92354740061162","54.92354740061162"
"24","56.75840978593272","56.75840978593272","56.75840978593272"
"26","59.66360856269113","59.66360856269113","59.66360856269113"
"28","55.47400611620795","55.47400611620795","55.47400611620795"
"30","57.00305810397553","57.00305810397553","57.00305810397553"
"32","61.74311926605505","61.74311926605505","61.74311926605505"
"34","62.415902140672785","62.415902140672785","62.415902140672785"
"36","55.47400611620795","55.47400611620795","55.47400611620795"
"38","62.018348623853214","62.018348623853214","62.018348623853214"
"40","56.513761467889914","56.513761467889914","56.513761467889914"
"42","58.593272171253815","58.593272171253815","58.593272171253815"
"44","60.82568807339449","60.82568807339449","60.82568807339449"
"46","59.38837920489297","59.38837920489297","59.38837920489297"
"48","62.721712538226306","62.721712538226306","62.721712538226306"
"50","61.19266055045871","61.19266055045871","61.19266055045871"
"52","62.99694189602446","62.99694189602446","62.99694189602446"
"54","61.92660550458715","61.92660550458715","61.92660550458715"
"56","56.330275229357795","56.330275229357795","56.330275229357795"
"58","60.42813455657492","60.42813455657492","60.42813455657492"
"60","61.98776758409787","61.98776758409787","61.98776758409787"
"62","63.63914373088685","63.63914373088685","63.63914373088685"
"64","59.510703363914374","59.510703363914374","59.510703363914374"
"66","61.86544342507645","61.86544342507645","61.86544342507645"
"68","60.82568807339449","60.82568807339449","60.82568807339449"
"70","61.07033639143731","61.07033639143731","61.07033639143731"
"72","58.837920489296636","58.837920489296636","58.837920489296636"
"74","63.30275229357798","63.30275229357798","63.30275229357798"
"76","63.57798165137615","63.57798165137615","63.57798165137615"
"78","63.18042813455658","63.18042813455658","63.18042813455658"
"80","61.31498470948012","61.31498470948012","61.31498470948012"
"82","60.51987767584098","60.51987767584098","60.51987767584098"
"84","57.18654434250765","57.18654434250765","57.18654434250765"
"86","62.53822629969419","62.53822629969419","62.53822629969419"
"88","62.079510703363916","62.079510703363916","62.079510703363916"
"90","58.042813455657495","58.042813455657495","58.042813455657495"
"92","58.86850152905198","58.86850152905198","58.86850152905198"
"94","58.593272171253815","58.593272171253815","58.593272171253815"
"96","63.82262996941896","63.82262996941896","63.82262996941896"
"98","63.51681957186545","63.51681957186545","63.51681957186545"
"100","59.908256880733944","59.908256880733944","59.908256880733944"
"102","63.33333333333333","63.33333333333333","63.33333333333333"
"104","61.65137614678899","61.65137614678899","61.65137614678899"
"106","62.62996941896024","62.62996941896024","62.62996941896024"
"108","62.35474006116208","62.35474006116208","62.35474006116208"
"110","59.510703363914374","59.510703363914374","59.510703363914374"
"112","63.42507645259939","63.42507645259939","63.42507645259939"
"114","61.37614678899082","61.37614678899082","61.37614678899082"
"116","61.13149847094801","61.13149847094801","61.13149847094801"
"118","60.366972477064216","60.366972477064216","60.366972477064216"
"120","62.87461773700306","62.87461773700306","62.87461773700306"
"122","62.415902140672785","62.415902140672785","62.415902140672785"
"124","62.324159021406736","62.324159021406736","62.324159021406736"
"126","62.90519877675841","62.90519877675841","62.90519877675841"
"128","64.52599388379205","64.52599388379205","64.52599388379205"
"130","62.477064220183486","62.477064220183486","62.477064220183486"
"132","60.152905198776764","60.152905198776764","60.152905198776764"
"134","57.55351681957187","57.55351681957187","57.55351681957187"
"136","59.908256880733944","59.908256880733944","59.908256880733944"
"138","62.721712538226306","62.721712538226306","62.721712538226306"
"140","62.93577981651376","62.93577981651376","62.93577981651376"
"142","64.06727828746178","64.06727828746178","64.06727828746178"
"144","60.24464831804281","60.24464831804281","60.24464831804281"
"146","62.99694189602446","62.99694189602446","62.99694189602446"
"148","59.8776758409786","59.8776758409786","59.8776758409786"
"150","63.853211009174316","63.853211009174316","63.853211009174316"
"152","64.58715596330276","64.58715596330276","64.58715596330276"
"154","62.59938837920489","62.59938837920489","62.59938837920489"
"156","63.76146788990825","63.76146788990825","63.76146788990825"
"158","63.76146788990825","63.76146788990825","63.76146788990825"
"160","63.48623853211009","63.48623853211009","63.48623853211009"
"162","60.85626911314985","60.85626911314985","60.85626911314985"
"164","64.92354740061162","64.92354740061162","64.92354740061162"
"166","63.39449541284403","63.39449541284403","63.39449541284403"
"168","62.66055045871559","62.66055045871559","62.66055045871559"
"170","63.76146788990825","63.76146788990825","63.76146788990825"
"172","59.8776758409786","59.8776758409786","59.8776758409786"
"174","64.61773700305811","64.61773700305811","64.61773700305811"
"176","66.3302752293578","66.3302752293578","66.3302752293578"
"178","61.86544342507645","61.86544342507645","61.86544342507645"
"180","62.53822629969419","62.53822629969419","62.53822629969419"
"182","62.50764525993884","62.50764525993884","62.50764525993884"
"184","61.25382262996942","61.25382262996942","61.25382262996942"
"186","63.27217125382263","63.27217125382263","63.27217125382263"
"188","62.35474006116208","62.35474006116208","62.35474006116208"
"190","62.87461773700306","62.87461773700306","62.87461773700306"
"192","64.64831804281346","64.64831804281346","64.64831804281346"
"194","64.25076452599389","64.25076452599389","64.25076452599389"
"196","64.06727828746178","64.06727828746178","64.06727828746178"
"198","60.948012232415905","60.948012232415905","60.948012232415905"
"200","61.40672782874618","61.40672782874618","61.40672782874618"
"202","62.17125382262997","62.17125382262997","62.17125382262997"
"204","65.10703363914374","65.10703363914374","65.10703363914374"
"206","63.18042813455658","63.18042813455658","63.18042813455658"
"208","63.058103975535175","63.058103975535175","63.058103975535175"
"210","59.48012232415903","59.48012232415903","59.48012232415903"
"212","61.92660550458715","61.92660550458715","61.92660550458715"
"214","60.27522935779817","60.27522935779817","60.27522935779817"
"216","63.27217125382263","63.27217125382263","63.27217125382263"
"218","61.74311926605505","61.74311926605505","61.74311926605505"
"220","60.886850152905204","60.886850152905204","60.886850152905204"
"222","63.42507645259939","63.42507645259939","63.42507645259939"
"224","63.33333333333333","63.33333333333333","63.33333333333333"
"226","63.70030581039755","63.70030581039755","63.70030581039755"
"228","62.75229357798165","62.75229357798165","62.75229357798165"
"230","60.886850152905204","60.886850152905204","60.886850152905204"
"232","61.590214067278296","61.590214067278296","61.590214067278296"
"234","60.42813455657492","60.42813455657492","60.42813455657492"
"236","60.79510703363914","60.79510703363914","60.79510703363914"
"238","62.26299694189602","62.26299694189602","62.26299694189602"
"240","64.58715596330276","64.58715596330276","64.58715596330276"
"242","61.62079510703364","61.62079510703364","61.62079510703364"
"244","63.39449541284403","63.39449541284403","63.39449541284403"
"246","62.324159021406736","62.324159021406736","62.324159021406736"
"248","63.24159021406728","63.24159021406728","63.24159021406728"
"250","62.35474006116208","62.35474006116208","62.35474006116208"
"252","60.948012232415905","60.948012232415905","60.948012232415905"
"254","61.7125382262997","61.7125382262997","61.7125382262997"
"256","63.211009174311926","63.211009174311926","63.211009174311926"
"258","62.53822629969419","62.53822629969419","62.53822629969419"
"260","63.792048929663615","63.792048929663615","63.792048929663615"
"262","63.853211009174316","63.853211009174316","63.853211009174316"
"264","62.53822629969419","62.53822629969419","62.53822629969419"
"266","65.99388379204893","65.99388379204893","65.99388379204893"
"268","66.69724770642202","66.69724770642202","66.69724770642202"
"270","65.77981651376147","65.77981651376147","65.77981651376147"
"272","65.84097859327217","65.84097859327217","65.84097859327217"
"274","66.3914373088685","66.3914373088685","66.3914373088685"
"276","67.18654434250764","67.18654434250764","67.18654434250764"
"278","67.52293577981652","67.52293577981652","67.52293577981652"
"280","67.24770642201835","67.24770642201835","67.24770642201835"
"282","65.84097859327217","65.84097859327217","65.84097859327217"
"284","67.21712538226299","67.21712538226299","67.21712538226299"
"286","65.96330275229357","65.96330275229357","65.96330275229357"
