"Step","downstream_eval - siqa","downstream_eval - siqa__MIN","downstream_eval - siqa__MAX"
"100","41.96519959058342","41.96519959058342","41.96519959058342"
"102","42.476970317297855","42.476970317297855","42.476970317297855"
"104","42.630501535312185","42.630501535312185","42.630501535312185"
"106","42.118730808597746","42.118730808597746","42.118730808597746"
"108","41.81166837256909","41.81166837256909","41.81166837256909"
"110","42.01637666325486","42.01637666325486","42.01637666325486"
"112","42.118730808597746","42.118730808597746","42.118730808597746"
"114","42.272262026612076","42.272262026612076","42.272262026612076"
"116","42.630501535312185","42.630501535312185","42.630501535312185"
"118","42.5281473899693","42.5281473899693","42.5281473899693"
"120","41.7093142272262","41.7093142272262","41.7093142272262"
"122","42.630501535312185","42.630501535312185","42.630501535312185"
"124","42.16990788126919","42.16990788126919","42.16990788126919"
"126","41.453428863868986","41.453428863868986","41.453428863868986"
"128","42.01637666325486","42.01637666325486","42.01637666325486"
"130","41.760491299897645","41.760491299897645","41.760491299897645"
"132","42.01637666325486","42.01637666325486","42.01637666325486"
"134","42.272262026612076","42.272262026612076","42.272262026612076"
"136","42.22108495394063","42.22108495394063","42.22108495394063"
"138","42.37461617195496","42.37461617195496","42.37461617195496"
"140","42.0675537359263","42.0675537359263","42.0675537359263"
"142","42.5281473899693","42.5281473899693","42.5281473899693"
"144","42.68167860798363","42.68167860798363","42.68167860798363"
"146","41.65813715455476","41.65813715455476","41.65813715455476"
"148","42.73285568065507","42.73285568065507","42.73285568065507"
"150","42.37461617195496","42.37461617195496","42.37461617195496"
"152","42.22108495394063","42.22108495394063","42.22108495394063"
"154","42.22108495394063","42.22108495394063","42.22108495394063"
"156","41.760491299897645","41.760491299897645","41.760491299897645"
"158","41.65813715455476","41.65813715455476","41.65813715455476"
"160","42.22108495394063","42.22108495394063","42.22108495394063"
"162","42.0675537359263","42.0675537359263","42.0675537359263"
"164","42.0675537359263","42.0675537359263","42.0675537359263"
"166","42.272262026612076","42.272262026612076","42.272262026612076"
"168","41.96519959058342","41.96519959058342","41.96519959058342"
"170","41.7093142272262","41.7093142272262","41.7093142272262"
"172","42.22108495394063","42.22108495394063","42.22108495394063"
"174","41.81166837256909","41.81166837256909","41.81166837256909"
"176","42.16990788126919","42.16990788126919","42.16990788126919"
"178","42.37461617195496","42.37461617195496","42.37461617195496"
"180","42.32343909928352","42.32343909928352","42.32343909928352"
"182","42.118730808597746","42.118730808597746","42.118730808597746"
"184","41.65813715455476","41.65813715455476","41.65813715455476"
"186","41.760491299897645","41.760491299897645","41.760491299897645"
"188","42.22108495394063","42.22108495394063","42.22108495394063"
"190","42.272262026612076","42.272262026612076","42.272262026612076"
"192","42.425793244626405","42.425793244626405","42.425793244626405"
"194","42.68167860798363","42.68167860798363","42.68167860798363"
"196","42.32343909928352","42.32343909928352","42.32343909928352"
"198","42.22108495394063","42.22108495394063","42.22108495394063"
"200","42.476970317297855","42.476970317297855","42.476970317297855"
"202","42.118730808597746","42.118730808597746","42.118730808597746"
"204","42.57932446264074","42.57932446264074","42.57932446264074"
"206","42.68167860798363","42.68167860798363","42.68167860798363"
"208","42.118730808597746","42.118730808597746","42.118730808597746"
"210","42.630501535312185","42.630501535312185","42.630501535312185"
"212","42.01637666325486","42.01637666325486","42.01637666325486"
"214","42.118730808597746","42.118730808597746","42.118730808597746"
"216","41.96519959058342","41.96519959058342","41.96519959058342"
"218","42.37461617195496","42.37461617195496","42.37461617195496"
"220","41.914022517911974","41.914022517911974","41.914022517911974"
"222","42.272262026612076","42.272262026612076","42.272262026612076"
"224","42.272262026612076","42.272262026612076","42.272262026612076"
"226","42.22108495394063","42.22108495394063","42.22108495394063"
"228","42.37461617195496","42.37461617195496","42.37461617195496"
"230","42.32343909928352","42.32343909928352","42.32343909928352"
"232","42.22108495394063","42.22108495394063","42.22108495394063"
"234","42.32343909928352","42.32343909928352","42.32343909928352"
"236","42.01637666325486","42.01637666325486","42.01637666325486"
"238","42.630501535312185","42.630501535312185","42.630501535312185"
"240","42.32343909928352","42.32343909928352","42.32343909928352"
"242","42.118730808597746","42.118730808597746","42.118730808597746"
"244","42.5281473899693","42.5281473899693","42.5281473899693"
"246","42.476970317297855","42.476970317297855","42.476970317297855"
"248","42.476970317297855","42.476970317297855","42.476970317297855"
"250","42.988741044012286","42.988741044012286","42.988741044012286"
"252","42.73285568065507","42.73285568065507","42.73285568065507"
"254","41.7093142272262","41.7093142272262","41.7093142272262"
"256","42.476970317297855","42.476970317297855","42.476970317297855"
"258","41.96519959058342","41.96519959058342","41.96519959058342"
"260","42.57932446264074","42.57932446264074","42.57932446264074"
"262","42.16990788126919","42.16990788126919","42.16990788126919"
"264","42.272262026612076","42.272262026612076","42.272262026612076"
"266","42.57932446264074","42.57932446264074","42.57932446264074"
"268","42.22108495394063","42.22108495394063","42.22108495394063"
"270","42.32343909928352","42.32343909928352","42.32343909928352"
"272","42.16990788126919","42.16990788126919","42.16990788126919"
"274","42.83520982599796","42.83520982599796","42.83520982599796"
"276","42.118730808597746","42.118730808597746","42.118730808597746"
"278","42.118730808597746","42.118730808597746","42.118730808597746"
"280","42.272262026612076","42.272262026612076","42.272262026612076"
"282","42.68167860798363","42.68167860798363","42.68167860798363"
"284","42.272262026612076","42.272262026612076","42.272262026612076"
"286","42.73285568065507","42.73285568065507","42.73285568065507"
"288","42.22108495394063","42.22108495394063","42.22108495394063"
"290","42.988741044012286","42.988741044012286","42.988741044012286"
"292","42.37461617195496","42.37461617195496","42.37461617195496"
"294","42.32343909928352","42.32343909928352","42.32343909928352"
"296","42.57932446264074","42.57932446264074","42.57932446264074"
"298","42.83520982599796","42.83520982599796","42.83520982599796"
"300","42.630501535312185","42.630501535312185","42.630501535312185"
"302","42.32343909928352","42.32343909928352","42.32343909928352"
"304","42.22108495394063","42.22108495394063","42.22108495394063"
"306","42.68167860798363","42.68167860798363","42.68167860798363"
"308","42.476970317297855","42.476970317297855","42.476970317297855"
"310","41.914022517911974","41.914022517911974","41.914022517911974"
"312","42.93756397134084","42.93756397134084","42.93756397134084"
"314","42.93756397134084","42.93756397134084","42.93756397134084"
"316","42.630501535312185","42.630501535312185","42.630501535312185"
"318","42.784032753326514","42.784032753326514","42.784032753326514"
"320","43.14227226202661","43.14227226202661","43.14227226202661"
"322","42.68167860798363","42.68167860798363","42.68167860798363"
"324","42.68167860798363","42.68167860798363","42.68167860798363"
"326","42.93756397134084","42.93756397134084","42.93756397134084"
"328","42.68167860798363","42.68167860798363","42.68167860798363"
"330","42.8863868986694","42.8863868986694","42.8863868986694"
"332","42.630501535312185","42.630501535312185","42.630501535312185"
"334","42.784032753326514","42.784032753326514","42.784032753326514"
"336","42.630501535312185","42.630501535312185","42.630501535312185"
"338","43.14227226202661","43.14227226202661","43.14227226202661"
"340","42.57932446264074","42.57932446264074","42.57932446264074"
"342","43.14227226202661","43.14227226202661","43.14227226202661"
"344","43.19344933469805","43.19344933469805","43.19344933469805"
"346","42.83520982599796","42.83520982599796","42.83520982599796"
"348","42.68167860798363","42.68167860798363","42.68167860798363"
"350","42.83520982599796","42.83520982599796","42.83520982599796"
"352","42.8863868986694","42.8863868986694","42.8863868986694"
"354","42.988741044012286","42.988741044012286","42.988741044012286"
