"Step","downstream_eval - arc","downstream_eval - arc__MIN","downstream_eval - arc__MAX"
"1","23.378839590443686","23.378839590443686","23.378839590443686"
"2","21.501706484641637","21.501706484641637","21.501706484641637"
"3","21.245733788395903","21.245733788395903","21.245733788395903"
"4","22.95221843003413","22.95221843003413","22.95221843003413"
"5","23.890784982935152","23.890784982935152","23.890784982935152"
"6","24.2320819112628","24.2320819112628","24.2320819112628"
"7","26.87713310580205","26.87713310580205","26.87713310580205"
"8","25.682593856655288","25.682593856655288","25.682593856655288"
"9","27.047781569965874","27.047781569965874","27.047781569965874"
"10","26.96245733788396","26.96245733788396","26.96245733788396"
"11","28.327645051194537","28.327645051194537","28.327645051194537"
"12","27.047781569965874","27.047781569965874","27.047781569965874"
"13","28.071672354948806","28.071672354948806","28.071672354948806"
"14","28.58361774744027","28.58361774744027","28.58361774744027"
"15","29.01023890784983","29.01023890784983","29.01023890784983"
"16","30.716723549488055","30.716723549488055","30.716723549488055"
"17","29.86348122866894","29.86348122866894","29.86348122866894"
"18","30.546075085324233","30.546075085324233","30.546075085324233"
"19","31.48464163822526","31.48464163822526","31.48464163822526"
"20","30.631399317406142","30.631399317406142","30.631399317406142"
"21","31.91126279863481","31.91126279863481","31.91126279863481"
"22","30.034129692832767","30.034129692832767","30.034129692832767"
"23","31.569965870307165","31.569965870307165","31.569965870307165"
"24","31.655290102389078","31.655290102389078","31.655290102389078"
"25","32.33788395904437","32.33788395904437","32.33788395904437"
"26","31.569965870307165","31.569965870307165","31.569965870307165"
"27","31.313993174061434","31.313993174061434","31.313993174061434"
"28","32.33788395904437","32.33788395904437","32.33788395904437"
"29","33.19112627986348","33.19112627986348","33.19112627986348"
"30","32.42320819112628","32.42320819112628","32.42320819112628"
"31","33.87372013651877","33.87372013651877","33.87372013651877"
"32","33.617747440273035","33.617747440273035","33.617747440273035"
"33","33.105802047781566","33.105802047781566","33.105802047781566"
"34","32.593856655290104","32.593856655290104","32.593856655290104"
"35","34.470989761092156","34.470989761092156","34.470989761092156"
"36","33.532423208191126","33.532423208191126","33.532423208191126"
"37","33.95904436860068","33.95904436860068","33.95904436860068"
"38","33.95904436860068","33.95904436860068","33.95904436860068"
"39","33.95904436860068","33.95904436860068","33.95904436860068"
"40","33.105802047781566","33.105802047781566","33.105802047781566"
"41","34.641638225255974","34.641638225255974","34.641638225255974"
"42","33.95904436860068","33.95904436860068","33.95904436860068"
"43","32.76450511945392","32.76450511945392","32.76450511945392"
"44","33.78839590443686","33.78839590443686","33.78839590443686"
"45","35.750853242320815","35.750853242320815","35.750853242320815"
"46","35.23890784982935","35.23890784982935","35.23890784982935"
"47","34.8122866894198","34.8122866894198","34.8122866894198"
"48","34.98293515358362","34.98293515358362","34.98293515358362"
"49","34.8976109215017","34.8976109215017","34.8976109215017"
"50","34.55631399317406","34.55631399317406","34.55631399317406"
"51","34.641638225255974","34.641638225255974","34.641638225255974"
"52","35.153583617747444","35.153583617747444","35.153583617747444"
"53","37.03071672354949","37.03071672354949","37.03071672354949"
"54","34.30034129692833","34.30034129692833","34.30034129692833"
"55","34.38566552901024","34.38566552901024","34.38566552901024"
"56","34.98293515358362","34.98293515358362","34.98293515358362"
"57","34.129692832764505","34.129692832764505","34.129692832764505"
"58","34.8122866894198","34.8122866894198","34.8122866894198"
"59","33.95904436860068","33.95904436860068","33.95904436860068"
"60","36.092150170648466","36.092150170648466","36.092150170648466"
"61","37.79863481228669","37.79863481228669","37.79863481228669"
"62","35.49488054607509","35.49488054607509","35.49488054607509"
"63","35.83617747440273","35.83617747440273","35.83617747440273"
"64","35.92150170648464","35.92150170648464","35.92150170648464"
"65","37.03071672354949","37.03071672354949","37.03071672354949"
"66","37.20136518771331","37.20136518771331","37.20136518771331"
"67","35.23890784982935","35.23890784982935","35.23890784982935"
"68","36.774744027303754","36.774744027303754","36.774744027303754"
"69","36.43344709897611","36.43344709897611","36.43344709897611"
"70","35.750853242320815","35.750853242320815","35.750853242320815"
"71","35.40955631399317","35.40955631399317","35.40955631399317"
"72","35.665529010238906","35.665529010238906","35.665529010238906"
"73","35.49488054607509","35.49488054607509","35.49488054607509"
"74","35.23890784982935","35.23890784982935","35.23890784982935"
"75","35.580204778157","35.580204778157","35.580204778157"
"76","35.40955631399317","35.40955631399317","35.40955631399317"
"77","35.32423208191126","35.32423208191126","35.32423208191126"
"78","36.262798634812285","36.262798634812285","36.262798634812285"
"79","36.604095563139936","36.604095563139936","36.604095563139936"
"80","35.49488054607509","35.49488054607509","35.49488054607509"
"81","36.3481228668942","36.3481228668942","36.3481228668942"
"82","37.883959044368595","37.883959044368595","37.883959044368595"
"83","36.689419795221845","36.689419795221845","36.689419795221845"
"84","38.05460750853242","38.05460750853242","38.05460750853242"
"85","37.28668941979522","37.28668941979522","37.28668941979522"
"86","37.71331058020478","37.71331058020478","37.71331058020478"
"87","36.94539249146758","36.94539249146758","36.94539249146758"
"88","37.71331058020478","37.71331058020478","37.71331058020478"
"89","37.62798634812287","37.62798634812287","37.62798634812287"
"90","38.05460750853242","38.05460750853242","38.05460750853242"
"91","36.604095563139936","36.604095563139936","36.604095563139936"
"92","37.45733788395905","37.45733788395905","37.45733788395905"
"93","37.96928327645051","37.96928327645051","37.96928327645051"
"94","38.737201365187715","38.737201365187715","38.737201365187715"
"95","39.07849829351536","39.07849829351536","39.07849829351536"
"96","37.116040955631405","37.116040955631405","37.116040955631405"
"97","38.6518771331058","38.6518771331058","38.6518771331058"
"98","37.54266211604095","37.54266211604095","37.54266211604095"
"99","37.45733788395905","37.45733788395905","37.45733788395905"
"100","37.45733788395905","37.45733788395905","37.45733788395905"
"101","37.79863481228669","37.79863481228669","37.79863481228669"
"102","37.37201365187713","37.37201365187713","37.37201365187713"
"103","38.395904436860064","38.395904436860064","38.395904436860064"
"104","38.48122866894198","38.48122866894198","38.48122866894198"
"105","37.28668941979522","37.28668941979522","37.28668941979522"
"106","36.604095563139936","36.604095563139936","36.604095563139936"
"107","38.310580204778155","38.310580204778155","38.310580204778155"
"108","37.116040955631405","37.116040955631405","37.116040955631405"
"109","37.37201365187713","37.37201365187713","37.37201365187713"
"110","37.54266211604095","37.54266211604095","37.54266211604095"
"111","38.822525597269625","38.822525597269625","38.822525597269625"
"112","37.79863481228669","37.79863481228669","37.79863481228669"
"113","36.774744027303754","36.774744027303754","36.774744027303754"
"114","37.79863481228669","37.79863481228669","37.79863481228669"
"115","38.822525597269625","38.822525597269625","38.822525597269625"
"116","38.395904436860064","38.395904436860064","38.395904436860064"
"117","37.28668941979522","37.28668941979522","37.28668941979522"
"118","38.05460750853242","38.05460750853242","38.05460750853242"
"119","38.99317406143344","38.99317406143344","38.99317406143344"
"120","38.05460750853242","38.05460750853242","38.05460750853242"
"121","37.54266211604095","37.54266211604095","37.54266211604095"
"122","39.50511945392491","39.50511945392491","39.50511945392491"
"123","38.907849829351534","38.907849829351534","38.907849829351534"
"124","38.13993174061434","38.13993174061434","38.13993174061434"
"125","38.907849829351534","38.907849829351534","38.907849829351534"
"126","38.6518771331058","38.6518771331058","38.6518771331058"
"127","37.883959044368595","37.883959044368595","37.883959044368595"
"128","38.48122866894198","38.48122866894198","38.48122866894198"
"129","39.67576791808874","39.67576791808874","39.67576791808874"
"130","38.6518771331058","38.6518771331058","38.6518771331058"
"131","37.96928327645051","37.96928327645051","37.96928327645051"
"132","38.395904436860064","38.395904436860064","38.395904436860064"
"133","38.48122866894198","38.48122866894198","38.48122866894198"
"134","38.225255972696246","38.225255972696246","38.225255972696246"
"135","38.907849829351534","38.907849829351534","38.907849829351534"
"136","37.71331058020478","37.71331058020478","37.71331058020478"
"137","37.96928327645051","37.96928327645051","37.96928327645051"
"138","39.07849829351536","39.07849829351536","39.07849829351536"
"139","38.6518771331058","38.6518771331058","38.6518771331058"
"140","39.50511945392491","39.50511945392491","39.50511945392491"
"141","38.225255972696246","38.225255972696246","38.225255972696246"
"142","39.249146757679185","39.249146757679185","39.249146757679185"
"143","39.59044368600683","39.59044368600683","39.59044368600683"
"144","39.59044368600683","39.59044368600683","39.59044368600683"
"145","39.419795221843","39.419795221843","39.419795221843"
"146","40.27303754266212","40.27303754266212","40.27303754266212"
"147","39.67576791808874","39.67576791808874","39.67576791808874"
"148","39.59044368600683","39.59044368600683","39.59044368600683"
"149","39.846416382252556","39.846416382252556","39.846416382252556"
"150","39.07849829351536","39.07849829351536","39.07849829351536"
"151","40.27303754266212","40.27303754266212","40.27303754266212"
"152","39.334470989761094","39.334470989761094","39.334470989761094"
"153","39.76109215017065","39.76109215017065","39.76109215017065"
"154","39.16382252559727","39.16382252559727","39.16382252559727"
"155","40.01706484641638","40.01706484641638","40.01706484641638"
"156","39.59044368600683","39.59044368600683","39.59044368600683"
"157","38.907849829351534","38.907849829351534","38.907849829351534"
"158","39.67576791808874","39.67576791808874","39.67576791808874"
"159","40.358361774744026","40.358361774744026","40.358361774744026"
"160","38.05460750853242","38.05460750853242","38.05460750853242"
"161","38.907849829351534","38.907849829351534","38.907849829351534"
