"Step","downstream_eval - physics","downstream_eval - physics__MIN","downstream_eval - physics__MAX"
"204","25.715257511030142","25.715257511030142","25.715257511030142"
"206","27.507464404162164","27.507464404162164","27.507464404162164"
"208","25.498478201657072","25.498478201657072","25.498478201657072"
"210","25.162760140199005","25.162760140199005","25.162760140199005"
"212","23.349113308078408","23.349113308078408","23.349113308078408"
"214","27.093316577212722","27.093316577212722","27.093316577212722"
"216","25.503368801471503","25.503368801471503","25.503368801471503"
"218","28.969929213799276","28.969929213799276","28.969929213799276"
"220","23.78002711860878","23.78002711860878","23.78002711860878"
"222","25.51699661014131","25.51699661014131","25.51699661014131"
"224","24.387114414787053","24.387114414787053","24.387114414787053"
"226","27.507028487897106","27.507028487897106","27.507028487897106"
"228","26.519767776711273","26.519767776711273","26.519767776711273"
"230","25.219942831168336","25.219942831168336","25.219942831168336"
"232","25.39027760564377","25.39027760564377","25.39027760564377"
"234","25.221714941900956","25.221714941900956","25.221714941900956"
"236","24.719648887539797","24.719648887539797","24.719648887539797"
"238","24.93357555176845","24.93357555176845","24.93357555176845"
"240","25.927239542751835","25.927239542751835","25.927239542751835"
"242","23.73091059591367","23.73091059591367","23.73091059591367"
"244","25.685431972856502","25.685431972856502","25.685431972856502"
"246","23.206884505059616","23.206884505059616","23.206884505059616"
"248","24.209425777145373","24.209425777145373","24.209425777145373"
"250","26.078558370216307","26.078558370216307","26.078558370216307"
"252","23.71707892909911","23.71707892909911","23.71707892909911"
"254","24.648080839481985","24.648080839481985","24.648080839481985"
"256","26.514210115099576","26.514210115099576","26.514210115099576"
"258","27.55784452794893","27.55784452794893","27.55784452794893"
"260","26.163864840646045","26.163864840646045","26.163864840646045"
"262","27.02460528345295","27.02460528345295","27.02460528345295"
"264","25.354262767021215","25.354262767021215","25.354262767021215"
"266","26.964299931570434","26.964299931570434","26.964299931570434"
"268","26.230103384148997","26.230103384148997","26.230103384148997"
"270","24.90772690712451","24.90772690712451","24.90772690712451"
"272","24.812564673101388","24.812564673101388","24.812564673101388"
"274","23.243430490021158","23.243430490021158","23.243430490021158"
"276","25.059182306910134","25.059182306910134","25.059182306910134"
"278","29.10551016340607","29.10551016340607","29.10551016340607"
"280","26.494034511785948","26.494034511785948","26.494034511785948"
"282","28.029089217457045","28.029089217457045","28.029089217457045"
"284","24.46436437433107","24.46436437433107","24.46436437433107"
"286","26.757482030400446","26.757482030400446","26.757482030400446"
"288","27.626453900157657","27.626453900157657","27.626453900157657"
"290","26.81459591373028","26.81459591373028","26.81459591373028"
"292","29.15485298789647","29.15485298789647","29.15485298789647"
"294","24.971687417591603","24.971687417591603","24.971687417591603"
"296","26.497482089167107","26.497482089167107","26.497482089167107"
"298","26.818983296413375","26.818983296413375","26.818983296413375"
"300","28.562880878614965","28.562880878614965","28.562880878614965"
"302","27.82662035522673","27.82662035522673","27.82662035522673"
"304","26.885093611257936","26.885093611257936","26.885093611257936"
"306","27.62064449459634","27.62064449459634","27.62064449459634"
"308","28.51640831422527","28.51640831422527","28.51640831422527"
"310","25.648924988501268","25.648924988501268","25.648924988501268"
"312","24.58217517001479","24.58217517001479","24.58217517001479"
"314","25.65944186451941","25.65944186451941","25.65944186451941"
"316","27.609777066908407","27.609777066908407","27.609777066908407"
"318","26.448211394237227","26.448211394237227","26.448211394237227"
"320","26.186851631529795","26.186851631529795","26.186851631529795"
"322","25.693625442158343","25.693625442158343","25.693625442158343"
"324","26.404216215751113","26.404216215751113","26.404216215751113"
"326","25.52431340317611","25.52431340317611","25.52431340317611"
"328","27.01025166387252","27.01025166387252","27.01025166387252"
"330","28.056014688496795","28.056014688496795","28.056014688496795"
"332","26.52341173352746","26.52341173352746","26.52341173352746"
"334","26.547572589076207","26.547572589076207","26.547572589076207"
"336","26.647741188727345","26.647741188727345","26.647741188727345"
"338","26.838714369031287","26.838714369031287","26.838714369031287"
"340","26.87219201463639","26.87219201463639","26.87219201463639"
"342","26.282992014598285","26.282992014598285","26.282992014598285"
"344","27.475618140179826","27.475618140179826","27.475618140179826"
"346","27.910346844807076","27.910346844807076","27.910346844807076"
"348","26.28731476147326","26.28731476147326","26.28731476147326"
"350","26.633999058339434","26.633999058339434","26.633999058339434"
"352","28.402236182848107","28.402236182848107","28.402236182848107"
"354","27.698783515531808","27.698783515531808","27.698783515531808"
