"Step","OLMo-7B-run-038 - eval/downstream/copa_acc","OLMo-7B-run-038 - eval/downstream/copa_acc__MIN","OLMo-7B-run-038 - eval/downstream/copa_acc__MAX","OLMo-7B-run-037 - eval/downstream/copa_acc","OLMo-7B-run-037 - eval/downstream/copa_acc__MIN","OLMo-7B-run-037 - eval/downstream/copa_acc__MAX","OLMo-7B-run-036 - eval/downstream/copa_acc","OLMo-7B-run-036 - eval/downstream/copa_acc__MIN","OLMo-7B-run-036 - eval/downstream/copa_acc__MAX","OLMo-7B-run-035 - eval/downstream/copa_acc","OLMo-7B-run-035 - eval/downstream/copa_acc__MIN","OLMo-7B-run-035 - eval/downstream/copa_acc__MAX","OLMo-7B-run-034 - eval/downstream/copa_acc","OLMo-7B-run-034 - eval/downstream/copa_acc__MIN","OLMo-7B-run-034 - eval/downstream/copa_acc__MAX","OLMo-7B-run-033 - eval/downstream/copa_acc","OLMo-7B-run-033 - eval/downstream/copa_acc__MIN","OLMo-7B-run-033 - eval/downstream/copa_acc__MAX","OLMo-7B-run-032 - eval/downstream/copa_acc","OLMo-7B-run-032 - eval/downstream/copa_acc__MIN","OLMo-7B-run-032 - eval/downstream/copa_acc__MAX","OLMo-7B-run-031 - eval/downstream/copa_acc","OLMo-7B-run-031 - eval/downstream/copa_acc__MIN","OLMo-7B-run-031 - eval/downstream/copa_acc__MAX","OLMo-7B-run-030 - eval/downstream/copa_acc","OLMo-7B-run-030 - eval/downstream/copa_acc__MIN","OLMo-7B-run-030 - eval/downstream/copa_acc__MAX","OLMo-7B-run-029 - eval/downstream/copa_acc","OLMo-7B-run-029 - eval/downstream/copa_acc__MIN","OLMo-7B-run-029 - eval/downstream/copa_acc__MAX","OLMo-7B-run-027 - eval/downstream/copa_acc","OLMo-7B-run-027 - eval/downstream/copa_acc__MIN","OLMo-7B-run-027 - eval/downstream/copa_acc__MAX","OLMo-7B-run-026 - eval/downstream/copa_acc","OLMo-7B-run-026 - eval/downstream/copa_acc__MIN","OLMo-7B-run-026 - eval/downstream/copa_acc__MAX","OLMo-7B-run-025 - eval/downstream/copa_acc","OLMo-7B-run-025 - eval/downstream/copa_acc__MIN","OLMo-7B-run-025 - eval/downstream/copa_acc__MAX","OLMo-7B-run-024 - eval/downstream/copa_acc","OLMo-7B-run-024 - eval/downstream/copa_acc__MIN","OLMo-7B-run-024 - eval/downstream/copa_acc__MAX","OLMo-7B-run-023 - eval/downstream/copa_acc","OLMo-7B-run-023 - eval/downstream/copa_acc__MIN","OLMo-7B-run-023 - eval/downstream/copa_acc__MAX","OLMo-7B-run-022 - eval/downstream/copa_acc","OLMo-7B-run-022 - eval/downstream/copa_acc__MIN","OLMo-7B-run-022 - eval/downstream/copa_acc__MAX","OLMo-7B-run-021 - eval/downstream/copa_acc","OLMo-7B-run-021 - eval/downstream/copa_acc__MIN","OLMo-7B-run-021 - eval/downstream/copa_acc__MAX","OLMo-7B-run-020 - eval/downstream/copa_acc","OLMo-7B-run-020 - eval/downstream/copa_acc__MIN","OLMo-7B-run-020 - eval/downstream/copa_acc__MAX","OLMo-7B-run-019 - eval/downstream/copa_acc","OLMo-7B-run-019 - eval/downstream/copa_acc__MIN","OLMo-7B-run-019 - eval/downstream/copa_acc__MAX","OLMo-7B-run-018 - eval/downstream/copa_acc","OLMo-7B-run-018 - eval/downstream/copa_acc__MIN","OLMo-7B-run-018 - eval/downstream/copa_acc__MAX","OLMo-7B-run-017 - eval/downstream/copa_acc","OLMo-7B-run-017 - eval/downstream/copa_acc__MIN","OLMo-7B-run-017 - eval/downstream/copa_acc__MAX","OLMo-7B-run-016 - eval/downstream/copa_acc","OLMo-7B-run-016 - eval/downstream/copa_acc__MIN","OLMo-7B-run-016 - eval/downstream/copa_acc__MAX","OLMo-7B-run-015 - eval/downstream/copa_acc","OLMo-7B-run-015 - eval/downstream/copa_acc__MIN","OLMo-7B-run-015 - eval/downstream/copa_acc__MAX","OLMo-7B-run-014 - eval/downstream/copa_acc","OLMo-7B-run-014 - eval/downstream/copa_acc__MIN","OLMo-7B-run-014 - eval/downstream/copa_acc__MAX","OLMo-7B-run-013 - eval/downstream/copa_acc","OLMo-7B-run-013 - eval/downstream/copa_acc__MIN","OLMo-7B-run-013 - eval/downstream/copa_acc__MAX","OLMo-7B-run-012 - eval/downstream/copa_acc","OLMo-7B-run-012 - eval/downstream/copa_acc__MIN","OLMo-7B-run-012 - eval/downstream/copa_acc__MAX","OLMo-7B-run-011 - eval/downstream/copa_acc","OLMo-7B-run-011 - eval/downstream/copa_acc__MIN","OLMo-7B-run-011 - eval/downstream/copa_acc__MAX","OLMo-7B-run-010 - eval/downstream/copa_acc","OLMo-7B-run-010 - eval/downstream/copa_acc__MIN","OLMo-7B-run-010 - eval/downstream/copa_acc__MAX","OLMo-7B-run-009 - eval/downstream/copa_acc","OLMo-7B-run-009 - eval/downstream/copa_acc__MIN","OLMo-7B-run-009 - eval/downstream/copa_acc__MAX","OLMo-7B-run-008 - eval/downstream/copa_acc","OLMo-7B-run-008 - eval/downstream/copa_acc__MIN","OLMo-7B-run-008 - eval/downstream/copa_acc__MAX","OLMo-7B-run-007 - eval/downstream/copa_acc","OLMo-7B-run-007 - eval/downstream/copa_acc__MIN","OLMo-7B-run-007 - eval/downstream/copa_acc__MAX","OLMo-7B-run-006 - eval/downstream/copa_acc","OLMo-7B-run-006 - eval/downstream/copa_acc__MIN","OLMo-7B-run-006 - eval/downstream/copa_acc__MAX","OLMo-7B-run-005 - eval/downstream/copa_acc","OLMo-7B-run-005 - eval/downstream/copa_acc__MIN","OLMo-7B-run-005 - eval/downstream/copa_acc__MAX","OLMo-7B-run-004 - eval/downstream/copa_acc","OLMo-7B-run-004 - eval/downstream/copa_acc__MIN","OLMo-7B-run-004 - eval/downstream/copa_acc__MAX","OLMo-7B-run-003 - eval/downstream/copa_acc","OLMo-7B-run-003 - eval/downstream/copa_acc__MIN","OLMo-7B-run-003 - eval/downstream/copa_acc__MAX","OLMo-7B-run-002 - eval/downstream/copa_acc","OLMo-7B-run-002 - eval/downstream/copa_acc__MIN","OLMo-7B-run-002 - eval/downstream/copa_acc__MAX"
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7300000190734863","0.7300000190734863","0.7300000190734863"
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7099999785423279","0.7099999785423279","0.7099999785423279"
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7200000286102295","0.7200000286102295","0.7200000286102295"
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7300000190734863","0.7300000190734863","0.7300000190734863"
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7200000286102295","0.7200000286102295","0.7200000286102295"
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75","0.75","0.75"
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7699999809265137","0.7699999809265137","0.7699999809265137"
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7699999809265137","0.7699999809265137","0.7699999809265137"
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75","0.75","0.75"
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7699999809265137","0.7699999809265137","0.7699999809265137"
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75","0.75","0.75"
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75","0.75","0.75"
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7699999809265137","0.7699999809265137","0.7699999809265137"
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8100000023841858","0.8100000023841858","0.8100000023841858"
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7400000095367432","0.7400000095367432","0.7400000095367432","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7900000214576721","0.7900000214576721","0.7900000214576721","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7400000095367432","0.7400000095367432","0.7400000095367432","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7799999713897705","0.7799999713897705","0.7799999713897705","","",""
