"Step","OLMo-7B-run-038 - eval/downstream/piqa_len_norm","OLMo-7B-run-038 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-038 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-037 - eval/downstream/piqa_len_norm","OLMo-7B-run-037 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-037 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-036 - eval/downstream/piqa_len_norm","OLMo-7B-run-036 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-036 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-035 - eval/downstream/piqa_len_norm","OLMo-7B-run-035 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-035 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-034 - eval/downstream/piqa_len_norm","OLMo-7B-run-034 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-034 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-033 - eval/downstream/piqa_len_norm","OLMo-7B-run-033 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-033 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-032 - eval/downstream/piqa_len_norm","OLMo-7B-run-032 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-032 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-031 - eval/downstream/piqa_len_norm","OLMo-7B-run-031 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-031 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-030 - eval/downstream/piqa_len_norm","OLMo-7B-run-030 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-030 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-029 - eval/downstream/piqa_len_norm","OLMo-7B-run-029 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-029 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-027 - eval/downstream/piqa_len_norm","OLMo-7B-run-027 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-027 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-026 - eval/downstream/piqa_len_norm","OLMo-7B-run-026 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-026 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-025 - eval/downstream/piqa_len_norm","OLMo-7B-run-025 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-025 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-024 - eval/downstream/piqa_len_norm","OLMo-7B-run-024 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-024 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-023 - eval/downstream/piqa_len_norm","OLMo-7B-run-023 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-023 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-022 - eval/downstream/piqa_len_norm","OLMo-7B-run-022 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-022 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-021 - eval/downstream/piqa_len_norm","OLMo-7B-run-021 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-021 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-020 - eval/downstream/piqa_len_norm","OLMo-7B-run-020 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-020 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-019 - eval/downstream/piqa_len_norm","OLMo-7B-run-019 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-019 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-018 - eval/downstream/piqa_len_norm","OLMo-7B-run-018 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-018 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-017 - eval/downstream/piqa_len_norm","OLMo-7B-run-017 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-017 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-016 - eval/downstream/piqa_len_norm","OLMo-7B-run-016 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-016 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-015 - eval/downstream/piqa_len_norm","OLMo-7B-run-015 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-015 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-014 - eval/downstream/piqa_len_norm","OLMo-7B-run-014 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-014 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-013 - eval/downstream/piqa_len_norm","OLMo-7B-run-013 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-013 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-012 - eval/downstream/piqa_len_norm","OLMo-7B-run-012 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-012 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-011 - eval/downstream/piqa_len_norm","OLMo-7B-run-011 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-011 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-010 - eval/downstream/piqa_len_norm","OLMo-7B-run-010 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-010 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-009 - eval/downstream/piqa_len_norm","OLMo-7B-run-009 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-009 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-008 - eval/downstream/piqa_len_norm","OLMo-7B-run-008 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-008 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-007 - eval/downstream/piqa_len_norm","OLMo-7B-run-007 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-007 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-006 - eval/downstream/piqa_len_norm","OLMo-7B-run-006 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-006 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-005 - eval/downstream/piqa_len_norm","OLMo-7B-run-005 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-005 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-004 - eval/downstream/piqa_len_norm","OLMo-7B-run-004 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-004 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-003 - eval/downstream/piqa_len_norm","OLMo-7B-run-003 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-003 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-run-002 - eval/downstream/piqa_len_norm","OLMo-7B-run-002 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-run-002 - eval/downstream/piqa_len_norm__MAX"
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7198041081428528","0.7198041081428528","0.7198041081428528"
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7208922505378723","0.7208922505378723","0.7208922505378723"
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7143634557723999","0.7143634557723999","0.7143634557723999"
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7208922505378723","0.7208922505378723","0.7208922505378723"
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7257888913154602","0.7257888913154602","0.7257888913154602"
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72633296251297","0.72633296251297","0.72633296251297"
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7268770337104797","0.7268770337104797","0.7268770337104797"
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7350381016731262","0.7350381016731262","0.7350381016731262"
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7328618168830872","0.7328618168830872","0.7328618168830872"
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7431991100311279","0.7431991100311279","0.7431991100311279"
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7372143864631653","0.7372143864631653","0.7372143864631653"
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7399346828460693","0.7399346828460693","0.7399346828460693"
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7393906712532043","0.7393906712532043","0.7393906712532043"
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7366703152656555","0.7366703152656555","0.7366703152656555"
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7442872524261475","0.7442872524261475","0.7442872524261475"
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7383025288581848","0.7383025288581848","0.7383025288581848"
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7404787540435791","0.7404787540435791","0.7404787540435791"
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.745375394821167","0.745375394821167","0.745375394821167"
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7388466000556946","0.7388466000556946","0.7388466000556946"
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7361262440681458","0.7361262440681458","0.7361262440681458","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7470076084136963","0.7470076084136963","0.7470076084136963","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7383025288581848","0.7383025288581848","0.7383025288581848","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7459194660186768","0.7459194660186768","0.7459194660186768","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7388466000556946","0.7388466000556946","0.7388466000556946","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7513601779937744","0.7513601779937744","0.7513601779937744","","",""
