"Step","OLMo-7B-Twin-2T-run-024 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-024 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-024 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-022 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-022 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-022 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-021 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-021 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-021 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-020 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-020 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-020 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-019 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-019 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-019 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-018 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-018 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-018 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-017 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-017 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-017 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-016 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-016 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-016 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-015 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-015 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-015 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-014 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-014 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-014 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-013 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-013 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-013 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-012 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-012 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-012 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-011 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-011 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-011 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-010 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-010 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-010 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-009 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-009 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-009 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-008 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-008 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-008 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-007 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-007 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-007 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-006 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-006 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-006 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-005 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-005 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-005 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-003 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-003 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-003 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-002 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-002 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-002 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-001 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-001 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-001 - eval/c4_100_domains-validation/Perplexity__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.5232162475586","80.5232162475586","80.5232162475586"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.544944763183594","41.544944763183594","41.544944763183594","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.91718864440918","30.91718864440918","30.91718864440918","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.23308563232422","26.23308563232422","26.23308563232422","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.32223892211914","23.32223892211914","23.32223892211914","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.560522079467773","21.560522079467773","21.560522079467773","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.023591995239258","27.023591995239258","27.023591995239258","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.146419525146484","19.146419525146484","19.146419525146484","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.278472900390625","18.278472900390625","18.278472900390625","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.751258850097656","17.751258850097656","17.751258850097656","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.11758804321289","17.11758804321289","17.11758804321289","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.65547752380371","16.65547752380371","16.65547752380371","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.255725860595703","16.255725860595703","16.255725860595703","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.91390609741211","15.91390609741211","15.91390609741211","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.703413963317871","15.703413963317871","15.703413963317871","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.413599967956543","15.413599967956543","15.413599967956543","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.177145004272461","15.177145004272461","15.177145004272461","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.246664047241211","15.246664047241211","15.246664047241211","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.807939529418945","14.807939529418945","14.807939529418945","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.590401649475098","14.590401649475098","14.590401649475098","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.395050048828125","14.395050048828125","14.395050048828125","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.24439525604248","14.24439525604248","14.24439525604248","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.134130477905273","14.134130477905273","14.134130477905273","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.989523887634277","13.989523887634277","13.989523887634277","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.09871768951416","14.09871768951416","14.09871768951416","","",""
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.823172569274902","13.823172569274902","13.823172569274902","","",""
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.671456336975098","13.671456336975098","13.671456336975098","","",""
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.571320533752441","13.571320533752441","13.571320533752441","","",""
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.446821212768555","13.446821212768555","13.446821212768555","","",""
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.374149322509766","13.374149322509766","13.374149322509766","","",""
