"Step","Group: OLMo-1B - eval/downstream/piqa_len_norm","Group: OLMo-1B - eval/downstream/piqa_len_norm__MIN","Group: OLMo-1B - eval/downstream/piqa_len_norm__MAX"
"1000","0.5576713681221008","0.5576713681221008","0.5576713681221008"
"2000","0.5848748683929443","0.5848748683929443","0.5848748683929443"
"3000","0.6115342974662781","0.6115342974662781","0.6115342974662781"
"4000","0.6311208009719849","0.6311208009719849","0.6311208009719849"
"5000","0.6392818093299866","0.6392818093299866","0.6392818093299866"
"6000","0.6556039452552795","0.6556039452552795","0.6556039452552795"
"7000","0.6599564552307129","0.6599564552307129","0.6599564552307129"
"8000","0.6702938079833984","0.6702938079833984","0.6702938079833984"
"9000","0.6615886688232422","0.6615886688232422","0.6615886688232422"
"10000","0.6757345199584961","0.6757345199584961","0.6757345199584961"
"11000","0.6773666739463806","0.6773666739463806","0.6773666739463806"
"12000","0.6768226623535156","0.6768226623535156","0.6768226623535156"
"13000","0.6800870299339294","0.6800870299339294","0.6800870299339294"
"14000","0.683351457118988","0.683351457118988","0.683351457118988"
"15000","0.6795429587364197","0.6795429587364197","0.6795429587364197"
"16000","0.6893362402915955","0.6893362402915955","0.6893362402915955"
"17000","0.6893362402915955","0.6893362402915955","0.6893362402915955"
"18000","0.6855277419090271","0.6855277419090271","0.6855277419090271"
"19000","0.6822633147239685","0.6822633147239685","0.6822633147239685"
"20000","0.6860718131065369","0.6860718131065369","0.6860718131065369"
"21000","0.6860718131065369","0.6860718131065369","0.6860718131065369"
"22000","0.6936888098716736","0.6936888098716736","0.6936888098716736"
"23000","0.6947769522666931","0.6947769522666931","0.6947769522666931"
"24000","0.6947769522666931","0.6947769522666931","0.6947769522666931"
"25000","0.700217604637146","0.700217604637146","0.700217604637146"
"26000","0.7034820318222046","0.7034820318222046","0.7034820318222046"
"27000","0.700217604637146","0.700217604637146","0.700217604637146"
"28000","0.7007616758346558","0.7007616758346558","0.7007616758346558"
"29000","0.6991294622421265","0.6991294622421265","0.6991294622421265"
"30000","0.6996735334396362","0.6996735334396362","0.6996735334396362"
"31000","0.7078346014022827","0.7078346014022827","0.7078346014022827"
"32000","0.7078346014022827","0.7078346014022827","0.7078346014022827"
"33000","0.6985853910446167","0.6985853910446167","0.6985853910446167"
"34000","0.7062023878097534","0.7062023878097534","0.7062023878097534"
"35000","0.709466814994812","0.709466814994812","0.709466814994812"
"36000","0.7143634557723999","0.7143634557723999","0.7143634557723999"
"37000","0.7062023878097534","0.7062023878097534","0.7062023878097534"
"38000","0.7127312421798706","0.7127312421798706","0.7127312421798706"
