"Step","Group: OLMo-1B - eval/v2-small-wikitext_103-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-wikitext_103-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-wikitext_103-validation/CrossEntropyLoss__MAX"
"1000","4.914403438568115","4.914403438568115","4.914403438568115"
"2000","4.046626091003418","4.046626091003418","4.046626091003418"
"3000","3.707911252975464","3.707911252975464","3.707911252975464"
"4000","3.532048225402832","3.532048225402832","3.532048225402832"
"5000","3.426640748977661","3.426640748977661","3.426640748977661"
"6000","3.346367835998535","3.346367835998535","3.346367835998535"
"7000","3.282315492630005","3.282315492630005","3.282315492630005"
"8000","3.2387781143188477","3.2387781143188477","3.2387781143188477"
"9000","3.1994757652282715","3.1994757652282715","3.1994757652282715"
"10000","3.1643033027648926","3.1643033027648926","3.1643033027648926"
"11000","3.143676996231079","3.143676996231079","3.143676996231079"
"12000","3.114225387573242","3.114225387573242","3.114225387573242"
"13000","3.0850672721862793","3.0850672721862793","3.0850672721862793"
"14000","3.0589756965637207","3.0589756965637207","3.0589756965637207"
"15000","3.044404983520508","3.044404983520508","3.044404983520508"
"16000","3.029853105545044","3.029853105545044","3.029853105545044"
"17000","3.0125300884246826","3.0125300884246826","3.0125300884246826"
"18000","3.0001909732818604","3.0001909732818604","3.0001909732818604"
"19000","2.982544183731079","2.982544183731079","2.982544183731079"
"20000","2.974499464035034","2.974499464035034","2.974499464035034"
"21000","2.955479145050049","2.955479145050049","2.955479145050049"
"22000","2.94667649269104","2.94667649269104","2.94667649269104"
"23000","2.937612295150757","2.937612295150757","2.937612295150757"
"24000","2.9216055870056152","2.9216055870056152","2.9216055870056152"
"25000","2.9162795543670654","2.9162795543670654","2.9162795543670654"
"26000","2.907576560974121","2.907576560974121","2.907576560974121"
"27000","2.8998870849609375","2.8998870849609375","2.8998870849609375"
"28000","2.8911643028259277","2.8911643028259277","2.8911643028259277"
"29000","2.8896467685699463","2.8896467685699463","2.8896467685699463"
"30000","2.8748626708984375","2.8748626708984375","2.8748626708984375"
"31000","2.8680994510650635","2.8680994510650635","2.8680994510650635"
"32000","2.8587589263916016","2.8587589263916016","2.8587589263916016"
"33000","2.852858543395996","2.852858543395996","2.852858543395996"
"34000","2.8498682975769043","2.8498682975769043","2.8498682975769043"
"35000","2.850680112838745","2.850680112838745","2.850680112838745"
"36000","2.8382015228271484","2.8382015228271484","2.8382015228271484"
"37000","2.8339197635650635","2.8339197635650635","2.8339197635650635"
"38000","2.8264100551605225","2.8264100551605225","2.8264100551605225"
"39000","2.823061227798462","2.823061227798462","2.823061227798462"
"40000","2.829254150390625","2.829254150390625","2.829254150390625"
"41000","2.815652370452881","2.815652370452881","2.815652370452881"
"42000","2.812427282333374","2.812427282333374","2.812427282333374"
"43000","2.80810284614563","2.80810284614563","2.80810284614563"
"44000","2.805288314819336","2.805288314819336","2.805288314819336"
"45000","2.793435573577881","2.793435573577881","2.793435573577881"
"46000","2.7986929416656494","2.7986929416656494","2.7986929416656494"
"47000","2.7914481163024902","2.7914481163024902","2.7914481163024902"
"48000","2.7863216400146484","2.7863216400146484","2.7863216400146484"
"49000","2.790217161178589","2.790217161178589","2.790217161178589"
"50000","2.784344434738159","2.784344434738159","2.784344434738159"
"51000","2.7790558338165283","2.7790558338165283","2.7790558338165283"
"52000","2.770068883895874","2.770068883895874","2.770068883895874"
"53000","2.7685465812683105","2.7685465812683105","2.7685465812683105"
"54000","2.7706243991851807","2.7706243991851807","2.7706243991851807"
"55000","2.7694780826568604","2.7694780826568604","2.7694780826568604"
"56000","2.7581069469451904","2.7581069469451904","2.7581069469451904"
"57000","2.765533208847046","2.765533208847046","2.765533208847046"
"58000","2.7621004581451416","2.7621004581451416","2.7621004581451416"
"59000","2.755854606628418","2.755854606628418","2.755854606628418"
"60000","2.7571005821228027","2.7571005821228027","2.7571005821228027"
"61000","2.755323648452759","2.755323648452759","2.755323648452759"
"62000","2.7563250064849854","2.7563250064849854","2.7563250064849854"
"63000","2.7479732036590576","2.7479732036590576","2.7479732036590576"
"64000","2.746140241622925","2.746140241622925","2.746140241622925"
"65000","2.7362990379333496","2.7362990379333496","2.7362990379333496"
"66000","2.7402360439300537","2.7402360439300537","2.7402360439300537"
"67000","2.734957456588745","2.734957456588745","2.734957456588745"
"68000","2.7324371337890625","2.7324371337890625","2.7324371337890625"
"69000","2.730725049972534","2.730725049972534","2.730725049972534"
"70000","2.7244908809661865","2.7244908809661865","2.7244908809661865"
"71000","2.7308754920959473","2.7308754920959473","2.7308754920959473"
"72000","2.7359368801116943","2.7359368801116943","2.7359368801116943"
"73000","2.725923776626587","2.725923776626587","2.725923776626587"
"74000","2.7271370887756348","2.7271370887756348","2.7271370887756348"
"75000","2.7313480377197266","2.7313480377197266","2.7313480377197266"
"76000","2.7205119132995605","2.7205119132995605","2.7205119132995605"
"77000","2.7232706546783447","2.7232706546783447","2.7232706546783447"
"78000","2.716651678085327","2.716651678085327","2.716651678085327"
"79000","2.715484380722046","2.715484380722046","2.715484380722046"
"80000","2.7175278663635254","2.7175278663635254","2.7175278663635254"
"81000","2.7160654067993164","2.7160654067993164","2.7160654067993164"
"82000","2.7175467014312744","2.7175467014312744","2.7175467014312744"
"83000","2.7075963020324707","2.7075963020324707","2.7075963020324707"
"84000","2.7103397846221924","2.7103397846221924","2.7103397846221924"
"85000","2.7134816646575928","2.7134816646575928","2.7134816646575928"
"86000","2.713491916656494","2.713491916656494","2.713491916656494"
"87000","2.7085108757019043","2.7085108757019043","2.7085108757019043"
"88000","2.7116808891296387","2.7116808891296387","2.7116808891296387"
"89000","2.705510139465332","2.705510139465332","2.705510139465332"
"90000","2.7067863941192627","2.7067863941192627","2.7067863941192627"
"91000","2.7004430294036865","2.7004430294036865","2.7004430294036865"
"92000","2.6963019371032715","2.6963019371032715","2.6963019371032715"
"93000","2.6966841220855713","2.6966841220855713","2.6966841220855713"
"94000","2.6978774070739746","2.6978774070739746","2.6978774070739746"
"95000","2.6973717212677","2.6973717212677","2.6973717212677"
"96000","2.701651096343994","2.701651096343994","2.701651096343994"
"97000","2.6926159858703613","2.6926159858703613","2.6926159858703613"
"98000","2.6949100494384766","2.6949100494384766","2.6949100494384766"
"99000","2.6880955696105957","2.6880955696105957","2.6880955696105957"
"100000","2.693596601486206","2.693596601486206","2.693596601486206"
"101000","2.691734552383423","2.691734552383423","2.691734552383423"
"102000","2.6923136711120605","2.6923136711120605","2.6923136711120605"
"103000","2.6917166709899902","2.6917166709899902","2.6917166709899902"
"104000","2.686462163925171","2.686462163925171","2.686462163925171"
"105000","2.6874289512634277","2.6874289512634277","2.6874289512634277"
"106000","2.6847081184387207","2.6847081184387207","2.6847081184387207"
"107000","2.6862387657165527","2.6862387657165527","2.6862387657165527"
"108000","2.6821258068084717","2.6821258068084717","2.6821258068084717"
"109000","2.682936668395996","2.682936668395996","2.682936668395996"
"110000","2.680429458618164","2.680429458618164","2.680429458618164"
"111000","2.6798605918884277","2.6798605918884277","2.6798605918884277"
"112000","2.676011085510254","2.676011085510254","2.676011085510254"
"113000","2.6813242435455322","2.6813242435455322","2.6813242435455322"
"114000","2.682913303375244","2.682913303375244","2.682913303375244"
"115000","2.6843032836914062","2.6843032836914062","2.6843032836914062"
"116000","2.687849521636963","2.687849521636963","2.687849521636963"
"117000","2.6786906719207764","2.6786906719207764","2.6786906719207764"
"118000","2.6771209239959717","2.6771209239959717","2.6771209239959717"
"119000","2.6821298599243164","2.6821298599243164","2.6821298599243164"
"120000","2.6763784885406494","2.6763784885406494","2.6763784885406494"
"121000","2.6743199825286865","2.6743199825286865","2.6743199825286865"
"122000","2.6729536056518555","2.6729536056518555","2.6729536056518555"
"123000","2.672283411026001","2.672283411026001","2.672283411026001"
"124000","2.6753664016723633","2.6753664016723633","2.6753664016723633"
"125000","2.667837142944336","2.667837142944336","2.667837142944336"
"126000","2.6711313724517822","2.6711313724517822","2.6711313724517822"
"127000","2.6707875728607178","2.6707875728607178","2.6707875728607178"
"128000","2.67156720161438","2.67156720161438","2.67156720161438"
"129000","2.6706461906433105","2.6706461906433105","2.6706461906433105"
"130000","2.662461280822754","2.662461280822754","2.662461280822754"
"131000","2.671527147293091","2.671527147293091","2.671527147293091"
"132000","2.6642136573791504","2.6642136573791504","2.6642136573791504"
"133000","2.6632580757141113","2.6632580757141113","2.6632580757141113"
"134000","2.6618051528930664","2.6618051528930664","2.6618051528930664"
"135000","2.662168264389038","2.662168264389038","2.662168264389038"
"136000","2.6646728515625","2.6646728515625","2.6646728515625"
"137000","2.6639513969421387","2.6639513969421387","2.6639513969421387"
"138000","2.660783529281616","2.660783529281616","2.660783529281616"
"139000","2.6620259284973145","2.6620259284973145","2.6620259284973145"
"140000","2.6564595699310303","2.6564595699310303","2.6564595699310303"
"141000","2.6574113368988037","2.6574113368988037","2.6574113368988037"
"142000","2.6584696769714355","2.6584696769714355","2.6584696769714355"
"143000","2.6711881160736084","2.6711881160736084","2.6711881160736084"
"144000","2.6590416431427","2.6590416431427","2.6590416431427"
"145000","2.6624882221221924","2.6624882221221924","2.6624882221221924"
"146000","2.6456289291381836","2.6456289291381836","2.6456289291381836"
"147000","2.658547878265381","2.658547878265381","2.658547878265381"
"148000","2.647001028060913","2.647001028060913","2.647001028060913"
"149000","2.652890920639038","2.652890920639038","2.652890920639038"
"150000","2.6543378829956055","2.6543378829956055","2.6543378829956055"
"151000","2.6471548080444336","2.6471548080444336","2.6471548080444336"
"152000","2.6470465660095215","2.6470465660095215","2.6470465660095215"
"153000","2.6538889408111572","2.6538889408111572","2.6538889408111572"
"154000","2.6524195671081543","2.6524195671081543","2.6524195671081543"
"155000","2.6526365280151367","2.6526365280151367","2.6526365280151367"
"156000","2.645923376083374","2.645923376083374","2.645923376083374"
"157000","2.651913642883301","2.651913642883301","2.651913642883301"
"158000","2.647531509399414","2.647531509399414","2.647531509399414"
"159000","2.6395821571350098","2.6395821571350098","2.6395821571350098"
"160000","2.6428511142730713","2.6428511142730713","2.6428511142730713"
"161000","2.649338722229004","2.649338722229004","2.649338722229004"
"162000","2.6444780826568604","2.6444780826568604","2.6444780826568604"
"163000","2.642352819442749","2.642352819442749","2.642352819442749"
"164000","2.6375372409820557","2.6375372409820557","2.6375372409820557"
"165000","2.6378049850463867","2.6378049850463867","2.6378049850463867"
"166000","2.638725996017456","2.638725996017456","2.638725996017456"
"167000","2.646322727203369","2.646322727203369","2.646322727203369"
"168000","2.6419293880462646","2.6419293880462646","2.6419293880462646"
"169000","2.6337592601776123","2.6337592601776123","2.6337592601776123"
"170000","2.64556884765625","2.64556884765625","2.64556884765625"
"171000","2.6432387828826904","2.6432387828826904","2.6432387828826904"
"172000","2.6393563747406006","2.6393563747406006","2.6393563747406006"
"173000","2.6376054286956787","2.6376054286956787","2.6376054286956787"
"174000","2.638545036315918","2.638545036315918","2.638545036315918"
"175000","2.640378475189209","2.640378475189209","2.640378475189209"
"176000","2.635167121887207","2.635167121887207","2.635167121887207"
"177000","2.639389753341675","2.639389753341675","2.639389753341675"
"178000","2.635166883468628","2.635166883468628","2.635166883468628"
"179000","2.632232427597046","2.632232427597046","2.632232427597046"
"180000","2.6344449520111084","2.6344449520111084","2.6344449520111084"
"181000","2.640495538711548","2.640495538711548","2.640495538711548"
"182000","2.6449413299560547","2.6449413299560547","2.6449413299560547"
"183000","2.6301074028015137","2.6301074028015137","2.6301074028015137"
"184000","2.6349239349365234","2.6349239349365234","2.6349239349365234"
"185000","2.630100727081299","2.630100727081299","2.630100727081299"
"186000","2.6284127235412598","2.6284127235412598","2.6284127235412598"
