"Step","Group: OLMo-1B - eval/v3-small-c4_en-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-c4_en-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-c4_en-validation/CrossEntropyLoss__MAX"
"1000","4.230684757232666","4.230684757232666","4.230684757232666"
"2000","3.6932082176208496","3.6932082176208496","3.6932082176208496"
"3000","3.4686591625213623","3.4686591625213623","3.4686591625213623"
"4000","3.3529324531555176","3.3529324531555176","3.3529324531555176"
"5000","3.2744665145874023","3.2744665145874023","3.2744665145874023"
"6000","3.2184677124023438","3.2184677124023438","3.2184677124023438"
"7000","3.1740574836730957","3.1740574836730957","3.1740574836730957"
"8000","3.1392838954925537","3.1392838954925537","3.1392838954925537"
"9000","3.1075940132141113","3.1075940132141113","3.1075940132141113"
"10000","3.0810654163360596","3.0810654163360596","3.0810654163360596"
"11000","3.058199644088745","3.058199644088745","3.058199644088745"
"12000","3.037242889404297","3.037242889404297","3.037242889404297"
"13000","3.0182971954345703","3.0182971954345703","3.0182971954345703"
"14000","3.004669427871704","3.004669427871704","3.004669427871704"
"15000","2.990562915802002","2.990562915802002","2.990562915802002"
"16000","2.9775447845458984","2.9775447845458984","2.9775447845458984"
"17000","2.9640331268310547","2.9640331268310547","2.9640331268310547"
"18000","2.9521710872650146","2.9521710872650146","2.9521710872650146"
"19000","2.9405019283294678","2.9405019283294678","2.9405019283294678"
"20000","2.9340641498565674","2.9340641498565674","2.9340641498565674"
"21000","2.923339605331421","2.923339605331421","2.923339605331421"
"22000","2.9125020503997803","2.9125020503997803","2.9125020503997803"
"23000","2.9072458744049072","2.9072458744049072","2.9072458744049072"
"24000","2.897702693939209","2.897702693939209","2.897702693939209"
"25000","2.8909919261932373","2.8909919261932373","2.8909919261932373"
"26000","2.886583089828491","2.886583089828491","2.886583089828491"
"27000","2.8793673515319824","2.8793673515319824","2.8793673515319824"
"28000","2.8731186389923096","2.8731186389923096","2.8731186389923096"
"29000","2.8664841651916504","2.8664841651916504","2.8664841651916504"
"30000","2.8626158237457275","2.8626158237457275","2.8626158237457275"
"31000","2.8588621616363525","2.8588621616363525","2.8588621616363525"
"32000","2.851250410079956","2.851250410079956","2.851250410079956"
"33000","2.847256898880005","2.847256898880005","2.847256898880005"
"34000","2.842343807220459","2.842343807220459","2.842343807220459"
"35000","2.8405871391296387","2.8405871391296387","2.8405871391296387"
"36000","2.835481882095337","2.835481882095337","2.835481882095337"
"37000","2.8316571712493896","2.8316571712493896","2.8316571712493896"
"38000","2.827470302581787","2.827470302581787","2.827470302581787"
"39000","2.8227336406707764","2.8227336406707764","2.8227336406707764"
"40000","2.821530818939209","2.821530818939209","2.821530818939209"
"41000","2.8178329467773438","2.8178329467773438","2.8178329467773438"
"42000","2.8138365745544434","2.8138365745544434","2.8138365745544434"
"43000","2.810305595397949","2.810305595397949","2.810305595397949"
"44000","2.8097176551818848","2.8097176551818848","2.8097176551818848"
"45000","2.806072473526001","2.806072473526001","2.806072473526001"
"46000","2.8024795055389404","2.8024795055389404","2.8024795055389404"
"47000","2.802095413208008","2.802095413208008","2.802095413208008"
"48000","2.7979612350463867","2.7979612350463867","2.7979612350463867"
"49000","2.794912099838257","2.794912099838257","2.794912099838257"
"50000","2.7922258377075195","2.7922258377075195","2.7922258377075195"
"51000","2.7904162406921387","2.7904162406921387","2.7904162406921387"
"52000","2.788179636001587","2.788179636001587","2.788179636001587"
"53000","2.7846550941467285","2.7846550941467285","2.7846550941467285"
"54000","2.7879626750946045","2.7879626750946045","2.7879626750946045"
"55000","2.782543897628784","2.782543897628784","2.782543897628784"
"56000","2.7812421321868896","2.7812421321868896","2.7812421321868896"
"57000","2.7773170471191406","2.7773170471191406","2.7773170471191406"
"58000","2.7766952514648438","2.7766952514648438","2.7766952514648438"
"59000","2.7757346630096436","2.7757346630096436","2.7757346630096436"
"60000","2.774481773376465","2.774481773376465","2.774481773376465"
"61000","2.768852710723877","2.768852710723877","2.768852710723877"
"62000","2.7679338455200195","2.7679338455200195","2.7679338455200195"
"63000","2.766117811203003","2.766117811203003","2.766117811203003"
"64000","2.764096736907959","2.764096736907959","2.764096736907959"
"65000","2.761962413787842","2.761962413787842","2.761962413787842"
"66000","2.7622337341308594","2.7622337341308594","2.7622337341308594"
"67000","2.7607054710388184","2.7607054710388184","2.7607054710388184"
"68000","2.75811767578125","2.75811767578125","2.75811767578125"
"69000","2.758406400680542","2.758406400680542","2.758406400680542"
"70000","2.754950523376465","2.754950523376465","2.754950523376465"
"71000","2.7520647048950195","2.7520647048950195","2.7520647048950195"
"72000","2.75360107421875","2.75360107421875","2.75360107421875"
"73000","2.752265691757202","2.752265691757202","2.752265691757202"
"74000","2.7493598461151123","2.7493598461151123","2.7493598461151123"
"75000","2.745636224746704","2.745636224746704","2.745636224746704"
"76000","2.7468719482421875","2.7468719482421875","2.7468719482421875"
"77000","2.746263265609741","2.746263265609741","2.746263265609741"
"78000","2.7443301677703857","2.7443301677703857","2.7443301677703857"
"79000","2.7420082092285156","2.7420082092285156","2.7420082092285156"
"80000","2.743525981903076","2.743525981903076","2.743525981903076"
"81000","2.737483501434326","2.737483501434326","2.737483501434326"
"82000","2.74186372756958","2.74186372756958","2.74186372756958"
"83000","2.7372186183929443","2.7372186183929443","2.7372186183929443"
"84000","2.737011194229126","2.737011194229126","2.737011194229126"
"85000","2.736886501312256","2.736886501312256","2.736886501312256"
"86000","2.738347291946411","2.738347291946411","2.738347291946411"
"87000","2.7354795932769775","2.7354795932769775","2.7354795932769775"
"88000","2.7393364906311035","2.7393364906311035","2.7393364906311035"
"89000","2.7333173751831055","2.7333173751831055","2.7333173751831055"
"90000","2.7373650074005127","2.7373650074005127","2.7373650074005127"
"91000","2.7329394817352295","2.7329394817352295","2.7329394817352295"
"92000","2.7297377586364746","2.7297377586364746","2.7297377586364746"
"93000","2.7290775775909424","2.7290775775909424","2.7290775775909424"
"94000","2.7267887592315674","2.7267887592315674","2.7267887592315674"
"95000","2.7278850078582764","2.7278850078582764","2.7278850078582764"
"96000","2.725308656692505","2.725308656692505","2.725308656692505"
"97000","2.7222745418548584","2.7222745418548584","2.7222745418548584"
"98000","2.724307060241699","2.724307060241699","2.724307060241699"
"99000","2.7231345176696777","2.7231345176696777","2.7231345176696777"
"100000","2.72104811668396","2.72104811668396","2.72104811668396"
"101000","2.7230074405670166","2.7230074405670166","2.7230074405670166"
"102000","2.723076343536377","2.723076343536377","2.723076343536377"
"103000","2.7199366092681885","2.7199366092681885","2.7199366092681885"
"104000","2.7188684940338135","2.7188684940338135","2.7188684940338135"
"105000","2.7195024490356445","2.7195024490356445","2.7195024490356445"
"106000","2.717334032058716","2.717334032058716","2.717334032058716"
"107000","2.7162039279937744","2.7162039279937744","2.7162039279937744"
"108000","2.7163405418395996","2.7163405418395996","2.7163405418395996"
"109000","2.7163541316986084","2.7163541316986084","2.7163541316986084"
"110000","2.7159616947174072","2.7159616947174072","2.7159616947174072"
"111000","2.712846040725708","2.712846040725708","2.712846040725708"
