"Step","OLMo-7B-run-038 - eval/ptb-validation/Perplexity","OLMo-7B-run-038 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-038 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-037 - eval/ptb-validation/Perplexity","OLMo-7B-run-037 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-037 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-036 - eval/ptb-validation/Perplexity","OLMo-7B-run-036 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-036 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-035 - eval/ptb-validation/Perplexity","OLMo-7B-run-035 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-035 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-034 - eval/ptb-validation/Perplexity","OLMo-7B-run-034 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-034 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-033 - eval/ptb-validation/Perplexity","OLMo-7B-run-033 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-033 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-032 - eval/ptb-validation/Perplexity","OLMo-7B-run-032 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-032 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-031 - eval/ptb-validation/Perplexity","OLMo-7B-run-031 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-031 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-030 - eval/ptb-validation/Perplexity","OLMo-7B-run-030 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-030 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-029 - eval/ptb-validation/Perplexity","OLMo-7B-run-029 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-029 - eval/ptb-validation/Perplexity__MAX"
"433000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.907815933227539","11.907815933227539","11.907815933227539"
"434000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.989450454711914","11.989450454711914","11.989450454711914"
"435000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.950905799865723","11.950905799865723","11.950905799865723"
"436000","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.03295612335205","12.03295612335205","12.03295612335205"
"437000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.90872859954834","11.90872859954834","11.90872859954834"
"438000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.91330337524414","11.91330337524414","11.91330337524414"
"439000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.841353416442871","11.841353416442871","11.841353416442871"
"440000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.830647468566895","11.830647468566895","11.830647468566895"
"441000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.82754135131836","11.82754135131836","11.82754135131836"
"442000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.90645694732666","11.90645694732666","11.90645694732666"
"443000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.853716850280762","11.853716850280762","11.853716850280762"
"444000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.852883338928223","11.852883338928223","11.852883338928223"
"445000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.853018760681152","11.853018760681152","11.853018760681152"
"446000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.865111351013184","11.865111351013184","11.865111351013184"
"447000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8486328125","11.8486328125","11.8486328125"
"448000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.902420997619629","11.902420997619629","11.902420997619629"
"449000","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.84744930267334","11.84744930267334","11.84744930267334"
