"Step","OLMo-7B-Twin-2T-run-024 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.572142601013184","4.572142601013184","4.572142601013184"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8374457359313965","3.8374457359313965","3.8374457359313965","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5000197887420654","3.5000197887420654","3.5000197887420654","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.316162109375","3.316162109375","3.316162109375","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.187082290649414","3.187082290649414","3.187082290649414","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.094134569168091","3.094134569168091","3.094134569168091","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3324692249298096","3.3324692249298096","3.3324692249298096","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9628958702087402","2.9628958702087402","2.9628958702087402","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.909909248352051","2.909909248352051","2.909909248352051","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.879467010498047","2.879467010498047","2.879467010498047","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.837993860244751","2.837993860244751","2.837993860244751","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.808403491973877","2.808403491973877","2.808403491973877","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7824623584747314","2.7824623584747314","2.7824623584747314","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7638514041900635","2.7638514041900635","2.7638514041900635","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7420618534088135","2.7420618534088135","2.7420618534088135","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.724590539932251","2.724590539932251","2.724590539932251","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7082791328430176","2.7082791328430176","2.7082791328430176","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7157232761383057","2.7157232761383057","2.7157232761383057","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.681035041809082","2.681035041809082","2.681035041809082","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6677865982055664","2.6677865982055664","2.6677865982055664","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6480984687805176","2.6480984687805176","2.6480984687805176","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64164662361145","2.64164662361145","2.64164662361145","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6292545795440674","2.6292545795440674","2.6292545795440674","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6181421279907227","2.6181421279907227","2.6181421279907227","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6255886554718018","2.6255886554718018","2.6255886554718018","","",""
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6045827865600586","2.6045827865600586","2.6045827865600586","","",""
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5947422981262207","2.5947422981262207","2.5947422981262207","","",""
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.583162546157837","2.583162546157837","2.583162546157837","","",""
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5747756958007812","2.5747756958007812","2.5747756958007812","","",""
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5659799575805664","2.5659799575805664","2.5659799575805664","","",""
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5779898166656494","2.5779898166656494","2.5779898166656494","","",""
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5551669597625732","2.5551669597625732","2.5551669597625732","","",""
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.549323797225952","2.549323797225952","2.549323797225952","","",""
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5455148220062256","2.5455148220062256","2.5455148220062256","","","","","",""
