"Step","Group: OLMo-1B - eval/v2-small-m2d2_wiki-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-m2d2_wiki-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-m2d2_wiki-validation/CrossEntropyLoss__MAX"
"177000","2.5687925815582275","2.5687925815582275","2.5687925815582275"
"178000","2.571951150894165","2.571951150894165","2.571951150894165"
"179000","2.569075345993042","2.569075345993042","2.569075345993042"
"180000","2.571046829223633","2.571046829223633","2.571046829223633"
"181000","2.572159767150879","2.572159767150879","2.572159767150879"
"182000","2.56803560256958","2.56803560256958","2.56803560256958"
"183000","2.566631317138672","2.566631317138672","2.566631317138672"
"184000","2.568286418914795","2.568286418914795","2.568286418914795"
"185000","2.5664589405059814","2.5664589405059814","2.5664589405059814"
"186000","2.5670464038848877","2.5670464038848877","2.5670464038848877"
"187000","2.5655527114868164","2.5655527114868164","2.5655527114868164"
"188000","2.5653603076934814","2.5653603076934814","2.5653603076934814"
"189000","2.57012939453125","2.57012939453125","2.57012939453125"
"190000","2.56620717048645","2.56620717048645","2.56620717048645"
"191000","2.564148426055908","2.564148426055908","2.564148426055908"
"192000","2.564847230911255","2.564847230911255","2.564847230911255"
"193000","2.564138412475586","2.564138412475586","2.564138412475586"
"194000","2.563540458679199","2.563540458679199","2.563540458679199"
"195000","2.565887928009033","2.565887928009033","2.565887928009033"
"196000","2.561864137649536","2.561864137649536","2.561864137649536"
"197000","2.565854072570801","2.565854072570801","2.565854072570801"
"198000","2.562704086303711","2.562704086303711","2.562704086303711"
"199000","2.562403678894043","2.562403678894043","2.562403678894043"
"200000","2.5623278617858887","2.5623278617858887","2.5623278617858887"
"201000","2.562504768371582","2.562504768371582","2.562504768371582"
"202000","2.5684101581573486","2.5684101581573486","2.5684101581573486"
"203000","2.5609755516052246","2.5609755516052246","2.5609755516052246"
"204000","2.5608139038085938","2.5608139038085938","2.5608139038085938"
"205000","2.560823917388916","2.560823917388916","2.560823917388916"
"206000","2.560472011566162","2.560472011566162","2.560472011566162"
"207000","2.5593326091766357","2.5593326091766357","2.5593326091766357"
"208000","2.5620508193969727","2.5620508193969727","2.5620508193969727"
"209000","2.562103509902954","2.562103509902954","2.562103509902954"
"210000","2.5584003925323486","2.5584003925323486","2.5584003925323486"
"211000","2.558138608932495","2.558138608932495","2.558138608932495"
"212000","2.5601613521575928","2.5601613521575928","2.5601613521575928"
"213000","2.559344530105591","2.559344530105591","2.559344530105591"
"214000","2.5584940910339355","2.5584940910339355","2.5584940910339355"
"215000","2.5555500984191895","2.5555500984191895","2.5555500984191895"
"216000","2.5574259757995605","2.5574259757995605","2.5574259757995605"
"217000","2.556349277496338","2.556349277496338","2.556349277496338"
"218000","2.5592000484466553","2.5592000484466553","2.5592000484466553"
"219000","2.555846691131592","2.555846691131592","2.555846691131592"
"220000","2.554384469985962","2.554384469985962","2.554384469985962"
"221000","2.5545434951782227","2.5545434951782227","2.5545434951782227"
"222000","2.5578176975250244","2.5578176975250244","2.5578176975250244"
"223000","2.5550761222839355","2.5550761222839355","2.5550761222839355"
"224000","2.556515693664551","2.556515693664551","2.556515693664551"
"225000","2.554887533187866","2.554887533187866","2.554887533187866"
"226000","2.554394245147705","2.554394245147705","2.554394245147705"
"227000","2.5547990798950195","2.5547990798950195","2.5547990798950195"
"228000","2.5550553798675537","2.5550553798675537","2.5550553798675537"
"229000","2.5545475482940674","2.5545475482940674","2.5545475482940674"
"230000","2.55452036857605","2.55452036857605","2.55452036857605"
"231000","2.551898241043091","2.551898241043091","2.551898241043091"
"232000","2.550783634185791","2.550783634185791","2.550783634185791"
"233000","2.5526227951049805","2.5526227951049805","2.5526227951049805"
"234000","2.553849458694458","2.553849458694458","2.553849458694458"
"235000","2.554304838180542","2.554304838180542","2.554304838180542"
"236000","2.5540170669555664","2.5540170669555664","2.5540170669555664"
"237000","2.5580995082855225","2.5580995082855225","2.5580995082855225"
"238000","2.5543296337127686","2.5543296337127686","2.5543296337127686"
"239000","2.550645351409912","2.550645351409912","2.550645351409912"
"240000","2.5483553409576416","2.5483553409576416","2.5483553409576416"
"241000","2.5500035285949707","2.5500035285949707","2.5500035285949707"
"242000","2.5496842861175537","2.5496842861175537","2.5496842861175537"
"243000","2.551267385482788","2.551267385482788","2.551267385482788"
"244000","2.549805164337158","2.549805164337158","2.549805164337158"
"246000","2.5520381927490234","2.5520381927490234","2.5520381927490234"
"247000","2.550031900405884","2.550031900405884","2.550031900405884"
"248000","2.5498850345611572","2.5498850345611572","2.5498850345611572"
"249000","2.5508298873901367","2.5508298873901367","2.5508298873901367"
"250000","2.547304153442383","2.547304153442383","2.547304153442383"
"251000","2.549018144607544","2.549018144607544","2.549018144607544"
"252000","2.547126054763794","2.547126054763794","2.547126054763794"
"253000","2.5472261905670166","2.5472261905670166","2.5472261905670166"
"254000","2.5474910736083984","2.5474910736083984","2.5474910736083984"
"255000","2.546901226043701","2.546901226043701","2.546901226043701"
"256000","2.544647216796875","2.544647216796875","2.544647216796875"
"257000","2.5448102951049805","2.5448102951049805","2.5448102951049805"
"258000","2.5476934909820557","2.5476934909820557","2.5476934909820557"
"259000","2.5484001636505127","2.5484001636505127","2.5484001636505127"
"260000","2.543459892272949","2.543459892272949","2.543459892272949"
"261000","2.546311855316162","2.546311855316162","2.546311855316162"
"262000","2.543318033218384","2.543318033218384","2.543318033218384"
"263000","2.54504656791687","2.54504656791687","2.54504656791687"
"264000","2.5432684421539307","2.5432684421539307","2.5432684421539307"
"265000","2.5452349185943604","2.5452349185943604","2.5452349185943604"
"266000","2.5452752113342285","2.5452752113342285","2.5452752113342285"
"267000","2.5442683696746826","2.5442683696746826","2.5442683696746826"
"268000","2.542848825454712","2.542848825454712","2.542848825454712"
"269000","2.541480541229248","2.541480541229248","2.541480541229248"
"270000","2.542574644088745","2.542574644088745","2.542574644088745"
"271000","2.54350209236145","2.54350209236145","2.54350209236145"
"272000","2.5396933555603027","2.5396933555603027","2.5396933555603027"
"273000","2.5425143241882324","2.5425143241882324","2.5425143241882324"
"274000","2.5433895587921143","2.5433895587921143","2.5433895587921143"
"275000","2.545053482055664","2.545053482055664","2.545053482055664"
"276000","2.5419914722442627","2.5419914722442627","2.5419914722442627"
"277000","2.5400915145874023","2.5400915145874023","2.5400915145874023"
"278000","2.5428431034088135","2.5428431034088135","2.5428431034088135"
"279000","2.538127899169922","2.538127899169922","2.538127899169922"
"280000","2.5407638549804688","2.5407638549804688","2.5407638549804688"
"281000","2.5421745777130127","2.5421745777130127","2.5421745777130127"
"282000","2.5387518405914307","2.5387518405914307","2.5387518405914307"
"283000","2.5407819747924805","2.5407819747924805","2.5407819747924805"
"284000","2.5378189086914062","2.5378189086914062","2.5378189086914062"
"285000","2.5401251316070557","2.5401251316070557","2.5401251316070557"
"286000","2.537785530090332","2.537785530090332","2.537785530090332"
"287000","2.5390515327453613","2.5390515327453613","2.5390515327453613"
"288000","2.538890838623047","2.538890838623047","2.538890838623047"
"289000","2.5370395183563232","2.5370395183563232","2.5370395183563232"
"290000","2.538628578186035","2.538628578186035","2.538628578186035"
"291000","2.536428213119507","2.536428213119507","2.536428213119507"
"292000","2.536065101623535","2.536065101623535","2.536065101623535"
"293000","2.534468412399292","2.534468412399292","2.534468412399292"
"294000","2.5366177558898926","2.5366177558898926","2.5366177558898926"
"295000","2.5351850986480713","2.5351850986480713","2.5351850986480713"
"296000","2.5389628410339355","2.5389628410339355","2.5389628410339355"
"297000","2.5370523929595947","2.5370523929595947","2.5370523929595947"
"298000","2.534736394882202","2.534736394882202","2.534736394882202"
"299000","2.5342934131622314","2.5342934131622314","2.5342934131622314"
"300000","2.5352916717529297","2.5352916717529297","2.5352916717529297"
"301000","2.5372707843780518","2.5372707843780518","2.5372707843780518"
"302000","2.5334765911102295","2.5334765911102295","2.5334765911102295"
"303000","2.534907102584839","2.534907102584839","2.534907102584839"
"304000","2.534811019897461","2.534811019897461","2.534811019897461"
"305000","2.534156322479248","2.534156322479248","2.534156322479248"
"306000","2.533696174621582","2.533696174621582","2.533696174621582"
"307000","2.5339438915252686","2.5339438915252686","2.5339438915252686"
"308000","2.5310840606689453","2.5310840606689453","2.5310840606689453"
"309000","2.531862258911133","2.531862258911133","2.531862258911133"
"310000","2.5333986282348633","2.5333986282348633","2.5333986282348633"
"311000","2.5300424098968506","2.5300424098968506","2.5300424098968506"
"312000","2.5338873863220215","2.5338873863220215","2.5338873863220215"
"313000","2.5304877758026123","2.5304877758026123","2.5304877758026123"
"314000","2.529210329055786","2.529210329055786","2.529210329055786"
"315000","2.5299112796783447","2.5299112796783447","2.5299112796783447"
"316000","2.5315186977386475","2.5315186977386475","2.5315186977386475"
"317000","2.5318915843963623","2.5318915843963623","2.5318915843963623"
"318000","2.5301196575164795","2.5301196575164795","2.5301196575164795"
"319000","2.5315511226654053","2.5315511226654053","2.5315511226654053"
"320000","2.5308456420898438","2.5308456420898438","2.5308456420898438"
"321000","2.5312318801879883","2.5312318801879883","2.5312318801879883"
"322000","2.52744460105896","2.52744460105896","2.52744460105896"
"323000","2.528580665588379","2.528580665588379","2.528580665588379"
"324000","2.526289463043213","2.526289463043213","2.526289463043213"
"325000","2.5288562774658203","2.5288562774658203","2.5288562774658203"
"326000","2.5287673473358154","2.5287673473358154","2.5287673473358154"
"327000","2.5306830406188965","2.5306830406188965","2.5306830406188965"
"328000","2.530121088027954","2.530121088027954","2.530121088027954"
"329000","2.5255839824676514","2.5255839824676514","2.5255839824676514"
"330000","2.527989625930786","2.527989625930786","2.527989625930786"
"331000","2.5261027812957764","2.5261027812957764","2.5261027812957764"
"332000","2.5259196758270264","2.5259196758270264","2.5259196758270264"
"333000","2.5250043869018555","2.5250043869018555","2.5250043869018555"
"334000","2.5279269218444824","2.5279269218444824","2.5279269218444824"
"335000","2.527048110961914","2.527048110961914","2.527048110961914"
"336000","2.526057481765747","2.526057481765747","2.526057481765747"
"337000","2.5277903079986572","2.5277903079986572","2.5277903079986572"
"338000","2.52469801902771","2.52469801902771","2.52469801902771"
"339000","2.523895025253296","2.523895025253296","2.523895025253296"
"340000","2.525057554244995","2.525057554244995","2.525057554244995"
"341000","2.5245201587677","2.5245201587677","2.5245201587677"
"342000","2.5249953269958496","2.5249953269958496","2.5249953269958496"
"343000","2.522632360458374","2.522632360458374","2.522632360458374"
"344000","2.5242974758148193","2.5242974758148193","2.5242974758148193"
"345000","2.524020195007324","2.524020195007324","2.524020195007324"
"346000","2.5210299491882324","2.5210299491882324","2.5210299491882324"
"347000","2.5228352546691895","2.5228352546691895","2.5228352546691895"
"348000","2.522341251373291","2.522341251373291","2.522341251373291"
"349000","2.5227441787719727","2.5227441787719727","2.5227441787719727"
"350000","2.5229711532592773","2.5229711532592773","2.5229711532592773"
"351000","2.520111322402954","2.520111322402954","2.520111322402954"
"352000","2.523163080215454","2.523163080215454","2.523163080215454"
"353000","2.519925355911255","2.519925355911255","2.519925355911255"
"354000","2.5257277488708496","2.5257277488708496","2.5257277488708496"
"355000","2.520728588104248","2.520728588104248","2.520728588104248"
"356000","2.5219180583953857","2.5219180583953857","2.5219180583953857"
"357000","2.518486976623535","2.518486976623535","2.518486976623535"
"358000","2.5191810131073","2.5191810131073","2.5191810131073"
"359000","2.5207037925720215","2.5207037925720215","2.5207037925720215"
"360000","2.5181801319122314","2.5181801319122314","2.5181801319122314"
"361000","2.5222182273864746","2.5222182273864746","2.5222182273864746"
"362000","2.519761562347412","2.519761562347412","2.519761562347412"
"363000","2.5211033821105957","2.5211033821105957","2.5211033821105957"
"364000","2.5168635845184326","2.5168635845184326","2.5168635845184326"
"365000","2.5178394317626953","2.5178394317626953","2.5178394317626953"
"366000","2.5181920528411865","2.5181920528411865","2.5181920528411865"
"367000","2.517880439758301","2.517880439758301","2.517880439758301"
"368000","2.518024206161499","2.518024206161499","2.518024206161499"
"369000","2.5155813694000244","2.5155813694000244","2.5155813694000244"
"370000","2.5170888900756836","2.5170888900756836","2.5170888900756836"
"371000","2.5190796852111816","2.5190796852111816","2.5190796852111816"
"372000","2.517052173614502","2.517052173614502","2.517052173614502"
"373000","2.516188383102417","2.516188383102417","2.516188383102417"
"374000","2.514073371887207","2.514073371887207","2.514073371887207"
"375000","2.5171520709991455","2.5171520709991455","2.5171520709991455"
"376000","2.5160088539123535","2.5160088539123535","2.5160088539123535"
"377000","2.516970634460449","2.516970634460449","2.516970634460449"
"378000","2.5163187980651855","2.5163187980651855","2.5163187980651855"
"379000","2.5190470218658447","2.5190470218658447","2.5190470218658447"
"380000","2.515002489089966","2.515002489089966","2.515002489089966"
"381000","2.516388177871704","2.516388177871704","2.516388177871704"
"382000","2.5149080753326416","2.5149080753326416","2.5149080753326416"
"383000","2.5137484073638916","2.5137484073638916","2.5137484073638916"
"384000","2.5150201320648193","2.5150201320648193","2.5150201320648193"
"385000","2.514897584915161","2.514897584915161","2.514897584915161"
"386000","2.513190507888794","2.513190507888794","2.513190507888794"
"387000","2.5140256881713867","2.5140256881713867","2.5140256881713867"
"388000","2.517162322998047","2.517162322998047","2.517162322998047"
"389000","2.51568341255188","2.51568341255188","2.51568341255188"
"390000","2.512251615524292","2.512251615524292","2.512251615524292"
"391000","2.513578176498413","2.513578176498413","2.513578176498413"
"392000","2.513471841812134","2.513471841812134","2.513471841812134"
"393000","2.510432481765747","2.510432481765747","2.510432481765747"
"394000","2.5131726264953613","2.5131726264953613","2.5131726264953613"
"395000","2.512274980545044","2.512274980545044","2.512274980545044"
"396000","2.5125231742858887","2.5125231742858887","2.5125231742858887"
"397000","2.514677047729492","2.514677047729492","2.514677047729492"
"398000","2.5117697715759277","2.5117697715759277","2.5117697715759277"
"399000","2.5115725994110107","2.5115725994110107","2.5115725994110107"
"400000","2.5136661529541016","2.5136661529541016","2.5136661529541016"
"401000","2.511826753616333","2.511826753616333","2.511826753616333"
"402000","2.509850025177002","2.509850025177002","2.509850025177002"
"403000","2.511425256729126","2.511425256729126","2.511425256729126"
"404000","2.5116705894470215","2.5116705894470215","2.5116705894470215"
"405000","2.5097219944000244","2.5097219944000244","2.5097219944000244"
"406000","2.509373426437378","2.509373426437378","2.509373426437378"
"407000","2.508446216583252","2.508446216583252","2.508446216583252"
"408000","2.50888729095459","2.50888729095459","2.50888729095459"
"409000","2.5096817016601562","2.5096817016601562","2.5096817016601562"
"410000","2.51031231880188","2.51031231880188","2.51031231880188"
"411000","2.507676124572754","2.507676124572754","2.507676124572754"
"412000","2.5066840648651123","2.5066840648651123","2.5066840648651123"
"413000","2.5077552795410156","2.5077552795410156","2.5077552795410156"
"414000","2.507748603820801","2.507748603820801","2.507748603820801"
"415000","2.507291793823242","2.507291793823242","2.507291793823242"
"416000","2.505974292755127","2.505974292755127","2.505974292755127"
"417000","2.506439208984375","2.506439208984375","2.506439208984375"
"418000","2.5036768913269043","2.5036768913269043","2.5036768913269043"
"419000","2.5070502758026123","2.5070502758026123","2.5070502758026123"
"420000","2.5073604583740234","2.5073604583740234","2.5073604583740234"
"421000","2.5075523853302","2.5075523853302","2.5075523853302"
"422000","2.507974624633789","2.507974624633789","2.507974624633789"
"423000","2.5061421394348145","2.5061421394348145","2.5061421394348145"
"424000","2.508331775665283","2.508331775665283","2.508331775665283"
"425000","2.5059947967529297","2.5059947967529297","2.5059947967529297"
"426000","2.50433349609375","2.50433349609375","2.50433349609375"
"427000","2.503481864929199","2.503481864929199","2.503481864929199"
"428000","2.504544734954834","2.504544734954834","2.504544734954834"
"429000","2.502988338470459","2.502988338470459","2.502988338470459"
"430000","2.5053110122680664","2.5053110122680664","2.5053110122680664"
"431000","2.5020389556884766","2.5020389556884766","2.5020389556884766"
"432000","2.505143404006958","2.505143404006958","2.505143404006958"
"433000","2.504028558731079","2.504028558731079","2.504028558731079"
"434000","2.5037155151367188","2.5037155151367188","2.5037155151367188"
"435000","2.504835605621338","2.504835605621338","2.504835605621338"
"436000","2.50517201423645","2.50517201423645","2.50517201423645"
"437000","2.5026333332061768","2.5026333332061768","2.5026333332061768"
"438000","2.5004289150238037","2.5004289150238037","2.5004289150238037"
"439000","2.500969648361206","2.500969648361206","2.500969648361206"
"440000","2.503493547439575","2.503493547439575","2.503493547439575"
"441000","2.5016424655914307","2.5016424655914307","2.5016424655914307"
"442000","2.5013480186462402","2.5013480186462402","2.5013480186462402"
"443000","2.5018293857574463","2.5018293857574463","2.5018293857574463"
"444000","2.502953052520752","2.502953052520752","2.502953052520752"
"445000","2.501673460006714","2.501673460006714","2.501673460006714"
"446000","2.499995470046997","2.499995470046997","2.499995470046997"
"449000","2.501751661300659","2.501751661300659","2.501751661300659"
"450000","2.4999449253082275","2.4999449253082275","2.4999449253082275"
"451000","2.4992318153381348","2.4992318153381348","2.4992318153381348"
