"Step","OLMo-7B-Twin-2T-run-024 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-024 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-024 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-022 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-022 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-022 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-021 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-021 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-021 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-020 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-020 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-020 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-019 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-019 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-019 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-018 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-018 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-018 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-017 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-017 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-017 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-016 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-016 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-016 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-015 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-015 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-015 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-014 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-014 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-014 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-013 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-013 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-013 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-012 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-012 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-012 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-011 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-011 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-011 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-010 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-010 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-010 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-009 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-009 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-009 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-008 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-008 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-008 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-007 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-007 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-007 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-006 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-006 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-006 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-005 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-005 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-005 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-003 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-003 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-003 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-002 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-002 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-002 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-001 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-001 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-001 - eval/downstream/commitment_bank_acc__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3928571343421936","0.3928571343421936","0.3928571343421936"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3392857015132904","0.3392857015132904","0.3392857015132904","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3928571343421936","0.3928571343421936","0.3928571343421936","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4821428656578064","0.4821428656578064","0.4821428656578064","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4285714328289032","0.4285714328289032","0.4285714328289032","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5178571343421936","0.5178571343421936","0.5178571343421936","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4642857015132904","0.4642857015132904","0.4642857015132904","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4285714328289032","0.4285714328289032","0.4285714328289032","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4821428656578064","0.4821428656578064","0.4821428656578064","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4642857015132904","0.4642857015132904","0.4642857015132904","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4285714328289032","0.4285714328289032","0.4285714328289032","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4821428656578064","0.4821428656578064","0.4821428656578064","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","",""
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4821428656578064","0.4821428656578064","0.4821428656578064","","",""
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4285714328289032","0.4285714328289032","0.4285714328289032","","",""
