"Step","Group: OLMo-1B - eval/v2-small-ptb-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-ptb-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-ptb-validation/CrossEntropyLoss__MAX"
"1000","5.090003967285156","5.090003967285156","5.090003967285156"
"2000","4.358854293823242","4.358854293823242","4.358854293823242"
"3000","4.016208648681641","4.016208648681641","4.016208648681641"
"4000","3.8721632957458496","3.8721632957458496","3.8721632957458496"
"5000","3.7743191719055176","3.7743191719055176","3.7743191719055176"
"6000","3.80523943901062","3.80523943901062","3.80523943901062"
"7000","3.666088581085205","3.666088581085205","3.666088581085205"
"8000","3.584498643875122","3.584498643875122","3.584498643875122"
"9000","3.5534050464630127","3.5534050464630127","3.5534050464630127"
"10000","3.5409984588623047","3.5409984588623047","3.5409984588623047"
"11000","3.4783518314361572","3.4783518314361572","3.4783518314361572"
"12000","3.4461371898651123","3.4461371898651123","3.4461371898651123"
"13000","3.451512098312378","3.451512098312378","3.451512098312378"
"14000","3.443631887435913","3.443631887435913","3.443631887435913"
"15000","3.447340726852417","3.447340726852417","3.447340726852417"
"16000","3.3895914554595947","3.3895914554595947","3.3895914554595947"
"17000","3.362886667251587","3.362886667251587","3.362886667251587"
"18000","3.3635447025299072","3.3635447025299072","3.3635447025299072"
"19000","3.3276896476745605","3.3276896476745605","3.3276896476745605"
"20000","3.3312325477600098","3.3312325477600098","3.3312325477600098"
"21000","3.318880319595337","3.318880319595337","3.318880319595337"
"22000","3.2869069576263428","3.2869069576263428","3.2869069576263428"
"23000","3.2833688259124756","3.2833688259124756","3.2833688259124756"
"24000","3.2905631065368652","3.2905631065368652","3.2905631065368652"
"25000","3.259911060333252","3.259911060333252","3.259911060333252"
"26000","3.25394344329834","3.25394344329834","3.25394344329834"
"27000","3.2519731521606445","3.2519731521606445","3.2519731521606445"
"28000","3.2304368019104004","3.2304368019104004","3.2304368019104004"
"29000","3.2300233840942383","3.2300233840942383","3.2300233840942383"
"30000","3.267274856567383","3.267274856567383","3.267274856567383"
"31000","3.21877121925354","3.21877121925354","3.21877121925354"
"32000","3.2146658897399902","3.2146658897399902","3.2146658897399902"
"33000","3.195073127746582","3.195073127746582","3.195073127746582"
"34000","3.2134006023406982","3.2134006023406982","3.2134006023406982"
"35000","3.1842949390411377","3.1842949390411377","3.1842949390411377"
"36000","3.1699883937835693","3.1699883937835693","3.1699883937835693"
"37000","3.1546199321746826","3.1546199321746826","3.1546199321746826"
"38000","3.173818349838257","3.173818349838257","3.173818349838257"
"39000","3.15275239944458","3.15275239944458","3.15275239944458"
"40000","3.158384323120117","3.158384323120117","3.158384323120117"
"41000","3.1548593044281006","3.1548593044281006","3.1548593044281006"
"42000","3.146260976791382","3.146260976791382","3.146260976791382"
"43000","3.1438684463500977","3.1438684463500977","3.1438684463500977"
"44000","3.1350812911987305","3.1350812911987305","3.1350812911987305"
"45000","3.134387493133545","3.134387493133545","3.134387493133545"
"46000","3.1141645908355713","3.1141645908355713","3.1141645908355713"
"47000","3.129030466079712","3.129030466079712","3.129030466079712"
"48000","3.1382877826690674","3.1382877826690674","3.1382877826690674"
"49000","3.1207447052001953","3.1207447052001953","3.1207447052001953"
"50000","3.106696128845215","3.106696128845215","3.106696128845215"
"51000","3.0894458293914795","3.0894458293914795","3.0894458293914795"
"52000","3.082705497741699","3.082705497741699","3.082705497741699"
"53000","3.0708274841308594","3.0708274841308594","3.0708274841308594"
"54000","3.091118574142456","3.091118574142456","3.091118574142456"
"55000","3.101985454559326","3.101985454559326","3.101985454559326"
"56000","3.0765273571014404","3.0765273571014404","3.0765273571014404"
"57000","3.1074094772338867","3.1074094772338867","3.1074094772338867"
"58000","3.0917704105377197","3.0917704105377197","3.0917704105377197"
"59000","3.068237781524658","3.068237781524658","3.068237781524658"
"60000","3.066225051879883","3.066225051879883","3.066225051879883"
"61000","3.078148126602173","3.078148126602173","3.078148126602173"
"62000","3.069260835647583","3.069260835647583","3.069260835647583"
"63000","3.059451103210449","3.059451103210449","3.059451103210449"
"64000","3.051527500152588","3.051527500152588","3.051527500152588"
"65000","3.0500051975250244","3.0500051975250244","3.0500051975250244"
"66000","3.08152174949646","3.08152174949646","3.08152174949646"
"67000","3.0544700622558594","3.0544700622558594","3.0544700622558594"
"68000","3.0631861686706543","3.0631861686706543","3.0631861686706543"
"69000","3.0744364261627197","3.0744364261627197","3.0744364261627197"
"70000","3.0452888011932373","3.0452888011932373","3.0452888011932373"
"71000","3.0581610202789307","3.0581610202789307","3.0581610202789307"
"72000","3.055171012878418","3.055171012878418","3.055171012878418"
"73000","3.057241201400757","3.057241201400757","3.057241201400757"
"74000","3.047183036804199","3.047183036804199","3.047183036804199"
"75000","3.053164005279541","3.053164005279541","3.053164005279541"
"76000","3.036879062652588","3.036879062652588","3.036879062652588"
"77000","3.051163911819458","3.051163911819458","3.051163911819458"
"78000","3.0276379585266113","3.0276379585266113","3.0276379585266113"
"79000","3.0325677394866943","3.0325677394866943","3.0325677394866943"
"80000","3.0246706008911133","3.0246706008911133","3.0246706008911133"
"81000","3.033113718032837","3.033113718032837","3.033113718032837"
"82000","3.0347700119018555","3.0347700119018555","3.0347700119018555"
