"Step","OLMo-7B-Twin-2T-run-024 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/ice-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/ice-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/ice-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/ice-validation/CrossEntropyLoss__MAX"
"237000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4733591079711914","2.4733591079711914","2.4733591079711914"
"238000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4801619052886963","2.4801619052886963","2.4801619052886963"
"239000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5327138900756836","2.5327138900756836","2.5327138900756836"
"240000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4724862575531006","2.4724862575531006","2.4724862575531006"
"241000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4680960178375244","2.4680960178375244","2.4680960178375244"
"242000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.473219156265259","2.473219156265259","2.473219156265259"
"243000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.477393388748169","2.477393388748169","2.477393388748169"
"244000","","","","","","","","","","","","","","","","","","","","","","","","","2.4911139011383057","2.4911139011383057","2.4911139011383057","","",""
"245000","","","","","","","","","","","","","","","","","","","","","","","","","2.472043991088867","2.472043991088867","2.472043991088867","","",""
"246000","","","","","","","","","","","","","","","","","","","","","","","","","2.47662353515625","2.47662353515625","2.47662353515625","","",""
"247000","","","","","","","","","","","","","","","","","","","","","","","","","2.4717960357666016","2.4717960357666016","2.4717960357666016","","",""
"248000","","","","","","","","","","","","","","","","","","","","","","","","","2.4727628231048584","2.4727628231048584","2.4727628231048584","","",""
"249000","","","","","","","","","","","","","","","","","","","","","","","","","2.466885566711426","2.466885566711426","2.466885566711426","","",""
"250000","","","","","","","","","","","","","","","","","","","","","","","","","2.4796736240386963","2.4796736240386963","2.4796736240386963","","",""
"251000","","","","","","","","","","","","","","","","","","","","","","","","","2.4802963733673096","2.4802963733673096","2.4802963733673096","","",""
"252000","","","","","","","","","","","","","","","","","","","","","","","","","2.4713692665100098","2.4713692665100098","2.4713692665100098","","",""
"253000","","","","","","","","","","","","","","","","","","","","","","","","","2.469247341156006","2.469247341156006","2.469247341156006","","",""
"254000","","","","","","","","","","","","","","","","","","","","","","","","","2.481017589569092","2.481017589569092","2.481017589569092","","",""
"255000","","","","","","","","","","","","","","","","","","","","","","","","","2.4700708389282227","2.4700708389282227","2.4700708389282227","","",""
"256000","","","","","","","","","","","","","","","","","","","","","","","","","2.4704108238220215","2.4704108238220215","2.4704108238220215","","",""
"257000","","","","","","","","","","","","","","","","","","","","","","","","","2.480100154876709","2.480100154876709","2.480100154876709","","",""
"258000","","","","","","","","","","","","","","","","","","","","","","","","","2.4769251346588135","2.4769251346588135","2.4769251346588135","","",""
