"Step","Group: OLMo-1B - eval/v3-small-dolma_stack-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-dolma_stack-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-dolma_stack-validation/CrossEntropyLoss__MAX"
"31000","1.196508526802063","1.196508526802063","1.196508526802063"
"32000","1.1929477453231812","1.1929477453231812","1.1929477453231812"
"33000","1.1880444288253784","1.1880444288253784","1.1880444288253784"
"34000","1.1849061250686646","1.1849061250686646","1.1849061250686646"
"35000","1.1844805479049683","1.1844805479049683","1.1844805479049683"
"36000","1.180516242980957","1.180516242980957","1.180516242980957"
"37000","1.1785486936569214","1.1785486936569214","1.1785486936569214"
"38000","1.1749751567840576","1.1749751567840576","1.1749751567840576"
"39000","1.17305326461792","1.17305326461792","1.17305326461792"
"40000","1.1723928451538086","1.1723928451538086","1.1723928451538086"
"41000","1.1679164171218872","1.1679164171218872","1.1679164171218872"
"42000","1.1683777570724487","1.1683777570724487","1.1683777570724487"
"43000","1.1657583713531494","1.1657583713531494","1.1657583713531494"
"44000","1.1629081964492798","1.1629081964492798","1.1629081964492798"
"45000","1.1605355739593506","1.1605355739593506","1.1605355739593506"
"46000","1.156506061553955","1.156506061553955","1.156506061553955"
"47000","1.1601358652114868","1.1601358652114868","1.1601358652114868"
"48000","1.1565368175506592","1.1565368175506592","1.1565368175506592"
"49000","1.152727723121643","1.152727723121643","1.152727723121643"
"50000","1.1506123542785645","1.1506123542785645","1.1506123542785645"
"51000","1.1508760452270508","1.1508760452270508","1.1508760452270508"
"52000","1.150308609008789","1.150308609008789","1.150308609008789"
"53000","1.1476764678955078","1.1476764678955078","1.1476764678955078"
"54000","1.1483445167541504","1.1483445167541504","1.1483445167541504"
"55000","1.1469717025756836","1.1469717025756836","1.1469717025756836"
"56000","1.1454349756240845","1.1454349756240845","1.1454349756240845"
"57000","1.1421233415603638","1.1421233415603638","1.1421233415603638"
"58000","1.1392807960510254","1.1392807960510254","1.1392807960510254"
"59000","1.1392977237701416","1.1392977237701416","1.1392977237701416"
"60000","1.1390671730041504","1.1390671730041504","1.1390671730041504"
"61000","1.137944221496582","1.137944221496582","1.137944221496582"
"62000","1.1359978914260864","1.1359978914260864","1.1359978914260864"
"63000","1.1372565031051636","1.1372565031051636","1.1372565031051636"
"64000","1.1348624229431152","1.1348624229431152","1.1348624229431152"
"65000","1.132466197013855","1.132466197013855","1.132466197013855"
"66000","1.1308811902999878","1.1308811902999878","1.1308811902999878"
"67000","1.1319884061813354","1.1319884061813354","1.1319884061813354"
"68000","1.1305841207504272","1.1305841207504272","1.1305841207504272"
"69000","1.1280083656311035","1.1280083656311035","1.1280083656311035"
"70000","1.1277565956115723","1.1277565956115723","1.1277565956115723"
"71000","1.128852128982544","1.128852128982544","1.128852128982544"
"72000","1.1282914876937866","1.1282914876937866","1.1282914876937866"
"73000","1.1275330781936646","1.1275330781936646","1.1275330781936646"
"74000","1.1245051622390747","1.1245051622390747","1.1245051622390747"
"75000","1.1225284337997437","1.1225284337997437","1.1225284337997437"
"76000","1.1232624053955078","1.1232624053955078","1.1232624053955078"
"77000","1.1225215196609497","1.1225215196609497","1.1225215196609497"
"78000","1.1221930980682373","1.1221930980682373","1.1221930980682373"
"79000","1.1204380989074707","1.1204380989074707","1.1204380989074707"
"80000","1.120309829711914","1.120309829711914","1.120309829711914"
"81000","1.1186270713806152","1.1186270713806152","1.1186270713806152"
"82000","1.1207479238510132","1.1207479238510132","1.1207479238510132"
"83000","1.1166102886199951","1.1166102886199951","1.1166102886199951"
"84000","1.1156643629074097","1.1156643629074097","1.1156643629074097"
"85000","1.1150686740875244","1.1150686740875244","1.1150686740875244"
"86000","1.1145070791244507","1.1145070791244507","1.1145070791244507"
"87000","1.1142940521240234","1.1142940521240234","1.1142940521240234"
"88000","1.119659662246704","1.119659662246704","1.119659662246704"
"89000","1.1134899854660034","1.1134899854660034","1.1134899854660034"
"90000","1.1209630966186523","1.1209630966186523","1.1209630966186523"
"91000","1.113240361213684","1.113240361213684","1.113240361213684"
"92000","1.1123309135437012","1.1123309135437012","1.1123309135437012"
"93000","1.1100752353668213","1.1100752353668213","1.1100752353668213"
"94000","1.109341025352478","1.109341025352478","1.109341025352478"
"95000","1.1112955808639526","1.1112955808639526","1.1112955808639526"
"96000","1.1104620695114136","1.1104620695114136","1.1104620695114136"
"97000","1.1072092056274414","1.1072092056274414","1.1072092056274414"
"98000","1.1068239212036133","1.1068239212036133","1.1068239212036133"
"99000","1.1061195135116577","1.1061195135116577","1.1061195135116577"
"100000","1.107040286064148","1.107040286064148","1.107040286064148"
"101000","1.1072665452957153","1.1072665452957153","1.1072665452957153"
"102000","1.107240080833435","1.107240080833435","1.107240080833435"
"103000","1.1048996448516846","1.1048996448516846","1.1048996448516846"
"104000","1.1034027338027954","1.1034027338027954","1.1034027338027954"
"105000","1.1029688119888306","1.1029688119888306","1.1029688119888306"
"106000","1.1025702953338623","1.1025702953338623","1.1025702953338623"
"107000","1.1025135517120361","1.1025135517120361","1.1025135517120361"
"108000","1.1033457517623901","1.1033457517623901","1.1033457517623901"
"109000","1.1040467023849487","1.1040467023849487","1.1040467023849487"
"110000","1.1040008068084717","1.1040008068084717","1.1040008068084717"
"111000","1.1028271913528442","1.1028271913528442","1.1028271913528442"
"112000","1.1004505157470703","1.1004505157470703","1.1004505157470703"
"113000","1.1018069982528687","1.1018069982528687","1.1018069982528687"
"114000","1.1018195152282715","1.1018195152282715","1.1018195152282715"
"115000","1.0981864929199219","1.0981864929199219","1.0981864929199219"
"116000","1.0984179973602295","1.0984179973602295","1.0984179973602295"
"117000","1.0998395681381226","1.0998395681381226","1.0998395681381226"
"118000","1.0984021425247192","1.0984021425247192","1.0984021425247192"
"119000","1.0999644994735718","1.0999644994735718","1.0999644994735718"
"120000","1.0996840000152588","1.0996840000152588","1.0996840000152588"
"121000","1.0974589586257935","1.0974589586257935","1.0974589586257935"
"122000","1.0973376035690308","1.0973376035690308","1.0973376035690308"
"123000","1.0979827642440796","1.0979827642440796","1.0979827642440796"
"124000","1.0971280336380005","1.0971280336380005","1.0971280336380005"
"125000","1.0959956645965576","1.0959956645965576","1.0959956645965576"
"126000","1.095523476600647","1.095523476600647","1.095523476600647"
"127000","1.0951274633407593","1.0951274633407593","1.0951274633407593"
"128000","1.0949732065200806","1.0949732065200806","1.0949732065200806"
"129000","1.0947118997573853","1.0947118997573853","1.0947118997573853"
"130000","1.0954848527908325","1.0954848527908325","1.0954848527908325"
"131000","1.0933935642242432","1.0933935642242432","1.0933935642242432"
"132000","1.0922648906707764","1.0922648906707764","1.0922648906707764"
"133000","1.0927550792694092","1.0927550792694092","1.0927550792694092"
"134000","1.0910165309906006","1.0910165309906006","1.0910165309906006"
"135000","1.0904529094696045","1.0904529094696045","1.0904529094696045"
"136000","1.09172785282135","1.09172785282135","1.09172785282135"
"137000","1.0925272703170776","1.0925272703170776","1.0925272703170776"
"138000","1.0878303050994873","1.0878303050994873","1.0878303050994873"
"139000","1.0898144245147705","1.0898144245147705","1.0898144245147705"
"140000","1.0916087627410889","1.0916087627410889","1.0916087627410889"
"141000","1.0887447595596313","1.0887447595596313","1.0887447595596313"
"142000","1.089614748954773","1.089614748954773","1.089614748954773"
"143000","1.0923504829406738","1.0923504829406738","1.0923504829406738"
"144000","1.0899684429168701","1.0899684429168701","1.0899684429168701"
"145000","1.0907169580459595","1.0907169580459595","1.0907169580459595"
"146000","1.0895540714263916","1.0895540714263916","1.0895540714263916"
"147000","1.0879908800125122","1.0879908800125122","1.0879908800125122"
"148000","1.087637186050415","1.087637186050415","1.087637186050415"
"149000","1.0867927074432373","1.0867927074432373","1.0867927074432373"
"150000","1.0866990089416504","1.0866990089416504","1.0866990089416504"
"151000","1.0861238241195679","1.0861238241195679","1.0861238241195679"
"152000","1.087508201599121","1.087508201599121","1.087508201599121"
"153000","1.0858261585235596","1.0858261585235596","1.0858261585235596"
"154000","1.08497953414917","1.08497953414917","1.08497953414917"
"155000","1.08640718460083","1.08640718460083","1.08640718460083"
"156000","1.085343360900879","1.085343360900879","1.085343360900879"
"157000","1.0847855806350708","1.0847855806350708","1.0847855806350708"
"158000","1.0826833248138428","1.0826833248138428","1.0826833248138428"
"159000","1.0842949151992798","1.0842949151992798","1.0842949151992798"
"160000","1.0833351612091064","1.0833351612091064","1.0833351612091064"
"161000","1.0836507081985474","1.0836507081985474","1.0836507081985474"
"162000","1.0823228359222412","1.0823228359222412","1.0823228359222412"
"163000","1.0822674036026","1.0822674036026","1.0822674036026"
"164000","1.0828988552093506","1.0828988552093506","1.0828988552093506"
"165000","1.08201003074646","1.08201003074646","1.08201003074646"
"166000","1.0826398134231567","1.0826398134231567","1.0826398134231567"
"167000","1.0823529958724976","1.0823529958724976","1.0823529958724976"
"168000","1.0815593004226685","1.0815593004226685","1.0815593004226685"
"169000","1.0828396081924438","1.0828396081924438","1.0828396081924438"
"170000","1.0822278261184692","1.0822278261184692","1.0822278261184692"
"171000","1.0810894966125488","1.0810894966125488","1.0810894966125488"
"172000","1.0858910083770752","1.0858910083770752","1.0858910083770752"
"173000","1.0805869102478027","1.0805869102478027","1.0805869102478027"
"174000","1.0856128931045532","1.0856128931045532","1.0856128931045532"
"175000","1.081068515777588","1.081068515777588","1.081068515777588"
"176000","1.0809978246688843","1.0809978246688843","1.0809978246688843"
"177000","1.0779180526733398","1.0779180526733398","1.0779180526733398"
"178000","1.079039454460144","1.079039454460144","1.079039454460144"
"179000","1.0798472166061401","1.0798472166061401","1.0798472166061401"
"180000","1.080825924873352","1.080825924873352","1.080825924873352"
"181000","1.0815987586975098","1.0815987586975098","1.0815987586975098"
"182000","1.0794800519943237","1.0794800519943237","1.0794800519943237"
"183000","1.079141616821289","1.079141616821289","1.079141616821289"
"184000","1.0773416757583618","1.0773416757583618","1.0773416757583618"
"185000","1.078721284866333","1.078721284866333","1.078721284866333"
"186000","1.0780047178268433","1.0780047178268433","1.0780047178268433"
"187000","1.0770764350891113","1.0770764350891113","1.0770764350891113"
"188000","1.0776002407073975","1.0776002407073975","1.0776002407073975"
"189000","1.078482747077942","1.078482747077942","1.078482747077942"
"190000","1.0793198347091675","1.0793198347091675","1.0793198347091675"
"191000","1.0779855251312256","1.0779855251312256","1.0779855251312256"
"192000","1.0759778022766113","1.0759778022766113","1.0759778022766113"
"193000","1.0761966705322266","1.0761966705322266","1.0761966705322266"
"194000","1.0765360593795776","1.0765360593795776","1.0765360593795776"
"195000","1.0762919187545776","1.0762919187545776","1.0762919187545776"
"196000","1.077009916305542","1.077009916305542","1.077009916305542"
"197000","1.0744704008102417","1.0744704008102417","1.0744704008102417"
"198000","1.0747058391571045","1.0747058391571045","1.0747058391571045"
"199000","1.0747580528259277","1.0747580528259277","1.0747580528259277"
"200000","1.0763596296310425","1.0763596296310425","1.0763596296310425"
"201000","1.075798749923706","1.075798749923706","1.075798749923706"
"202000","1.0935860872268677","1.0935860872268677","1.0935860872268677"
"203000","1.0747973918914795","1.0747973918914795","1.0747973918914795"
"204000","1.073543667793274","1.073543667793274","1.073543667793274"
"205000","1.073463797569275","1.073463797569275","1.073463797569275"
"206000","1.0734174251556396","1.0734174251556396","1.0734174251556396"
"207000","1.0726995468139648","1.0726995468139648","1.0726995468139648"
"208000","1.073203444480896","1.073203444480896","1.073203444480896"
"209000","1.077741265296936","1.077741265296936","1.077741265296936"
"210000","1.0726499557495117","1.0726499557495117","1.0726499557495117"
"211000","1.0736883878707886","1.0736883878707886","1.0736883878707886"
"212000","1.0714002847671509","1.0714002847671509","1.0714002847671509"
"213000","1.0729657411575317","1.0729657411575317","1.0729657411575317"
"214000","1.0703933238983154","1.0703933238983154","1.0703933238983154"
"215000","1.0725369453430176","1.0725369453430176","1.0725369453430176"
"216000","1.0717865228652954","1.0717865228652954","1.0717865228652954"
"217000","1.0717742443084717","1.0717742443084717","1.0717742443084717"
"218000","1.0717953443527222","1.0717953443527222","1.0717953443527222"
"219000","1.0694115161895752","1.0694115161895752","1.0694115161895752"
"220000","1.070530652999878","1.070530652999878","1.070530652999878"
"221000","1.0701136589050293","1.0701136589050293","1.0701136589050293"
"222000","1.0718588829040527","1.0718588829040527","1.0718588829040527"
"223000","1.0700874328613281","1.0700874328613281","1.0700874328613281"
"224000","1.0700674057006836","1.0700674057006836","1.0700674057006836"
"225000","1.0703060626983643","1.0703060626983643","1.0703060626983643"
"226000","1.0708034038543701","1.0708034038543701","1.0708034038543701"
"227000","1.070274829864502","1.070274829864502","1.070274829864502"
"228000","1.0701558589935303","1.0701558589935303","1.0701558589935303"
"229000","1.0697331428527832","1.0697331428527832","1.0697331428527832"
"230000","1.0699445009231567","1.0699445009231567","1.0699445009231567"
"231000","1.0682812929153442","1.0682812929153442","1.0682812929153442"
"232000","1.0694397687911987","1.0694397687911987","1.0694397687911987"
"233000","1.0682554244995117","1.0682554244995117","1.0682554244995117"
"234000","1.0688248872756958","1.0688248872756958","1.0688248872756958"
"235000","1.0697282552719116","1.0697282552719116","1.0697282552719116"
"236000","1.0683931112289429","1.0683931112289429","1.0683931112289429"
"237000","1.073056936264038","1.073056936264038","1.073056936264038"
"238000","1.0688817501068115","1.0688817501068115","1.0688817501068115"
"239000","1.0672779083251953","1.0672779083251953","1.0672779083251953"
"240000","1.0678423643112183","1.0678423643112183","1.0678423643112183"
"241000","1.0669466257095337","1.0669466257095337","1.0669466257095337"
"242000","1.0672136545181274","1.0672136545181274","1.0672136545181274"
"243000","1.0666472911834717","1.0666472911834717","1.0666472911834717"
"244000","1.0664358139038086","1.0664358139038086","1.0664358139038086"
"246000","1.066239356994629","1.066239356994629","1.066239356994629"
"247000","1.067323088645935","1.067323088645935","1.067323088645935"
"248000","1.0668898820877075","1.0668898820877075","1.0668898820877075"
"249000","1.066274642944336","1.066274642944336","1.066274642944336"
"250000","1.0658719539642334","1.0658719539642334","1.0658719539642334"
"251000","1.0677895545959473","1.0677895545959473","1.0677895545959473"
"252000","1.0649330615997314","1.0649330615997314","1.0649330615997314"
"253000","1.0661696195602417","1.0661696195602417","1.0661696195602417"
"254000","1.0656005144119263","1.0656005144119263","1.0656005144119263"
"255000","1.065687894821167","1.065687894821167","1.065687894821167"
"256000","1.0644198656082153","1.0644198656082153","1.0644198656082153"
"257000","1.0655333995819092","1.0655333995819092","1.0655333995819092"
"258000","1.0652199983596802","1.0652199983596802","1.0652199983596802"
"259000","1.063569188117981","1.063569188117981","1.063569188117981"
"260000","1.0689499378204346","1.0689499378204346","1.0689499378204346"
"261000","1.0632333755493164","1.0632333755493164","1.0632333755493164"
"262000","1.0628647804260254","1.0628647804260254","1.0628647804260254"
"263000","1.0634688138961792","1.0634688138961792","1.0634688138961792"
"264000","1.0636078119277954","1.0636078119277954","1.0636078119277954"
"265000","1.0624088048934937","1.0624088048934937","1.0624088048934937"
"266000","1.062333106994629","1.062333106994629","1.062333106994629"
"267000","1.0642684698104858","1.0642684698104858","1.0642684698104858"
"268000","1.064384937286377","1.064384937286377","1.064384937286377"
"269000","1.063162922859192","1.063162922859192","1.063162922859192"
"270000","1.063049554824829","1.063049554824829","1.063049554824829"
"271000","1.061996340751648","1.061996340751648","1.061996340751648"
"272000","1.0604901313781738","1.0604901313781738","1.0604901313781738"
"273000","1.0610215663909912","1.0610215663909912","1.0610215663909912"
"274000","1.0623998641967773","1.0623998641967773","1.0623998641967773"
"275000","1.0628329515457153","1.0628329515457153","1.0628329515457153"
"276000","1.0612460374832153","1.0612460374832153","1.0612460374832153"
"277000","1.0604760646820068","1.0604760646820068","1.0604760646820068"
"278000","1.065696120262146","1.065696120262146","1.065696120262146"
"279000","1.0620646476745605","1.0620646476745605","1.0620646476745605"
"280000","1.0615450143814087","1.0615450143814087","1.0615450143814087"
"281000","1.0614241361618042","1.0614241361618042","1.0614241361618042"
"282000","1.0623118877410889","1.0623118877410889","1.0623118877410889"
"283000","1.0598816871643066","1.0598816871643066","1.0598816871643066"
"284000","1.0603688955307007","1.0603688955307007","1.0603688955307007"
"285000","1.0596206188201904","1.0596206188201904","1.0596206188201904"
"286000","1.0584924221038818","1.0584924221038818","1.0584924221038818"
"287000","1.060167670249939","1.060167670249939","1.060167670249939"
"288000","1.0604119300842285","1.0604119300842285","1.0604119300842285"
"289000","1.0607495307922363","1.0607495307922363","1.0607495307922363"
"290000","1.0654356479644775","1.0654356479644775","1.0654356479644775"
"291000","1.0616390705108643","1.0616390705108643","1.0616390705108643"
"292000","1.060037612915039","1.060037612915039","1.060037612915039"
"293000","1.0595102310180664","1.0595102310180664","1.0595102310180664"
"294000","1.05924654006958","1.05924654006958","1.05924654006958"
"295000","1.0581440925598145","1.0581440925598145","1.0581440925598145"
"296000","1.0579431056976318","1.0579431056976318","1.0579431056976318"
"297000","1.056810736656189","1.056810736656189","1.056810736656189"
"298000","1.057857632637024","1.057857632637024","1.057857632637024"
"299000","1.059622049331665","1.059622049331665","1.059622049331665"
"300000","1.0575863122940063","1.0575863122940063","1.0575863122940063"
"301000","1.0577058792114258","1.0577058792114258","1.0577058792114258"
"302000","1.0561599731445312","1.0561599731445312","1.0561599731445312"
"303000","1.0579355955123901","1.0579355955123901","1.0579355955123901"
"304000","1.056510329246521","1.056510329246521","1.056510329246521"
"305000","1.0567331314086914","1.0567331314086914","1.0567331314086914"
"306000","1.0561646223068237","1.0561646223068237","1.0561646223068237"
"307000","1.0557982921600342","1.0557982921600342","1.0557982921600342"
"308000","1.0555604696273804","1.0555604696273804","1.0555604696273804"
"309000","1.0543392896652222","1.0543392896652222","1.0543392896652222"
"310000","1.0560086965560913","1.0560086965560913","1.0560086965560913"
"311000","1.05520498752594","1.05520498752594","1.05520498752594"
"312000","1.0542502403259277","1.0542502403259277","1.0542502403259277"
"313000","1.0545490980148315","1.0545490980148315","1.0545490980148315"
"314000","1.055080771446228","1.055080771446228","1.055080771446228"
"315000","1.0534751415252686","1.0534751415252686","1.0534751415252686"
"316000","1.0583475828170776","1.0583475828170776","1.0583475828170776"
"317000","1.0545203685760498","1.0545203685760498","1.0545203685760498"
"318000","1.0555659532546997","1.0555659532546997","1.0555659532546997"
"319000","1.053412675857544","1.053412675857544","1.053412675857544"
"320000","1.0533968210220337","1.0533968210220337","1.0533968210220337"
"321000","1.0518611669540405","1.0518611669540405","1.0518611669540405"
"322000","1.053564190864563","1.053564190864563","1.053564190864563"
"323000","1.0539031028747559","1.0539031028747559","1.0539031028747559"
"324000","1.0549342632293701","1.0549342632293701","1.0549342632293701"
"325000","1.0536457300186157","1.0536457300186157","1.0536457300186157"
"326000","1.0538501739501953","1.0538501739501953","1.0538501739501953"
"327000","1.0532978773117065","1.0532978773117065","1.0532978773117065"
"328000","1.0570358037948608","1.0570358037948608","1.0570358037948608"
"329000","1.0534117221832275","1.0534117221832275","1.0534117221832275"
"330000","1.052683711051941","1.052683711051941","1.052683711051941"
"331000","1.0521079301834106","1.0521079301834106","1.0521079301834106"
"332000","1.0531009435653687","1.0531009435653687","1.0531009435653687"
"333000","1.052354097366333","1.052354097366333","1.052354097366333"
"334000","1.0520190000534058","1.0520190000534058","1.0520190000534058"
"335000","1.063065528869629","1.063065528869629","1.063065528869629"
"336000","1.050304651260376","1.050304651260376","1.050304651260376"
"337000","1.0531822443008423","1.0531822443008423","1.0531822443008423"
"338000","1.0531080961227417","1.0531080961227417","1.0531080961227417"
"339000","1.0513885021209717","1.0513885021209717","1.0513885021209717"
"340000","1.0506079196929932","1.0506079196929932","1.0506079196929932"
"341000","1.0519675016403198","1.0519675016403198","1.0519675016403198"
"342000","1.0507221221923828","1.0507221221923828","1.0507221221923828"
"343000","1.049364686012268","1.049364686012268","1.049364686012268"
"344000","1.0500967502593994","1.0500967502593994","1.0500967502593994"
"345000","1.0513259172439575","1.0513259172439575","1.0513259172439575"
"346000","1.0496947765350342","1.0496947765350342","1.0496947765350342"
"347000","1.048777461051941","1.048777461051941","1.048777461051941"
"348000","1.0502784252166748","1.0502784252166748","1.0502784252166748"
"349000","1.0505303144454956","1.0505303144454956","1.0505303144454956"
"350000","1.0514885187149048","1.0514885187149048","1.0514885187149048"
"351000","1.0492054224014282","1.0492054224014282","1.0492054224014282"
"352000","1.0491303205490112","1.0491303205490112","1.0491303205490112"
"353000","1.0482319593429565","1.0482319593429565","1.0482319593429565"
"354000","1.0492926836013794","1.0492926836013794","1.0492926836013794"
"355000","1.0486550331115723","1.0486550331115723","1.0486550331115723"
"356000","1.0500388145446777","1.0500388145446777","1.0500388145446777"
"357000","1.0482075214385986","1.0482075214385986","1.0482075214385986"
"358000","1.0481083393096924","1.0481083393096924","1.0481083393096924"
"359000","1.0489526987075806","1.0489526987075806","1.0489526987075806"
"360000","1.0487014055252075","1.0487014055252075","1.0487014055252075"
"361000","1.0486721992492676","1.0486721992492676","1.0486721992492676"
"362000","1.0473179817199707","1.0473179817199707","1.0473179817199707"
"363000","1.048641324043274","1.048641324043274","1.048641324043274"
"364000","1.0484625101089478","1.0484625101089478","1.0484625101089478"
"365000","1.047563076019287","1.047563076019287","1.047563076019287"
"366000","1.0463182926177979","1.0463182926177979","1.0463182926177979"
"367000","1.0484603643417358","1.0484603643417358","1.0484603643417358"
"368000","1.0458909273147583","1.0458909273147583","1.0458909273147583"
"369000","1.047678828239441","1.047678828239441","1.047678828239441"
"370000","1.0469520092010498","1.0469520092010498","1.0469520092010498"
"371000","1.0459480285644531","1.0459480285644531","1.0459480285644531"
"372000","1.045637607574463","1.045637607574463","1.045637607574463"
"373000","1.0469880104064941","1.0469880104064941","1.0469880104064941"
"374000","1.0460171699523926","1.0460171699523926","1.0460171699523926"
"375000","1.0507038831710815","1.0507038831710815","1.0507038831710815"
"376000","1.0471599102020264","1.0471599102020264","1.0471599102020264"
"377000","1.0454145669937134","1.0454145669937134","1.0454145669937134"
"378000","1.0462380647659302","1.0462380647659302","1.0462380647659302"
"379000","1.0484936237335205","1.0484936237335205","1.0484936237335205"
"380000","1.0464015007019043","1.0464015007019043","1.0464015007019043"
"381000","1.045844554901123","1.045844554901123","1.045844554901123"
"382000","1.0460543632507324","1.0460543632507324","1.0460543632507324"
"383000","1.0457568168640137","1.0457568168640137","1.0457568168640137"
"384000","1.0449244976043701","1.0449244976043701","1.0449244976043701"
"385000","1.044174313545227","1.044174313545227","1.044174313545227"
"386000","1.0435775518417358","1.0435775518417358","1.0435775518417358"
"387000","1.0448580980300903","1.0448580980300903","1.0448580980300903"
"388000","1.0441285371780396","1.0441285371780396","1.0441285371780396"
"389000","1.044543743133545","1.044543743133545","1.044543743133545"
"390000","1.0435914993286133","1.0435914993286133","1.0435914993286133"
"391000","1.0435785055160522","1.0435785055160522","1.0435785055160522"
"392000","1.0436042547225952","1.0436042547225952","1.0436042547225952"
"393000","1.042496919631958","1.042496919631958","1.042496919631958"
"394000","1.0426795482635498","1.0426795482635498","1.0426795482635498"
"395000","1.0432977676391602","1.0432977676391602","1.0432977676391602"
"396000","1.0428986549377441","1.0428986549377441","1.0428986549377441"
"397000","1.0426579713821411","1.0426579713821411","1.0426579713821411"
"398000","1.0417535305023193","1.0417535305023193","1.0417535305023193"
"399000","1.0441248416900635","1.0441248416900635","1.0441248416900635"
"400000","1.041175365447998","1.041175365447998","1.041175365447998"
"401000","1.042094111442566","1.042094111442566","1.042094111442566"
"402000","1.0411497354507446","1.0411497354507446","1.0411497354507446"
"403000","1.044427514076233","1.044427514076233","1.044427514076233"
"404000","1.0428810119628906","1.0428810119628906","1.0428810119628906"
"405000","1.041401743888855","1.041401743888855","1.041401743888855"
"406000","1.0411629676818848","1.0411629676818848","1.0411629676818848"
"407000","1.0416033267974854","1.0416033267974854","1.0416033267974854"
"408000","1.042176604270935","1.042176604270935","1.042176604270935"
"409000","1.0417855978012085","1.0417855978012085","1.0417855978012085"
"410000","1.0425184965133667","1.0425184965133667","1.0425184965133667"
"411000","1.0407220125198364","1.0407220125198364","1.0407220125198364"
"412000","1.0391442775726318","1.0391442775726318","1.0391442775726318"
"413000","1.0406270027160645","1.0406270027160645","1.0406270027160645"
"414000","1.0407581329345703","1.0407581329345703","1.0407581329345703"
"415000","1.040852665901184","1.040852665901184","1.040852665901184"
"416000","1.039327621459961","1.039327621459961","1.039327621459961"
"417000","1.0429248809814453","1.0429248809814453","1.0429248809814453"
"418000","1.0395195484161377","1.0395195484161377","1.0395195484161377"
"419000","1.0407949686050415","1.0407949686050415","1.0407949686050415"
"420000","1.0398014783859253","1.0398014783859253","1.0398014783859253"
"421000","1.0405882596969604","1.0405882596969604","1.0405882596969604"
"422000","1.038602590560913","1.038602590560913","1.038602590560913"
"423000","1.039766550064087","1.039766550064087","1.039766550064087"
"424000","1.0395758152008057","1.0395758152008057","1.0395758152008057"
"425000","1.0388569831848145","1.0388569831848145","1.0388569831848145"
"426000","1.0382698774337769","1.0382698774337769","1.0382698774337769"
"427000","1.0374493598937988","1.0374493598937988","1.0374493598937988"
"428000","1.0383543968200684","1.0383543968200684","1.0383543968200684"
"429000","1.0393325090408325","1.0393325090408325","1.0393325090408325"
"430000","1.039279818534851","1.039279818534851","1.039279818534851"
"431000","1.0366045236587524","1.0366045236587524","1.0366045236587524"
"432000","1.039454460144043","1.039454460144043","1.039454460144043"
"433000","1.0376414060592651","1.0376414060592651","1.0376414060592651"
"434000","1.0388933420181274","1.0388933420181274","1.0388933420181274"
"435000","1.0387742519378662","1.0387742519378662","1.0387742519378662"
"436000","1.037720799446106","1.037720799446106","1.037720799446106"
"437000","1.0380654335021973","1.0380654335021973","1.0380654335021973"
"438000","1.037332534790039","1.037332534790039","1.037332534790039"
"439000","1.0361573696136475","1.0361573696136475","1.0361573696136475"
