"Step","Group: OLMo-1B - eval/v2-small-mc4_en-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-mc4_en-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-mc4_en-validation/CrossEntropyLoss__MAX"
"82000","2.5600926876068115","2.5600926876068115","2.5600926876068115"
"83000","2.553212881088257","2.553212881088257","2.553212881088257"
"84000","2.5511393547058105","2.5511393547058105","2.5511393547058105"
"85000","2.5551953315734863","2.5551953315734863","2.5551953315734863"
"86000","2.5544817447662354","2.5544817447662354","2.5544817447662354"
"87000","2.550480365753174","2.550480365753174","2.550480365753174"
"88000","2.556389570236206","2.556389570236206","2.556389570236206"
"89000","2.549987554550171","2.549987554550171","2.549987554550171"
"90000","2.555846691131592","2.555846691131592","2.555846691131592"
"91000","2.549199342727661","2.549199342727661","2.549199342727661"
"92000","2.5478920936584473","2.5478920936584473","2.5478920936584473"
"93000","2.543606758117676","2.543606758117676","2.543606758117676"
"94000","2.5425562858581543","2.5425562858581543","2.5425562858581543"
"95000","2.546079635620117","2.546079635620117","2.546079635620117"
"96000","2.541210174560547","2.541210174560547","2.541210174560547"
"97000","2.537837266921997","2.537837266921997","2.537837266921997"
"98000","2.5393691062927246","2.5393691062927246","2.5393691062927246"
"99000","2.5372254848480225","2.5372254848480225","2.5372254848480225"
"100000","2.5405311584472656","2.5405311584472656","2.5405311584472656"
"101000","2.5390000343322754","2.5390000343322754","2.5390000343322754"
"102000","2.540400266647339","2.540400266647339","2.540400266647339"
"103000","2.5353024005889893","2.5353024005889893","2.5353024005889893"
"104000","2.535287380218506","2.535287380218506","2.535287380218506"
"105000","2.5361740589141846","2.5361740589141846","2.5361740589141846"
"106000","2.5318074226379395","2.5318074226379395","2.5318074226379395"
"107000","2.534882068634033","2.534882068634033","2.534882068634033"
"108000","2.5345993041992188","2.5345993041992188","2.5345993041992188"
"109000","2.5333940982818604","2.5333940982818604","2.5333940982818604"
"110000","2.531909465789795","2.531909465789795","2.531909465789795"
"111000","2.528837203979492","2.528837203979492","2.528837203979492"
"112000","2.529200792312622","2.529200792312622","2.529200792312622"
"113000","2.5294253826141357","2.5294253826141357","2.5294253826141357"
"114000","2.526885509490967","2.526885509490967","2.526885509490967"
"115000","2.5261075496673584","2.5261075496673584","2.5261075496673584"
"116000","2.5278098583221436","2.5278098583221436","2.5278098583221436"
"117000","2.527221918106079","2.527221918106079","2.527221918106079"
"118000","2.526881456375122","2.526881456375122","2.526881456375122"
"119000","2.5264430046081543","2.5264430046081543","2.5264430046081543"
"120000","2.526763677597046","2.526763677597046","2.526763677597046"
"121000","2.524078130722046","2.524078130722046","2.524078130722046"
"122000","2.523376703262329","2.523376703262329","2.523376703262329"
"123000","2.522963762283325","2.522963762283325","2.522963762283325"
"124000","2.520738124847412","2.520738124847412","2.520738124847412"
"125000","2.5220119953155518","2.5220119953155518","2.5220119953155518"
"126000","2.518685817718506","2.518685817718506","2.518685817718506"
"127000","2.518775701522827","2.518775701522827","2.518775701522827"
"128000","2.516951084136963","2.516951084136963","2.516951084136963"
"129000","2.518490791320801","2.518490791320801","2.518490791320801"
"130000","2.5197913646698","2.5197913646698","2.5197913646698"
"131000","2.520202398300171","2.520202398300171","2.520202398300171"
"132000","2.5184288024902344","2.5184288024902344","2.5184288024902344"
"133000","2.5146591663360596","2.5146591663360596","2.5146591663360596"
"134000","2.5163018703460693","2.5163018703460693","2.5163018703460693"
"135000","2.5153467655181885","2.5153467655181885","2.5153467655181885"
"136000","2.515854597091675","2.515854597091675","2.515854597091675"
"137000","2.517416000366211","2.517416000366211","2.517416000366211"
"138000","2.5143015384674072","2.5143015384674072","2.5143015384674072"
"139000","2.5116677284240723","2.5116677284240723","2.5116677284240723"
"140000","2.516826629638672","2.516826629638672","2.516826629638672"
"141000","2.512164354324341","2.512164354324341","2.512164354324341"
"142000","2.5125956535339355","2.5125956535339355","2.5125956535339355"
"143000","2.514314889907837","2.514314889907837","2.514314889907837"
"144000","2.5109124183654785","2.5109124183654785","2.5109124183654785"
"145000","2.51145339012146","2.51145339012146","2.51145339012146"
"146000","2.5080044269561768","2.5080044269561768","2.5080044269561768"
"147000","2.5105321407318115","2.5105321407318115","2.5105321407318115"
"148000","2.510165214538574","2.510165214538574","2.510165214538574"
"149000","2.5098352432250977","2.5098352432250977","2.5098352432250977"
"150000","2.5101022720336914","2.5101022720336914","2.5101022720336914"
"151000","2.5075879096984863","2.5075879096984863","2.5075879096984863"
"152000","2.505643367767334","2.505643367767334","2.505643367767334"
"153000","2.509030342102051","2.509030342102051","2.509030342102051"
"154000","2.5064783096313477","2.5064783096313477","2.5064783096313477"
"155000","2.505143165588379","2.505143165588379","2.505143165588379"
"156000","2.5028157234191895","2.5028157234191895","2.5028157234191895"
"157000","2.5052905082702637","2.5052905082702637","2.5052905082702637"
"158000","2.505042314529419","2.505042314529419","2.505042314529419"
"159000","2.5044338703155518","2.5044338703155518","2.5044338703155518"
"160000","2.5022189617156982","2.5022189617156982","2.5022189617156982"
"161000","2.504105567932129","2.504105567932129","2.504105567932129"
"162000","2.5023398399353027","2.5023398399353027","2.5023398399353027"
"163000","2.501267194747925","2.501267194747925","2.501267194747925"
"164000","2.4977221488952637","2.4977221488952637","2.4977221488952637"
"165000","2.4991979598999023","2.4991979598999023","2.4991979598999023"
"166000","2.5042810440063477","2.5042810440063477","2.5042810440063477"
"167000","2.499871015548706","2.499871015548706","2.499871015548706"
"168000","2.5021140575408936","2.5021140575408936","2.5021140575408936"
"169000","2.497154712677002","2.497154712677002","2.497154712677002"
"170000","2.4993209838867188","2.4993209838867188","2.4993209838867188"
"171000","2.497004747390747","2.497004747390747","2.497004747390747"
"172000","2.5042150020599365","2.5042150020599365","2.5042150020599365"
"173000","2.4986672401428223","2.4986672401428223","2.4986672401428223"
"174000","2.4992082118988037","2.4992082118988037","2.4992082118988037"
"175000","2.498520612716675","2.498520612716675","2.498520612716675"
"176000","2.495971918106079","2.495971918106079","2.495971918106079"
"177000","2.4942750930786133","2.4942750930786133","2.4942750930786133"
"178000","2.4966516494750977","2.4966516494750977","2.4966516494750977"
"179000","2.493614673614502","2.493614673614502","2.493614673614502"
"180000","2.4959921836853027","2.4959921836853027","2.4959921836853027"
"181000","2.4944844245910645","2.4944844245910645","2.4944844245910645"
"182000","2.4920542240142822","2.4920542240142822","2.4920542240142822"
"183000","2.4935171604156494","2.4935171604156494","2.4935171604156494"
"184000","2.493776321411133","2.493776321411133","2.493776321411133"
"185000","2.4944870471954346","2.4944870471954346","2.4944870471954346"
"186000","2.491462469100952","2.491462469100952","2.491462469100952"
"187000","2.4915101528167725","2.4915101528167725","2.4915101528167725"
"188000","2.491361379623413","2.491361379623413","2.491361379623413"
"189000","2.4961349964141846","2.4961349964141846","2.4961349964141846"
"190000","2.493922233581543","2.493922233581543","2.493922233581543"
"191000","2.4931976795196533","2.4931976795196533","2.4931976795196533"
"192000","2.4908456802368164","2.4908456802368164","2.4908456802368164"
"193000","2.4861931800842285","2.4861931800842285","2.4861931800842285"
"194000","2.488269090652466","2.488269090652466","2.488269090652466"
"195000","2.4911599159240723","2.4911599159240723","2.4911599159240723"
"196000","2.4903366565704346","2.4903366565704346","2.4903366565704346"
"197000","2.490081548690796","2.490081548690796","2.490081548690796"
"198000","2.4871420860290527","2.4871420860290527","2.4871420860290527"
"199000","2.486673593521118","2.486673593521118","2.486673593521118"
"200000","2.4858291149139404","2.4858291149139404","2.4858291149139404"
"201000","2.487096071243286","2.487096071243286","2.487096071243286"
"202000","2.4989943504333496","2.4989943504333496","2.4989943504333496"
"203000","2.488492012023926","2.488492012023926","2.488492012023926"
"204000","2.4869842529296875","2.4869842529296875","2.4869842529296875"
"205000","2.488818883895874","2.488818883895874","2.488818883895874"
"206000","2.487060546875","2.487060546875","2.487060546875"
"207000","2.4863858222961426","2.4863858222961426","2.4863858222961426"
"208000","2.4867193698883057","2.4867193698883057","2.4867193698883057"
"209000","2.491227626800537","2.491227626800537","2.491227626800537"
"210000","2.4844841957092285","2.4844841957092285","2.4844841957092285"
"211000","2.488210678100586","2.488210678100586","2.488210678100586"
"212000","2.4843835830688477","2.4843835830688477","2.4843835830688477"
"213000","2.4860146045684814","2.4860146045684814","2.4860146045684814"
"214000","2.4826507568359375","2.4826507568359375","2.4826507568359375"
"215000","2.4824204444885254","2.4824204444885254","2.4824204444885254"
"216000","2.481527805328369","2.481527805328369","2.481527805328369"
"217000","2.481571912765503","2.481571912765503","2.481571912765503"
"218000","2.4833664894104004","2.4833664894104004","2.4833664894104004"
"219000","2.4824604988098145","2.4824604988098145","2.4824604988098145"
"220000","2.4806296825408936","2.4806296825408936","2.4806296825408936"
"221000","2.4816884994506836","2.4816884994506836","2.4816884994506836"
"222000","2.4810516834259033","2.4810516834259033","2.4810516834259033"
"223000","2.482583522796631","2.482583522796631","2.482583522796631"
"224000","2.4795236587524414","2.4795236587524414","2.4795236587524414"
"225000","2.4803757667541504","2.4803757667541504","2.4803757667541504"
"226000","2.479811429977417","2.479811429977417","2.479811429977417"
"227000","2.481431484222412","2.481431484222412","2.481431484222412"
"228000","2.4814329147338867","2.4814329147338867","2.4814329147338867"
"229000","2.4807727336883545","2.4807727336883545","2.4807727336883545"
"230000","2.4786112308502197","2.4786112308502197","2.4786112308502197"
"231000","2.4767277240753174","2.4767277240753174","2.4767277240753174"
"232000","2.477755069732666","2.477755069732666","2.477755069732666"
"233000","2.4767560958862305","2.4767560958862305","2.4767560958862305"
"234000","2.4776830673217773","2.4776830673217773","2.4776830673217773"
"235000","2.4773671627044678","2.4773671627044678","2.4773671627044678"
"236000","2.4790871143341064","2.4790871143341064","2.4790871143341064"
"237000","2.488438367843628","2.488438367843628","2.488438367843628"
"238000","2.4783618450164795","2.4783618450164795","2.4783618450164795"
"239000","2.477107286453247","2.477107286453247","2.477107286453247"
"240000","2.4813616275787354","2.4813616275787354","2.4813616275787354"
"241000","2.4762420654296875","2.4762420654296875","2.4762420654296875"
"242000","2.4786272048950195","2.4786272048950195","2.4786272048950195"
"243000","2.4770445823669434","2.4770445823669434","2.4770445823669434"
"244000","2.4737741947174072","2.4737741947174072","2.4737741947174072"
"246000","2.476301431655884","2.476301431655884","2.476301431655884"
"247000","2.4747121334075928","2.4747121334075928","2.4747121334075928"
"248000","2.4760355949401855","2.4760355949401855","2.4760355949401855"
"249000","2.4743101596832275","2.4743101596832275","2.4743101596832275"
"250000","2.473418712615967","2.473418712615967","2.473418712615967"
"251000","2.4755196571350098","2.4755196571350098","2.4755196571350098"
"252000","2.474987030029297","2.474987030029297","2.474987030029297"
"253000","2.4751663208007812","2.4751663208007812","2.4751663208007812"
"254000","2.4714534282684326","2.4714534282684326","2.4714534282684326"
"255000","2.471364736557007","2.471364736557007","2.471364736557007"
"256000","2.4728217124938965","2.4728217124938965","2.4728217124938965"
"257000","2.4711310863494873","2.4711310863494873","2.4711310863494873"
"258000","2.473085641860962","2.473085641860962","2.473085641860962"
"259000","2.4720771312713623","2.4720771312713623","2.4720771312713623"
"260000","2.474468946456909","2.474468946456909","2.474468946456909"
"261000","2.4713172912597656","2.4713172912597656","2.4713172912597656"
"262000","2.4723424911499023","2.4723424911499023","2.4723424911499023"
"263000","2.466442823410034","2.466442823410034","2.466442823410034"
"264000","2.4679338932037354","2.4679338932037354","2.4679338932037354"
"265000","2.4724247455596924","2.4724247455596924","2.4724247455596924"
"266000","2.46833872795105","2.46833872795105","2.46833872795105"
"267000","2.468087673187256","2.468087673187256","2.468087673187256"
"268000","2.467367172241211","2.467367172241211","2.467367172241211"
"269000","2.4703476428985596","2.4703476428985596","2.4703476428985596"
"270000","2.4688568115234375","2.4688568115234375","2.4688568115234375"
"271000","2.4687020778656006","2.4687020778656006","2.4687020778656006"
"272000","2.4675567150115967","2.4675567150115967","2.4675567150115967"
"273000","2.4680728912353516","2.4680728912353516","2.4680728912353516"
"274000","2.467266082763672","2.467266082763672","2.467266082763672"
"275000","2.469916582107544","2.469916582107544","2.469916582107544"
"276000","2.466464042663574","2.466464042663574","2.466464042663574"
"277000","2.467538595199585","2.467538595199585","2.467538595199585"
"278000","2.47094988822937","2.47094988822937","2.47094988822937"
"279000","2.465359926223755","2.465359926223755","2.465359926223755"
"280000","2.468792676925659","2.468792676925659","2.468792676925659"
"281000","2.4678213596343994","2.4678213596343994","2.4678213596343994"
"282000","2.464783191680908","2.464783191680908","2.464783191680908"
"283000","2.4647724628448486","2.4647724628448486","2.4647724628448486"
"284000","2.4648447036743164","2.4648447036743164","2.4648447036743164"
"285000","2.4633378982543945","2.4633378982543945","2.4633378982543945"
"286000","2.4646120071411133","2.4646120071411133","2.4646120071411133"
"287000","2.465754985809326","2.465754985809326","2.465754985809326"
"288000","2.4644789695739746","2.4644789695739746","2.4644789695739746"
"289000","2.465129852294922","2.465129852294922","2.465129852294922"
"290000","2.4667983055114746","2.4667983055114746","2.4667983055114746"
"291000","2.465228796005249","2.465228796005249","2.465228796005249"
"292000","2.4646239280700684","2.4646239280700684","2.4646239280700684"
"293000","2.4634604454040527","2.4634604454040527","2.4634604454040527"
"294000","2.464390516281128","2.464390516281128","2.464390516281128"
"295000","2.4675023555755615","2.4675023555755615","2.4675023555755615"
"296000","2.4644153118133545","2.4644153118133545","2.4644153118133545"
"297000","2.4604485034942627","2.4604485034942627","2.4604485034942627"
"298000","2.463010787963867","2.463010787963867","2.463010787963867"
"299000","2.4597396850585938","2.4597396850585938","2.4597396850585938"
"300000","2.4612157344818115","2.4612157344818115","2.4612157344818115"
"301000","2.4610989093780518","2.4610989093780518","2.4610989093780518"
"302000","2.460115432739258","2.460115432739258","2.460115432739258"
"303000","2.4616472721099854","2.4616472721099854","2.4616472721099854"
"304000","2.461503744125366","2.461503744125366","2.461503744125366"
"305000","2.4626781940460205","2.4626781940460205","2.4626781940460205"
"306000","2.4593074321746826","2.4593074321746826","2.4593074321746826"
"307000","2.4615652561187744","2.4615652561187744","2.4615652561187744"
"308000","2.457103967666626","2.457103967666626","2.457103967666626"
"309000","2.4577243328094482","2.4577243328094482","2.4577243328094482"
"310000","2.4587202072143555","2.4587202072143555","2.4587202072143555"
"311000","2.456831693649292","2.456831693649292","2.456831693649292"
"312000","2.456808567047119","2.456808567047119","2.456808567047119"
"313000","2.458231210708618","2.458231210708618","2.458231210708618"
"314000","2.45611310005188","2.45611310005188","2.45611310005188"
"315000","2.458571195602417","2.458571195602417","2.458571195602417"
"316000","2.4596822261810303","2.4596822261810303","2.4596822261810303"
"317000","2.4589710235595703","2.4589710235595703","2.4589710235595703"
"318000","2.4560208320617676","2.4560208320617676","2.4560208320617676"
"319000","2.456634283065796","2.456634283065796","2.456634283065796"
"320000","2.455378532409668","2.455378532409668","2.455378532409668"
"321000","2.455639600753784","2.455639600753784","2.455639600753784"
"322000","2.4565908908843994","2.4565908908843994","2.4565908908843994"
"323000","2.454758405685425","2.454758405685425","2.454758405685425"
"324000","2.4550185203552246","2.4550185203552246","2.4550185203552246"
"325000","2.457545757293701","2.457545757293701","2.457545757293701"
"326000","2.456505060195923","2.456505060195923","2.456505060195923"
"327000","2.4572415351867676","2.4572415351867676","2.4572415351867676"
"328000","2.4558749198913574","2.4558749198913574","2.4558749198913574"
"329000","2.4558815956115723","2.4558815956115723","2.4558815956115723"
"330000","2.454177141189575","2.454177141189575","2.454177141189575"
"331000","2.454345226287842","2.454345226287842","2.454345226287842"
"332000","2.454101085662842","2.454101085662842","2.454101085662842"
"333000","2.451944351196289","2.451944351196289","2.451944351196289"
"334000","2.4519033432006836","2.4519033432006836","2.4519033432006836"
"335000","2.456432580947876","2.456432580947876","2.456432580947876"
"336000","2.4503417015075684","2.4503417015075684","2.4503417015075684"
"337000","2.4537551403045654","2.4537551403045654","2.4537551403045654"
"338000","2.450253486633301","2.450253486633301","2.450253486633301"
"339000","2.450029134750366","2.450029134750366","2.450029134750366"
"340000","2.4501354694366455","2.4501354694366455","2.4501354694366455"
"341000","2.4512290954589844","2.4512290954589844","2.4512290954589844"
"342000","2.450874090194702","2.450874090194702","2.450874090194702"
"343000","2.4499897956848145","2.4499897956848145","2.4499897956848145"
"344000","2.4511308670043945","2.4511308670043945","2.4511308670043945"
"345000","2.450450897216797","2.450450897216797","2.450450897216797"
"346000","2.4493567943573","2.4493567943573","2.4493567943573"
"347000","2.4501917362213135","2.4501917362213135","2.4501917362213135"
"348000","2.4487464427948","2.4487464427948","2.4487464427948"
"349000","2.452561855316162","2.452561855316162","2.452561855316162"
"350000","2.4504618644714355","2.4504618644714355","2.4504618644714355"
"351000","2.4482436180114746","2.4482436180114746","2.4482436180114746"
"352000","2.448796033859253","2.448796033859253","2.448796033859253"
"353000","2.450230360031128","2.450230360031128","2.450230360031128"
"354000","2.448425531387329","2.448425531387329","2.448425531387329"
"355000","2.449932098388672","2.449932098388672","2.449932098388672"
"356000","2.4490692615509033","2.4490692615509033","2.4490692615509033"
"357000","2.4479658603668213","2.4479658603668213","2.4479658603668213"
"358000","2.447770357131958","2.447770357131958","2.447770357131958"
"359000","2.448169469833374","2.448169469833374","2.448169469833374"
"360000","2.445462703704834","2.445462703704834","2.445462703704834"
"361000","2.4473636150360107","2.4473636150360107","2.4473636150360107"
"362000","2.444984197616577","2.444984197616577","2.444984197616577"
"363000","2.4462995529174805","2.4462995529174805","2.4462995529174805"
"364000","2.4466817378997803","2.4466817378997803","2.4466817378997803"
"365000","2.4459638595581055","2.4459638595581055","2.4459638595581055"
"366000","2.444633960723877","2.444633960723877","2.444633960723877"
"367000","2.4458425045013428","2.4458425045013428","2.4458425045013428"
"368000","2.444807767868042","2.444807767868042","2.444807767868042"
"369000","2.4428157806396484","2.4428157806396484","2.4428157806396484"
"370000","2.4428114891052246","2.4428114891052246","2.4428114891052246"
"371000","2.4409756660461426","2.4409756660461426","2.4409756660461426"
"372000","2.4415316581726074","2.4415316581726074","2.4415316581726074"
"373000","2.441298484802246","2.441298484802246","2.441298484802246"
"374000","2.4420735836029053","2.4420735836029053","2.4420735836029053"
"375000","2.4458110332489014","2.4458110332489014","2.4458110332489014"
"376000","2.4419102668762207","2.4419102668762207","2.4419102668762207"
"377000","2.4423327445983887","2.4423327445983887","2.4423327445983887"
"378000","2.4437196254730225","2.4437196254730225","2.4437196254730225"
"379000","2.4460031986236572","2.4460031986236572","2.4460031986236572"
"380000","2.442124843597412","2.442124843597412","2.442124843597412"
"381000","2.4426677227020264","2.4426677227020264","2.4426677227020264"
"382000","2.4417598247528076","2.4417598247528076","2.4417598247528076"
"383000","2.441956043243408","2.441956043243408","2.441956043243408"
"384000","2.4399683475494385","2.4399683475494385","2.4399683475494385"
"385000","2.442471504211426","2.442471504211426","2.442471504211426"
"386000","2.4413862228393555","2.4413862228393555","2.4413862228393555"
"387000","2.441817045211792","2.441817045211792","2.441817045211792"
"388000","2.441896677017212","2.441896677017212","2.441896677017212"
"389000","2.4412174224853516","2.4412174224853516","2.4412174224853516"
"390000","2.4391067028045654","2.4391067028045654","2.4391067028045654"
"391000","2.439443349838257","2.439443349838257","2.439443349838257"
"392000","2.439453125","2.439453125","2.439453125"
"393000","2.4397106170654297","2.4397106170654297","2.4397106170654297"
"394000","2.441744804382324","2.441744804382324","2.441744804382324"
"395000","2.4397952556610107","2.4397952556610107","2.4397952556610107"
"396000","2.4406356811523438","2.4406356811523438","2.4406356811523438"
"397000","2.439955234527588","2.439955234527588","2.439955234527588"
"398000","2.437892198562622","2.437892198562622","2.437892198562622"
"399000","2.4411723613739014","2.4411723613739014","2.4411723613739014"
"400000","2.441718101501465","2.441718101501465","2.441718101501465"
"401000","2.439832925796509","2.439832925796509","2.439832925796509"
"402000","2.4367005825042725","2.4367005825042725","2.4367005825042725"
"403000","2.4383339881896973","2.4383339881896973","2.4383339881896973"
"404000","2.4372599124908447","2.4372599124908447","2.4372599124908447"
"405000","2.437398910522461","2.437398910522461","2.437398910522461"
"406000","2.436994791030884","2.436994791030884","2.436994791030884"
"407000","2.436020612716675","2.436020612716675","2.436020612716675"
"408000","2.4367516040802","2.4367516040802","2.4367516040802"
"409000","2.4355273246765137","2.4355273246765137","2.4355273246765137"
"410000","2.43825364112854","2.43825364112854","2.43825364112854"
"411000","2.4344470500946045","2.4344470500946045","2.4344470500946045"
"412000","2.434255361557007","2.434255361557007","2.434255361557007"
"413000","2.435012102127075","2.435012102127075","2.435012102127075"
"414000","2.4346930980682373","2.4346930980682373","2.4346930980682373"
"415000","2.434441089630127","2.434441089630127","2.434441089630127"
"416000","2.4353466033935547","2.4353466033935547","2.4353466033935547"
"417000","2.4395177364349365","2.4395177364349365","2.4395177364349365"
"418000","2.433789014816284","2.433789014816284","2.433789014816284"
"419000","2.4359469413757324","2.4359469413757324","2.4359469413757324"
"420000","2.432838201522827","2.432838201522827","2.432838201522827"
"421000","2.4335153102874756","2.4335153102874756","2.4335153102874756"
"422000","2.433415174484253","2.433415174484253","2.433415174484253"
"423000","2.4343700408935547","2.4343700408935547","2.4343700408935547"
"424000","2.4344911575317383","2.4344911575317383","2.4344911575317383"
"425000","2.432833433151245","2.432833433151245","2.432833433151245"
"426000","2.4317917823791504","2.4317917823791504","2.4317917823791504"
"427000","2.430572032928467","2.430572032928467","2.430572032928467"
"428000","2.4322640895843506","2.4322640895843506","2.4322640895843506"
"429000","2.4327354431152344","2.4327354431152344","2.4327354431152344"
"430000","2.4308009147644043","2.4308009147644043","2.4308009147644043"
"431000","2.433093547821045","2.433093547821045","2.433093547821045"
"432000","2.431729316711426","2.431729316711426","2.431729316711426"
"433000","2.4309041500091553","2.4309041500091553","2.4309041500091553"
"434000","2.4313478469848633","2.4313478469848633","2.4313478469848633"
"435000","2.4355616569519043","2.4355616569519043","2.4355616569519043"
"436000","2.4309258460998535","2.4309258460998535","2.4309258460998535"
"437000","2.431213140487671","2.431213140487671","2.431213140487671"
"438000","2.4305427074432373","2.4305427074432373","2.4305427074432373"
"439000","2.4299845695495605","2.4299845695495605","2.4299845695495605"
"440000","2.431490898132324","2.431490898132324","2.431490898132324"
"441000","2.429737091064453","2.429737091064453","2.429737091064453"
"442000","2.43093204498291","2.43093204498291","2.43093204498291"
"443000","2.428941249847412","2.428941249847412","2.428941249847412"
"444000","2.428375720977783","2.428375720977783","2.428375720977783"
"445000","2.4290387630462646","2.4290387630462646","2.4290387630462646"
"446000","2.4284677505493164","2.4284677505493164","2.4284677505493164"
"449000","2.4285783767700195","2.4285783767700195","2.4285783767700195"
"450000","2.4285221099853516","2.4285221099853516","2.4285221099853516"
"451000","2.428694009780884","2.428694009780884","2.428694009780884"
"452000","2.4275598526000977","2.4275598526000977","2.4275598526000977"
