"Step","Group: OLMo-1B - eval/v3-small-dolma_common-crawl-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-dolma_common-crawl-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-dolma_common-crawl-validation/CrossEntropyLoss__MAX"
"1000","4.2560625076293945","4.2560625076293945","4.2560625076293945"
"2000","3.7295889854431152","3.7295889854431152","3.7295889854431152"
"3000","3.4998531341552734","3.4998531341552734","3.4998531341552734"
"4000","3.376234292984009","3.376234292984009","3.376234292984009"
"5000","3.2950127124786377","3.2950127124786377","3.2950127124786377"
"6000","3.232588291168213","3.232588291168213","3.232588291168213"
"7000","3.18879771232605","3.18879771232605","3.18879771232605"
"8000","3.151024580001831","3.151024580001831","3.151024580001831"
"9000","3.118299722671509","3.118299722671509","3.118299722671509"
"10000","3.091019630432129","3.091019630432129","3.091019630432129"
"11000","3.0681047439575195","3.0681047439575195","3.0681047439575195"
"12000","3.0486998558044434","3.0486998558044434","3.0486998558044434"
"13000","3.028095006942749","3.028095006942749","3.028095006942749"
"14000","3.013106346130371","3.013106346130371","3.013106346130371"
"15000","2.999647617340088","2.999647617340088","2.999647617340088"
"16000","2.9876761436462402","2.9876761436462402","2.9876761436462402"
"17000","2.9739186763763428","2.9739186763763428","2.9739186763763428"
"18000","2.96144962310791","2.96144962310791","2.96144962310791"
"19000","2.952500581741333","2.952500581741333","2.952500581741333"
"20000","2.941359281539917","2.941359281539917","2.941359281539917"
"21000","2.9344265460968018","2.9344265460968018","2.9344265460968018"
"22000","2.9267237186431885","2.9267237186431885","2.9267237186431885"
"23000","2.9207663536071777","2.9207663536071777","2.9207663536071777"
"24000","2.913207769393921","2.913207769393921","2.913207769393921"
"25000","2.905850410461426","2.905850410461426","2.905850410461426"
"26000","2.900604248046875","2.900604248046875","2.900604248046875"
"27000","2.892075777053833","2.892075777053833","2.892075777053833"
"28000","2.8858606815338135","2.8858606815338135","2.8858606815338135"
"29000","2.877152442932129","2.877152442932129","2.877152442932129"
"30000","2.8744618892669678","2.8744618892669678","2.8744618892669678"
"31000","2.869887113571167","2.869887113571167","2.869887113571167"
"32000","2.8642969131469727","2.8642969131469727","2.8642969131469727"
"33000","2.8595337867736816","2.8595337867736816","2.8595337867736816"
"34000","2.854078531265259","2.854078531265259","2.854078531265259"
"35000","2.8510489463806152","2.8510489463806152","2.8510489463806152"
"36000","2.845017433166504","2.845017433166504","2.845017433166504"
"37000","2.841827154159546","2.841827154159546","2.841827154159546"
"38000","2.8367671966552734","2.8367671966552734","2.8367671966552734"
"39000","2.8339388370513916","2.8339388370513916","2.8339388370513916"
"40000","2.831366777420044","2.831366777420044","2.831366777420044"
"41000","2.826854944229126","2.826854944229126","2.826854944229126"
"42000","2.825472593307495","2.825472593307495","2.825472593307495"
"43000","2.819612979888916","2.819612979888916","2.819612979888916"
"44000","2.819035291671753","2.819035291671753","2.819035291671753"
"45000","2.816911220550537","2.816911220550537","2.816911220550537"
"46000","2.8122072219848633","2.8122072219848633","2.8122072219848633"
"47000","2.815424680709839","2.815424680709839","2.815424680709839"
"48000","2.8103201389312744","2.8103201389312744","2.8103201389312744"
"49000","2.8070497512817383","2.8070497512817383","2.8070497512817383"
"50000","2.8041656017303467","2.8041656017303467","2.8041656017303467"
"51000","2.800520896911621","2.800520896911621","2.800520896911621"
"52000","2.796814441680908","2.796814441680908","2.796814441680908"
"53000","2.793076753616333","2.793076753616333","2.793076753616333"
"54000","2.7938859462738037","2.7938859462738037","2.7938859462738037"
"55000","2.7916386127471924","2.7916386127471924","2.7916386127471924"
"56000","2.786464214324951","2.786464214324951","2.786464214324951"
"57000","2.78692626953125","2.78692626953125","2.78692626953125"
"58000","2.786790370941162","2.786790370941162","2.786790370941162"
"59000","2.784017324447632","2.784017324447632","2.784017324447632"
"60000","2.7817468643188477","2.7817468643188477","2.7817468643188477"
"61000","2.7789206504821777","2.7789206504821777","2.7789206504821777"
"62000","2.777222156524658","2.777222156524658","2.777222156524658"
"63000","2.773158550262451","2.773158550262451","2.773158550262451"
"64000","2.773571729660034","2.773571729660034","2.773571729660034"
"65000","2.7711308002471924","2.7711308002471924","2.7711308002471924"
"66000","2.7717082500457764","2.7717082500457764","2.7717082500457764"
"67000","2.76912260055542","2.76912260055542","2.76912260055542"
"68000","2.76743745803833","2.76743745803833","2.76743745803833"
"69000","2.765883684158325","2.765883684158325","2.765883684158325"
"70000","2.7625248432159424","2.7625248432159424","2.7625248432159424"
"71000","2.763155460357666","2.763155460357666","2.763155460357666"
"72000","2.7618374824523926","2.7618374824523926","2.7618374824523926"
"73000","2.7613561153411865","2.7613561153411865","2.7613561153411865"
"74000","2.75838303565979","2.75838303565979","2.75838303565979"
"75000","2.7567052841186523","2.7567052841186523","2.7567052841186523"
"76000","2.753169536590576","2.753169536590576","2.753169536590576"
"77000","2.753662109375","2.753662109375","2.753662109375"
"78000","2.7537269592285156","2.7537269592285156","2.7537269592285156"
"79000","2.750795364379883","2.750795364379883","2.750795364379883"
"80000","2.751993179321289","2.751993179321289","2.751993179321289"
"81000","2.750314235687256","2.750314235687256","2.750314235687256"
"82000","2.753743886947632","2.753743886947632","2.753743886947632"
"83000","2.7470991611480713","2.7470991611480713","2.7470991611480713"
"84000","2.7470571994781494","2.7470571994781494","2.7470571994781494"
"85000","2.7474007606506348","2.7474007606506348","2.7474007606506348"
"86000","2.7485086917877197","2.7485086917877197","2.7485086917877197"
"87000","2.743563652038574","2.743563652038574","2.743563652038574"
"88000","2.746307134628296","2.746307134628296","2.746307134628296"
"89000","2.7414913177490234","2.7414913177490234","2.7414913177490234"
"90000","2.748429775238037","2.748429775238037","2.748429775238037"
"91000","2.7431821823120117","2.7431821823120117","2.7431821823120117"
"92000","2.7404074668884277","2.7404074668884277","2.7404074668884277"
"93000","2.7371835708618164","2.7371835708618164","2.7371835708618164"
"94000","2.7359840869903564","2.7359840869903564","2.7359840869903564"
"95000","2.7372710704803467","2.7372710704803467","2.7372710704803467"
"96000","2.734663724899292","2.734663724899292","2.734663724899292"
"97000","2.733968496322632","2.733968496322632","2.733968496322632"
"98000","2.7344160079956055","2.7344160079956055","2.7344160079956055"
"99000","2.7316877841949463","2.7316877841949463","2.7316877841949463"
"100000","2.732649564743042","2.732649564743042","2.732649564743042"
"101000","2.7317616939544678","2.7317616939544678","2.7317616939544678"
"102000","2.7319493293762207","2.7319493293762207","2.7319493293762207"
"103000","2.731717586517334","2.731717586517334","2.731717586517334"
"104000","2.728360176086426","2.728360176086426","2.728360176086426"
"105000","2.726918935775757","2.726918935775757","2.726918935775757"
"106000","2.7270684242248535","2.7270684242248535","2.7270684242248535"
"107000","2.7259676456451416","2.7259676456451416","2.7259676456451416"
"108000","2.725219249725342","2.725219249725342","2.725219249725342"
"109000","2.7226972579956055","2.7226972579956055","2.7226972579956055"
"110000","2.722419261932373","2.722419261932373","2.722419261932373"
"111000","2.722867012023926","2.722867012023926","2.722867012023926"
"112000","2.7235937118530273","2.7235937118530273","2.7235937118530273"
"113000","2.722215414047241","2.722215414047241","2.722215414047241"
"114000","2.7235894203186035","2.7235894203186035","2.7235894203186035"
"115000","2.720813274383545","2.720813274383545","2.720813274383545"
"116000","2.71746826171875","2.71746826171875","2.71746826171875"
"117000","2.7184946537017822","2.7184946537017822","2.7184946537017822"
"118000","2.7196438312530518","2.7196438312530518","2.7196438312530518"
"119000","2.7179293632507324","2.7179293632507324","2.7179293632507324"
"120000","2.714909315109253","2.714909315109253","2.714909315109253"
"121000","2.7149064540863037","2.7149064540863037","2.7149064540863037"
"122000","2.7147867679595947","2.7147867679595947","2.7147867679595947"
"123000","2.7159206867218018","2.7159206867218018","2.7159206867218018"
"124000","2.714365005493164","2.714365005493164","2.714365005493164"
"125000","2.7130088806152344","2.7130088806152344","2.7130088806152344"
"126000","2.713724136352539","2.713724136352539","2.713724136352539"
"127000","2.713937282562256","2.713937282562256","2.713937282562256"
"128000","2.711887836456299","2.711887836456299","2.711887836456299"
"129000","2.7108094692230225","2.7108094692230225","2.7108094692230225"
"130000","2.709641218185425","2.709641218185425","2.709641218185425"
