"Step","Group: OLMo-1B - eval/v2-small-ice-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-ice-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-ice-validation/CrossEntropyLoss__MAX"
"1000","4.294698238372803","4.294698238372803","4.294698238372803"
"2000","3.727529525756836","3.727529525756836","3.727529525756836"
"3000","3.5417864322662354","3.5417864322662354","3.5417864322662354"
"4000","3.3741750717163086","3.3741750717163086","3.3741750717163086"
"5000","3.292243242263794","3.292243242263794","3.292243242263794"
"6000","3.235844135284424","3.235844135284424","3.235844135284424"
"7000","3.188858985900879","3.188858985900879","3.188858985900879"
"8000","3.1549017429351807","3.1549017429351807","3.1549017429351807"
"9000","3.1454238891601562","3.1454238891601562","3.1454238891601562"
"10000","3.0952141284942627","3.0952141284942627","3.0952141284942627"
"11000","3.0802206993103027","3.0802206993103027","3.0802206993103027"
"12000","3.052826166152954","3.052826166152954","3.052826166152954"
"13000","3.038914680480957","3.038914680480957","3.038914680480957"
"14000","3.02051043510437","3.02051043510437","3.02051043510437"
"15000","3.0111889839172363","3.0111889839172363","3.0111889839172363"
"16000","2.9978506565093994","2.9978506565093994","2.9978506565093994"
"17000","2.9899284839630127","2.9899284839630127","2.9899284839630127"
"18000","2.971257209777832","2.971257209777832","2.971257209777832"
"19000","2.962120294570923","2.962120294570923","2.962120294570923"
"20000","2.9534480571746826","2.9534480571746826","2.9534480571746826"
"21000","2.9496161937713623","2.9496161937713623","2.9496161937713623"
"22000","2.937042236328125","2.937042236328125","2.937042236328125"
"23000","2.929814338684082","2.929814338684082","2.929814338684082"
"24000","2.9120607376098633","2.9120607376098633","2.9120607376098633"
"25000","2.9131970405578613","2.9131970405578613","2.9131970405578613"
"26000","2.903109312057495","2.903109312057495","2.903109312057495"
"27000","2.9015684127807617","2.9015684127807617","2.9015684127807617"
"28000","2.9027249813079834","2.9027249813079834","2.9027249813079834"
"29000","2.8892438411712646","2.8892438411712646","2.8892438411712646"
"30000","2.8836426734924316","2.8836426734924316","2.8836426734924316"
"31000","2.8875954151153564","2.8875954151153564","2.8875954151153564"
"32000","2.8743484020233154","2.8743484020233154","2.8743484020233154"
"33000","2.8671720027923584","2.8671720027923584","2.8671720027923584"
"34000","2.866126537322998","2.866126537322998","2.866126537322998"
"35000","2.862978219985962","2.862978219985962","2.862978219985962"
"36000","2.8566689491271973","2.8566689491271973","2.8566689491271973"
"37000","2.8538522720336914","2.8538522720336914","2.8538522720336914"
"38000","2.8502402305603027","2.8502402305603027","2.8502402305603027"
"39000","2.8426666259765625","2.8426666259765625","2.8426666259765625"
"40000","2.84556245803833","2.84556245803833","2.84556245803833"
"41000","2.8418753147125244","2.8418753147125244","2.8418753147125244"
"42000","2.8396334648132324","2.8396334648132324","2.8396334648132324"
"43000","2.8317480087280273","2.8317480087280273","2.8317480087280273"
"44000","2.8279924392700195","2.8279924392700195","2.8279924392700195"
"45000","2.8275434970855713","2.8275434970855713","2.8275434970855713"
"46000","2.8213553428649902","2.8213553428649902","2.8213553428649902"
"47000","2.822627544403076","2.822627544403076","2.822627544403076"
"48000","2.8408889770507812","2.8408889770507812","2.8408889770507812"
"49000","2.8198530673980713","2.8198530673980713","2.8198530673980713"
"50000","2.81244158744812","2.81244158744812","2.81244158744812"
"51000","2.807102680206299","2.807102680206299","2.807102680206299"
"52000","2.804349422454834","2.804349422454834","2.804349422454834"
"53000","2.810478448867798","2.810478448867798","2.810478448867798"
"54000","2.8134074211120605","2.8134074211120605","2.8134074211120605"
"55000","2.8044376373291016","2.8044376373291016","2.8044376373291016"
"56000","2.7998664379119873","2.7998664379119873","2.7998664379119873"
"57000","2.7979867458343506","2.7979867458343506","2.7979867458343506"
"58000","2.7957000732421875","2.7957000732421875","2.7957000732421875"
"59000","2.7998178005218506","2.7998178005218506","2.7998178005218506"
"60000","2.792384147644043","2.792384147644043","2.792384147644043"
"61000","2.795684814453125","2.795684814453125","2.795684814453125"
"62000","2.7957117557525635","2.7957117557525635","2.7957117557525635"
"63000","2.789158821105957","2.789158821105957","2.789158821105957"
"64000","2.7845611572265625","2.7845611572265625","2.7845611572265625"
"65000","2.794969081878662","2.794969081878662","2.794969081878662"
"66000","2.7852814197540283","2.7852814197540283","2.7852814197540283"
"67000","2.7847542762756348","2.7847542762756348","2.7847542762756348"
"68000","2.781947374343872","2.781947374343872","2.781947374343872"
"69000","2.7839272022247314","2.7839272022247314","2.7839272022247314"
"70000","2.776463270187378","2.776463270187378","2.776463270187378"
"71000","2.789141893386841","2.789141893386841","2.789141893386841"
"72000","2.7714316844940186","2.7714316844940186","2.7714316844940186"
"73000","2.7719573974609375","2.7719573974609375","2.7719573974609375"
"74000","2.7681775093078613","2.7681775093078613","2.7681775093078613"
"75000","2.774416208267212","2.774416208267212","2.774416208267212"
"76000","2.767997980117798","2.767997980117798","2.767997980117798"
"77000","2.765698194503784","2.765698194503784","2.765698194503784"
"78000","2.766897678375244","2.766897678375244","2.766897678375244"
"79000","2.7634713649749756","2.7634713649749756","2.7634713649749756"
"80000","2.7701783180236816","2.7701783180236816","2.7701783180236816"
"81000","2.7565760612487793","2.7565760612487793","2.7565760612487793"
"82000","2.7648818492889404","2.7648818492889404","2.7648818492889404"
"83000","2.756136178970337","2.756136178970337","2.756136178970337"
"84000","2.7616939544677734","2.7616939544677734","2.7616939544677734"
"85000","2.760868549346924","2.760868549346924","2.760868549346924"
"86000","2.767444372177124","2.767444372177124","2.767444372177124"
"87000","2.755284309387207","2.755284309387207","2.755284309387207"
"88000","2.7583870887756348","2.7583870887756348","2.7583870887756348"
"89000","2.753220558166504","2.753220558166504","2.753220558166504"
"90000","2.7580416202545166","2.7580416202545166","2.7580416202545166"
"91000","2.7581653594970703","2.7581653594970703","2.7581653594970703"
"92000","2.753166913986206","2.753166913986206","2.753166913986206"
"93000","2.7496984004974365","2.7496984004974365","2.7496984004974365"
"94000","2.744875907897949","2.744875907897949","2.744875907897949"
"95000","2.7482521533966064","2.7482521533966064","2.7482521533966064"
"96000","2.7440712451934814","2.7440712451934814","2.7440712451934814"
"97000","2.742659568786621","2.742659568786621","2.742659568786621"
"98000","2.744887351989746","2.744887351989746","2.744887351989746"
"99000","2.739746332168579","2.739746332168579","2.739746332168579"
"100000","2.7403833866119385","2.7403833866119385","2.7403833866119385"
"101000","2.7468931674957275","2.7468931674957275","2.7468931674957275"
"102000","2.7363507747650146","2.7363507747650146","2.7363507747650146"
"103000","2.732539415359497","2.732539415359497","2.732539415359497"
"104000","2.739734411239624","2.739734411239624","2.739734411239624"
"105000","2.735696792602539","2.735696792602539","2.735696792602539"
"106000","2.7302281856536865","2.7302281856536865","2.7302281856536865"
"107000","2.7359585762023926","2.7359585762023926","2.7359585762023926"
"108000","2.735309362411499","2.735309362411499","2.735309362411499"
"109000","2.7332875728607178","2.7332875728607178","2.7332875728607178"
"110000","2.737922430038452","2.737922430038452","2.737922430038452"
"111000","2.7397236824035645","2.7397236824035645","2.7397236824035645"
"112000","2.742753744125366","2.742753744125366","2.742753744125366"
"113000","2.7364063262939453","2.7364063262939453","2.7364063262939453"
"114000","2.738001823425293","2.738001823425293","2.738001823425293"
"115000","2.7260332107543945","2.7260332107543945","2.7260332107543945"
"116000","2.732922077178955","2.732922077178955","2.732922077178955"
"117000","2.7256500720977783","2.7256500720977783","2.7256500720977783"
"118000","2.764754295349121","2.764754295349121","2.764754295349121"
"119000","2.73195743560791","2.73195743560791","2.73195743560791"
"120000","2.7407584190368652","2.7407584190368652","2.7407584190368652"
"121000","2.729522228240967","2.729522228240967","2.729522228240967"
"122000","2.729670524597168","2.729670524597168","2.729670524597168"
"123000","2.734234094619751","2.734234094619751","2.734234094619751"
"124000","2.726317882537842","2.726317882537842","2.726317882537842"
"125000","2.73085880279541","2.73085880279541","2.73085880279541"
"126000","2.7267043590545654","2.7267043590545654","2.7267043590545654"
