"Step","OLMo-7B-Twin-2T-run-024 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/twitterAEE-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/twitterAEE-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/twitterAEE-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/twitterAEE-validation/CrossEntropyLoss__MAX"
"237000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.403974771499634","3.403974771499634","3.403974771499634"
"238000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.404951333999634","3.404951333999634","3.404951333999634"
"239000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4073503017425537","3.4073503017425537","3.4073503017425537"
"240000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.401808023452759","3.401808023452759","3.401808023452759"
"241000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4023008346557617","3.4023008346557617","3.4023008346557617"
"242000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.40704345703125","3.40704345703125","3.40704345703125"
"243000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.409966468811035","3.409966468811035","3.409966468811035"
"244000","","","","","","","","","","","","","","","","","","","","","","","","","3.411670446395874","3.411670446395874","3.411670446395874","","",""
"245000","","","","","","","","","","","","","","","","","","","","","","","","","3.4083523750305176","3.4083523750305176","3.4083523750305176","","",""
"246000","","","","","","","","","","","","","","","","","","","","","","","","","3.410470724105835","3.410470724105835","3.410470724105835","","",""
"247000","","","","","","","","","","","","","","","","","","","","","","","","","3.4092471599578857","3.4092471599578857","3.4092471599578857","","",""
"248000","","","","","","","","","","","","","","","","","","","","","","","","","3.4067933559417725","3.4067933559417725","3.4067933559417725","","",""
"249000","","","","","","","","","","","","","","","","","","","","","","","","","3.3958308696746826","3.3958308696746826","3.3958308696746826","","",""
"250000","","","","","","","","","","","","","","","","","","","","","","","","","3.399116277694702","3.399116277694702","3.399116277694702","","",""
"251000","","","","","","","","","","","","","","","","","","","","","","","","","3.4048779010772705","3.4048779010772705","3.4048779010772705","","",""
"252000","","","","","","","","","","","","","","","","","","","","","","","","","3.400285243988037","3.400285243988037","3.400285243988037","","",""
"253000","","","","","","","","","","","","","","","","","","","","","","","","","3.4032375812530518","3.4032375812530518","3.4032375812530518","","",""
"254000","","","","","","","","","","","","","","","","","","","","","","","","","3.4058892726898193","3.4058892726898193","3.4058892726898193","","",""
"255000","","","","","","","","","","","","","","","","","","","","","","","","","3.3967769145965576","3.3967769145965576","3.3967769145965576","","",""
"256000","","","","","","","","","","","","","","","","","","","","","","","","","3.3951399326324463","3.3951399326324463","3.3951399326324463","","",""
"257000","","","","","","","","","","","","","","","","","","","","","","","","","3.406080722808838","3.406080722808838","3.406080722808838","","",""
"258000","","","","","","","","","","","","","","","","","","","","","","","","","3.3990635871887207","3.3990635871887207","3.3990635871887207","","",""
"259000","","","","","","","","","","","","","","","","","","","","","","","","","3.3945529460906982","3.3945529460906982","3.3945529460906982","","",""
"260000","","","","","","","","","","","","","","","","","","","","","","","","","3.4081811904907227","3.4081811904907227","3.4081811904907227","","",""
