"Step","OLMo-7B-Twin-2T-run-024 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/4chan-validation/CrossEntropyLoss__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6962053775787354","3.6962053775787354","3.6962053775787354"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0791680812835693","3.0791680812835693","3.0791680812835693","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.872913122177124","2.872913122177124","2.872913122177124","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.75631046295166","2.75631046295166","2.75631046295166","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.695098876953125","2.695098876953125","2.695098876953125","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.634042501449585","2.634042501449585","2.634042501449585","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.816148519515991","2.816148519515991","2.816148519515991","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5458028316497803","2.5458028316497803","2.5458028316497803","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5145599842071533","2.5145599842071533","2.5145599842071533","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4974377155303955","2.4974377155303955","2.4974377155303955","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4724507331848145","2.4724507331848145","2.4724507331848145","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.455920457839966","2.455920457839966","2.455920457839966","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4370312690734863","2.4370312690734863","2.4370312690734863","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4196221828460693","2.4196221828460693","2.4196221828460693","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4122424125671387","2.4122424125671387","2.4122424125671387","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4036192893981934","2.4036192893981934","2.4036192893981934","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3909695148468018","2.3909695148468018","2.3909695148468018","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3932018280029297","2.3932018280029297","2.3932018280029297","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.376032590866089","2.376032590866089","2.376032590866089","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.362130641937256","2.362130641937256","2.362130641937256","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3499090671539307","2.3499090671539307","2.3499090671539307","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.346130847930908","2.346130847930908","2.346130847930908","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33743953704834","2.33743953704834","2.33743953704834","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.332404136657715","2.332404136657715","2.332404136657715","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3387298583984375","2.3387298583984375","2.3387298583984375","","",""
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3204305171966553","2.3204305171966553","2.3204305171966553","","",""
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.311660051345825","2.311660051345825","2.311660051345825","","",""
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.307424783706665","2.307424783706665","2.307424783706665","","",""
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3054087162017822","2.3054087162017822","2.3054087162017822","","",""
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3031516075134277","2.3031516075134277","2.3031516075134277","","",""
