"Step","OLMo-7B-run-038 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-038 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-038 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-037 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-037 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-037 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-036 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-036 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-036 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-035 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-035 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-035 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-034 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-034 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-034 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-033 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-033 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-033 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-032 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-032 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-032 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-031 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-031 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-031 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-030 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-030 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-030 - eval/twitterAEE-validation/Perplexity__MAX","OLMo-7B-run-029 - eval/twitterAEE-validation/Perplexity","OLMo-7B-run-029 - eval/twitterAEE-validation/Perplexity__MIN","OLMo-7B-run-029 - eval/twitterAEE-validation/Perplexity__MAX"
"433000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.485809326171875","28.485809326171875","28.485809326171875"
"434000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.540908813476562","28.540908813476562","28.540908813476562"
"435000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.43170928955078","28.43170928955078","28.43170928955078"
"436000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.574609756469727","28.574609756469727","28.574609756469727"
"437000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.524900436401367","28.524900436401367","28.524900436401367"
"438000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.454774856567383","28.454774856567383","28.454774856567383"
"439000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.421260833740234","28.421260833740234","28.421260833740234"
"440000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.54613494873047","28.54613494873047","28.54613494873047"
"441000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.46438217163086","28.46438217163086","28.46438217163086"
"442000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.45448875427246","28.45448875427246","28.45448875427246"
"443000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.431371688842773","28.431371688842773","28.431371688842773"
"444000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.454578399658203","28.454578399658203","28.454578399658203"
"445000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.357526779174805","28.357526779174805","28.357526779174805"
"446000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.403972625732422","28.403972625732422","28.403972625732422"
"447000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.420955657958984","28.420955657958984","28.420955657958984"
"448000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.366636276245117","28.366636276245117","28.366636276245117"
"449000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.44182586669922","28.44182586669922","28.44182586669922"
"450000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.26038932800293","28.26038932800293","28.26038932800293"
"451000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.359777450561523","28.359777450561523","28.359777450561523"
"452000","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.36127281188965","28.36127281188965","28.36127281188965"
"453000","","","","","","","","","","","","","","","","","","","","","","","","","28.21335792541504","28.21335792541504","28.21335792541504","","",""
"454000","","","","","","","","","","","","","","","","","","","","","","","","","28.23236846923828","28.23236846923828","28.23236846923828","","",""
"455000","","","","","","","","","","","","","","","","","","","","","","","","","28.24957847595215","28.24957847595215","28.24957847595215","","",""
"456000","","","","","","","","","","","","","","","","","","","","","","","","","28.208105087280273","28.208105087280273","28.208105087280273","","",""
"457000","","","","","","","","","","","","","","","","","","","","","","","","","28.235586166381836","28.235586166381836","28.235586166381836","","",""
"458000","","","","","","","","","","","","","","","","","","","","","","","","","28.239160537719727","28.239160537719727","28.239160537719727","","",""
"459000","","","","","","","","","","","","","","","","","","","","","","","","","28.03076171875","28.03076171875","28.03076171875","","",""
"460000","","","","","","","","","","","","","","","","","","","","","","","","","28.150375366210938","28.150375366210938","28.150375366210938","","",""
"461000","","","","","","","","","","","","","","","","","","","","","","","","","28.258159637451172","28.258159637451172","28.258159637451172","","",""
"462000","","","","","","","","","","","","","","","","","","","","","","","","","28.182373046875","28.182373046875","28.182373046875","","",""
"463000","","","","","","","","","","","","","","","","","","","","","","","","","28.069133758544922","28.069133758544922","28.069133758544922","","",""
"464000","","","","","","","","","","","","","","","","","","","","","","","","","28.18817901611328","28.18817901611328","28.18817901611328","","",""
"465000","","","","","","","","","","","","","","","","","","","","","","","","","28.1487979888916","28.1487979888916","28.1487979888916","","",""
"466000","","","","","","","","","","","","","","","","","","","","","","","","","28.088729858398438","28.088729858398438","28.088729858398438","","",""
"467000","","","","","","","","","","","","","","","","","","","","","","","","","28.086151123046875","28.086151123046875","28.086151123046875","","",""
"468000","","","","","","","","","","","","","","","","","","","","","","","","","28.111827850341797","28.111827850341797","28.111827850341797","","",""
"469000","","","","","","","","","","","","","","","","","","","","","","","","","28.066965103149414","28.066965103149414","28.066965103149414","","",""
"470000","","","","","","","","","","","","","","","","","","","","","","","","","28.13433265686035","28.13433265686035","28.13433265686035","","",""
"471000","","","","","","","","","","","","","","","","","","","","","","","","","28.112131118774414","28.112131118774414","28.112131118774414","","",""
"472000","","","","","","","","","","","","","","","","","","","","","","28.055397033691406","28.055397033691406","28.055397033691406","","","","","",""
"473000","","","","","","","","","","","","","","","","","","","28.061922073364258","28.061922073364258","28.061922073364258","","","","","","","","",""
"474000","","","","","","","","","","","","","","","","","","","28.077848434448242","28.077848434448242","28.077848434448242","","","","","","","","",""
"475000","","","","","","","","","","","","","","","","","","","28.012842178344727","28.012842178344727","28.012842178344727","","","","","","","","",""
"476000","","","","","","","","","","","","","","","","","","","28.092424392700195","28.092424392700195","28.092424392700195","","","","","","","","",""
"477000","","","","","","","","","","","","","","","","","","","28.00666618347168","28.00666618347168","28.00666618347168","","","","","","","","",""
"478000","","","","","","","","","","","","","","","","","","","28.0723934173584","28.0723934173584","28.0723934173584","","","","","","","","",""
"479000","","","","","","","","","","","","","","","","","","","28.088790893554688","28.088790893554688","28.088790893554688","","","","","","","","",""
"480000","","","","","","","","","","","","","","","","","","","28.032814025878906","28.032814025878906","28.032814025878906","","","","","","","","",""
"481000","","","","","","","","","","","","","","","","","","","27.954811096191406","27.954811096191406","27.954811096191406","","","","","","","","",""
"482000","","","","","","","","","","","","","","","","","","","28.08109474182129","28.08109474182129","28.08109474182129","","","","","","","","",""
"483000","","","","","","","","","","","","","","","","","","","28.019622802734375","28.019622802734375","28.019622802734375","","","","","","","","",""
"484000","","","","","","","","","","","","","","","","","","","27.96646499633789","27.96646499633789","27.96646499633789","","","","","","","","",""
"485000","","","","","","","","","","","","","","","","","","","28.09662628173828","28.09662628173828","28.09662628173828","","","","","","","","",""
"486000","","","","","","","","","","","","","","","","","","","27.927518844604492","27.927518844604492","27.927518844604492","","","","","","","","",""
"487000","","","","","","","","","","","","","","","","","","","27.966964721679688","27.966964721679688","27.966964721679688","","","","","","","","",""
"488000","","","","","","","","","","","","","","","","","","","28.020296096801758","28.020296096801758","28.020296096801758","","","","","","","","",""
"489000","","","","","","","","","","","","","","","","","","","27.980209350585938","27.980209350585938","27.980209350585938","","","","","","","","",""
"490000","","","","","","","","","","","","","","","","","","","28.014684677124023","28.014684677124023","28.014684677124023","","","","","","","","",""
"491000","","","","","","","","","","","","","","","","","","","28.056093215942383","28.056093215942383","28.056093215942383","","","","","","","","",""
"492000","","","","","","","","","","","","","","","","27.91202163696289","27.91202163696289","27.91202163696289","","","","","","","","","","","",""
"500000","","","","","","","","","","","","","28.02756118774414","28.02756118774414","28.02756118774414","","","","","","","","","","","","","","",""
"501000","","","","","","","","","","","","","27.9527645111084","27.9527645111084","27.9527645111084","","","","","","","","","","","","","","",""
"502000","","","","","","","","","","27.963151931762695","27.963151931762695","27.963151931762695","","","","","","","","","","","","","","","","","",""
"503000","","","","","","","","","","27.93722152709961","27.93722152709961","27.93722152709961","","","","","","","","","","","","","","","","","",""
"504000","","","","","","","","","","28.064441680908203","28.064441680908203","28.064441680908203","","","","","","","","","","","","","","","","","",""
"505000","","","","","","","","","","27.95853042602539","27.95853042602539","27.95853042602539","","","","","","","","","","","","","","","","","",""
"506000","","","","","","","","","","27.96063804626465","27.96063804626465","27.96063804626465","","","","","","","","","","","","","","","","","",""
"507000","","","","","","","","","","27.972806930541992","27.972806930541992","27.972806930541992","","","","","","","","","","","","","","","","","",""
"508000","","","","","","","","","","27.93231201171875","27.93231201171875","27.93231201171875","","","","","","","","","","","","","","","","","",""
"509000","","","","","","","","","","27.91309928894043","27.91309928894043","27.91309928894043","","","","","","","","","","","","","","","","","",""
"510000","","","","","","","","","","27.880962371826172","27.880962371826172","27.880962371826172","","","","","","","","","","","","","","","","","",""
"511000","","","","","","","","","","27.94582748413086","27.94582748413086","27.94582748413086","","","","","","","","","","","","","","","","","",""
"512000","","","","","","","","","","28.02699851989746","28.02699851989746","28.02699851989746","","","","","","","","","","","","","","","","","",""
"513000","","","","","","","27.95271873474121","27.95271873474121","27.95271873474121","","","","","","","","","","","","","","","","","","","","",""
"514000","","","","","","","27.92070198059082","27.92070198059082","27.92070198059082","","","","","","","","","","","","","","","","","","","","",""
"515000","","","","","","","28.02391815185547","28.02391815185547","28.02391815185547","","","","","","","","","","","","","","","","","","","","",""
"516000","","","","","","","27.936534881591797","27.936534881591797","27.936534881591797","","","","","","","","","","","","","","","","","","","","",""
"517000","","","","","","","27.92132568359375","27.92132568359375","27.92132568359375","","","","","","","","","","","","","","","","","","","","",""
"518000","","","","","","","27.93051528930664","27.93051528930664","27.93051528930664","","","","","","","","","","","","","","","","","","","","",""
"519000","","","","","","","28.01442527770996","28.01442527770996","28.01442527770996","","","","","","","","","","","","","","","","","","","","",""
"520000","","","","","","","27.997493743896484","27.997493743896484","27.997493743896484","","","","","","","","","","","","","","","","","","","","",""
"521000","","","","","","","27.944576263427734","27.944576263427734","27.944576263427734","","","","","","","","","","","","","","","","","","","","",""
"522000","","","","","","","27.992319107055664","27.992319107055664","27.992319107055664","","","","","","","","","","","","","","","","","","","","",""
"523000","","","","","","","27.949487686157227","27.949487686157227","27.949487686157227","","","","","","","","","","","","","","","","","","","","",""
"524000","","","","","","","27.831336975097656","27.831336975097656","27.831336975097656","","","","","","","","","","","","","","","","","","","","",""
"525000","","","","","","","27.906898498535156","27.906898498535156","27.906898498535156","","","","","","","","","","","","","","","","","","","","",""
"526000","","","","","","","27.8461971282959","27.8461971282959","27.8461971282959","","","","","","","","","","","","","","","","","","","","",""
"527000","","","","","","","27.98255729675293","27.98255729675293","27.98255729675293","","","","","","","","","","","","","","","","","","","","",""
"528000","","","","","","","27.91461181640625","27.91461181640625","27.91461181640625","","","","","","","","","","","","","","","","","","","","",""
"529000","","","","","","","27.889379501342773","27.889379501342773","27.889379501342773","","","","","","","","","","","","","","","","","","","","",""
"530000","","","","","","","27.95673179626465","27.95673179626465","27.95673179626465","","","","","","","","","","","","","","","","","","","","",""
"531000","","","","","","","27.922012329101562","27.922012329101562","27.922012329101562","","","","","","","","","","","","","","","","","","","","",""
"532000","","","","27.89738655090332","27.89738655090332","27.89738655090332","","","","","","","","","","","","","","","","","","","","","","","",""
"533000","","","","27.970317840576172","27.970317840576172","27.970317840576172","","","","","","","","","","","","","","","","","","","","","","","",""
"534000","","","","27.917919158935547","27.917919158935547","27.917919158935547","","","","","","","","","","","","","","","","","","","","","","","",""
"535000","","","","27.879199981689453","27.879199981689453","27.879199981689453","","","","","","","","","","","","","","","","","","","","","","","",""
"536000","","","","27.998146057128906","27.998146057128906","27.998146057128906","","","","","","","","","","","","","","","","","","","","","","","",""
"537000","","","","27.82693099975586","27.82693099975586","27.82693099975586","","","","","","","","","","","","","","","","","","","","","","","",""
