"Step","OLMo-7B-Twin-2T-run-024 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-024 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-024 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-022 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-022 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-022 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-021 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-021 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-021 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-020 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-020 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-020 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-019 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-019 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-019 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-018 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-018 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-018 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-017 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-017 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-017 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-016 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-016 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-016 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-015 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-015 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-015 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-014 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-014 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-014 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-013 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-013 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-013 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-012 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-012 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-012 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-011 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-011 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-011 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-010 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-010 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-010 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-009 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-009 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-009 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-008 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-008 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-008 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-007 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-007 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-007 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-006 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-006 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-006 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-005 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-005 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-005 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-003 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-003 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-003 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-002 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-002 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-002 - eval/downstream/sst2_acc__MAX","OLMo-7B-Twin-2T-run-001 - eval/downstream/sst2_acc","OLMo-7B-Twin-2T-run-001 - eval/downstream/sst2_acc__MIN","OLMo-7B-Twin-2T-run-001 - eval/downstream/sst2_acc__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4942660629749298","0.4942660629749298","0.4942660629749298"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5298165082931519","0.5298165082931519","0.5298165082931519","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5584862232208252","0.5584862232208252","0.5584862232208252","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5699541568756104","0.5699541568756104","0.5699541568756104","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5756880640983582","0.5756880640983582","0.5756880640983582","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5756880640983582","0.5756880640983582","0.5756880640983582","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49082568287849426","0.49082568287849426","0.49082568287849426","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5905963182449341","0.5905963182449341","0.5905963182449341","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5917431116104126","0.5917431116104126","0.5917431116104126","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5080274939537048","0.5080274939537048","0.5080274939537048","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5091742873191833","0.5091742873191833","0.5091742873191833","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5435779690742493","0.5435779690742493","0.5435779690742493","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5160550475120544","0.5160550475120544","0.5160550475120544","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5091742873191833","0.5091742873191833","0.5091742873191833","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6330274939537048","0.6330274939537048","0.6330274939537048","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5458715558052063","0.5458715558052063","0.5458715558052063","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6295871734619141","0.6295871734619141","0.6295871734619141","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5814220309257507","0.5814220309257507","0.5814220309257507","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5550458431243896","0.5550458431243896","0.5550458431243896","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6536697149276733","0.6536697149276733","0.6536697149276733","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.536697268486023","0.536697268486023","0.536697268486023","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6456422209739685","0.6456422209739685","0.6456422209739685","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5779816508293152","0.5779816508293152","0.5779816508293152","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7373853325843811","0.7373853325843811","0.7373853325843811","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6915137767791748","0.6915137767791748","0.6915137767791748","","",""
