"Step","OLMo-7B-run-038 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-038 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-038 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-037 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-037 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-037 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-036 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-036 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-036 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-035 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-035 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-035 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-034 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-034 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-034 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-033 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-033 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-033 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-032 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-032 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-032 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-031 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-031 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-031 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-030 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-030 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-030 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-run-029 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-run-029 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-run-029 - eval/ptb-validation/CrossEntropyLoss__MAX"
"433000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4771950244903564","2.4771950244903564","2.4771950244903564"
"434000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.484027147293091","2.484027147293091","2.484027147293091"
"435000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.480807065963745","2.480807065963745","2.480807065963745"
"436000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4876492023468018","2.4876492023468018","2.4876492023468018"
"437000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.477271556854248","2.477271556854248","2.477271556854248"
"438000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4776556491851807","2.4776556491851807","2.4776556491851807"
"439000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.471597909927368","2.471597909927368","2.471597909927368"
"440000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.470693349838257","2.470693349838257","2.470693349838257"
"441000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.470430850982666","2.470430850982666","2.470430850982666"
"442000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.477080821990967","2.477080821990967","2.477080821990967"
"443000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4726414680480957","2.4726414680480957","2.4726414680480957"
"444000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4725711345672607","2.4725711345672607","2.4725711345672607"
"445000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4725825786590576","2.4725825786590576","2.4725825786590576"
"446000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.473602294921875","2.473602294921875","2.473602294921875"
"447000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.472212553024292","2.472212553024292","2.472212553024292"
"448000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4767417907714844","2.4767417907714844","2.4767417907714844"
"449000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4721126556396484","2.4721126556396484","2.4721126556396484"
"450000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4657626152038574","2.4657626152038574","2.4657626152038574"
"451000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.470266342163086","2.470266342163086","2.470266342163086"
"452000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4686834812164307","2.4686834812164307","2.4686834812164307"
"453000","","","","","","","","","","","","","","","","","","","","","","","","","2.4720144271850586","2.4720144271850586","2.4720144271850586","","",""
"454000","","","","","","","","","","","","","","","","","","","","","","","","","2.46738600730896","2.46738600730896","2.46738600730896","","",""
"455000","","","","","","","","","","","","","","","","","","","","","","","","","2.4603419303894043","2.4603419303894043","2.4603419303894043","","",""
"456000","","","","","","","","","","","","","","","","","","","","","","","","","2.4590892791748047","2.4590892791748047","2.4590892791748047","","",""
"457000","","","","","","","","","","","","","","","","","","","","","","","","","2.4647889137268066","2.4647889137268066","2.4647889137268066","","",""
"458000","","","","","","","","","","","","","","","","","","","","","","","","","2.461074113845825","2.461074113845825","2.461074113845825","","",""
"459000","","","","","","","","","","","","","","","","","","","","","","","","","2.4600706100463867","2.4600706100463867","2.4600706100463867","","",""
"460000","","","","","","","","","","","","","","","","","","","","","","","","","2.461822986602783","2.461822986602783","2.461822986602783","","",""
"461000","","","","","","","","","","","","","","","","","","","","","","","","","2.4728574752807617","2.4728574752807617","2.4728574752807617","","",""
"462000","","","","","","","","","","","","","","","","","","","","","","","","","2.463052988052368","2.463052988052368","2.463052988052368","","",""
"463000","","","","","","","","","","","","","","","","","","","","","","","","","2.467940092086792","2.467940092086792","2.467940092086792","","",""
"464000","","","","","","","","","","","","","","","","","","","","","","","","","2.469461441040039","2.469461441040039","2.469461441040039","","",""
"465000","","","","","","","","","","","","","","","","","","","","","","","","","2.4661197662353516","2.4661197662353516","2.4661197662353516","","",""
"466000","","","","","","","","","","","","","","","","","","","","","","","","","2.4677846431732178","2.4677846431732178","2.4677846431732178","","",""
"467000","","","","","","","","","","","","","","","","","","","","","","","","","2.4606845378875732","2.4606845378875732","2.4606845378875732","","",""
"468000","","","","","","","","","","","","","","","","","","","","","","","","","2.4584176540374756","2.4584176540374756","2.4584176540374756","","",""
"469000","","","","","","","","","","","","","","","","","","","","","","","","","2.4584968090057373","2.4584968090057373","2.4584968090057373","","",""
"470000","","","","","","","","","","","","","","","","","","","","","","","","","2.457921266555786","2.457921266555786","2.457921266555786","","",""
"471000","","","","","","","","","","","","","","","","","","","","","","","","","2.456678628921509","2.456678628921509","2.456678628921509","","",""
"472000","","","","","","","","","","","","","","","","","","","","","","2.452573776245117","2.452573776245117","2.452573776245117","","","","","",""
"473000","","","","","","","","","","","","","","","","","","","2.454704999923706","2.454704999923706","2.454704999923706","","","","","","","","",""
"474000","","","","","","","","","","","","","","","","","","","2.453376054763794","2.453376054763794","2.453376054763794","","","","","","","","",""
"475000","","","","","","","","","","","","","","","","","","","2.4570887088775635","2.4570887088775635","2.4570887088775635","","","","","","","","",""
"476000","","","","","","","","","","","","","","","","","","","2.455994129180908","2.455994129180908","2.455994129180908","","","","","","","","",""
"477000","","","","","","","","","","","","","","","","","","","2.4572272300720215","2.4572272300720215","2.4572272300720215","","","","","","","","",""
"478000","","","","","","","","","","","","","","","","","","","2.4536218643188477","2.4536218643188477","2.4536218643188477","","","","","","","","",""
"479000","","","","","","","","","","","","","","","","","","","2.460036277770996","2.460036277770996","2.460036277770996","","","","","","","","",""
"480000","","","","","","","","","","","","","","","","","","","2.455381155014038","2.455381155014038","2.455381155014038","","","","","","","","",""
"481000","","","","","","","","","","","","","","","","","","","2.450383424758911","2.450383424758911","2.450383424758911","","","","","","","","",""
"482000","","","","","","","","","","","","","","","","","","","2.454493284225464","2.454493284225464","2.454493284225464","","","","","","","","",""
"483000","","","","","","","","","","","","","","","","","","","2.4511897563934326","2.4511897563934326","2.4511897563934326","","","","","","","","",""
"484000","","","","","","","","","","","","","","","","","","","2.449097156524658","2.449097156524658","2.449097156524658","","","","","","","","",""
"485000","","","","","","","","","","","","","","","","","","","2.4501447677612305","2.4501447677612305","2.4501447677612305","","","","","","","","",""
"486000","","","","","","","","","","","","","","","","","","","2.450749158859253","2.450749158859253","2.450749158859253","","","","","","","","",""
"487000","","","","","","","","","","","","","","","","","","","2.4512786865234375","2.4512786865234375","2.4512786865234375","","","","","","","","",""
"488000","","","","","","","","","","","","","","","","","","","2.453902006149292","2.453902006149292","2.453902006149292","","","","","","","","",""
"489000","","","","","","","","","","","","","","","","","","","2.451934337615967","2.451934337615967","2.451934337615967","","","","","","","","",""
"490000","","","","","","","","","","","","","","","","","","","2.4517507553100586","2.4517507553100586","2.4517507553100586","","","","","","","","",""
"491000","","","","","","","","","","","","","","","","","","","2.452605962753296","2.452605962753296","2.452605962753296","","","","","","","","",""
"492000","","","","","","","","","","","","","","","","2.4522018432617188","2.4522018432617188","2.4522018432617188","","","","","","","","","","","",""
"500000","","","","","","","","","","","","","2.457451343536377","2.457451343536377","2.457451343536377","","","","","","","","","","","","","","",""
"501000","","","","","","","","","","","","","2.4550294876098633","2.4550294876098633","2.4550294876098633","","","","","","","","","","","","","","",""
"502000","","","","","","","","","","2.4517276287078857","2.4517276287078857","2.4517276287078857","","","","","","","","","","","","","","","","","",""
"503000","","","","","","","","","","2.4540600776672363","2.4540600776672363","2.4540600776672363","","","","","","","","","","","","","","","","","",""
"504000","","","","","","","","","","2.454068183898926","2.454068183898926","2.454068183898926","","","","","","","","","","","","","","","","","",""
"505000","","","","","","","","","","2.457099676132202","2.457099676132202","2.457099676132202","","","","","","","","","","","","","","","","","",""
"506000","","","","","","","","","","2.4519901275634766","2.4519901275634766","2.4519901275634766","","","","","","","","","","","","","","","","","",""
"507000","","","","","","","","","","2.452601671218872","2.452601671218872","2.452601671218872","","","","","","","","","","","","","","","","","",""
"508000","","","","","","","","","","2.4561386108398438","2.4561386108398438","2.4561386108398438","","","","","","","","","","","","","","","","","",""
"509000","","","","","","","","","","2.453634738922119","2.453634738922119","2.453634738922119","","","","","","","","","","","","","","","","","",""
"510000","","","","","","","","","","2.453773021697998","2.453773021697998","2.453773021697998","","","","","","","","","","","","","","","","","",""
"511000","","","","","","","","","","2.4494447708129883","2.4494447708129883","2.4494447708129883","","","","","","","","","","","","","","","","","",""
"512000","","","","","","","","","","2.4502832889556885","2.4502832889556885","2.4502832889556885","","","","","","","","","","","","","","","","","",""
"513000","","","","","","","2.452866792678833","2.452866792678833","2.452866792678833","","","","","","","","","","","","","","","","","","","","",""
"514000","","","","","","","2.457664966583252","2.457664966583252","2.457664966583252","","","","","","","","","","","","","","","","","","","","",""
"515000","","","","","","","2.4566333293914795","2.4566333293914795","2.4566333293914795","","","","","","","","","","","","","","","","","","","","",""
"516000","","","","","","","2.4481887817382812","2.4481887817382812","2.4481887817382812","","","","","","","","","","","","","","","","","","","","",""
"517000","","","","","","","2.4477150440216064","2.4477150440216064","2.4477150440216064","","","","","","","","","","","","","","","","","","","","",""
"518000","","","","","","","2.4541831016540527","2.4541831016540527","2.4541831016540527","","","","","","","","","","","","","","","","","","","","",""
"519000","","","","","","","2.453913450241089","2.453913450241089","2.453913450241089","","","","","","","","","","","","","","","","","","","","",""
"520000","","","","","","","2.4512996673583984","2.4512996673583984","2.4512996673583984","","","","","","","","","","","","","","","","","","","","",""
"521000","","","","","","","2.451694965362549","2.451694965362549","2.451694965362549","","","","","","","","","","","","","","","","","","","","",""
"522000","","","","","","","2.451225996017456","2.451225996017456","2.451225996017456","","","","","","","","","","","","","","","","","","","","",""
"523000","","","","","","","2.451974868774414","2.451974868774414","2.451974868774414","","","","","","","","","","","","","","","","","","","","",""
"524000","","","","","","","2.4519896507263184","2.4519896507263184","2.4519896507263184","","","","","","","","","","","","","","","","","","","","",""
"525000","","","","","","","2.455805778503418","2.455805778503418","2.455805778503418","","","","","","","","","","","","","","","","","","","","",""
"526000","","","","","","","2.4510631561279297","2.4510631561279297","2.4510631561279297","","","","","","","","","","","","","","","","","","","","",""
"527000","","","","","","","2.45526385307312","2.45526385307312","2.45526385307312","","","","","","","","","","","","","","","","","","","","",""
"528000","","","","","","","2.4509119987487793","2.4509119987487793","2.4509119987487793","","","","","","","","","","","","","","","","","","","","",""
"529000","","","","","","","2.4508161544799805","2.4508161544799805","2.4508161544799805","","","","","","","","","","","","","","","","","","","","",""
"530000","","","","","","","2.4560067653656006","2.4560067653656006","2.4560067653656006","","","","","","","","","","","","","","","","","","","","",""
"531000","","","","","","","2.4454843997955322","2.4454843997955322","2.4454843997955322","","","","","","","","","","","","","","","","","","","","",""
"532000","","","","2.44720196723938","2.44720196723938","2.44720196723938","","","","","","","","","","","","","","","","","","","","","","","",""
"533000","","","","2.447756767272949","2.447756767272949","2.447756767272949","","","","","","","","","","","","","","","","","","","","","","","",""
"534000","","","","2.4465444087982178","2.4465444087982178","2.4465444087982178","","","","","","","","","","","","","","","","","","","","","","","",""
"535000","","","","2.448930025100708","2.448930025100708","2.448930025100708","","","","","","","","","","","","","","","","","","","","","","","",""
"536000","","","","2.451409101486206","2.451409101486206","2.451409101486206","","","","","","","","","","","","","","","","","","","","","","","",""
"537000","","","","2.4474713802337646","2.4474713802337646","2.4474713802337646","","","","","","","","","","","","","","","","","","","","","","","",""
"538000","","","","2.451273202896118","2.451273202896118","2.451273202896118","","","","","","","","","","","","","","","","","","","","","","","",""
"539000","","","","2.4480724334716797","2.4480724334716797","2.4480724334716797","","","","","","","","","","","","","","","","","","","","","","","",""
"540000","","","","2.448002815246582","2.448002815246582","2.448002815246582","","","","","","","","","","","","","","","","","","","","","","","",""
"541000","","","","2.450948476791382","2.450948476791382","2.450948476791382","","","","","","","","","","","","","","","","","","","","","","","",""
"542000","","","","2.4525203704833984","2.4525203704833984","2.4525203704833984","","","","","","","","","","","","","","","","","","","","","","","",""
"543000","","","","2.452718496322632","2.452718496322632","2.452718496322632","","","","","","","","","","","","","","","","","","","","","","","",""
"544000","","","","2.4496281147003174","2.4496281147003174","2.4496281147003174","","","","","","","","","","","","","","","","","","","","","","","",""
"545000","","","","2.450850248336792","2.450850248336792","2.450850248336792","","","","","","","","","","","","","","","","","","","","","","","",""
"546000","","","","2.4465441703796387","2.4465441703796387","2.4465441703796387","","","","","","","","","","","","","","","","","","","","","","","",""
"547000","","","","2.4469082355499268","2.4469082355499268","2.4469082355499268","","","","","","","","","","","","","","","","","","","","","","","",""
"548000","","","","2.449012041091919","2.449012041091919","2.449012041091919","","","","","","","","","","","","","","","","","","","","","","","",""
"549000","","","","2.450435161590576","2.450435161590576","2.450435161590576","","","","","","","","","","","","","","","","","","","","","","","",""
"550000","","","","2.449524402618408","2.449524402618408","2.449524402618408","","","","","","","","","","","","","","","","","","","","","","","",""
"551000","2.4486942291259766","2.4486942291259766","2.4486942291259766","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"552000","2.450927495956421","2.450927495956421","2.450927495956421","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"553000","2.448105573654175","2.448105573654175","2.448105573654175","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"554000","2.4472126960754395","2.4472126960754395","2.4472126960754395","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"555000","2.4470698833465576","2.4470698833465576","2.4470698833465576","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"556000","2.4462382793426514","2.4462382793426514","2.4462382793426514","","","","","","","","","","","","","","","","","","","","","","","","","","",""
