"Step","OLMo-7B-Twin-2T-run-024 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-024 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-024 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-022 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-022 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-022 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-021 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-021 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-021 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-020 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-020 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-020 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-019 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-019 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-019 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-018 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-018 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-018 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-017 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-017 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-017 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-016 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-016 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-016 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-015 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-015 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-015 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-014 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-014 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-014 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-013 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-013 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-013 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-012 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-012 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-012 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-011 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-011 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-011 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-010 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-010 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-010 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-009 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-009 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-009 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-008 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-008 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-008 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-007 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-007 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-007 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-006 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-006 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-006 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-005 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-005 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-005 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-003 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-003 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-003 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-002 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-002 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-002 - eval/downstream/copa_acc__MAX","OLMo-7B-Twin-2T-run-001 - eval/downstream/copa_acc","OLMo-7B-Twin-2T-run-001 - eval/downstream/copa_acc__MIN","OLMo-7B-Twin-2T-run-001 - eval/downstream/copa_acc__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5899999737739563","0.5899999737739563","0.5899999737739563"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.550000011920929","0.550000011920929","0.550000011920929","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5299999713897705","0.5299999713897705","0.5299999713897705","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5799999833106995","0.5799999833106995","0.5799999833106995","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6100000143051147","0.6100000143051147","0.6100000143051147","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6399999856948853","0.6399999856948853","0.6399999856948853","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6299999952316284","0.6299999952316284","0.6299999952316284","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6399999856948853","0.6399999856948853","0.6399999856948853","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6899999976158142","0.6899999976158142","0.6899999976158142","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6899999976158142","0.6899999976158142","0.6899999976158142","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6700000166893005","0.6700000166893005","0.6700000166893005","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6899999976158142","0.6899999976158142","0.6899999976158142","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6800000071525574","0.6800000071525574","0.6800000071525574","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6600000262260437","0.6600000262260437","0.6600000262260437","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6800000071525574","0.6800000071525574","0.6800000071525574","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7200000286102295","0.7200000286102295","0.7200000286102295","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6800000071525574","0.6800000071525574","0.6800000071525574","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6800000071525574","0.6800000071525574","0.6800000071525574","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7099999785423279","0.7099999785423279","0.7099999785423279","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7200000286102295","0.7200000286102295","0.7200000286102295","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7099999785423279","0.7099999785423279","0.7099999785423279","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7200000286102295","0.7200000286102295","0.7200000286102295","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7300000190734863","0.7300000190734863","0.7300000190734863","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7099999785423279","0.7099999785423279","0.7099999785423279","","",""
