"Step","OLMo-7B-Twin-2T-run-024 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-024 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-024 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-022 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-022 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-022 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-021 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-021 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-021 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-020 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-020 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-020 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-019 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-019 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-019 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-018 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-018 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-018 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-017 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-017 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-017 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-016 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-016 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-016 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-015 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-015 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-015 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-014 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-014 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-014 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-013 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-013 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-013 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-012 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-012 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-012 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-011 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-011 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-011 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-010 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-010 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-010 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-009 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-009 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-009 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-008 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-008 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-008 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-007 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-007 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-007 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-006 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-006 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-006 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-005 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-005 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-005 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-003 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-003 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-003 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-002 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-002 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-002 - eval/downstream/piqa_len_norm__MAX","OLMo-7B-Twin-2T-run-001 - eval/downstream/piqa_len_norm","OLMo-7B-Twin-2T-run-001 - eval/downstream/piqa_len_norm__MIN","OLMo-7B-Twin-2T-run-001 - eval/downstream/piqa_len_norm__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5255712866783142","0.5255712866783142","0.5255712866783142"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5875952243804932","0.5875952243804932","0.5875952243804932","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5995647311210632","0.5995647311210632","0.5995647311210632","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.626224160194397","0.626224160194397","0.626224160194397","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6501632332801819","0.6501632332801819","0.6501632332801819","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6588683128356934","0.6588683128356934","0.6588683128356934","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6343852281570435","0.6343852281570435","0.6343852281570435","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6795429587364197","0.6795429587364197","0.6795429587364197","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6860718131065369","0.6860718131065369","0.6860718131065369","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6893362402915955","0.6893362402915955","0.6893362402915955","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6969532370567322","0.6969532370567322","0.6969532370567322","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6980413198471069","0.6980413198471069","0.6980413198471069","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7023938894271851","0.7023938894271851","0.7023938894271851","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7132753133773804","0.7132753133773804","0.7132753133773804","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7181719541549683","0.7181719541549683","0.7181719541549683","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7159956693649292","0.7159956693649292","0.7159956693649292","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7083786725997925","0.7083786725997925","0.7083786725997925","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7083786725997925","0.7083786725997925","0.7083786725997925","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7176278829574585","0.7176278829574585","0.7176278829574585","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7225244641304016","0.7225244641304016","0.7225244641304016","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.716539740562439","0.716539740562439","0.716539740562439","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7208922505378723","0.7208922505378723","0.7208922505378723","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7323177456855774","0.7323177456855774","0.7323177456855774","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7274211049079895","0.7274211049079895","0.7274211049079895","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72633296251297","0.72633296251297","0.72633296251297","","",""
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7268770337104797","0.7268770337104797","0.7268770337104797","","",""
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.735582172870636","0.735582172870636","0.735582172870636","","",""
