"Step","OLMo-7B-Twin-2T-run-024 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-024 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-024 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-022 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-022 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-022 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-021 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-021 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-021 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-020 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-020 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-020 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-019 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-019 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-019 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-018 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-018 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-018 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-017 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-017 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-017 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-016 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-016 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-016 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-015 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-015 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-015 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-014 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-014 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-014 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-013 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-013 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-013 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-012 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-012 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-012 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-011 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-011 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-011 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-010 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-010 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-010 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-009 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-009 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-009 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-008 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-008 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-008 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-007 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-007 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-007 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-006 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-006 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-006 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-005 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-005 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-005 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-003 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-003 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-003 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-002 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-002 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-002 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-001 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-001 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-001 - eval/c4_en-validation/Perplexity__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.23265075683594","90.23265075683594","90.23265075683594"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.15937042236328","48.15937042236328","48.15937042236328","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.25476837158203","36.25476837158203","36.25476837158203","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.82513427734375","30.82513427734375","30.82513427734375","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.477378845214844","27.477378845214844","27.477378845214844","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.37017822265625","25.37017822265625","25.37017822265625","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.14373016357422","32.14373016357422","32.14373016357422","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.524707794189453","22.524707794189453","22.524707794189453","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.45685386657715","21.45685386657715","21.45685386657715","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.827558517456055","20.827558517456055","20.827558517456055","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.001707077026367","20.001707077026367","20.001707077026367","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.457481384277344","19.457481384277344","19.457481384277344","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.988229751586914","18.988229751586914","18.988229751586914","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.59173011779785","18.59173011779785","18.59173011779785","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.322702407836914","18.322702407836914","18.322702407836914","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.958206176757812","17.958206176757812","17.958206176757812","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.738994598388672","17.738994598388672","17.738994598388672","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.820932388305664","17.820932388305664","17.820932388305664","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.24481964111328","17.24481964111328","17.24481964111328","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.009891510009766","17.009891510009766","17.009891510009766","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.745315551757812","16.745315551757812","16.745315551757812","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.576017379760742","16.576017379760742","16.576017379760742","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.444982528686523","16.444982528686523","16.444982528686523","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.31572723388672","16.31572723388672","16.31572723388672","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.428836822509766","16.428836822509766","16.428836822509766","","",""
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.106216430664062","16.106216430664062","16.106216430664062","","",""
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.886656761169434","15.886656761169434","15.886656761169434","","",""
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.747414588928223","15.747414588928223","15.747414588928223","","",""
