"Step","Group: OLMo-1B - eval/downstream/mrpc_f1","Group: OLMo-1B - eval/downstream/mrpc_f1__MIN","Group: OLMo-1B - eval/downstream/mrpc_f1__MAX"
"1000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"2000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"3000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"4000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"5000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"6000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"7000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"8000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"9000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"10000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"11000","0.8087591240875913","0.8087591240875913","0.8087591240875913"
"12000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"13000","0.8029411764705884","0.8029411764705884","0.8029411764705884"
"14000","0.8047337278106509","0.8047337278106509","0.8047337278106509"
"15000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"16000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"17000","0.8099415204678363","0.8099415204678363","0.8099415204678363"
"18000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"19000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"20000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"21000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"22000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"23000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"24000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"25000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"26000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"27000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"28000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"29000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"30000","0.8134110787172011","0.8134110787172011","0.8134110787172011"
"31000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"32000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"33000","0.8145985401459854","0.8145985401459854","0.8145985401459854"
"34000","0.8116788321167884","0.8116788321167884","0.8116788321167884"
"35000","0.8035714285714287","0.8035714285714287","0.8035714285714287"
"36000","0.8099415204678363","0.8099415204678363","0.8099415204678363"
"37000","0.8134110787172011","0.8134110787172011","0.8134110787172011"
"38000","0.7922272047832586","0.7922272047832586","0.7922272047832586"
"39000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"40000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"41000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"42000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"43000","0.7909774436090224","0.7909774436090224","0.7909774436090224"
"44000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"45000","0.8017621145374448","0.8017621145374448","0.8017621145374448"
"46000","0.808199121522694","0.808199121522694","0.808199121522694"
"47000","0.807017543859649","0.807017543859649","0.807017543859649"
"48000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"49000","0.8087591240875913","0.8087591240875913","0.8087591240875913"
"50000","0.8087591240875913","0.8087591240875913","0.8087591240875913"
"51000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"52000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"53000","0.798219584569733","0.798219584569733","0.798219584569733"
"54000","0.8116788321167884","0.8116788321167884","0.8116788321167884"
"55000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"56000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"57000","0.7891566265060241","0.7891566265060241","0.7891566265060241"
"58000","0.8122270742358079","0.8122270742358079","0.8122270742358079"
"59000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"60000","0.7835365853658537","0.7835365853658537","0.7835365853658537"
"61000","0.7922272047832586","0.7922272047832586","0.7922272047832586"
"62000","0.8104956268221574","0.8104956268221574","0.8104956268221574"
"63000","0.779969650986343","0.779969650986343","0.779969650986343"
"64000","0.814264487369985","0.814264487369985","0.814264487369985"
