"Step","OLMo-7B-Twin-2T-run-024 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/wikitext_103-validation/CrossEntropyLoss__MAX"
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6063392162323","2.6063392162323","2.6063392162323","","",""
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5961754322052","2.5961754322052","2.5961754322052","","","","","",""
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5951414108276367","2.5951414108276367","2.5951414108276367","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58436918258667","2.58436918258667","2.58436918258667","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.578009843826294","2.578009843826294","2.578009843826294","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5701682567596436","2.5701682567596436","2.5701682567596436","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.569305896759033","2.569305896759033","2.569305896759033","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.568577289581299","2.568577289581299","2.568577289581299","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.567134380340576","2.567134380340576","2.567134380340576","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5580568313598633","2.5580568313598633","2.5580568313598633","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5518555641174316","2.5518555641174316","2.5518555641174316","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.547806739807129","2.547806739807129","2.547806739807129","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5396859645843506","2.5396859645843506","2.5396859645843506","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5401978492736816","2.5401978492736816","2.5401978492736816","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.649611473083496","2.649611473083496","2.649611473083496","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5244667530059814","2.5244667530059814","2.5244667530059814","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.528291940689087","2.528291940689087","2.528291940689087","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5180907249450684","2.5180907249450684","2.5180907249450684","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5233206748962402","2.5233206748962402","2.5233206748962402","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5086865425109863","2.5086865425109863","2.5086865425109863","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5122525691986084","2.5122525691986084","2.5122525691986084","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5075104236602783","2.5075104236602783","2.5075104236602783","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.505439043045044","2.505439043045044","2.505439043045044","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4994890689849854","2.4994890689849854","2.4994890689849854","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.489206314086914","2.489206314086914","2.489206314086914","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.491506576538086","2.491506576538086","2.491506576538086","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.491122007369995","2.491122007369995","2.491122007369995","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4908721446990967","2.4908721446990967","2.4908721446990967","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4888134002685547","2.4888134002685547","2.4888134002685547","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.482156753540039","2.482156753540039","2.482156753540039","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4800169467926025","2.4800169467926025","2.4800169467926025","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4775991439819336","2.4775991439819336","2.4775991439819336","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4732775688171387","2.4732775688171387","2.4732775688171387","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4706358909606934","2.4706358909606934","2.4706358909606934","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4654462337493896","2.4654462337493896","2.4654462337493896","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4638593196868896","2.4638593196868896","2.4638593196868896","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.462101697921753","2.462101697921753","2.462101697921753","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.456728219985962","2.456728219985962","2.456728219985962","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4551925659179688","2.4551925659179688","2.4551925659179688","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4580321311950684","2.4580321311950684","2.4580321311950684","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45263409614563","2.45263409614563","2.45263409614563","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4483494758605957","2.4483494758605957","2.4483494758605957","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4430036544799805","2.4430036544799805","2.4430036544799805","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.448866844177246","2.448866844177246","2.448866844177246","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.447416305541992","2.447416305541992","2.447416305541992","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.441138982772827","2.441138982772827","2.441138982772827","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.436048746109009","2.436048746109009","2.436048746109009","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.438755512237549","2.438755512237549","2.438755512237549","","","","","","","","",""
"81000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4349312782287598","2.4349312782287598","2.4349312782287598","","","","","","","","",""
"82000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4332096576690674","2.4332096576690674","2.4332096576690674","","","","","","","","",""
"83000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.433380126953125","2.433380126953125","2.433380126953125","","","","","","","","",""
