"Step","Group: OLMo-1B - eval/v3-small-wikitext_103-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-wikitext_103-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-wikitext_103-validation/CrossEntropyLoss__MAX"
"1000","4.915936470031738","4.915936470031738","4.915936470031738"
"2000","4.050750255584717","4.050750255584717","4.050750255584717"
"3000","3.713913679122925","3.713913679122925","3.713913679122925"
"4000","3.536724328994751","3.536724328994751","3.536724328994751"
"5000","3.4309401512145996","3.4309401512145996","3.4309401512145996"
"6000","3.350517511367798","3.350517511367798","3.350517511367798"
"7000","3.287074089050293","3.287074089050293","3.287074089050293"
"8000","3.2436883449554443","3.2436883449554443","3.2436883449554443"
"9000","3.2069997787475586","3.2069997787475586","3.2069997787475586"
"10000","3.170762062072754","3.170762062072754","3.170762062072754"
"11000","3.1505472660064697","3.1505472660064697","3.1505472660064697"
"12000","3.1215739250183105","3.1215739250183105","3.1215739250183105"
"13000","3.092067003250122","3.092067003250122","3.092067003250122"
"14000","3.066913366317749","3.066913366317749","3.066913366317749"
"15000","3.05131196975708","3.05131196975708","3.05131196975708"
"16000","3.03708815574646","3.03708815574646","3.03708815574646"
"17000","3.0199599266052246","3.0199599266052246","3.0199599266052246"
"18000","3.0072295665740967","3.0072295665740967","3.0072295665740967"
"19000","2.9890618324279785","2.9890618324279785","2.9890618324279785"
"20000","2.9817116260528564","2.9817116260528564","2.9817116260528564"
"21000","2.9610846042633057","2.9610846042633057","2.9610846042633057"
"22000","2.953178882598877","2.953178882598877","2.953178882598877"
"23000","2.9431569576263428","2.9431569576263428","2.9431569576263428"
"24000","2.92830753326416","2.92830753326416","2.92830753326416"
"25000","2.9223692417144775","2.9223692417144775","2.9223692417144775"
"26000","2.9131686687469482","2.9131686687469482","2.9131686687469482"
"27000","2.9045419692993164","2.9045419692993164","2.9045419692993164"
"28000","2.89819598197937","2.89819598197937","2.89819598197937"
"29000","2.8975045680999756","2.8975045680999756","2.8975045680999756"
"30000","2.881527900695801","2.881527900695801","2.881527900695801"
"31000","2.874941110610962","2.874941110610962","2.874941110610962"
"32000","2.8656060695648193","2.8656060695648193","2.8656060695648193"
"33000","2.8602254390716553","2.8602254390716553","2.8602254390716553"
"34000","2.8560917377471924","2.8560917377471924","2.8560917377471924"
"35000","2.858802080154419","2.858802080154419","2.858802080154419"
"36000","2.844306230545044","2.844306230545044","2.844306230545044"
"37000","2.841275930404663","2.841275930404663","2.841275930404663"
"38000","2.8339121341705322","2.8339121341705322","2.8339121341705322"
"39000","2.830291748046875","2.830291748046875","2.830291748046875"
"40000","2.837451696395874","2.837451696395874","2.837451696395874"
"41000","2.8235437870025635","2.8235437870025635","2.8235437870025635"
"42000","2.819734811782837","2.819734811782837","2.819734811782837"
"43000","2.816319227218628","2.816319227218628","2.816319227218628"
"44000","2.813417673110962","2.813417673110962","2.813417673110962"
"45000","2.79988956451416","2.79988956451416","2.79988956451416"
"46000","2.8068161010742188","2.8068161010742188","2.8068161010742188"
"47000","2.799672842025757","2.799672842025757","2.799672842025757"
"48000","2.794922113418579","2.794922113418579","2.794922113418579"
"49000","2.8000314235687256","2.8000314235687256","2.8000314235687256"
"50000","2.792872428894043","2.792872428894043","2.792872428894043"
"51000","2.785921812057495","2.785921812057495","2.785921812057495"
"52000","2.7782037258148193","2.7782037258148193","2.7782037258148193"
"53000","2.776144504547119","2.776144504547119","2.776144504547119"
"54000","2.779132127761841","2.779132127761841","2.779132127761841"
"55000","2.778015613555908","2.778015613555908","2.778015613555908"
"56000","2.767180919647217","2.767180919647217","2.767180919647217"
"57000","2.7737462520599365","2.7737462520599365","2.7737462520599365"
"58000","2.7701826095581055","2.7701826095581055","2.7701826095581055"
"59000","2.764310121536255","2.764310121536255","2.764310121536255"
"60000","2.76495099067688","2.76495099067688","2.76495099067688"
"61000","2.764037609100342","2.764037609100342","2.764037609100342"
"62000","2.7644004821777344","2.7644004821777344","2.7644004821777344"
"63000","2.753981351852417","2.753981351852417","2.753981351852417"
"64000","2.753577709197998","2.753577709197998","2.753577709197998"
"65000","2.744586706161499","2.744586706161499","2.744586706161499"
"66000","2.7475106716156006","2.7475106716156006","2.7475106716156006"
"67000","2.742861270904541","2.742861270904541","2.742861270904541"
"68000","2.7396256923675537","2.7396256923675537","2.7396256923675537"
"69000","2.7369699478149414","2.7369699478149414","2.7369699478149414"
"70000","2.7303497791290283","2.7303497791290283","2.7303497791290283"
"71000","2.738715648651123","2.738715648651123","2.738715648651123"
"72000","2.7429709434509277","2.7429709434509277","2.7429709434509277"
"73000","2.7326362133026123","2.7326362133026123","2.7326362133026123"
"74000","2.7343103885650635","2.7343103885650635","2.7343103885650635"
"75000","2.7384257316589355","2.7384257316589355","2.7384257316589355"
"76000","2.7259888648986816","2.7259888648986816","2.7259888648986816"
"77000","2.7309458255767822","2.7309458255767822","2.7309458255767822"
"78000","2.726044178009033","2.726044178009033","2.726044178009033"
"79000","2.723782777786255","2.723782777786255","2.723782777786255"
"80000","2.7246994972229004","2.7246994972229004","2.7246994972229004"
"81000","2.7235217094421387","2.7235217094421387","2.7235217094421387"
"82000","2.7234582901000977","2.7234582901000977","2.7234582901000977"
"83000","2.7145371437072754","2.7145371437072754","2.7145371437072754"
"84000","2.7172811031341553","2.7172811031341553","2.7172811031341553"
"85000","2.720928430557251","2.720928430557251","2.720928430557251"
"86000","2.7209432125091553","2.7209432125091553","2.7209432125091553"
"87000","2.715543508529663","2.715543508529663","2.715543508529663"
"88000","2.7180721759796143","2.7180721759796143","2.7180721759796143"
"89000","2.713454484939575","2.713454484939575","2.713454484939575"
"90000","2.714447021484375","2.714447021484375","2.714447021484375"
"91000","2.7076315879821777","2.7076315879821777","2.7076315879821777"
"92000","2.70401930809021","2.70401930809021","2.70401930809021"
"93000","2.703197717666626","2.703197717666626","2.703197717666626"
"94000","2.705199718475342","2.705199718475342","2.705199718475342"
"95000","2.7054290771484375","2.7054290771484375","2.7054290771484375"
"96000","2.708056926727295","2.708056926727295","2.708056926727295"
"97000","2.699852466583252","2.699852466583252","2.699852466583252"
"98000","2.702545166015625","2.702545166015625","2.702545166015625"
"99000","2.6955485343933105","2.6955485343933105","2.6955485343933105"
"100000","2.701056718826294","2.701056718826294","2.701056718826294"
"101000","2.699739694595337","2.699739694595337","2.699739694595337"
"102000","2.6998097896575928","2.6998097896575928","2.6998097896575928"
"103000","2.7002742290496826","2.7002742290496826","2.7002742290496826"
"104000","2.6960251331329346","2.6960251331329346","2.6960251331329346"
"105000","2.6952402591705322","2.6952402591705322","2.6952402591705322"
"106000","2.6928231716156006","2.6928231716156006","2.6928231716156006"
"107000","2.694340944290161","2.694340944290161","2.694340944290161"
"108000","2.6911094188690186","2.6911094188690186","2.6911094188690186"
"109000","2.691415309906006","2.691415309906006","2.691415309906006"
"110000","2.6865365505218506","2.6865365505218506","2.6865365505218506"
"111000","2.6877799034118652","2.6877799034118652","2.6877799034118652"
"112000","2.684924840927124","2.684924840927124","2.684924840927124"
"113000","2.6875076293945312","2.6875076293945312","2.6875076293945312"
"114000","2.691584825515747","2.691584825515747","2.691584825515747"
"115000","2.6929800510406494","2.6929800510406494","2.6929800510406494"
"116000","2.6945669651031494","2.6945669651031494","2.6945669651031494"
"117000","2.6854071617126465","2.6854071617126465","2.6854071617126465"
"118000","2.683967113494873","2.683967113494873","2.683967113494873"
"119000","2.690181016921997","2.690181016921997","2.690181016921997"
"120000","2.6855130195617676","2.6855130195617676","2.6855130195617676"
"121000","2.6817972660064697","2.6817972660064697","2.6817972660064697"
"122000","2.6810832023620605","2.6810832023620605","2.6810832023620605"
"123000","2.6806740760803223","2.6806740760803223","2.6806740760803223"
"124000","2.682441234588623","2.682441234588623","2.682441234588623"
"125000","2.6766276359558105","2.6766276359558105","2.6766276359558105"
"126000","2.677419424057007","2.677419424057007","2.677419424057007"
"127000","2.6779582500457764","2.6779582500457764","2.6779582500457764"
"128000","2.678018093109131","2.678018093109131","2.678018093109131"
"129000","2.678082227706909","2.678082227706909","2.678082227706909"
"130000","2.6687777042388916","2.6687777042388916","2.6687777042388916"
"131000","2.678802728652954","2.678802728652954","2.678802728652954"
"132000","2.6728079319000244","2.6728079319000244","2.6728079319000244"
"133000","2.670910596847534","2.670910596847534","2.670910596847534"
"134000","2.6703298091888428","2.6703298091888428","2.6703298091888428"
"135000","2.67045259475708","2.67045259475708","2.67045259475708"
"136000","2.6720948219299316","2.6720948219299316","2.6720948219299316"
"137000","2.670574903488159","2.670574903488159","2.670574903488159"
"138000","2.668081760406494","2.668081760406494","2.668081760406494"
"139000","2.6693997383117676","2.6693997383117676","2.6693997383117676"
"140000","2.6659464836120605","2.6659464836120605","2.6659464836120605"
"141000","2.664203405380249","2.664203405380249","2.664203405380249"
"142000","2.6666386127471924","2.6666386127471924","2.6666386127471924"
"143000","2.6766326427459717","2.6766326427459717","2.6766326427459717"
"144000","2.6664421558380127","2.6664421558380127","2.6664421558380127"
"145000","2.6687729358673096","2.6687729358673096","2.6687729358673096"
"146000","2.6533071994781494","2.6533071994781494","2.6533071994781494"
"147000","2.66692852973938","2.66692852973938","2.66692852973938"
"148000","2.653613805770874","2.653613805770874","2.653613805770874"
"149000","2.6604812145233154","2.6604812145233154","2.6604812145233154"
"150000","2.661045789718628","2.661045789718628","2.661045789718628"
"151000","2.655200481414795","2.655200481414795","2.655200481414795"
"152000","2.654959201812744","2.654959201812744","2.654959201812744"
"153000","2.6612632274627686","2.6612632274627686","2.6612632274627686"
"154000","2.6596648693084717","2.6596648693084717","2.6596648693084717"
"155000","2.660413980484009","2.660413980484009","2.660413980484009"
"156000","2.6537628173828125","2.6537628173828125","2.6537628173828125"
"157000","2.6588897705078125","2.6588897705078125","2.6588897705078125"
"158000","2.6571462154388428","2.6571462154388428","2.6571462154388428"
"159000","2.6473629474639893","2.6473629474639893","2.6473629474639893"
"160000","2.6484291553497314","2.6484291553497314","2.6484291553497314"
"161000","2.657055616378784","2.657055616378784","2.657055616378784"
"162000","2.651249647140503","2.651249647140503","2.651249647140503"
"163000","2.64850115776062","2.64850115776062","2.64850115776062"
"164000","2.6447932720184326","2.6447932720184326","2.6447932720184326"
"165000","2.643994092941284","2.643994092941284","2.643994092941284"
"166000","2.646372079849243","2.646372079849243","2.646372079849243"
"167000","2.654576539993286","2.654576539993286","2.654576539993286"
"168000","2.649324893951416","2.649324893951416","2.649324893951416"
"169000","2.641414165496826","2.641414165496826","2.641414165496826"
"170000","2.6531174182891846","2.6531174182891846","2.6531174182891846"
"171000","2.6508474349975586","2.6508474349975586","2.6508474349975586"
"172000","2.6461098194122314","2.6461098194122314","2.6461098194122314"
"173000","2.643883466720581","2.643883466720581","2.643883466720581"
"174000","2.646468162536621","2.646468162536621","2.646468162536621"
"175000","2.6465203762054443","2.6465203762054443","2.6465203762054443"
