"Step","OLMo-7B-Twin-2T-run-024 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/pile-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/pile-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/pile-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/pile-validation/CrossEntropyLoss__MAX"
"237000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0093600749969482","2.0093600749969482","2.0093600749969482"
"238000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0087687969207764","2.0087687969207764","2.0087687969207764"
"239000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.008423328399658","2.008423328399658","2.008423328399658"
"240000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0073394775390625","2.0073394775390625","2.0073394775390625"
"241000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.004694938659668","2.004694938659668","2.004694938659668"
"242000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.009024143218994","2.009024143218994","2.009024143218994"
"243000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0097737312316895","2.0097737312316895","2.0097737312316895"
"244000","","","","","","","","","","","","","","","","","","","","","","","","","2.013362169265747","2.013362169265747","2.013362169265747","","",""
"245000","","","","","","","","","","","","","","","","","","","","","","","","","2.0047667026519775","2.0047667026519775","2.0047667026519775","","",""
"246000","","","","","","","","","","","","","","","","","","","","","","","","","2.0088679790496826","2.0088679790496826","2.0088679790496826","","",""
"247000","","","","","","","","","","","","","","","","","","","","","","","","","2.004965305328369","2.004965305328369","2.004965305328369","","",""
"248000","","","","","","","","","","","","","","","","","","","","","","","","","2.00394868850708","2.00394868850708","2.00394868850708","","",""
"249000","","","","","","","","","","","","","","","","","","","","","","","","","2.0015814304351807","2.0015814304351807","2.0015814304351807","","",""
"250000","","","","","","","","","","","","","","","","","","","","","","","","","2.0065042972564697","2.0065042972564697","2.0065042972564697","","",""
"251000","","","","","","","","","","","","","","","","","","","","","","","","","2.006983995437622","2.006983995437622","2.006983995437622","","",""
"252000","","","","","","","","","","","","","","","","","","","","","","","","","2.004526376724243","2.004526376724243","2.004526376724243","","",""
"253000","","","","","","","","","","","","","","","","","","","","","","","","","2.0032358169555664","2.0032358169555664","2.0032358169555664","","",""
"254000","","","","","","","","","","","","","","","","","","","","","","","","","2.009915590286255","2.009915590286255","2.009915590286255","","",""
"255000","","","","","","","","","","","","","","","","","","","","","","","","","2.0025532245635986","2.0025532245635986","2.0025532245635986","","",""
"256000","","","","","","","","","","","","","","","","","","","","","","","","","1.9990285634994507","1.9990285634994507","1.9990285634994507","","",""
"257000","","","","","","","","","","","","","","","","","","","","","","","","","2.0115256309509277","2.0115256309509277","2.0115256309509277","","",""
"258000","","","","","","","","","","","","","","","","","","","","","","","","","2.008516788482666","2.008516788482666","2.008516788482666","","",""
