"Step","Group: OLMo-1B - eval/v3-small-dolma_pes2o-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-dolma_pes2o-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-dolma_pes2o-validation/CrossEntropyLoss__MAX"
"101000","2.3825321197509766","2.3825321197509766","2.3825321197509766"
"102000","2.3796324729919434","2.3796324729919434","2.3796324729919434"
"103000","2.380321741104126","2.380321741104126","2.380321741104126"
"104000","2.3773577213287354","2.3773577213287354","2.3773577213287354"
"105000","2.3767218589782715","2.3767218589782715","2.3767218589782715"
"106000","2.3752171993255615","2.3752171993255615","2.3752171993255615"
"107000","2.3761484622955322","2.3761484622955322","2.3761484622955322"
"108000","2.377253532409668","2.377253532409668","2.377253532409668"
"109000","2.375009298324585","2.375009298324585","2.375009298324585"
"110000","2.3755860328674316","2.3755860328674316","2.3755860328674316"
"111000","2.373013734817505","2.373013734817505","2.373013734817505"
"112000","2.372708320617676","2.372708320617676","2.372708320617676"
"113000","2.374094247817993","2.374094247817993","2.374094247817993"
"114000","2.3714048862457275","2.3714048862457275","2.3714048862457275"
"115000","2.3698978424072266","2.3698978424072266","2.3698978424072266"
"116000","2.3700063228607178","2.3700063228607178","2.3700063228607178"
"117000","2.3710949420928955","2.3710949420928955","2.3710949420928955"
"118000","2.3680386543273926","2.3680386543273926","2.3680386543273926"
"119000","2.3708670139312744","2.3708670139312744","2.3708670139312744"
"120000","2.368185520172119","2.368185520172119","2.368185520172119"
"121000","2.3669800758361816","2.3669800758361816","2.3669800758361816"
"122000","2.368337869644165","2.368337869644165","2.368337869644165"
"123000","2.366844654083252","2.366844654083252","2.366844654083252"
"124000","2.366044521331787","2.366044521331787","2.366044521331787"
"125000","2.3649508953094482","2.3649508953094482","2.3649508953094482"
"126000","2.3648571968078613","2.3648571968078613","2.3648571968078613"
"127000","2.3636109828948975","2.3636109828948975","2.3636109828948975"
"128000","2.3632335662841797","2.3632335662841797","2.3632335662841797"
"129000","2.3627257347106934","2.3627257347106934","2.3627257347106934"
"130000","2.363184928894043","2.363184928894043","2.363184928894043"
"131000","2.3628180027008057","2.3628180027008057","2.3628180027008057"
"132000","2.3610358238220215","2.3610358238220215","2.3610358238220215"
"133000","2.361016273498535","2.361016273498535","2.361016273498535"
"134000","2.3622686862945557","2.3622686862945557","2.3622686862945557"
"135000","2.359121561050415","2.359121561050415","2.359121561050415"
"136000","2.358854293823242","2.358854293823242","2.358854293823242"
"137000","2.361164093017578","2.361164093017578","2.361164093017578"
"138000","2.3584635257720947","2.3584635257720947","2.3584635257720947"
"139000","2.3570432662963867","2.3570432662963867","2.3570432662963867"
"140000","2.360103130340576","2.360103130340576","2.360103130340576"
"141000","2.356400966644287","2.356400966644287","2.356400966644287"
"142000","2.356527805328369","2.356527805328369","2.356527805328369"
"143000","2.3606321811676025","2.3606321811676025","2.3606321811676025"
"144000","2.357391119003296","2.357391119003296","2.357391119003296"
"145000","2.3567380905151367","2.3567380905151367","2.3567380905151367"
"146000","2.355485200881958","2.355485200881958","2.355485200881958"
"147000","2.3548436164855957","2.3548436164855957","2.3548436164855957"
"148000","2.3541619777679443","2.3541619777679443","2.3541619777679443"
"149000","2.353778123855591","2.353778123855591","2.353778123855591"
"150000","2.3532755374908447","2.3532755374908447","2.3532755374908447"
"151000","2.3520212173461914","2.3520212173461914","2.3520212173461914"
"152000","2.351425886154175","2.351425886154175","2.351425886154175"
"153000","2.350616693496704","2.350616693496704","2.350616693496704"
"154000","2.3514208793640137","2.3514208793640137","2.3514208793640137"
"155000","2.353281259536743","2.353281259536743","2.353281259536743"
"156000","2.3507838249206543","2.3507838249206543","2.3507838249206543"
"157000","2.350937843322754","2.350937843322754","2.350937843322754"
"158000","2.3492016792297363","2.3492016792297363","2.3492016792297363"
"159000","2.3493497371673584","2.3493497371673584","2.3493497371673584"
"160000","2.3491241931915283","2.3491241931915283","2.3491241931915283"
"161000","2.348280191421509","2.348280191421509","2.348280191421509"
"162000","2.34972882270813","2.34972882270813","2.34972882270813"
"163000","2.3483331203460693","2.3483331203460693","2.3483331203460693"
"164000","2.3476309776306152","2.3476309776306152","2.3476309776306152"
"165000","2.3467929363250732","2.3467929363250732","2.3467929363250732"
"166000","2.347899913787842","2.347899913787842","2.347899913787842"
"167000","2.3481783866882324","2.3481783866882324","2.3481783866882324"
"168000","2.3472280502319336","2.3472280502319336","2.3472280502319336"
"169000","2.3465521335601807","2.3465521335601807","2.3465521335601807"
"170000","2.3451297283172607","2.3451297283172607","2.3451297283172607"
"171000","2.3455936908721924","2.3455936908721924","2.3455936908721924"
"172000","2.3488471508026123","2.3488471508026123","2.3488471508026123"
"173000","2.345963716506958","2.345963716506958","2.345963716506958"
"174000","2.346345901489258","2.346345901489258","2.346345901489258"
"175000","2.344595193862915","2.344595193862915","2.344595193862915"
"176000","2.3435606956481934","2.3435606956481934","2.3435606956481934"
"177000","2.3435192108154297","2.3435192108154297","2.3435192108154297"
"178000","2.343726873397827","2.343726873397827","2.343726873397827"
"179000","2.342299461364746","2.342299461364746","2.342299461364746"
"180000","2.343233346939087","2.343233346939087","2.343233346939087"
"181000","2.343289613723755","2.343289613723755","2.343289613723755"
"182000","2.340353012084961","2.340353012084961","2.340353012084961"
"183000","2.3419361114501953","2.3419361114501953","2.3419361114501953"
"184000","2.342121124267578","2.342121124267578","2.342121124267578"
"185000","2.3406224250793457","2.3406224250793457","2.3406224250793457"
"186000","2.3412880897521973","2.3412880897521973","2.3412880897521973"
"187000","2.339261054992676","2.339261054992676","2.339261054992676"
"188000","2.3397324085235596","2.3397324085235596","2.3397324085235596"
"189000","2.341684103012085","2.341684103012085","2.341684103012085"
"190000","2.3403022289276123","2.3403022289276123","2.3403022289276123"
"191000","2.3393394947052","2.3393394947052","2.3393394947052"
"192000","2.3382484912872314","2.3382484912872314","2.3382484912872314"
"193000","2.338289260864258","2.338289260864258","2.338289260864258"
"194000","2.337739944458008","2.337739944458008","2.337739944458008"
"195000","2.3380861282348633","2.3380861282348633","2.3380861282348633"
"196000","2.338162899017334","2.338162899017334","2.338162899017334"
"197000","2.337975263595581","2.337975263595581","2.337975263595581"
"198000","2.3370823860168457","2.3370823860168457","2.3370823860168457"
"199000","2.3362276554107666","2.3362276554107666","2.3362276554107666"
"200000","2.3377151489257812","2.3377151489257812","2.3377151489257812"
"201000","2.3369007110595703","2.3369007110595703","2.3369007110595703"
"202000","2.342191219329834","2.342191219329834","2.342191219329834"
"203000","2.335944175720215","2.335944175720215","2.335944175720215"
"204000","2.335448741912842","2.335448741912842","2.335448741912842"
"205000","2.33500599861145","2.33500599861145","2.33500599861145"
"206000","2.3342783451080322","2.3342783451080322","2.3342783451080322"
"207000","2.3354082107543945","2.3354082107543945","2.3354082107543945"
"208000","2.334587335586548","2.334587335586548","2.334587335586548"
"209000","2.334646701812744","2.334646701812744","2.334646701812744"
"210000","2.3324954509735107","2.3324954509735107","2.3324954509735107"
"211000","2.333876132965088","2.333876132965088","2.333876132965088"
"212000","2.3350601196289062","2.3350601196289062","2.3350601196289062"
"213000","2.3333277702331543","2.3333277702331543","2.3333277702331543"
"214000","2.3328912258148193","2.3328912258148193","2.3328912258148193"
"215000","2.333158254623413","2.333158254623413","2.333158254623413"
"216000","2.331615686416626","2.331615686416626","2.331615686416626"
"217000","2.331557273864746","2.331557273864746","2.331557273864746"
"218000","2.331209182739258","2.331209182739258","2.331209182739258"
"219000","2.3300259113311768","2.3300259113311768","2.3300259113311768"
"220000","2.3302059173583984","2.3302059173583984","2.3302059173583984"
"221000","2.330637216567993","2.330637216567993","2.330637216567993"
"222000","2.331752300262451","2.331752300262451","2.331752300262451"
"223000","2.328944683074951","2.328944683074951","2.328944683074951"
"224000","2.3291866779327393","2.3291866779327393","2.3291866779327393"
"225000","2.3301048278808594","2.3301048278808594","2.3301048278808594"
"226000","2.330306053161621","2.330306053161621","2.330306053161621"
"227000","2.328240156173706","2.328240156173706","2.328240156173706"
"228000","2.330909490585327","2.330909490585327","2.330909490585327"
"229000","2.3297982215881348","2.3297982215881348","2.3297982215881348"
"230000","2.3287601470947266","2.3287601470947266","2.3287601470947266"
"231000","2.328930139541626","2.328930139541626","2.328930139541626"
"232000","2.327483892440796","2.327483892440796","2.327483892440796"
"233000","2.326354742050171","2.326354742050171","2.326354742050171"
"234000","2.3283932209014893","2.3283932209014893","2.3283932209014893"
"235000","2.325953483581543","2.325953483581543","2.325953483581543"
"236000","2.3266894817352295","2.3266894817352295","2.3266894817352295"
"237000","2.333094596862793","2.333094596862793","2.333094596862793"
"238000","2.326618194580078","2.326618194580078","2.326618194580078"
"239000","2.325619697570801","2.325619697570801","2.325619697570801"
"240000","2.3249146938323975","2.3249146938323975","2.3249146938323975"
"241000","2.325465202331543","2.325465202331543","2.325465202331543"
"242000","2.3261094093322754","2.3261094093322754","2.3261094093322754"
"243000","2.3260202407836914","2.3260202407836914","2.3260202407836914"
"244000","2.3241658210754395","2.3241658210754395","2.3241658210754395"
"246000","2.32444167137146","2.32444167137146","2.32444167137146"
"247000","2.3233277797698975","2.3233277797698975","2.3233277797698975"
"248000","2.3226091861724854","2.3226091861724854","2.3226091861724854"
"249000","2.32361102104187","2.32361102104187","2.32361102104187"
"250000","2.32416033744812","2.32416033744812","2.32416033744812"
"251000","2.3238654136657715","2.3238654136657715","2.3238654136657715"
"252000","2.3234806060791016","2.3234806060791016","2.3234806060791016"
"253000","2.3229072093963623","2.3229072093963623","2.3229072093963623"
"254000","2.3223142623901367","2.3223142623901367","2.3223142623901367"
"255000","2.3228759765625","2.3228759765625","2.3228759765625"
"256000","2.3209493160247803","2.3209493160247803","2.3209493160247803"
"257000","2.320619583129883","2.320619583129883","2.320619583129883"
"258000","2.3214173316955566","2.3214173316955566","2.3214173316955566"
"259000","2.321115016937256","2.321115016937256","2.321115016937256"
"260000","2.322331190109253","2.322331190109253","2.322331190109253"
"261000","2.3201892375946045","2.3201892375946045","2.3201892375946045"
"262000","2.320286750793457","2.320286750793457","2.320286750793457"
"263000","2.3197200298309326","2.3197200298309326","2.3197200298309326"
"264000","2.3191380500793457","2.3191380500793457","2.3191380500793457"
"265000","2.3193764686584473","2.3193764686584473","2.3193764686584473"
"266000","2.3176612854003906","2.3176612854003906","2.3176612854003906"
"267000","2.320025682449341","2.320025682449341","2.320025682449341"
"268000","2.3180553913116455","2.3180553913116455","2.3180553913116455"
"269000","2.319007396697998","2.319007396697998","2.319007396697998"
"270000","2.318307638168335","2.318307638168335","2.318307638168335"
"271000","2.318236827850342","2.318236827850342","2.318236827850342"
"272000","2.317919969558716","2.317919969558716","2.317919969558716"
"273000","2.3182666301727295","2.3182666301727295","2.3182666301727295"
"274000","2.317896842956543","2.317896842956543","2.317896842956543"
"275000","2.320817232131958","2.320817232131958","2.320817232131958"
"276000","2.3186392784118652","2.3186392784118652","2.3186392784118652"
"277000","2.3169569969177246","2.3169569969177246","2.3169569969177246"
"278000","2.3182449340820312","2.3182449340820312","2.3182449340820312"
"279000","2.3168084621429443","2.3168084621429443","2.3168084621429443"
"280000","2.315774917602539","2.315774917602539","2.315774917602539"
"281000","2.314173936843872","2.314173936843872","2.314173936843872"
"282000","2.3176817893981934","2.3176817893981934","2.3176817893981934"
"283000","2.315666675567627","2.315666675567627","2.315666675567627"
"284000","2.315279722213745","2.315279722213745","2.315279722213745"
"285000","2.3150129318237305","2.3150129318237305","2.3150129318237305"
"286000","2.3155479431152344","2.3155479431152344","2.3155479431152344"
"287000","2.315448522567749","2.315448522567749","2.315448522567749"
"288000","2.314115524291992","2.314115524291992","2.314115524291992"
"289000","2.3138740062713623","2.3138740062713623","2.3138740062713623"
"290000","2.315309762954712","2.315309762954712","2.315309762954712"
"291000","2.313924551010132","2.313924551010132","2.313924551010132"
"292000","2.3151893615722656","2.3151893615722656","2.3151893615722656"
"293000","2.3132381439208984","2.3132381439208984","2.3132381439208984"
"294000","2.314556121826172","2.314556121826172","2.314556121826172"
"295000","2.314706802368164","2.314706802368164","2.314706802368164"
"296000","2.3143720626831055","2.3143720626831055","2.3143720626831055"
"297000","2.313565254211426","2.313565254211426","2.313565254211426"
"298000","2.311495780944824","2.311495780944824","2.311495780944824"
"299000","2.3117241859436035","2.3117241859436035","2.3117241859436035"
"300000","2.311943531036377","2.311943531036377","2.311943531036377"
"301000","2.3131580352783203","2.3131580352783203","2.3131580352783203"
"302000","2.310577392578125","2.310577392578125","2.310577392578125"
"303000","2.3124470710754395","2.3124470710754395","2.3124470710754395"
"304000","2.3119521141052246","2.3119521141052246","2.3119521141052246"
"305000","2.3113136291503906","2.3113136291503906","2.3113136291503906"
"306000","2.310426950454712","2.310426950454712","2.310426950454712"
"307000","2.31097412109375","2.31097412109375","2.31097412109375"
"308000","2.309065341949463","2.309065341949463","2.309065341949463"
"309000","2.309049606323242","2.309049606323242","2.309049606323242"
"310000","2.309626817703247","2.309626817703247","2.309626817703247"
"311000","2.309054374694824","2.309054374694824","2.309054374694824"
"312000","2.309175491333008","2.309175491333008","2.309175491333008"
"313000","2.3088834285736084","2.3088834285736084","2.3088834285736084"
"314000","2.3085782527923584","2.3085782527923584","2.3085782527923584"
"315000","2.3091015815734863","2.3091015815734863","2.3091015815734863"
"316000","2.307858943939209","2.307858943939209","2.307858943939209"
"317000","2.3084158897399902","2.3084158897399902","2.3084158897399902"
"318000","2.309814214706421","2.309814214706421","2.309814214706421"
"319000","2.3066823482513428","2.3066823482513428","2.3066823482513428"
"320000","2.3070714473724365","2.3070714473724365","2.3070714473724365"
"321000","2.3086609840393066","2.3086609840393066","2.3086609840393066"
"322000","2.306119441986084","2.306119441986084","2.306119441986084"
"323000","2.3074612617492676","2.3074612617492676","2.3074612617492676"
"324000","2.306755542755127","2.306755542755127","2.306755542755127"
"325000","2.306873321533203","2.306873321533203","2.306873321533203"
"326000","2.3059511184692383","2.3059511184692383","2.3059511184692383"
"327000","2.3061470985412598","2.3061470985412598","2.3061470985412598"
"328000","2.3071281909942627","2.3071281909942627","2.3071281909942627"
"329000","2.305203914642334","2.305203914642334","2.305203914642334"
"330000","2.305802583694458","2.305802583694458","2.305802583694458"
"331000","2.30635142326355","2.30635142326355","2.30635142326355"
"332000","2.3055169582366943","2.3055169582366943","2.3055169582366943"
"333000","2.3049933910369873","2.3049933910369873","2.3049933910369873"
"334000","2.3044371604919434","2.3044371604919434","2.3044371604919434"
"335000","2.306178569793701","2.306178569793701","2.306178569793701"
"336000","2.3042304515838623","2.3042304515838623","2.3042304515838623"
"337000","2.3041536808013916","2.3041536808013916","2.3041536808013916"
"338000","2.303245782852173","2.303245782852173","2.303245782852173"
"339000","2.302727699279785","2.302727699279785","2.302727699279785"
"340000","2.303227424621582","2.303227424621582","2.303227424621582"
"341000","2.303682327270508","2.303682327270508","2.303682327270508"
"342000","2.303093910217285","2.303093910217285","2.303093910217285"
"343000","2.302415132522583","2.302415132522583","2.302415132522583"
"344000","2.3011953830718994","2.3011953830718994","2.3011953830718994"
"345000","2.302583694458008","2.302583694458008","2.302583694458008"
"346000","2.3026630878448486","2.3026630878448486","2.3026630878448486"
"347000","2.3026974201202393","2.3026974201202393","2.3026974201202393"
"348000","2.3017849922180176","2.3017849922180176","2.3017849922180176"
"349000","2.3019914627075195","2.3019914627075195","2.3019914627075195"
"350000","2.3007006645202637","2.3007006645202637","2.3007006645202637"
"351000","2.300685405731201","2.300685405731201","2.300685405731201"
"352000","2.3011927604675293","2.3011927604675293","2.3011927604675293"
"353000","2.299356698989868","2.299356698989868","2.299356698989868"
"354000","2.3017592430114746","2.3017592430114746","2.3017592430114746"
"355000","2.300583839416504","2.300583839416504","2.300583839416504"
"356000","2.3006136417388916","2.3006136417388916","2.3006136417388916"
"357000","2.3012681007385254","2.3012681007385254","2.3012681007385254"
"358000","2.298401355743408","2.298401355743408","2.298401355743408"
"359000","2.3003029823303223","2.3003029823303223","2.3003029823303223"
"360000","2.3002936840057373","2.3002936840057373","2.3002936840057373"
"361000","2.2989890575408936","2.2989890575408936","2.2989890575408936"
"362000","2.2997467517852783","2.2997467517852783","2.2997467517852783"
"363000","2.30090069770813","2.30090069770813","2.30090069770813"
"364000","2.2993083000183105","2.2993083000183105","2.2993083000183105"
"365000","2.2989449501037598","2.2989449501037598","2.2989449501037598"
"366000","2.2980918884277344","2.2980918884277344","2.2980918884277344"
"367000","2.298797130584717","2.298797130584717","2.298797130584717"
"368000","2.298222541809082","2.298222541809082","2.298222541809082"
"369000","2.2979683876037598","2.2979683876037598","2.2979683876037598"
"370000","2.2960257530212402","2.2960257530212402","2.2960257530212402"
"371000","2.2969048023223877","2.2969048023223877","2.2969048023223877"
"372000","2.298016309738159","2.298016309738159","2.298016309738159"
"373000","2.297050714492798","2.297050714492798","2.297050714492798"
"374000","2.2967801094055176","2.2967801094055176","2.2967801094055176"
"375000","2.2971675395965576","2.2971675395965576","2.2971675395965576"
"376000","2.2962589263916016","2.2962589263916016","2.2962589263916016"
"377000","2.293898582458496","2.293898582458496","2.293898582458496"
"378000","2.2955777645111084","2.2955777645111084","2.2955777645111084"
"379000","2.2991809844970703","2.2991809844970703","2.2991809844970703"
"380000","2.295597791671753","2.295597791671753","2.295597791671753"
"381000","2.294954776763916","2.294954776763916","2.294954776763916"
"382000","2.296281099319458","2.296281099319458","2.296281099319458"
"383000","2.2967374324798584","2.2967374324798584","2.2967374324798584"
"384000","2.294724941253662","2.294724941253662","2.294724941253662"
"385000","2.2939612865448","2.2939612865448","2.2939612865448"
"386000","2.2942633628845215","2.2942633628845215","2.2942633628845215"
"387000","2.2955968379974365","2.2955968379974365","2.2955968379974365"
"388000","2.295170783996582","2.295170783996582","2.295170783996582"
"389000","2.2933363914489746","2.2933363914489746","2.2933363914489746"
"390000","2.2945284843444824","2.2945284843444824","2.2945284843444824"
"391000","2.2924320697784424","2.2924320697784424","2.2924320697784424"
"392000","2.2942512035369873","2.2942512035369873","2.2942512035369873"
"393000","2.29253888130188","2.29253888130188","2.29253888130188"
"394000","2.2925527095794678","2.2925527095794678","2.2925527095794678"
"395000","2.291952133178711","2.291952133178711","2.291952133178711"
"396000","2.292729377746582","2.292729377746582","2.292729377746582"
"397000","2.292867422103882","2.292867422103882","2.292867422103882"
"398000","2.292080879211426","2.292080879211426","2.292080879211426"
"399000","2.2917466163635254","2.2917466163635254","2.2917466163635254"
"400000","2.291612148284912","2.291612148284912","2.291612148284912"
"401000","2.289944648742676","2.289944648742676","2.289944648742676"
"402000","2.290264368057251","2.290264368057251","2.290264368057251"
"403000","2.2915337085723877","2.2915337085723877","2.2915337085723877"
"404000","2.291064977645874","2.291064977645874","2.291064977645874"
"405000","2.2908833026885986","2.2908833026885986","2.2908833026885986"
"406000","2.2900242805480957","2.2900242805480957","2.2900242805480957"
"407000","2.2897632122039795","2.2897632122039795","2.2897632122039795"
"408000","2.290086269378662","2.290086269378662","2.290086269378662"
"409000","2.288297653198242","2.288297653198242","2.288297653198242"
"410000","2.2912731170654297","2.2912731170654297","2.2912731170654297"
"411000","2.288461446762085","2.288461446762085","2.288461446762085"
"412000","2.2897377014160156","2.2897377014160156","2.2897377014160156"
"413000","2.289670705795288","2.289670705795288","2.289670705795288"
"414000","2.288444757461548","2.288444757461548","2.288444757461548"
"415000","2.288860321044922","2.288860321044922","2.288860321044922"
"416000","2.2888808250427246","2.2888808250427246","2.2888808250427246"
"417000","2.2886624336242676","2.2886624336242676","2.2886624336242676"
"418000","2.288317918777466","2.288317918777466","2.288317918777466"
"419000","2.288020372390747","2.288020372390747","2.288020372390747"
"420000","2.287576675415039","2.287576675415039","2.287576675415039"
"421000","2.286039113998413","2.286039113998413","2.286039113998413"
"422000","2.28722882270813","2.28722882270813","2.28722882270813"
"423000","2.2878577709198","2.2878577709198","2.2878577709198"
"424000","2.286712408065796","2.286712408065796","2.286712408065796"
"425000","2.2863409519195557","2.2863409519195557","2.2863409519195557"
"426000","2.2857260704040527","2.2857260704040527","2.2857260704040527"
"427000","2.2854251861572266","2.2854251861572266","2.2854251861572266"
"428000","2.2865283489227295","2.2865283489227295","2.2865283489227295"
"429000","2.2852535247802734","2.2852535247802734","2.2852535247802734"
"430000","2.284315824508667","2.284315824508667","2.284315824508667"
"431000","2.2853305339813232","2.2853305339813232","2.2853305339813232"
"432000","2.28531813621521","2.28531813621521","2.28531813621521"
"433000","2.284532070159912","2.284532070159912","2.284532070159912"
"434000","2.2845382690429688","2.2845382690429688","2.2845382690429688"
"435000","2.285205602645874","2.285205602645874","2.285205602645874"
"436000","2.2845356464385986","2.2845356464385986","2.2845356464385986"
"437000","2.284597158432007","2.284597158432007","2.284597158432007"
"438000","2.282571792602539","2.282571792602539","2.282571792602539"
"439000","2.282562494277954","2.282562494277954","2.282562494277954"
"440000","2.283191442489624","2.283191442489624","2.283191442489624"
"441000","2.282806634902954","2.282806634902954","2.282806634902954"
"442000","2.283179759979248","2.283179759979248","2.283179759979248"
"443000","2.2834553718566895","2.2834553718566895","2.2834553718566895"
"444000","2.28393292427063","2.28393292427063","2.28393292427063"
"445000","2.2834975719451904","2.2834975719451904","2.2834975719451904"
"446000","2.2831993103027344","2.2831993103027344","2.2831993103027344"
"449000","2.283323049545288","2.283323049545288","2.283323049545288"
"450000","2.2838032245635986","2.2838032245635986","2.2838032245635986"
"451000","2.282076835632324","2.282076835632324","2.282076835632324"
"452000","2.2820255756378174","2.2820255756378174","2.2820255756378174"
