"Step","Group: OLMo-1B - eval/v3-small-ice-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-ice-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-ice-validation/CrossEntropyLoss__MAX"
"1000","4.288887023925781","4.288887023925781","4.288887023925781"
"2000","3.720149040222168","3.720149040222168","3.720149040222168"
"3000","3.5386128425598145","3.5386128425598145","3.5386128425598145"
"4000","3.369182825088501","3.369182825088501","3.369182825088501"
"5000","3.2877538204193115","3.2877538204193115","3.2877538204193115"
"6000","3.2317330837249756","3.2317330837249756","3.2317330837249756"
"7000","3.1840922832489014","3.1840922832489014","3.1840922832489014"
"8000","3.1516242027282715","3.1516242027282715","3.1516242027282715"
"9000","3.1432340145111084","3.1432340145111084","3.1432340145111084"
"10000","3.090564489364624","3.090564489364624","3.090564489364624"
"11000","3.077014684677124","3.077014684677124","3.077014684677124"
"12000","3.0506954193115234","3.0506954193115234","3.0506954193115234"
"13000","3.0370235443115234","3.0370235443115234","3.0370235443115234"
"14000","3.0183098316192627","3.0183098316192627","3.0183098316192627"
"15000","3.007505416870117","3.007505416870117","3.007505416870117"
"16000","2.9937503337860107","2.9937503337860107","2.9937503337860107"
"17000","2.9867517948150635","2.9867517948150635","2.9867517948150635"
"18000","2.9674439430236816","2.9674439430236816","2.9674439430236816"
"19000","2.9594717025756836","2.9594717025756836","2.9594717025756836"
"20000","2.9505057334899902","2.9505057334899902","2.9505057334899902"
"21000","2.9471235275268555","2.9471235275268555","2.9471235275268555"
"22000","2.933128595352173","2.933128595352173","2.933128595352173"
"23000","2.925919532775879","2.925919532775879","2.925919532775879"
"24000","2.908653736114502","2.908653736114502","2.908653736114502"
"25000","2.910604476928711","2.910604476928711","2.910604476928711"
"26000","2.900817632675171","2.900817632675171","2.900817632675171"
"27000","2.89877986907959","2.89877986907959","2.89877986907959"
"28000","2.89961576461792","2.89961576461792","2.89961576461792"
"29000","2.886483669281006","2.886483669281006","2.886483669281006"
"30000","2.8812079429626465","2.8812079429626465","2.8812079429626465"
"31000","2.8840572834014893","2.8840572834014893","2.8840572834014893"
"32000","2.8725032806396484","2.8725032806396484","2.8725032806396484"
"33000","2.865316867828369","2.865316867828369","2.865316867828369"
"34000","2.8637590408325195","2.8637590408325195","2.8637590408325195"
"35000","2.8607735633850098","2.8607735633850098","2.8607735633850098"
"36000","2.8543624877929688","2.8543624877929688","2.8543624877929688"
"37000","2.8515117168426514","2.8515117168426514","2.8515117168426514"
"38000","2.848679542541504","2.848679542541504","2.848679542541504"
"39000","2.8414690494537354","2.8414690494537354","2.8414690494537354"
"40000","2.8433399200439453","2.8433399200439453","2.8433399200439453"
"41000","2.839226722717285","2.839226722717285","2.839226722717285"
"42000","2.8376243114471436","2.8376243114471436","2.8376243114471436"
"43000","2.830198287963867","2.830198287963867","2.830198287963867"
"44000","2.826608657836914","2.826608657836914","2.826608657836914"
"45000","2.8243000507354736","2.8243000507354736","2.8243000507354736"
"46000","2.8189890384674072","2.8189890384674072","2.8189890384674072"
"47000","2.8209004402160645","2.8209004402160645","2.8209004402160645"
"48000","2.8406970500946045","2.8406970500946045","2.8406970500946045"
"49000","2.817974328994751","2.817974328994751","2.817974328994751"
"50000","2.8104052543640137","2.8104052543640137","2.8104052543640137"
"51000","2.8041040897369385","2.8041040897369385","2.8041040897369385"
"52000","2.801025390625","2.801025390625","2.801025390625"
"53000","2.807886838912964","2.807886838912964","2.807886838912964"
"54000","2.810293197631836","2.810293197631836","2.810293197631836"
"55000","2.801506519317627","2.801506519317627","2.801506519317627"
"56000","2.797775983810425","2.797775983810425","2.797775983810425"
"57000","2.7959342002868652","2.7959342002868652","2.7959342002868652"
"58000","2.7938318252563477","2.7938318252563477","2.7938318252563477"
"59000","2.7982969284057617","2.7982969284057617","2.7982969284057617"
"60000","2.791015148162842","2.791015148162842","2.791015148162842"
"61000","2.793743371963501","2.793743371963501","2.793743371963501"
"62000","2.793727397918701","2.793727397918701","2.793727397918701"
"63000","2.7869455814361572","2.7869455814361572","2.7869455814361572"
"64000","2.78267240524292","2.78267240524292","2.78267240524292"
"65000","2.7935903072357178","2.7935903072357178","2.7935903072357178"
"66000","2.782822608947754","2.782822608947754","2.782822608947754"
"67000","2.782623767852783","2.782623767852783","2.782623767852783"
"68000","2.779982089996338","2.779982089996338","2.779982089996338"
"69000","2.7827258110046387","2.7827258110046387","2.7827258110046387"
"70000","2.774092197418213","2.774092197418213","2.774092197418213"
"71000","2.7881863117218018","2.7881863117218018","2.7881863117218018"
"72000","2.769923686981201","2.769923686981201","2.769923686981201"
"73000","2.7688345909118652","2.7688345909118652","2.7688345909118652"
"74000","2.765255928039551","2.765255928039551","2.765255928039551"
"75000","2.773531675338745","2.773531675338745","2.773531675338745"
"76000","2.76442813873291","2.76442813873291","2.76442813873291"
"77000","2.7648520469665527","2.7648520469665527","2.7648520469665527"
"78000","2.766402244567871","2.766402244567871","2.766402244567871"
"79000","2.7613918781280518","2.7613918781280518","2.7613918781280518"
"80000","2.769313335418701","2.769313335418701","2.769313335418701"
"81000","2.754490613937378","2.754490613937378","2.754490613937378"
"82000","2.762859582901001","2.762859582901001","2.762859582901001"
"83000","2.754934787750244","2.754934787750244","2.754934787750244"
"84000","2.759352445602417","2.759352445602417","2.759352445602417"
"85000","2.758178234100342","2.758178234100342","2.758178234100342"
"86000","2.766078233718872","2.766078233718872","2.766078233718872"
"87000","2.7539284229278564","2.7539284229278564","2.7539284229278564"
"88000","2.7567813396453857","2.7567813396453857","2.7567813396453857"
"89000","2.7521448135375977","2.7521448135375977","2.7521448135375977"
"90000","2.756300687789917","2.756300687789917","2.756300687789917"
"91000","2.755751371383667","2.755751371383667","2.755751371383667"
"92000","2.7515077590942383","2.7515077590942383","2.7515077590942383"
"93000","2.74784779548645","2.74784779548645","2.74784779548645"
"94000","2.7432940006256104","2.7432940006256104","2.7432940006256104"
"95000","2.7477030754089355","2.7477030754089355","2.7477030754089355"
"96000","2.7423746585845947","2.7423746585845947","2.7423746585845947"
"97000","2.73988938331604","2.73988938331604","2.73988938331604"
"98000","2.7437551021575928","2.7437551021575928","2.7437551021575928"
"99000","2.7378926277160645","2.7378926277160645","2.7378926277160645"
"100000","2.738809585571289","2.738809585571289","2.738809585571289"
"101000","2.744899272918701","2.744899272918701","2.744899272918701"
"102000","2.735358238220215","2.735358238220215","2.735358238220215"
"103000","2.7310187816619873","2.7310187816619873","2.7310187816619873"
"104000","2.738368511199951","2.738368511199951","2.738368511199951"
"105000","2.734377145767212","2.734377145767212","2.734377145767212"
"106000","2.729119062423706","2.729119062423706","2.729119062423706"
"107000","2.7338333129882812","2.7338333129882812","2.7338333129882812"
"108000","2.7335972785949707","2.7335972785949707","2.7335972785949707"
"109000","2.730668783187866","2.730668783187866","2.730668783187866"
"110000","2.7361085414886475","2.7361085414886475","2.7361085414886475"
"111000","2.7383151054382324","2.7383151054382324","2.7383151054382324"
"112000","2.7415218353271484","2.7415218353271484","2.7415218353271484"
"113000","2.7332775592803955","2.7332775592803955","2.7332775592803955"
"114000","2.736842632293701","2.736842632293701","2.736842632293701"
"115000","2.7244749069213867","2.7244749069213867","2.7244749069213867"
"116000","2.7305335998535156","2.7305335998535156","2.7305335998535156"
"117000","2.7237582206726074","2.7237582206726074","2.7237582206726074"
"118000","2.7648725509643555","2.7648725509643555","2.7648725509643555"
"119000","2.7298693656921387","2.7298693656921387","2.7298693656921387"
"120000","2.739043951034546","2.739043951034546","2.739043951034546"
"121000","2.7271575927734375","2.7271575927734375","2.7271575927734375"
"122000","2.728578805923462","2.728578805923462","2.728578805923462"
"123000","2.7328474521636963","2.7328474521636963","2.7328474521636963"
"124000","2.7253835201263428","2.7253835201263428","2.7253835201263428"
"125000","2.72931170463562","2.72931170463562","2.72931170463562"
"126000","2.7252964973449707","2.7252964973449707","2.7252964973449707"
"127000","2.7206180095672607","2.7206180095672607","2.7206180095672607"
"128000","2.743385076522827","2.743385076522827","2.743385076522827"
"129000","2.72133469581604","2.72133469581604","2.72133469581604"
"130000","2.72243070602417","2.72243070602417","2.72243070602417"
"131000","2.717294931411743","2.717294931411743","2.717294931411743"
"132000","2.718135118484497","2.718135118484497","2.718135118484497"
"133000","2.7179574966430664","2.7179574966430664","2.7179574966430664"
"134000","2.721513271331787","2.721513271331787","2.721513271331787"
"135000","2.7170956134796143","2.7170956134796143","2.7170956134796143"
"136000","2.7197024822235107","2.7197024822235107","2.7197024822235107"
"137000","2.7224926948547363","2.7224926948547363","2.7224926948547363"
"138000","2.71826171875","2.71826171875","2.71826171875"
"139000","2.715576410293579","2.715576410293579","2.715576410293579"
"140000","2.715428590774536","2.715428590774536","2.715428590774536"
"141000","2.7164971828460693","2.7164971828460693","2.7164971828460693"
"142000","2.7130191326141357","2.7130191326141357","2.7130191326141357"
"143000","2.7202553749084473","2.7202553749084473","2.7202553749084473"
"144000","2.7210378646850586","2.7210378646850586","2.7210378646850586"
"145000","2.7205088138580322","2.7205088138580322","2.7205088138580322"
"146000","2.7169036865234375","2.7169036865234375","2.7169036865234375"
"147000","2.717144012451172","2.717144012451172","2.717144012451172"
"148000","2.709663152694702","2.709663152694702","2.709663152694702"
"149000","2.709040641784668","2.709040641784668","2.709040641784668"
"150000","2.7130205631256104","2.7130205631256104","2.7130205631256104"
"151000","2.7163264751434326","2.7163264751434326","2.7163264751434326"
"152000","2.711341381072998","2.711341381072998","2.711341381072998"
"153000","2.7033064365386963","2.7033064365386963","2.7033064365386963"
"154000","2.718806028366089","2.718806028366089","2.718806028366089"
"155000","2.7160866260528564","2.7160866260528564","2.7160866260528564"
"156000","2.7145590782165527","2.7145590782165527","2.7145590782165527"
"157000","2.7146518230438232","2.7146518230438232","2.7146518230438232"
"158000","2.7188243865966797","2.7188243865966797","2.7188243865966797"
"159000","2.7152206897735596","2.7152206897735596","2.7152206897735596"
"160000","2.7063491344451904","2.7063491344451904","2.7063491344451904"
"161000","2.708453416824341","2.708453416824341","2.708453416824341"
"162000","2.71132755279541","2.71132755279541","2.71132755279541"
"163000","2.7081172466278076","2.7081172466278076","2.7081172466278076"
"164000","2.709400177001953","2.709400177001953","2.709400177001953"
"165000","2.708343982696533","2.708343982696533","2.708343982696533"
"166000","2.710775375366211","2.710775375366211","2.710775375366211"
"167000","2.7100820541381836","2.7100820541381836","2.7100820541381836"
