"Step","Group: OLMo-1B - eval/v2-small-m2d2_s2orc-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-m2d2_s2orc-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-m2d2_s2orc-validation/CrossEntropyLoss__MAX"
"33000","3.2678489685058594","3.2678489685058594","3.2678489685058594"
"34000","3.2611031532287598","3.2611031532287598","3.2611031532287598"
"35000","3.2659802436828613","3.2659802436828613","3.2659802436828613"
"36000","3.2555418014526367","3.2555418014526367","3.2555418014526367"
"37000","3.252443313598633","3.252443313598633","3.252443313598633"
"38000","3.2427432537078857","3.2427432537078857","3.2427432537078857"
"39000","3.2485928535461426","3.2485928535461426","3.2485928535461426"
"40000","3.2402069568634033","3.2402069568634033","3.2402069568634033"
"41000","3.2375330924987793","3.2375330924987793","3.2375330924987793"
"42000","3.225778818130493","3.225778818130493","3.225778818130493"
"43000","3.233340263366699","3.233340263366699","3.233340263366699"
"44000","3.2264907360076904","3.2264907360076904","3.2264907360076904"
"45000","3.2302587032318115","3.2302587032318115","3.2302587032318115"
"46000","3.2202582359313965","3.2202582359313965","3.2202582359313965"
"47000","3.225782871246338","3.225782871246338","3.225782871246338"
"48000","3.2091856002807617","3.2091856002807617","3.2091856002807617"
"49000","3.2254528999328613","3.2254528999328613","3.2254528999328613"
"50000","3.2145636081695557","3.2145636081695557","3.2145636081695557"
"51000","3.205080986022949","3.205080986022949","3.205080986022949"
"52000","3.204618453979492","3.204618453979492","3.204618453979492"
"53000","3.1899969577789307","3.1899969577789307","3.1899969577789307"
"54000","3.2164645195007324","3.2164645195007324","3.2164645195007324"
"55000","3.200333833694458","3.200333833694458","3.200333833694458"
"56000","3.2061071395874023","3.2061071395874023","3.2061071395874023"
"57000","3.206207752227783","3.206207752227783","3.206207752227783"
"58000","3.195004463195801","3.195004463195801","3.195004463195801"
"59000","3.1860177516937256","3.1860177516937256","3.1860177516937256"
"60000","3.1863365173339844","3.1863365173339844","3.1863365173339844"
"61000","3.188728094100952","3.188728094100952","3.188728094100952"
"62000","3.185140609741211","3.185140609741211","3.185140609741211"
"63000","3.1922764778137207","3.1922764778137207","3.1922764778137207"
"64000","3.168208599090576","3.168208599090576","3.168208599090576"
"65000","3.1846044063568115","3.1846044063568115","3.1846044063568115"
"66000","3.184926986694336","3.184926986694336","3.184926986694336"
"67000","3.1848604679107666","3.1848604679107666","3.1848604679107666"
"68000","3.1853342056274414","3.1853342056274414","3.1853342056274414"
"69000","3.182673931121826","3.182673931121826","3.182673931121826"
"70000","3.1737096309661865","3.1737096309661865","3.1737096309661865"
"71000","3.1722793579101562","3.1722793579101562","3.1722793579101562"
"72000","3.1806986331939697","3.1806986331939697","3.1806986331939697"
"73000","3.1847474575042725","3.1847474575042725","3.1847474575042725"
"74000","3.195617198944092","3.195617198944092","3.195617198944092"
"75000","3.1723875999450684","3.1723875999450684","3.1723875999450684"
"76000","3.1873369216918945","3.1873369216918945","3.1873369216918945"
"77000","3.1692984104156494","3.1692984104156494","3.1692984104156494"
"78000","3.1630895137786865","3.1630895137786865","3.1630895137786865"
"79000","3.1764955520629883","3.1764955520629883","3.1764955520629883"
"80000","3.162777900695801","3.162777900695801","3.162777900695801"
"81000","3.1586880683898926","3.1586880683898926","3.1586880683898926"
"82000","3.167850971221924","3.167850971221924","3.167850971221924"
"83000","3.161818027496338","3.161818027496338","3.161818027496338"
"84000","3.1460700035095215","3.1460700035095215","3.1460700035095215"
"85000","3.1536834239959717","3.1536834239959717","3.1536834239959717"
"86000","3.1555259227752686","3.1555259227752686","3.1555259227752686"
"87000","3.1550796031951904","3.1550796031951904","3.1550796031951904"
"88000","3.1554298400878906","3.1554298400878906","3.1554298400878906"
"89000","3.1629090309143066","3.1629090309143066","3.1629090309143066"
"90000","3.158010244369507","3.158010244369507","3.158010244369507"
"91000","3.151947259902954","3.151947259902954","3.151947259902954"
"92000","3.1527633666992188","3.1527633666992188","3.1527633666992188"
"93000","3.1494429111480713","3.1494429111480713","3.1494429111480713"
"94000","3.1520514488220215","3.1520514488220215","3.1520514488220215"
"95000","3.148228406906128","3.148228406906128","3.148228406906128"
"96000","3.1549596786499023","3.1549596786499023","3.1549596786499023"
"97000","3.1437106132507324","3.1437106132507324","3.1437106132507324"
"98000","3.146385431289673","3.146385431289673","3.146385431289673"
"99000","3.147320032119751","3.147320032119751","3.147320032119751"
"100000","3.1513495445251465","3.1513495445251465","3.1513495445251465"
"101000","3.147808790206909","3.147808790206909","3.147808790206909"
"102000","3.142354965209961","3.142354965209961","3.142354965209961"
"103000","3.1511387825012207","3.1511387825012207","3.1511387825012207"
"104000","3.1386427879333496","3.1386427879333496","3.1386427879333496"
"105000","3.1453230381011963","3.1453230381011963","3.1453230381011963"
"106000","3.1427905559539795","3.1427905559539795","3.1427905559539795"
"107000","3.147120475769043","3.147120475769043","3.147120475769043"
"108000","3.1447019577026367","3.1447019577026367","3.1447019577026367"
"109000","3.1399219036102295","3.1399219036102295","3.1399219036102295"
"110000","3.1386027336120605","3.1386027336120605","3.1386027336120605"
"111000","3.122824192047119","3.122824192047119","3.122824192047119"
"112000","3.127885580062866","3.127885580062866","3.127885580062866"
"113000","3.1314427852630615","3.1314427852630615","3.1314427852630615"
"114000","3.1316561698913574","3.1316561698913574","3.1316561698913574"
"115000","3.1316018104553223","3.1316018104553223","3.1316018104553223"
"116000","3.1331918239593506","3.1331918239593506","3.1331918239593506"
"117000","3.1269705295562744","3.1269705295562744","3.1269705295562744"
"118000","3.129843235015869","3.129843235015869","3.129843235015869"
"119000","3.1300065517425537","3.1300065517425537","3.1300065517425537"
"120000","3.136810779571533","3.136810779571533","3.136810779571533"
"121000","3.138580083847046","3.138580083847046","3.138580083847046"
"122000","3.1328177452087402","3.1328177452087402","3.1328177452087402"
"123000","3.1352336406707764","3.1352336406707764","3.1352336406707764"
"124000","3.120929718017578","3.120929718017578","3.120929718017578"
"125000","3.1181881427764893","3.1181881427764893","3.1181881427764893"
"126000","3.1244399547576904","3.1244399547576904","3.1244399547576904"
"127000","3.1187634468078613","3.1187634468078613","3.1187634468078613"
"128000","3.1160082817077637","3.1160082817077637","3.1160082817077637"
"129000","3.125443935394287","3.125443935394287","3.125443935394287"
"130000","3.132627487182617","3.132627487182617","3.132627487182617"
"131000","3.120853900909424","3.120853900909424","3.120853900909424"
"132000","3.12143611907959","3.12143611907959","3.12143611907959"
"133000","3.125373601913452","3.125373601913452","3.125373601913452"
"134000","3.1178555488586426","3.1178555488586426","3.1178555488586426"
"135000","3.1266672611236572","3.1266672611236572","3.1266672611236572"
"136000","3.1192827224731445","3.1192827224731445","3.1192827224731445"
"137000","3.1220896244049072","3.1220896244049072","3.1220896244049072"
"138000","3.114983320236206","3.114983320236206","3.114983320236206"
"139000","3.120649814605713","3.120649814605713","3.120649814605713"
"140000","3.116335868835449","3.116335868835449","3.116335868835449"
"141000","3.11018967628479","3.11018967628479","3.11018967628479"
"142000","3.1074016094207764","3.1074016094207764","3.1074016094207764"
"143000","3.124854326248169","3.124854326248169","3.124854326248169"
"144000","3.129214286804199","3.129214286804199","3.129214286804199"
"145000","3.113792657852173","3.113792657852173","3.113792657852173"
"146000","3.115999698638916","3.115999698638916","3.115999698638916"
"147000","3.1098554134368896","3.1098554134368896","3.1098554134368896"
"148000","3.1118767261505127","3.1118767261505127","3.1118767261505127"
"149000","3.117776870727539","3.117776870727539","3.117776870727539"
"150000","3.1133668422698975","3.1133668422698975","3.1133668422698975"
"151000","3.1125545501708984","3.1125545501708984","3.1125545501708984"
"152000","3.108125925064087","3.108125925064087","3.108125925064087"
"153000","3.1125974655151367","3.1125974655151367","3.1125974655151367"
"154000","3.1104071140289307","3.1104071140289307","3.1104071140289307"
"155000","3.1188671588897705","3.1188671588897705","3.1188671588897705"
"156000","3.117304563522339","3.117304563522339","3.117304563522339"
"157000","3.1171774864196777","3.1171774864196777","3.1171774864196777"
"158000","3.109665870666504","3.109665870666504","3.109665870666504"
"159000","3.1039299964904785","3.1039299964904785","3.1039299964904785"
"160000","3.1095659732818604","3.1095659732818604","3.1095659732818604"
"161000","3.109138011932373","3.109138011932373","3.109138011932373"
"162000","3.10831880569458","3.10831880569458","3.10831880569458"
"163000","3.1158995628356934","3.1158995628356934","3.1158995628356934"
"164000","3.106377363204956","3.106377363204956","3.106377363204956"
"165000","3.1138017177581787","3.1138017177581787","3.1138017177581787"
"166000","3.094346761703491","3.094346761703491","3.094346761703491"
"167000","3.1156468391418457","3.1156468391418457","3.1156468391418457"
"168000","3.100069999694824","3.100069999694824","3.100069999694824"
"169000","3.107327461242676","3.107327461242676","3.107327461242676"
"170000","3.107194423675537","3.107194423675537","3.107194423675537"
"171000","3.0929174423217773","3.0929174423217773","3.0929174423217773"
"172000","3.1058998107910156","3.1058998107910156","3.1058998107910156"
"173000","3.099713087081909","3.099713087081909","3.099713087081909"
"174000","3.1084682941436768","3.1084682941436768","3.1084682941436768"
"175000","3.1026766300201416","3.1026766300201416","3.1026766300201416"
"176000","3.094559907913208","3.094559907913208","3.094559907913208"
"177000","3.108607053756714","3.108607053756714","3.108607053756714"
"178000","3.099006414413452","3.099006414413452","3.099006414413452"
"179000","3.102443218231201","3.102443218231201","3.102443218231201"
"180000","3.1090691089630127","3.1090691089630127","3.1090691089630127"
"181000","3.1174397468566895","3.1174397468566895","3.1174397468566895"
"182000","3.1056737899780273","3.1056737899780273","3.1056737899780273"
"183000","3.0993621349334717","3.0993621349334717","3.0993621349334717"
"184000","3.1080129146575928","3.1080129146575928","3.1080129146575928"
"185000","3.095027208328247","3.095027208328247","3.095027208328247"
"186000","3.098808526992798","3.098808526992798","3.098808526992798"
"187000","3.101379156112671","3.101379156112671","3.101379156112671"
"188000","3.10432505607605","3.10432505607605","3.10432505607605"
"189000","3.109844446182251","3.109844446182251","3.109844446182251"
"190000","3.1054272651672363","3.1054272651672363","3.1054272651672363"
"191000","3.110999584197998","3.110999584197998","3.110999584197998"
"192000","3.1135599613189697","3.1135599613189697","3.1135599613189697"
"193000","3.1039373874664307","3.1039373874664307","3.1039373874664307"
"194000","3.1025805473327637","3.1025805473327637","3.1025805473327637"
"195000","3.102051019668579","3.102051019668579","3.102051019668579"
"196000","3.1031670570373535","3.1031670570373535","3.1031670570373535"
"197000","3.1168525218963623","3.1168525218963623","3.1168525218963623"
"198000","3.0994505882263184","3.0994505882263184","3.0994505882263184"
"199000","3.1055049896240234","3.1055049896240234","3.1055049896240234"
"200000","3.1014015674591064","3.1014015674591064","3.1014015674591064"
"201000","3.090700149536133","3.090700149536133","3.090700149536133"
"202000","3.0987067222595215","3.0987067222595215","3.0987067222595215"
"203000","3.097195625305176","3.097195625305176","3.097195625305176"
"204000","3.093510150909424","3.093510150909424","3.093510150909424"
"205000","3.090606451034546","3.090606451034546","3.090606451034546"
"206000","3.082078456878662","3.082078456878662","3.082078456878662"
"207000","3.084017038345337","3.084017038345337","3.084017038345337"
"208000","3.0917227268218994","3.0917227268218994","3.0917227268218994"
"209000","3.095236301422119","3.095236301422119","3.095236301422119"
"210000","3.0855445861816406","3.0855445861816406","3.0855445861816406"
"211000","3.092985153198242","3.092985153198242","3.092985153198242"
"212000","3.092184543609619","3.092184543609619","3.092184543609619"
"213000","3.0908052921295166","3.0908052921295166","3.0908052921295166"
"214000","3.0879225730895996","3.0879225730895996","3.0879225730895996"
"215000","3.0884323120117188","3.0884323120117188","3.0884323120117188"
"216000","3.0973119735717773","3.0973119735717773","3.0973119735717773"
"217000","3.0857696533203125","3.0857696533203125","3.0857696533203125"
"218000","3.0906662940979004","3.0906662940979004","3.0906662940979004"
"219000","3.0911521911621094","3.0911521911621094","3.0911521911621094"
"220000","3.0877139568328857","3.0877139568328857","3.0877139568328857"
"221000","3.0956578254699707","3.0956578254699707","3.0956578254699707"
"222000","3.1007304191589355","3.1007304191589355","3.1007304191589355"
"223000","3.0845093727111816","3.0845093727111816","3.0845093727111816"
"224000","3.0937154293060303","3.0937154293060303","3.0937154293060303"
"225000","3.086017608642578","3.086017608642578","3.086017608642578"
"226000","3.0854387283325195","3.0854387283325195","3.0854387283325195"
"227000","3.0850703716278076","3.0850703716278076","3.0850703716278076"
"228000","3.0945992469787598","3.0945992469787598","3.0945992469787598"
"229000","3.0858771800994873","3.0858771800994873","3.0858771800994873"
"230000","3.090118646621704","3.090118646621704","3.090118646621704"
"231000","3.0889735221862793","3.0889735221862793","3.0889735221862793"
"232000","3.0900540351867676","3.0900540351867676","3.0900540351867676"
"233000","3.0849149227142334","3.0849149227142334","3.0849149227142334"
"234000","3.0969812870025635","3.0969812870025635","3.0969812870025635"
"235000","3.0860438346862793","3.0860438346862793","3.0860438346862793"
"236000","3.0977678298950195","3.0977678298950195","3.0977678298950195"
"237000","3.1059648990631104","3.1059648990631104","3.1059648990631104"
"238000","3.0853946208953857","3.0853946208953857","3.0853946208953857"
"239000","3.083374500274658","3.083374500274658","3.083374500274658"
"240000","3.0943915843963623","3.0943915843963623","3.0943915843963623"
"241000","3.0777907371520996","3.0777907371520996","3.0777907371520996"
"242000","3.087542772293091","3.087542772293091","3.087542772293091"
"243000","3.0939548015594482","3.0939548015594482","3.0939548015594482"
"244000","3.083496332168579","3.083496332168579","3.083496332168579"
"246000","3.08039927482605","3.08039927482605","3.08039927482605"
"247000","3.0871989727020264","3.0871989727020264","3.0871989727020264"
"248000","3.08828067779541","3.08828067779541","3.08828067779541"
"249000","3.091493606567383","3.091493606567383","3.091493606567383"
"250000","3.0721399784088135","3.0721399784088135","3.0721399784088135"
"251000","3.0962579250335693","3.0962579250335693","3.0962579250335693"
"252000","3.079174280166626","3.079174280166626","3.079174280166626"
"253000","3.08402943611145","3.08402943611145","3.08402943611145"
"254000","3.106158494949341","3.106158494949341","3.106158494949341"
"255000","3.07918119430542","3.07918119430542","3.07918119430542"
"256000","3.071237087249756","3.071237087249756","3.071237087249756"
"257000","3.0760700702667236","3.0760700702667236","3.0760700702667236"
"258000","3.078996181488037","3.078996181488037","3.078996181488037"
"259000","3.086890459060669","3.086890459060669","3.086890459060669"
"260000","3.0901613235473633","3.0901613235473633","3.0901613235473633"
"261000","3.087865114212036","3.087865114212036","3.087865114212036"
"262000","3.0864646434783936","3.0864646434783936","3.0864646434783936"
"263000","3.07271146774292","3.07271146774292","3.07271146774292"
"264000","3.083528995513916","3.083528995513916","3.083528995513916"
"265000","3.0800869464874268","3.0800869464874268","3.0800869464874268"
"266000","3.072281837463379","3.072281837463379","3.072281837463379"
"267000","3.0756595134735107","3.0756595134735107","3.0756595134735107"
"268000","3.08333683013916","3.08333683013916","3.08333683013916"
"269000","3.077943801879883","3.077943801879883","3.077943801879883"
"270000","3.0870754718780518","3.0870754718780518","3.0870754718780518"
"271000","3.09141206741333","3.09141206741333","3.09141206741333"
"272000","3.070300340652466","3.070300340652466","3.070300340652466"
"273000","3.069904327392578","3.069904327392578","3.069904327392578"
"274000","3.069323778152466","3.069323778152466","3.069323778152466"
"275000","3.088423728942871","3.088423728942871","3.088423728942871"
"276000","3.0671093463897705","3.0671093463897705","3.0671093463897705"
"277000","3.072514533996582","3.072514533996582","3.072514533996582"
"278000","3.0863964557647705","3.0863964557647705","3.0863964557647705"
"279000","3.0688939094543457","3.0688939094543457","3.0688939094543457"
"280000","3.0704665184020996","3.0704665184020996","3.0704665184020996"
"281000","3.0737805366516113","3.0737805366516113","3.0737805366516113"
"282000","3.0774953365325928","3.0774953365325928","3.0774953365325928"
"283000","3.064117908477783","3.064117908477783","3.064117908477783"
"284000","3.07641339302063","3.07641339302063","3.07641339302063"
"285000","3.0685291290283203","3.0685291290283203","3.0685291290283203"
"286000","3.0698540210723877","3.0698540210723877","3.0698540210723877"
"287000","3.0741689205169678","3.0741689205169678","3.0741689205169678"
"288000","3.0795981884002686","3.0795981884002686","3.0795981884002686"
"289000","3.0655088424682617","3.0655088424682617","3.0655088424682617"
"290000","3.0729422569274902","3.0729422569274902","3.0729422569274902"
"291000","3.08040452003479","3.08040452003479","3.08040452003479"
"292000","3.071708917617798","3.071708917617798","3.071708917617798"
"293000","3.0752668380737305","3.0752668380737305","3.0752668380737305"
"294000","3.0642991065979004","3.0642991065979004","3.0642991065979004"
"295000","3.0669543743133545","3.0669543743133545","3.0669543743133545"
"296000","3.068612575531006","3.068612575531006","3.068612575531006"
"297000","3.060521364212036","3.060521364212036","3.060521364212036"
"298000","3.064509630203247","3.064509630203247","3.064509630203247"
"299000","3.0701024532318115","3.0701024532318115","3.0701024532318115"
"300000","3.070119619369507","3.070119619369507","3.070119619369507"
"301000","3.0603513717651367","3.0603513717651367","3.0603513717651367"
"302000","3.0546181201934814","3.0546181201934814","3.0546181201934814"
"303000","3.0624873638153076","3.0624873638153076","3.0624873638153076"
"304000","3.0671582221984863","3.0671582221984863","3.0671582221984863"
"305000","3.071885824203491","3.071885824203491","3.071885824203491"
"306000","3.0676536560058594","3.0676536560058594","3.0676536560058594"
"307000","3.072354793548584","3.072354793548584","3.072354793548584"
"308000","3.0681886672973633","3.0681886672973633","3.0681886672973633"
"309000","3.063232898712158","3.063232898712158","3.063232898712158"
"310000","3.0714521408081055","3.0714521408081055","3.0714521408081055"
"311000","3.065523147583008","3.065523147583008","3.065523147583008"
"312000","3.0579302310943604","3.0579302310943604","3.0579302310943604"
"313000","3.060882329940796","3.060882329940796","3.060882329940796"
"314000","3.062436580657959","3.062436580657959","3.062436580657959"
"315000","3.0650455951690674","3.0650455951690674","3.0650455951690674"
"316000","3.0570828914642334","3.0570828914642334","3.0570828914642334"
"317000","3.06372332572937","3.06372332572937","3.06372332572937"
"318000","3.0702638626098633","3.0702638626098633","3.0702638626098633"
"319000","3.0659055709838867","3.0659055709838867","3.0659055709838867"
"320000","3.0591089725494385","3.0591089725494385","3.0591089725494385"
"321000","3.052689790725708","3.052689790725708","3.052689790725708"
"322000","3.0533711910247803","3.0533711910247803","3.0533711910247803"
"323000","3.0651373863220215","3.0651373863220215","3.0651373863220215"
"324000","3.0686724185943604","3.0686724185943604","3.0686724185943604"
"325000","3.065960168838501","3.065960168838501","3.065960168838501"
"326000","3.0593440532684326","3.0593440532684326","3.0593440532684326"
"327000","3.070681095123291","3.070681095123291","3.070681095123291"
"328000","3.0570991039276123","3.0570991039276123","3.0570991039276123"
"329000","3.0577173233032227","3.0577173233032227","3.0577173233032227"
"330000","3.0576679706573486","3.0576679706573486","3.0576679706573486"
"331000","3.0587494373321533","3.0587494373321533","3.0587494373321533"
"332000","3.061919927597046","3.061919927597046","3.061919927597046"
"333000","3.05606746673584","3.05606746673584","3.05606746673584"
"334000","3.057337999343872","3.057337999343872","3.057337999343872"
"335000","3.0681309700012207","3.0681309700012207","3.0681309700012207"
"336000","3.0573818683624268","3.0573818683624268","3.0573818683624268"
"337000","3.058511972427368","3.058511972427368","3.058511972427368"
"338000","3.0637259483337402","3.0637259483337402","3.0637259483337402"
"339000","3.050497531890869","3.050497531890869","3.050497531890869"
"340000","3.052086591720581","3.052086591720581","3.052086591720581"
"341000","3.058462619781494","3.058462619781494","3.058462619781494"
"342000","3.0646770000457764","3.0646770000457764","3.0646770000457764"
"343000","3.053961992263794","3.053961992263794","3.053961992263794"
"344000","3.0561561584472656","3.0561561584472656","3.0561561584472656"
"345000","3.063150644302368","3.063150644302368","3.063150644302368"
"346000","3.056366205215454","3.056366205215454","3.056366205215454"
"347000","3.06847882270813","3.06847882270813","3.06847882270813"
"348000","3.062694549560547","3.062694549560547","3.062694549560547"
"349000","3.0583250522613525","3.0583250522613525","3.0583250522613525"
"350000","3.062953233718872","3.062953233718872","3.062953233718872"
"351000","3.0502421855926514","3.0502421855926514","3.0502421855926514"
"352000","3.049238443374634","3.049238443374634","3.049238443374634"
"353000","3.0495786666870117","3.0495786666870117","3.0495786666870117"
"354000","3.0654351711273193","3.0654351711273193","3.0654351711273193"
"355000","3.0649919509887695","3.0649919509887695","3.0649919509887695"
"356000","3.0570528507232666","3.0570528507232666","3.0570528507232666"
"357000","3.0597951412200928","3.0597951412200928","3.0597951412200928"
"358000","3.0585529804229736","3.0585529804229736","3.0585529804229736"
"359000","3.0512306690216064","3.0512306690216064","3.0512306690216064"
"360000","3.055251121520996","3.055251121520996","3.055251121520996"
"361000","3.055159568786621","3.055159568786621","3.055159568786621"
"362000","3.048734188079834","3.048734188079834","3.048734188079834"
"363000","3.051206111907959","3.051206111907959","3.051206111907959"
"364000","3.0567920207977295","3.0567920207977295","3.0567920207977295"
"365000","3.049499750137329","3.049499750137329","3.049499750137329"
"366000","3.046513080596924","3.046513080596924","3.046513080596924"
"367000","3.051084518432617","3.051084518432617","3.051084518432617"
"368000","3.047034502029419","3.047034502029419","3.047034502029419"
"369000","3.0469255447387695","3.0469255447387695","3.0469255447387695"
"370000","3.047377109527588","3.047377109527588","3.047377109527588"
"371000","3.0451807975769043","3.0451807975769043","3.0451807975769043"
"372000","3.0472495555877686","3.0472495555877686","3.0472495555877686"
"373000","3.0450785160064697","3.0450785160064697","3.0450785160064697"
"374000","3.051637887954712","3.051637887954712","3.051637887954712"
"375000","3.04899525642395","3.04899525642395","3.04899525642395"
"376000","3.0571560859680176","3.0571560859680176","3.0571560859680176"
"377000","3.0462892055511475","3.0462892055511475","3.0462892055511475"
"378000","3.051405906677246","3.051405906677246","3.051405906677246"
"379000","3.0445713996887207","3.0445713996887207","3.0445713996887207"
"380000","3.0456480979919434","3.0456480979919434","3.0456480979919434"
"381000","3.043443441390991","3.043443441390991","3.043443441390991"
"382000","3.0515573024749756","3.0515573024749756","3.0515573024749756"
"383000","3.0444655418395996","3.0444655418395996","3.0444655418395996"
"384000","3.0550537109375","3.0550537109375","3.0550537109375"
"385000","3.0508551597595215","3.0508551597595215","3.0508551597595215"
"386000","3.0423855781555176","3.0423855781555176","3.0423855781555176"
"387000","3.047217607498169","3.047217607498169","3.047217607498169"
"388000","3.052760124206543","3.052760124206543","3.052760124206543"
"389000","3.0456972122192383","3.0456972122192383","3.0456972122192383"
"390000","3.0474138259887695","3.0474138259887695","3.0474138259887695"
"391000","3.045285940170288","3.045285940170288","3.045285940170288"
"392000","3.046626091003418","3.046626091003418","3.046626091003418"
"393000","3.0487589836120605","3.0487589836120605","3.0487589836120605"
"394000","3.052065134048462","3.052065134048462","3.052065134048462"
"395000","3.0461959838867188","3.0461959838867188","3.0461959838867188"
"396000","3.0532102584838867","3.0532102584838867","3.0532102584838867"
"397000","3.045348882675171","3.045348882675171","3.045348882675171"
"398000","3.0430145263671875","3.0430145263671875","3.0430145263671875"
"399000","3.053128957748413","3.053128957748413","3.053128957748413"
"400000","3.0484681129455566","3.0484681129455566","3.0484681129455566"
"401000","3.0476672649383545","3.0476672649383545","3.0476672649383545"
"402000","3.0434083938598633","3.0434083938598633","3.0434083938598633"
"403000","3.046665906906128","3.046665906906128","3.046665906906128"
"404000","3.0450098514556885","3.0450098514556885","3.0450098514556885"
"405000","3.046365976333618","3.046365976333618","3.046365976333618"
"406000","3.0452120304107666","3.0452120304107666","3.0452120304107666"
"407000","3.0411376953125","3.0411376953125","3.0411376953125"
"408000","3.037585973739624","3.037585973739624","3.037585973739624"
"409000","3.058208703994751","3.058208703994751","3.058208703994751"
"410000","3.045022487640381","3.045022487640381","3.045022487640381"
"411000","3.035520315170288","3.035520315170288","3.035520315170288"
"412000","3.047407388687134","3.047407388687134","3.047407388687134"
"413000","3.05717396736145","3.05717396736145","3.05717396736145"
"414000","3.038062810897827","3.038062810897827","3.038062810897827"
"415000","3.0469510555267334","3.0469510555267334","3.0469510555267334"
"416000","3.0463390350341797","3.0463390350341797","3.0463390350341797"
"417000","3.0521047115325928","3.0521047115325928","3.0521047115325928"
"418000","3.0520079135894775","3.0520079135894775","3.0520079135894775"
"419000","3.042494297027588","3.042494297027588","3.042494297027588"
"420000","3.038452386856079","3.038452386856079","3.038452386856079"
"421000","3.035672187805176","3.035672187805176","3.035672187805176"
"422000","3.044041156768799","3.044041156768799","3.044041156768799"
"423000","3.0385212898254395","3.0385212898254395","3.0385212898254395"
"424000","3.043501138687134","3.043501138687134","3.043501138687134"
"425000","3.043302059173584","3.043302059173584","3.043302059173584"
"426000","3.041907787322998","3.041907787322998","3.041907787322998"
"427000","3.0420989990234375","3.0420989990234375","3.0420989990234375"
"428000","3.044618606567383","3.044618606567383","3.044618606567383"
"429000","3.0411696434020996","3.0411696434020996","3.0411696434020996"
"430000","3.0482566356658936","3.0482566356658936","3.0482566356658936"
"431000","3.0326273441314697","3.0326273441314697","3.0326273441314697"
"432000","3.03572416305542","3.03572416305542","3.03572416305542"
"433000","3.0448927879333496","3.0448927879333496","3.0448927879333496"
"434000","3.0400547981262207","3.0400547981262207","3.0400547981262207"
"435000","3.037125587463379","3.037125587463379","3.037125587463379"
"436000","3.0432307720184326","3.0432307720184326","3.0432307720184326"
"437000","3.0401673316955566","3.0401673316955566","3.0401673316955566"
"438000","3.0420126914978027","3.0420126914978027","3.0420126914978027"
"439000","3.0345113277435303","3.0345113277435303","3.0345113277435303"
"440000","3.0422732830047607","3.0422732830047607","3.0422732830047607"
"441000","3.032754421234131","3.032754421234131","3.032754421234131"
"442000","3.0317699909210205","3.0317699909210205","3.0317699909210205"
"443000","3.030839443206787","3.030839443206787","3.030839443206787"
"444000","3.0366053581237793","3.0366053581237793","3.0366053581237793"
"445000","3.0446226596832275","3.0446226596832275","3.0446226596832275"
"446000","3.0338826179504395","3.0338826179504395","3.0338826179504395"
"449000","3.0287771224975586","3.0287771224975586","3.0287771224975586"
