"Step","OLMo-7B-run-038 - eval/ptb-validation/Perplexity","OLMo-7B-run-038 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-038 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-037 - eval/ptb-validation/Perplexity","OLMo-7B-run-037 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-037 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-036 - eval/ptb-validation/Perplexity","OLMo-7B-run-036 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-036 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-035 - eval/ptb-validation/Perplexity","OLMo-7B-run-035 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-035 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-034 - eval/ptb-validation/Perplexity","OLMo-7B-run-034 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-034 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-033 - eval/ptb-validation/Perplexity","OLMo-7B-run-033 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-033 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-032 - eval/ptb-validation/Perplexity","OLMo-7B-run-032 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-032 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-031 - eval/ptb-validation/Perplexity","OLMo-7B-run-031 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-031 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-030 - eval/ptb-validation/Perplexity","OLMo-7B-run-030 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-030 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-029 - eval/ptb-validation/Perplexity","OLMo-7B-run-029 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-029 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-027 - eval/ptb-validation/Perplexity","OLMo-7B-run-027 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-027 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-026 - eval/ptb-validation/Perplexity","OLMo-7B-run-026 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-026 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-025 - eval/ptb-validation/Perplexity","OLMo-7B-run-025 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-025 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-024 - eval/ptb-validation/Perplexity","OLMo-7B-run-024 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-024 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-023 - eval/ptb-validation/Perplexity","OLMo-7B-run-023 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-023 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-022 - eval/ptb-validation/Perplexity","OLMo-7B-run-022 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-022 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-021 - eval/ptb-validation/Perplexity","OLMo-7B-run-021 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-021 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-020 - eval/ptb-validation/Perplexity","OLMo-7B-run-020 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-020 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-019 - eval/ptb-validation/Perplexity","OLMo-7B-run-019 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-019 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-018 - eval/ptb-validation/Perplexity","OLMo-7B-run-018 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-018 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-017 - eval/ptb-validation/Perplexity","OLMo-7B-run-017 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-017 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-016 - eval/ptb-validation/Perplexity","OLMo-7B-run-016 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-016 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-015 - eval/ptb-validation/Perplexity","OLMo-7B-run-015 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-015 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-014 - eval/ptb-validation/Perplexity","OLMo-7B-run-014 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-014 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-013 - eval/ptb-validation/Perplexity","OLMo-7B-run-013 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-013 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-012 - eval/ptb-validation/Perplexity","OLMo-7B-run-012 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-012 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-011 - eval/ptb-validation/Perplexity","OLMo-7B-run-011 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-011 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-010 - eval/ptb-validation/Perplexity","OLMo-7B-run-010 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-010 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-009 - eval/ptb-validation/Perplexity","OLMo-7B-run-009 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-009 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-008 - eval/ptb-validation/Perplexity","OLMo-7B-run-008 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-008 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-007 - eval/ptb-validation/Perplexity","OLMo-7B-run-007 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-007 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-006 - eval/ptb-validation/Perplexity","OLMo-7B-run-006 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-006 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-005 - eval/ptb-validation/Perplexity","OLMo-7B-run-005 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-005 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-004 - eval/ptb-validation/Perplexity","OLMo-7B-run-004 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-004 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-003 - eval/ptb-validation/Perplexity","OLMo-7B-run-003 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-003 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-002 - eval/ptb-validation/Perplexity","OLMo-7B-run-002 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-002 - eval/ptb-validation/Perplexity__MAX"
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.472408294677734","23.472408294677734","23.472408294677734"
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.815448760986328","22.815448760986328","22.815448760986328"
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.02363395690918","22.02363395690918","22.02363395690918"
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5784854888916","21.5784854888916","21.5784854888916"
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.708982467651367","21.708982467651367","21.708982467651367"
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.09144401550293","21.09144401550293","21.09144401550293"
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.921377182006836","20.921377182006836","20.921377182006836"
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.41352081298828","21.41352081298828","21.41352081298828"
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.395339965820312","20.395339965820312","20.395339965820312"
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.315641403198242","20.315641403198242","20.315641403198242"
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.30339241027832","20.30339241027832","20.30339241027832"
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.921396255493164","19.921396255493164","19.921396255493164"
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.71334457397461","19.71334457397461","19.71334457397461"
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.534591674804688","19.534591674804688","19.534591674804688"
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.224735260009766","19.224735260009766","19.224735260009766"
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.887821197509766","18.887821197509766","18.887821197509766"
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.695175170898438","18.695175170898438","18.695175170898438"
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.95819854736328","18.95819854736328","18.95819854736328"
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.659299850463867","18.659299850463867","18.659299850463867"
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.65814781188965","18.65814781188965","18.65814781188965","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.747114181518555","18.747114181518555","18.747114181518555","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.364177703857422","18.364177703857422","18.364177703857422","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.38625144958496","18.38625144958496","18.38625144958496","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.216243743896484","18.216243743896484","18.216243743896484","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.130678176879883","18.130678176879883","18.130678176879883","","",""
