"Step","Group: OLMo-1B - eval/downstream/sst2_acc","Group: OLMo-1B - eval/downstream/sst2_acc__MIN","Group: OLMo-1B - eval/downstream/sst2_acc__MAX"
"1000","0.521789014339447","0.521789014339447","0.521789014339447"
"2000","0.4931192696094513","0.4931192696094513","0.4931192696094513"
"3000","0.4931192696094513","0.4931192696094513","0.4931192696094513"
"4000","0.49655961990356445","0.49655961990356445","0.49655961990356445"
"5000","0.48967888951301575","0.48967888951301575","0.48967888951301575"
"6000","0.5080274939537048","0.5080274939537048","0.5080274939537048"
"7000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"8000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"9000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"10000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"11000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"12000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"13000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"14000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"15000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"16000","0.4919724762439728","0.4919724762439728","0.4919724762439728"
"17000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"18000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"19000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"20000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"21000","0.5011467933654785","0.5011467933654785","0.5011467933654785"
"22000","0.5103210806846619","0.5103210806846619","0.5103210806846619"
"23000","0.5516055226325989","0.5516055226325989","0.5516055226325989"
"24000","0.5011467933654785","0.5011467933654785","0.5011467933654785"
"25000","0.51949542760849","0.51949542760849","0.51949542760849"
"26000","0.49770641326904297","0.49770641326904297","0.49770641326904297"
"27000","0.5011467933654785","0.5011467933654785","0.5011467933654785"
"28000","0.5825688242912292","0.5825688242912292","0.5825688242912292"
"29000","0.5665137767791748","0.5665137767791748","0.5665137767791748"
"30000","0.517201840877533","0.517201840877533","0.517201840877533"
"31000","0.5091742873191833","0.5091742873191833","0.5091742873191833"
"32000","0.5447247624397278","0.5447247624397278","0.5447247624397278"
"33000","0.603210985660553","0.603210985660553","0.603210985660553"
"34000","0.4954128563404083","0.4954128563404083","0.4954128563404083"
"35000","0.517201840877533","0.517201840877533","0.517201840877533"
"36000","0.517201840877533","0.517201840877533","0.517201840877533"
"37000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"38000","0.5699541568756104","0.5699541568756104","0.5699541568756104"
"39000","0.5516055226325989","0.5516055226325989","0.5516055226325989"
"40000","0.6112385392189026","0.6112385392189026","0.6112385392189026"
"41000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"42000","0.5470183491706848","0.5470183491706848","0.5470183491706848"
"43000","0.6238532066345215","0.6238532066345215","0.6238532066345215"
"44000","0.521789014339447","0.521789014339447","0.521789014339447"
"45000","0.49655961990356445","0.49655961990356445","0.49655961990356445"
"46000","0.6433486342430115","0.6433486342430115","0.6433486342430115"
"47000","0.5412843823432922","0.5412843823432922","0.5412843823432922"
"48000","0.6662843823432922","0.6662843823432922","0.6662843823432922"
"49000","0.627293586730957","0.627293586730957","0.627293586730957"
"50000","0.5722476840019226","0.5722476840019226","0.5722476840019226"
"51000","0.5206422209739685","0.5206422209739685","0.5206422209739685"
"52000","0.5126146674156189","0.5126146674156189","0.5126146674156189"
"53000","0.6972476840019226","0.6972476840019226","0.6972476840019226"
"54000","0.5137614607810974","0.5137614607810974","0.5137614607810974"
"55000","0.6743119359016418","0.6743119359016418","0.6743119359016418"
"56000","0.5355504751205444","0.5355504751205444","0.5355504751205444"
"57000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"58000","0.6009174585342407","0.6009174585342407","0.6009174585342407"
"59000","0.5401375889778137","0.5401375889778137","0.5401375889778137"
"60000","0.5619266033172607","0.5619266033172607","0.5619266033172607"
"61000","0.607798159122467","0.607798159122467","0.607798159122467"
"62000","0.5057339668273926","0.5057339668273926","0.5057339668273926"
"63000","0.6009174585342407","0.6009174585342407","0.6009174585342407"
"64000","0.6318807601928711","0.6318807601928711","0.6318807601928711"
"65000","0.4919724762439728","0.4919724762439728","0.4919724762439728"
"66000","0.53899085521698","0.53899085521698","0.53899085521698"
"67000","0.5275229215621948","0.5275229215621948","0.5275229215621948"
"68000","0.5034403800964355","0.5034403800964355","0.5034403800964355"
"69000","0.6697247624397278","0.6697247624397278","0.6697247624397278"
"70000","0.5848624110221863","0.5848624110221863","0.5848624110221863"
"71000","0.6525229215621948","0.6525229215621948","0.6525229215621948"
"72000","0.627293586730957","0.627293586730957","0.627293586730957"
"73000","0.5607798099517822","0.5607798099517822","0.5607798099517822"
"74000","0.5229358077049255","0.5229358077049255","0.5229358077049255"
"75000","0.7247706651687622","0.7247706651687622","0.7247706651687622"
"76000","0.646789014339447","0.646789014339447","0.646789014339447"
"77000","0.5298165082931519","0.5298165082931519","0.5298165082931519"
"78000","0.48967888951301575","0.48967888951301575","0.48967888951301575"
"79000","0.5137614607810974","0.5137614607810974","0.5137614607810974"
"80000","0.5963302850723267","0.5963302850723267","0.5963302850723267"
"81000","0.5034403800964355","0.5034403800964355","0.5034403800964355"
"82000","0.4954128563404083","0.4954128563404083","0.4954128563404083"
"83000","0.5","0.5","0.5"
"84000","0.5619266033172607","0.5619266033172607","0.5619266033172607"
"85000","0.7029816508293152","0.7029816508293152","0.7029816508293152"
"86000","0.6433486342430115","0.6433486342430115","0.6433486342430115"
"87000","0.6353210806846619","0.6353210806846619","0.6353210806846619"
"88000","0.5963302850723267","0.5963302850723267","0.5963302850723267"
"89000","0.5057339668273926","0.5057339668273926","0.5057339668273926"
"90000","0.6857798099517822","0.6857798099517822","0.6857798099517822"
"91000","0.6123853325843811","0.6123853325843811","0.6123853325843811"
"92000","0.5997706651687622","0.5997706651687622","0.5997706651687622"
"93000","0.5424311757087708","0.5424311757087708","0.5424311757087708"
"94000","0.6284403800964355","0.6284403800964355","0.6284403800964355"
"95000","0.6788991093635559","0.6788991093635559","0.6788991093635559"
"96000","0.5126146674156189","0.5126146674156189","0.5126146674156189"
"97000","0.6318807601928711","0.6318807601928711","0.6318807601928711"
"98000","0.5722476840019226","0.5722476840019226","0.5722476840019226"
"99000","0.5630733966827393","0.5630733966827393","0.5630733966827393"
"100000","0.5355504751205444","0.5355504751205444","0.5355504751205444"
"101000","0.5711008906364441","0.5711008906364441","0.5711008906364441"
"102000","0.6708715558052063","0.6708715558052063","0.6708715558052063"
"103000","0.6571100950241089","0.6571100950241089","0.6571100950241089"
"104000","0.6961008906364441","0.6961008906364441","0.6961008906364441"
"105000","0.603210985660553","0.603210985660553","0.603210985660553"
"106000","0.6479358077049255","0.6479358077049255","0.6479358077049255"
"107000","0.5940366983413696","0.5940366983413696","0.5940366983413696"
"108000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"109000","0.5286697149276733","0.5286697149276733","0.5286697149276733"
"110000","0.5229358077049255","0.5229358077049255","0.5229358077049255"
"111000","0.5561926364898682","0.5561926364898682","0.5561926364898682"
"112000","0.6548165082931519","0.6548165082931519","0.6548165082931519"
"113000","0.7087156176567078","0.7087156176567078","0.7087156176567078"
"114000","0.6158257126808167","0.6158257126808167","0.6158257126808167"
"115000","0.6915137767791748","0.6915137767791748","0.6915137767791748"
"116000","0.7190366983413696","0.7190366983413696","0.7190366983413696"
"117000","0.6341742873191833","0.6341742873191833","0.6341742873191833"
"118000","0.6284403800964355","0.6284403800964355","0.6284403800964355"
"119000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"120000","0.5160550475120544","0.5160550475120544","0.5160550475120544"
"121000","0.5126146674156189","0.5126146674156189","0.5126146674156189"
"122000","0.5424311757087708","0.5424311757087708","0.5424311757087708"
"123000","0.7075688242912292","0.7075688242912292","0.7075688242912292"
"124000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"125000","0.4919724762439728","0.4919724762439728","0.4919724762439728"
"126000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"127000","0.4931192696094513","0.4931192696094513","0.4931192696094513"
"128000","0.5676605701446533","0.5676605701446533","0.5676605701446533"
"129000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"130000","0.603210985660553","0.603210985660553","0.603210985660553"
"131000","0.5493119359016418","0.5493119359016418","0.5493119359016418"
"132000","0.49082568287849426","0.49082568287849426","0.49082568287849426"
"133000","0.502293586730957","0.502293586730957","0.502293586730957"
"134000","0.4931192696094513","0.4931192696094513","0.4931192696094513"
"135000","0.5630733966827393","0.5630733966827393","0.5630733966827393"
"136000","0.5688073635101318","0.5688073635101318","0.5688073635101318"
"137000","0.5068807601928711","0.5068807601928711","0.5068807601928711"
"138000","0.5160550475120544","0.5160550475120544","0.5160550475120544"
"139000","0.64449542760849","0.64449542760849","0.64449542760849"
"140000","0.49770641326904297","0.49770641326904297","0.49770641326904297"
"141000","0.6892201900482178","0.6892201900482178","0.6892201900482178"
"142000","0.6961008906364441","0.6961008906364441","0.6961008906364441"
"143000","0.5080274939537048","0.5080274939537048","0.5080274939537048"
"144000","0.6479358077049255","0.6479358077049255","0.6479358077049255"
"145000","0.5126146674156189","0.5126146674156189","0.5126146674156189"
"146000","0.5779816508293152","0.5779816508293152","0.5779816508293152"
"147000","0.6112385392189026","0.6112385392189026","0.6112385392189026"
"148000","0.6525229215621948","0.6525229215621948","0.6525229215621948"
"149000","0.713302731513977","0.713302731513977","0.713302731513977"
