"Step","OLMo-7B-Twin-2T-run-024 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/mc4_en-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/mc4_en-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/mc4_en-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/mc4_en-validation/CrossEntropyLoss__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.358271598815918","4.358271598815918","4.358271598815918"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.635049819946289","3.635049819946289","3.635049819946289","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3398008346557617","3.3398008346557617","3.3398008346557617","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.171086072921753","3.171086072921753","3.171086072921753","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0535566806793213","3.0535566806793213","3.0535566806793213","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9745683670043945","2.9745683670043945","2.9745683670043945","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.209590435028076","3.209590435028076","3.209590435028076","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.860173225402832","2.860173225402832","2.860173225402832","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8103742599487305","2.8103742599487305","2.8103742599487305","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7836008071899414","2.7836008071899414","2.7836008071899414","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7450058460235596","2.7450058460235596","2.7450058460235596","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7176778316497803","2.7176778316497803","2.7176778316497803","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6950831413269043","2.6950831413269043","2.6950831413269043","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6750404834747314","2.6750404834747314","2.6750404834747314","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.657641887664795","2.657641887664795","2.657641887664795","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.638852119445801","2.638852119445801","2.638852119445801","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6226449012756348","2.6226449012756348","2.6226449012756348","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6365582942962646","2.6365582942962646","2.6365582942962646","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5989668369293213","2.5989668369293213","2.5989668369293213","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58601713180542","2.58601713180542","2.58601713180542","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5693705081939697","2.5693705081939697","2.5693705081939697","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5609169006347656","2.5609169006347656","2.5609169006347656","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.553234338760376","2.553234338760376","2.553234338760376","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.540360927581787","2.540360927581787","2.540360927581787","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5528557300567627","2.5528557300567627","2.5528557300567627","","",""
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5299761295318604","2.5299761295318604","2.5299761295318604","","",""
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.520202159881592","2.520202159881592","2.520202159881592","","",""
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5093424320220947","2.5093424320220947","2.5093424320220947","","",""
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.500469207763672","2.500469207763672","2.500469207763672","","",""
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.494865894317627","2.494865894317627","2.494865894317627","","",""
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5150389671325684","2.5150389671325684","2.5150389671325684","","",""
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4871554374694824","2.4871554374694824","2.4871554374694824","","",""
