"Step","OLMo-7B-run-038 - eval/gab-validation/Perplexity","OLMo-7B-run-038 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-038 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-037 - eval/gab-validation/Perplexity","OLMo-7B-run-037 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-037 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-036 - eval/gab-validation/Perplexity","OLMo-7B-run-036 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-036 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-035 - eval/gab-validation/Perplexity","OLMo-7B-run-035 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-035 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-034 - eval/gab-validation/Perplexity","OLMo-7B-run-034 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-034 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-033 - eval/gab-validation/Perplexity","OLMo-7B-run-033 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-033 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-032 - eval/gab-validation/Perplexity","OLMo-7B-run-032 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-032 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-031 - eval/gab-validation/Perplexity","OLMo-7B-run-031 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-031 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-030 - eval/gab-validation/Perplexity","OLMo-7B-run-030 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-030 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-029 - eval/gab-validation/Perplexity","OLMo-7B-run-029 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-029 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-027 - eval/gab-validation/Perplexity","OLMo-7B-run-027 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-027 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-026 - eval/gab-validation/Perplexity","OLMo-7B-run-026 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-026 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-025 - eval/gab-validation/Perplexity","OLMo-7B-run-025 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-025 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-024 - eval/gab-validation/Perplexity","OLMo-7B-run-024 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-024 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-023 - eval/gab-validation/Perplexity","OLMo-7B-run-023 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-023 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-022 - eval/gab-validation/Perplexity","OLMo-7B-run-022 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-022 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-021 - eval/gab-validation/Perplexity","OLMo-7B-run-021 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-021 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-020 - eval/gab-validation/Perplexity","OLMo-7B-run-020 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-020 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-019 - eval/gab-validation/Perplexity","OLMo-7B-run-019 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-019 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-018 - eval/gab-validation/Perplexity","OLMo-7B-run-018 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-018 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-017 - eval/gab-validation/Perplexity","OLMo-7B-run-017 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-017 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-016 - eval/gab-validation/Perplexity","OLMo-7B-run-016 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-016 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-015 - eval/gab-validation/Perplexity","OLMo-7B-run-015 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-015 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-014 - eval/gab-validation/Perplexity","OLMo-7B-run-014 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-014 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-013 - eval/gab-validation/Perplexity","OLMo-7B-run-013 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-013 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-012 - eval/gab-validation/Perplexity","OLMo-7B-run-012 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-012 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-011 - eval/gab-validation/Perplexity","OLMo-7B-run-011 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-011 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-010 - eval/gab-validation/Perplexity","OLMo-7B-run-010 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-010 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-009 - eval/gab-validation/Perplexity","OLMo-7B-run-009 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-009 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-008 - eval/gab-validation/Perplexity","OLMo-7B-run-008 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-008 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-007 - eval/gab-validation/Perplexity","OLMo-7B-run-007 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-007 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-006 - eval/gab-validation/Perplexity","OLMo-7B-run-006 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-006 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-005 - eval/gab-validation/Perplexity","OLMo-7B-run-005 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-005 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-004 - eval/gab-validation/Perplexity","OLMo-7B-run-004 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-004 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-003 - eval/gab-validation/Perplexity","OLMo-7B-run-003 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-003 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-002 - eval/gab-validation/Perplexity","OLMo-7B-run-002 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-002 - eval/gab-validation/Perplexity__MAX"
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.01210403442383","32.01210403442383","32.01210403442383"
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.434185028076172","31.434185028076172","31.434185028076172"
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.227815628051758","31.227815628051758","31.227815628051758"
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.76973533630371","30.76973533630371","30.76973533630371"
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.672361373901367","30.672361373901367","30.672361373901367"
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.23257064819336","30.23257064819336","30.23257064819336"
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.870065689086914","29.870065689086914","29.870065689086914"
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.719758987426758","29.719758987426758","29.719758987426758"
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.673250198364258","29.673250198364258","29.673250198364258"
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.52300453186035","29.52300453186035","29.52300453186035"
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.354995727539062","29.354995727539062","29.354995727539062"
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.244197845458984","29.244197845458984","29.244197845458984"
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.78211212158203","28.78211212158203","28.78211212158203"
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.84006690979004","28.84006690979004","28.84006690979004"
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.515836715698242","28.515836715698242","28.515836715698242"
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.730417251586914","28.730417251586914","28.730417251586914"
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.271434783935547","28.271434783935547","28.271434783935547"
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.08681297302246","28.08681297302246","28.08681297302246"
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.858203887939453","27.858203887939453","27.858203887939453"
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.829313278198242","27.829313278198242","27.829313278198242","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.70713233947754","27.70713233947754","27.70713233947754","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.554956436157227","27.554956436157227","27.554956436157227","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.328853607177734","27.328853607177734","27.328853607177734","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.355785369873047","27.355785369873047","27.355785369873047","","",""
