"Step","Group: OLMo-1B - eval/downstream/arc_easy_acc","Group: OLMo-1B - eval/downstream/arc_easy_acc__MIN","Group: OLMo-1B - eval/downstream/arc_easy_acc__MAX"
"1000","0.30877193808555603","0.30877193808555603","0.30877193808555603"
"2000","0.3491227924823761","0.3491227924823761","0.3491227924823761"
"3000","0.42105263471603394","0.42105263471603394","0.42105263471603394"
"4000","0.4350877106189728","0.4350877106189728","0.4350877106189728"
"5000","0.46666666865348816","0.46666666865348816","0.46666666865348816"
"6000","0.4578947424888611","0.4578947424888611","0.4578947424888611"
"7000","0.4842105209827423","0.4842105209827423","0.4842105209827423"
"8000","0.4649122953414917","0.4649122953414917","0.4649122953414917"
"9000","0.46666666865348816","0.46666666865348816","0.46666666865348816"
"10000","0.4771929681301117","0.4771929681301117","0.4771929681301117"
"11000","0.5","0.5","0.5"
"12000","0.4964912235736847","0.4964912235736847","0.4964912235736847"
"13000","0.4912280738353729","0.4912280738353729","0.4912280738353729"
"14000","0.4771929681301117","0.4771929681301117","0.4771929681301117"
"15000","0.4842105209827423","0.4842105209827423","0.4842105209827423"
"16000","0.5017544031143188","0.5017544031143188","0.5017544031143188"
"17000","0.48245614767074585","0.48245614767074585","0.48245614767074585"
"18000","0.4771929681301117","0.4771929681301117","0.4771929681301117"
"19000","0.4929824471473694","0.4929824471473694","0.4929824471473694"
"20000","0.4877192974090576","0.4877192974090576","0.4877192974090576"
"21000","0.5035087466239929","0.5035087466239929","0.5035087466239929"
"22000","0.4894736707210541","0.4894736707210541","0.4894736707210541"
"23000","0.4929824471473694","0.4929824471473694","0.4929824471473694"
"24000","0.5122807025909424","0.5122807025909424","0.5122807025909424"
"25000","0.5105262994766235","0.5105262994766235","0.5105262994766235"
"26000","0.47894737124443054","0.47894737124443054","0.47894737124443054"
"27000","0.5035087466239929","0.5035087466239929","0.5035087466239929"
"28000","0.5245614051818848","0.5245614051818848","0.5245614051818848"
"29000","0.5035087466239929","0.5035087466239929","0.5035087466239929"
"30000","0.5280701518058777","0.5280701518058777","0.5280701518058777"
"31000","0.5157894492149353","0.5157894492149353","0.5157894492149353"
"32000","0.5210526585578918","0.5210526585578918","0.5210526585578918"
"33000","0.5070175528526306","0.5070175528526306","0.5070175528526306"
"34000","0.5157894492149353","0.5157894492149353","0.5157894492149353"
"35000","0.519298255443573","0.519298255443573","0.519298255443573"
"36000","0.5245614051818848","0.5245614051818848","0.5245614051818848"
"37000","0.5438596606254578","0.5438596606254578","0.5438596606254578"
"38000","0.5438596606254578","0.5438596606254578","0.5438596606254578"
"39000","0.5350877046585083","0.5350877046585083","0.5350877046585083"
"40000","0.5403508543968201","0.5403508543968201","0.5403508543968201"
"41000","0.5175438523292542","0.5175438523292542","0.5175438523292542"
"42000","0.5438596606254578","0.5438596606254578","0.5438596606254578"
"43000","0.5140351057052612","0.5140351057052612","0.5140351057052612"
"44000","0.5596491098403931","0.5596491098403931","0.5596491098403931"
"45000","0.538596510887146","0.538596510887146","0.538596510887146"
"46000","0.5491228103637695","0.5491228103637695","0.5491228103637695"
"47000","0.5614035129547119","0.5614035129547119","0.5614035129547119"
"48000","0.538596510887146","0.538596510887146","0.538596510887146"
"49000","0.5561403632164001","0.5561403632164001","0.5561403632164001"
"50000","0.538596510887146","0.538596510887146","0.538596510887146"
"51000","0.5473684072494507","0.5473684072494507","0.5473684072494507"
"52000","0.5491228103637695","0.5491228103637695","0.5491228103637695"
"53000","0.5456140637397766","0.5456140637397766","0.5456140637397766"
"54000","0.557894766330719","0.557894766330719","0.557894766330719"
"55000","0.5596491098403931","0.5596491098403931","0.5596491098403931"
"56000","0.5403508543968201","0.5403508543968201","0.5403508543968201"
"57000","0.5596491098403931","0.5596491098403931","0.5596491098403931"
"58000","0.5526315569877625","0.5526315569877625","0.5526315569877625"
"59000","0.5543859601020813","0.5543859601020813","0.5543859601020813"
"60000","0.5561403632164001","0.5561403632164001","0.5561403632164001"
"61000","0.5561403632164001","0.5561403632164001","0.5561403632164001"
"62000","0.5491228103637695","0.5491228103637695","0.5491228103637695"
"63000","0.538596510887146","0.538596510887146","0.538596510887146"
"64000","0.557894766330719","0.557894766330719","0.557894766330719"
"65000","0.5631579160690308","0.5631579160690308","0.5631579160690308"
"66000","0.5403508543968201","0.5403508543968201","0.5403508543968201"
"67000","0.5421052575111389","0.5421052575111389","0.5421052575111389"
"68000","0.5561403632164001","0.5561403632164001","0.5561403632164001"
"69000","0.5561403632164001","0.5561403632164001","0.5561403632164001"
"70000","0.557894766330719","0.557894766330719","0.557894766330719"
"71000","0.5596491098403931","0.5596491098403931","0.5596491098403931"
"72000","0.5701754093170166","0.5701754093170166","0.5701754093170166"
"73000","0.5473684072494507","0.5473684072494507","0.5473684072494507"
"74000","0.5614035129547119","0.5614035129547119","0.5614035129547119"
"75000","0.5596491098403931","0.5596491098403931","0.5596491098403931"
"76000","0.5614035129547119","0.5614035129547119","0.5614035129547119"
"77000","0.5561403632164001","0.5561403632164001","0.5561403632164001"
"78000","0.5508772134780884","0.5508772134780884","0.5508772134780884"
"79000","0.5649122595787048","0.5649122595787048","0.5649122595787048"
"80000","0.5526315569877625","0.5526315569877625","0.5526315569877625"
"81000","0.5543859601020813","0.5543859601020813","0.5543859601020813"
"82000","0.5403508543968201","0.5403508543968201","0.5403508543968201"
"83000","0.5543859601020813","0.5543859601020813","0.5543859601020813"
"84000","0.5684210658073425","0.5684210658073425","0.5684210658073425"
"85000","0.5561403632164001","0.5561403632164001","0.5561403632164001"
"86000","0.5508772134780884","0.5508772134780884","0.5508772134780884"
"87000","0.5736842155456543","0.5736842155456543","0.5736842155456543"
"88000","0.5701754093170166","0.5701754093170166","0.5701754093170166"
"89000","0.5684210658073425","0.5684210658073425","0.5684210658073425"
"90000","0.5666666626930237","0.5666666626930237","0.5666666626930237"
"91000","0.5631579160690308","0.5631579160690308","0.5631579160690308"
"92000","0.5614035129547119","0.5614035129547119","0.5614035129547119"
"93000","0.5368421077728271","0.5368421077728271","0.5368421077728271"
"94000","0.557894766330719","0.557894766330719","0.557894766330719"
"95000","0.5508772134780884","0.5508772134780884","0.5508772134780884"
"96000","0.5438596606254578","0.5438596606254578","0.5438596606254578"
"97000","0.5333333611488342","0.5333333611488342","0.5333333611488342"
"98000","0.5736842155456543","0.5736842155456543","0.5736842155456543"
"99000","0.5403508543968201","0.5403508543968201","0.5403508543968201"
"100000","0.5403508543968201","0.5403508543968201","0.5403508543968201"
"101000","0.5736842155456543","0.5736842155456543","0.5736842155456543"
"102000","0.5701754093170166","0.5701754093170166","0.5701754093170166"
"103000","0.5596491098403931","0.5596491098403931","0.5596491098403931"
"104000","0.5649122595787048","0.5649122595787048","0.5649122595787048"
"105000","0.5561403632164001","0.5561403632164001","0.5561403632164001"
"106000","0.5894736647605896","0.5894736647605896","0.5894736647605896"
