"Step","OLMo-7B-Twin-2T-run-024 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-024 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-024 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-022 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-022 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-022 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-021 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-021 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-021 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-020 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-020 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-020 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-019 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-019 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-019 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-018 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-018 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-018 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-017 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-017 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-017 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-016 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-016 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-016 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-015 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-015 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-015 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-014 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-014 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-014 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-013 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-013 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-013 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-012 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-012 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-012 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-011 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-011 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-011 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-010 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-010 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-010 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-009 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-009 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-009 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-008 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-008 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-008 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-007 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-007 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-007 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-006 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-006 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-006 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-005 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-005 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-005 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-003 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-003 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-003 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-002 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-002 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-002 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-001 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-001 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-001 - eval/downstream/arc_easy_acc__MAX"
"1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2789473831653595","0.2789473831653595","0.2789473831653595"
"2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.340350866317749","0.340350866317749","0.340350866317749","","",""
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37719297409057617","0.37719297409057617","0.37719297409057617","","",""
"4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.429824560880661","0.429824560880661","0.429824560880661","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44035089015960693","0.44035089015960693","0.44035089015960693","","",""
"6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4526315927505493","0.4526315927505493","0.4526315927505493","","",""
"7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42456141114234924","0.42456141114234924","0.42456141114234924","","",""
"8000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48596492409706116","0.48596492409706116","0.48596492409706116","","",""
"9000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4877192974090576","0.4877192974090576","0.4877192974090576","","",""
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5210526585578918","0.5210526585578918","0.5210526585578918","","",""
"11000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5368421077728271","0.5368421077728271","0.5368421077728271","","",""
"12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5333333611488342","0.5333333611488342","0.5333333611488342","","",""
"13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5508772134780884","0.5508772134780884","0.5508772134780884","","",""
"14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5438596606254578","0.5438596606254578","0.5438596606254578","","",""
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5508772134780884","0.5508772134780884","0.5508772134780884","","",""
"16000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5491228103637695","0.5491228103637695","0.5491228103637695","","",""
"17000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5614035129547119","0.5614035129547119","0.5614035129547119","","",""
"18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5403508543968201","0.5403508543968201","0.5403508543968201","","",""
"19000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5701754093170166","0.5701754093170166","0.5701754093170166","","",""
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5456140637397766","0.5456140637397766","0.5456140637397766","","",""
"21000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5842105150222778","0.5842105150222778","0.5842105150222778","","",""
"22000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5631579160690308","0.5631579160690308","0.5631579160690308","","",""
"23000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5701754093170166","0.5701754093170166","0.5701754093170166","","",""
"24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5807017683982849","0.5807017683982849","0.5807017683982849","","",""
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5771929621696472","0.5771929621696472","0.5771929621696472","","",""
"26000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5859649181365967","0.5859649181365967","0.5859649181365967","","",""
