"Step","Group: OLMo-1B - eval/v2-small-manosphere-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-manosphere-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-manosphere-validation/CrossEntropyLoss__MAX"
"1000","4.351432800292969","4.351432800292969","4.351432800292969"
"2000","3.8724381923675537","3.8724381923675537","3.8724381923675537"
"3000","3.6934263706207275","3.6934263706207275","3.6934263706207275"
"4000","3.5943679809570312","3.5943679809570312","3.5943679809570312"
"5000","3.5320374965667725","3.5320374965667725","3.5320374965667725"
"6000","3.486630439758301","3.486630439758301","3.486630439758301"
"7000","3.448749303817749","3.448749303817749","3.448749303817749"
"8000","3.42305588722229","3.42305588722229","3.42305588722229"
"9000","3.392693281173706","3.392693281173706","3.392693281173706"
"10000","3.3740029335021973","3.3740029335021973","3.3740029335021973"
"11000","3.3535261154174805","3.3535261154174805","3.3535261154174805"
"12000","3.3379571437835693","3.3379571437835693","3.3379571437835693"
"13000","3.322709083557129","3.322709083557129","3.322709083557129"
"14000","3.3111722469329834","3.3111722469329834","3.3111722469329834"
"15000","3.2980690002441406","3.2980690002441406","3.2980690002441406"
"16000","3.2879559993743896","3.2879559993743896","3.2879559993743896"
"17000","3.2776503562927246","3.2776503562927246","3.2776503562927246"
"18000","3.2691853046417236","3.2691853046417236","3.2691853046417236"
"19000","3.259315252304077","3.259315252304077","3.259315252304077"
"20000","3.2504842281341553","3.2504842281341553","3.2504842281341553"
"21000","3.2381324768066406","3.2381324768066406","3.2381324768066406"
"22000","3.2312088012695312","3.2312088012695312","3.2312088012695312"
"23000","3.2250261306762695","3.2250261306762695","3.2250261306762695"
"24000","3.2162327766418457","3.2162327766418457","3.2162327766418457"
"25000","3.211130142211914","3.211130142211914","3.211130142211914"
"26000","3.2061831951141357","3.2061831951141357","3.2061831951141357"
"27000","3.198502540588379","3.198502540588379","3.198502540588379"
"28000","3.1946117877960205","3.1946117877960205","3.1946117877960205"
"29000","3.185753107070923","3.185753107070923","3.185753107070923"
"30000","3.1863515377044678","3.1863515377044678","3.1863515377044678"
"31000","3.1792941093444824","3.1792941093444824","3.1792941093444824"
"32000","3.1755573749542236","3.1755573749542236","3.1755573749542236"
"33000","3.1713242530822754","3.1713242530822754","3.1713242530822754"
"34000","3.1647677421569824","3.1647677421569824","3.1647677421569824"
"35000","3.1649398803710938","3.1649398803710938","3.1649398803710938"
"36000","3.1577374935150146","3.1577374935150146","3.1577374935150146"
"37000","3.15266489982605","3.15266489982605","3.15266489982605"
"38000","3.1532773971557617","3.1532773971557617","3.1532773971557617"
"39000","3.1481244564056396","3.1481244564056396","3.1481244564056396"
"40000","3.1447596549987793","3.1447596549987793","3.1447596549987793"
"41000","3.1445257663726807","3.1445257663726807","3.1445257663726807"
"42000","3.138312578201294","3.138312578201294","3.138312578201294"
"43000","3.1351966857910156","3.1351966857910156","3.1351966857910156"
"44000","3.1325602531433105","3.1325602531433105","3.1325602531433105"
"45000","3.1304502487182617","3.1304502487182617","3.1304502487182617"
"46000","3.126974582672119","3.126974582672119","3.126974582672119"
"47000","3.129751682281494","3.129751682281494","3.129751682281494"
"48000","3.1253933906555176","3.1253933906555176","3.1253933906555176"
"49000","3.119208812713623","3.119208812713623","3.119208812713623"
"50000","3.1185178756713867","3.1185178756713867","3.1185178756713867"
"51000","3.1166422367095947","3.1166422367095947","3.1166422367095947"
"52000","3.1159369945526123","3.1159369945526123","3.1159369945526123"
"53000","3.108867645263672","3.108867645263672","3.108867645263672"
"54000","3.1136815547943115","3.1136815547943115","3.1136815547943115"
"55000","3.1133549213409424","3.1133549213409424","3.1133549213409424"
"56000","3.109448194503784","3.109448194503784","3.109448194503784"
"57000","3.1086952686309814","3.1086952686309814","3.1086952686309814"
"58000","3.1026036739349365","3.1026036739349365","3.1026036739349365"
"59000","3.1021833419799805","3.1021833419799805","3.1021833419799805"
"60000","3.1000423431396484","3.1000423431396484","3.1000423431396484"
"61000","3.0993711948394775","3.0993711948394775","3.0993711948394775"
"62000","3.0966978073120117","3.0966978073120117","3.0966978073120117"
"63000","3.0954091548919678","3.0954091548919678","3.0954091548919678"
"64000","3.092665195465088","3.092665195465088","3.092665195465088"
